,IL1F10 (84639)
ACH-000004,-0.120823817912
ACH-000007,-0.08676491959589999
ACH-000009,-0.18111647966699998
ACH-000011,-0.0729046955034
ACH-000012,-0.239294074961
ACH-000013,-0.254911433359
ACH-000014,-0.235357057491
ACH-000015,-0.196268490044
ACH-000017,0.0854008802338
ACH-000018,-0.263697817642
ACH-000019,-0.267594863378
ACH-000021,0.11493615242
ACH-000022,-0.154339472528
ACH-000025,-0.238290637912
ACH-000028,-0.349501820833
ACH-000030,-0.118080416097
ACH-000035,-0.177167037524
ACH-000036,-0.122196615253
ACH-000037,-0.216439112317
ACH-000039,-0.33739664848000006
ACH-000040,-0.024921559526299996
ACH-000041,-0.07591827845660001
ACH-000042,0.037924535561
ACH-000045,-0.21693538704100002
ACH-000047,-0.141111819862
ACH-000052,-0.0230185349922
ACH-000053,-0.182167791013
ACH-000054,-0.0667087820197
ACH-000055,0.0242529724952
ACH-000060,0.0222469528052
ACH-000067,0.018116142911
ACH-000070,0.037492700072
ACH-000075,-0.0620589894845
ACH-000078,-0.00449239500806
ACH-000082,-0.160940581083
ACH-000085,-0.125988645287
ACH-000086,-0.09516511760719999
ACH-000087,0.0679417746256
ACH-000092,-0.300269014708
ACH-000095,-0.012850231358299997
ACH-000097,-0.106503446768
ACH-000098,-0.16527800235600001
ACH-000099,-0.00301667294567
ACH-000108,-0.0950182790607
ACH-000113,-0.171107011584
ACH-000115,-0.0892026178454
ACH-000116,-0.12239197077299999
ACH-000118,-0.162718825145
ACH-000120,-0.0934166233732
ACH-000123,-0.22136872282900003
ACH-000127,-0.149455272909
ACH-000128,-0.254297506359
ACH-000132,-0.15943212617900002
ACH-000133,-0.18454086798
ACH-000137,-0.113871351971
ACH-000138,-0.11300804732000001
ACH-000142,-0.11451029988900001
ACH-000143,0.0725210461599
ACH-000146,-0.0669398940112
ACH-000148,-0.102063810261
ACH-000150,-0.231272591213
ACH-000152,-0.196710720697
ACH-000153,-0.36030470697800004
ACH-000159,-0.0170819182934
ACH-000160,-0.09220079308460001
ACH-000163,-0.35753121622199996
ACH-000167,-0.136332793082
ACH-000168,-0.256510006807
ACH-000169,-0.04210285305
ACH-000178,-0.037018871781300006
ACH-000182,-0.102970574892
ACH-000183,-0.213554783781
ACH-000188,-0.06065467053180001
ACH-000189,-0.511111642823
ACH-000190,-0.09580709821219999
ACH-000198,-0.160913916457
ACH-000204,0.027498756960400002
ACH-000206,-0.0207464292457
ACH-000207,0.0892122572701
ACH-000211,-0.150198125243
ACH-000215,-0.032006807009
ACH-000221,0.00383903269992
ACH-000222,-0.054883237674
ACH-000223,-0.143660301851
ACH-000226,-0.20524858375500002
ACH-000227,-0.126747949845
ACH-000228,-0.129757577667
ACH-000231,-0.13451829705600002
ACH-000232,-0.0225991224412
ACH-000233,-0.0764581894002
ACH-000234,-0.07966978865119999
ACH-000235,-0.0740851917587
ACH-000237,-0.069040690344
ACH-000238,-0.193396059881
ACH-000243,-0.172835027995
ACH-000244,-0.160372057884
ACH-000246,-0.19884882871399998
ACH-000248,-0.074018990808
ACH-000250,-0.12449145721799999
ACH-000251,-0.122000398159
ACH-000253,-0.158362597303
ACH-000255,-0.515758750896
ACH-000256,-0.147743391634
ACH-000257,-0.0959864352165
ACH-000258,-0.140091886546
ACH-000259,-0.0060149052378399995
ACH-000260,-0.17449300364599998
ACH-000261,-0.120783274446
ACH-000262,-0.049415304766499996
ACH-000263,-0.213305645443
ACH-000264,-0.108981537699
ACH-000265,-0.220438737033
ACH-000266,-0.084959127666
ACH-000272,-0.0747386490778
ACH-000273,-0.0515879819556
ACH-000274,-0.051624209338499996
ACH-000277,-0.150441145733
ACH-000278,0.052998732684
ACH-000279,-0.07151237987310001
ACH-000280,-0.158833473743
ACH-000281,0.12487961030099999
ACH-000288,-0.22490405473900002
ACH-000291,-0.101085123691
ACH-000293,-0.0576856939427
ACH-000294,-0.22510456664
ACH-000295,0.105436481082
ACH-000296,-0.015634505540400002
ACH-000302,-0.189585274901
ACH-000304,-0.0661848166976
ACH-000307,-0.199814512279
ACH-000308,-0.190887844412
ACH-000310,-0.00549595351585
ACH-000311,-0.13035137041099998
ACH-000312,-0.162692938102
ACH-000315,-0.126676893817
ACH-000316,-0.039640705938900005
ACH-000317,-0.187040287136
ACH-000318,-0.242386558055
ACH-000319,0.0293916445258
ACH-000320,0.0184170628948
ACH-000322,-0.162068800352
ACH-000323,-0.140849667395
ACH-000324,-0.09563582828360001
ACH-000329,-0.254271744179
ACH-000330,-0.0970390961457
ACH-000331,-0.160473401258
ACH-000332,0.036061340969300006
ACH-000334,-0.07258086357099999
ACH-000335,-0.433110613179
ACH-000336,-0.14702418005100001
ACH-000337,-0.127989042043
ACH-000339,-0.170102874584
ACH-000341,-0.155404566394
ACH-000348,-0.106231322939
ACH-000350,-0.00389348444235
ACH-000352,0.0182009761071
ACH-000356,-0.263598320211
ACH-000361,-0.479434637201
ACH-000362,-0.09449713771680002
ACH-000363,0.00617153782804
ACH-000364,-0.32056108079
ACH-000365,-0.125455946601
ACH-000366,-0.152619653258
ACH-000368,-0.17301332950399997
ACH-000374,-0.06359416693099999
ACH-000375,-0.246883172181
ACH-000376,-0.027240249995900002
ACH-000381,-0.14387492412900002
ACH-000383,-0.11509342130999999
ACH-000387,-0.21615102536699998
ACH-000389,-0.252549830762
ACH-000390,-0.15831531920800002
ACH-000393,-0.214444839502
