,BDH1 (622)
ACH-000004,0.012972115788
ACH-000007,-0.15192690994000002
ACH-000009,-0.07970015188339999
ACH-000011,-0.152348781797
ACH-000012,0.09208988197899999
ACH-000013,-0.0156855294223
ACH-000014,0.0646350141844
ACH-000015,-0.140036877388
ACH-000017,-0.173209232557
ACH-000018,0.0020127794923
ACH-000019,-0.12304998478700001
ACH-000021,-0.167347619068
ACH-000022,-0.00591944601548
ACH-000025,-0.059540761241199995
ACH-000028,-0.011550485790799998
ACH-000030,-0.061817708034300006
ACH-000035,0.07714047055989999
ACH-000036,-0.010281969345299999
ACH-000037,-0.27740895368
ACH-000039,0.026576964163700003
ACH-000040,-0.143319486307
ACH-000041,-0.0170812936767
ACH-000042,-0.272771684906
ACH-000045,-0.0594142658363
ACH-000047,-0.0891914755103
ACH-000052,0.22394058757
ACH-000053,-0.0409842583368
ACH-000054,-0.211412041291
ACH-000055,-0.00426608452061
ACH-000060,-0.288585292244
ACH-000067,-0.0866618048062
ACH-000070,0.0887837462858
ACH-000075,-0.381944971595
ACH-000078,-0.08814749545150001
ACH-000082,0.0151952134763
ACH-000085,0.0460294703766
ACH-000086,-0.0355831865122
ACH-000087,0.04937389589769999
ACH-000092,-0.175204098883
ACH-000095,-0.00526356674106
ACH-000097,-0.012829079606999999
ACH-000098,0.0389135308928
ACH-000099,-0.103586766819
ACH-000108,-0.17400423440999999
ACH-000113,-0.0274136663937
ACH-000115,0.0599533758496
ACH-000116,-0.028009970757900002
ACH-000118,0.0151825222922
ACH-000120,0.0665313276375
ACH-000123,-0.140135142645
ACH-000127,-0.121117504705
ACH-000128,-0.188746474342
ACH-000132,-0.09159190656649999
ACH-000133,-0.10062070188899999
ACH-000137,0.0228005219338
ACH-000138,0.0162666953427
ACH-000142,-0.0441769925835
ACH-000143,-0.0762584613651
ACH-000146,-0.009410320864649999
ACH-000148,0.0339537256913
ACH-000150,-0.0683271124383
ACH-000152,-0.0242421448624
ACH-000153,0.0444981447141
ACH-000159,0.042303973618800006
ACH-000160,-0.0864156754493
ACH-000163,-0.0677330853819
ACH-000167,-0.24268836442699998
ACH-000168,-0.36805603091300004
ACH-000169,-0.08174487905410001
ACH-000178,-0.04446479150169999
ACH-000182,-0.0329029411008
ACH-000183,-0.041389957969199996
ACH-000188,-0.0603545725375
ACH-000189,-0.19625418747200002
ACH-000190,0.0602351923934
ACH-000198,-0.17384111281800002
ACH-000204,-0.07318092392789999
ACH-000206,-0.125944351854
ACH-000207,0.188096928496
ACH-000211,-0.10598753805500001
ACH-000215,-0.0174016349937
ACH-000221,-0.0715125061591
ACH-000222,0.0333287395087
ACH-000223,-0.264750496475
ACH-000226,-0.0759498067478
ACH-000227,0.0381728152688
ACH-000228,0.0823103845809
ACH-000231,-0.07825093523469999
ACH-000232,-0.18994822809300002
ACH-000233,-0.0766788048058
ACH-000234,-0.0767500917227
ACH-000235,-0.07721940405460001
ACH-000237,-0.0991350867293
ACH-000238,-0.241104458656
ACH-000243,0.0318035146779
ACH-000244,-0.162117835989
ACH-000246,-0.21540058113699997
ACH-000248,-0.212091199782
ACH-000250,-0.16643804802200002
ACH-000251,-0.219383238609
ACH-000253,-0.0621353131931
ACH-000255,-0.015440968559600001
ACH-000256,-0.0706933630542
ACH-000257,-0.227410153466
ACH-000258,-0.203067071624
ACH-000259,-0.0634543260514
ACH-000260,0.0213093636851
ACH-000261,-0.0378746422504
ACH-000262,-0.146032680301
ACH-000263,-0.0722250035221
ACH-000264,-0.106453707551
ACH-000265,0.0197277629946
ACH-000266,-0.137561708749
ACH-000272,-0.33316537510899996
ACH-000273,-0.190790122276
ACH-000274,-0.225021971417
ACH-000277,-0.09832052299249999
ACH-000278,-0.13856364892
ACH-000279,-0.103940631996
ACH-000280,-0.171563232131
ACH-000281,0.16489684785999997
ACH-000288,-0.075263004561
ACH-000291,-0.21257537351199998
ACH-000293,0.059688487111800005
ACH-000294,0.00478834275953
ACH-000295,-0.274365812194
ACH-000296,0.06767010940030001
ACH-000302,-0.09232833261489999
ACH-000304,-0.053670325026099995
ACH-000307,-0.0591077093214
ACH-000308,-0.335037433896
ACH-000310,0.206078885694
ACH-000311,-0.0349581000279
ACH-000312,-0.10532427930800001
ACH-000315,-0.10460539404
ACH-000316,0.126107597982
ACH-000317,-0.217336118871
ACH-000318,0.121735947388
ACH-000319,0.08168267068889999
ACH-000320,-0.041468281953300004
ACH-000322,-0.185318445441
ACH-000323,0.0156364843213
