,MVD (4597)
ACH-000004,-1.32761662642
ACH-000007,-1.05196298515
ACH-000009,-0.964103614971
ACH-000011,-1.36271076985
ACH-000012,-0.899945941679
ACH-000013,-0.49785147552000003
ACH-000014,-1.0267438120999999
ACH-000015,-0.9949941337970001
ACH-000017,-1.47534233003
ACH-000018,-1.16633678784
ACH-000019,-0.50497858292
ACH-000021,-1.13838511116
ACH-000022,-1.3020785356
ACH-000025,-1.17125219034
ACH-000028,-0.8913622271789999
ACH-000030,-0.925215580323
ACH-000035,-1.06934294718
ACH-000036,-0.977636769877
ACH-000037,-0.579595130611
ACH-000039,-1.1273305413299999
ACH-000040,-0.9990226841769999
ACH-000041,-0.819409425125
ACH-000042,-1.21564721093
ACH-000045,-0.9748309587180001
ACH-000047,-1.10717019621
ACH-000052,-0.449894256028
ACH-000053,-0.86937060624
ACH-000054,-1.00105143303
ACH-000055,-0.8464740462129999
ACH-000060,-0.740395386954
ACH-000067,-0.945502856505
ACH-000070,-1.4349856619499999
ACH-000075,-0.282190612706
ACH-000078,-0.930897035318
ACH-000082,-0.23583621345800002
ACH-000085,-1.17146727641
ACH-000086,-0.666534798177
ACH-000087,-1.4278225521099999
ACH-000092,-0.81119519627
ACH-000095,-0.7324245301819999
ACH-000097,-1.0384576106999999
ACH-000098,-0.32658230916
ACH-000099,-0.92449602131
ACH-000108,-1.14235501223
ACH-000113,-0.828051909736
ACH-000115,-1.3431369342700001
ACH-000116,-0.399090451332
ACH-000118,-0.891721414578
ACH-000120,-0.605934220633
ACH-000123,-0.8710641343209999
ACH-000127,-1.07102554685
ACH-000128,-0.762996018289
ACH-000132,-1.25236667204
ACH-000133,-0.844628772993
ACH-000137,-0.406040068185
ACH-000138,-0.976927862564
ACH-000142,-1.03165962956
ACH-000143,-1.04371281249
ACH-000146,-1.37473076285
ACH-000148,-0.682003752359
ACH-000150,-0.771142446271
ACH-000152,-0.9766364506209999
ACH-000153,-0.68519557068
ACH-000159,-0.554523044169
ACH-000160,-0.770066810054
ACH-000163,-0.497199036348
ACH-000167,-0.817940459772
ACH-000168,-1.22043759569
ACH-000169,-0.984730476559
ACH-000178,-1.10036991787
ACH-000182,-0.8826227067290001
ACH-000183,-0.932606875117
ACH-000188,-1.11276766465
ACH-000189,-0.9896584623870001
ACH-000190,-0.9415730295270001
ACH-000198,-0.864900543088
ACH-000204,-1.0277444033
ACH-000206,-1.5912675491400001
ACH-000207,-1.1576140702200002
ACH-000211,-0.883322929267
ACH-000215,-0.679550547078
ACH-000221,-0.561157487969
ACH-000222,-1.21324704316
ACH-000223,-0.52940047575
ACH-000226,-0.733365956225
ACH-000227,-1.22360203626
ACH-000228,-0.21930479906599998
ACH-000231,-0.787945078503
ACH-000232,-0.8255572285699999
ACH-000233,-0.863774158739
ACH-000234,-1.1133261005600001
ACH-000235,-1.12944964591
ACH-000237,-0.7794614713979999
ACH-000238,-0.741653379384
ACH-000243,-1.0846923050900001
ACH-000244,-0.78456558705
ACH-000246,-0.836913351812
ACH-000248,-1.18535104591
ACH-000250,-1.12761410981
ACH-000251,-1.1444101632600001
ACH-000253,-1.1022629078100001
ACH-000255,-1.43026130526
ACH-000256,-1.07564471922
ACH-000257,-1.26284429894
ACH-000258,-1.35373177854
ACH-000259,-1.19248293789
ACH-000260,-1.21796923261
ACH-000261,-0.999918954794
ACH-000262,-1.32205508847
ACH-000263,-1.05695707756
ACH-000264,-0.8602570034649999
ACH-000265,-0.75415975671
ACH-000266,-1.15163510497
ACH-000272,-1.1885104734799998
ACH-000273,-1.2258773266299998
ACH-000274,-0.8099101027060001
ACH-000277,-1.16325297469
ACH-000278,-1.09922537716
ACH-000279,-1.18145541663
ACH-000280,-0.80760203579
ACH-000281,-1.3042286435400001
ACH-000288,-1.0871997944399998
ACH-000291,-0.682050055497
ACH-000293,-0.468196055524
ACH-000294,-1.3232195428799998
ACH-000295,-1.2674144006499999
ACH-000296,-1.156475776
ACH-000302,-0.5826738223800001
ACH-000304,-0.647883511669
ACH-000307,-1.05212958426
ACH-000308,-0.83924245996
ACH-000310,-1.5124105069100002
ACH-000311,-1.05930870038
ACH-000312,-1.02328902764
ACH-000315,-1.4362549848700001
ACH-000316,-1.06248456107
ACH-000317,-1.3053485719600002
ACH-000318,-1.09735009763
ACH-000319,-0.7885939519580001
ACH-000320,-1.26368976627
ACH-000322,-0.839380130974
ACH-000323,-0.46836137229900004
ACH-000324,-0.931692449671
ACH-000329,-0.526382712053
ACH-000330,-1.47584148393
ACH-000331,-0.8450154588950001
ACH-000332,-1.14001643756
ACH-000334,-1.8412260298199998
ACH-000335,-0.9164306995110001
ACH-000336,-0.874566030544
ACH-000337,-1.28533445006
ACH-000339,-1.00981371472
ACH-000341,-0.549868800524
ACH-000348,-1.3202113139799998
ACH-000350,-0.49025517412600006
ACH-000352,-1.3053460952399998
ACH-000356,-0.9767283469320001
ACH-000361,-1.28804726165
ACH-000362,-0.94255450143
ACH-000363,-1.16811994485
ACH-000364,-0.561170601409
ACH-000365,-1.1539115212200002
ACH-000366,-1.3765144042700002
ACH-000368,-0.5724961926919999
ACH-000374,-1.0956119778
ACH-000375,-0.7923573335140001
ACH-000376,-0.976147355614
ACH-000381,-1.0153385589700001
ACH-000383,-1.17342156662
ACH-000387,-1.2350455805299998
ACH-000389,-0.0998340127568
ACH-000390,-1.3475664464300001
ACH-000393,-0.432577225441
ACH-000395,-0.9126119385889999
ACH-000397,-1.05570670112
ACH-000401,-1.27083496593
ACH-000402,-0.86859203714
ACH-000403,-1.03512712257
ACH-000404,-0.857971907978
ACH-000406,-1.20253935526
ACH-000407,-0.45994486756700004
ACH-000408,-1.3427574833899998
ACH-000410,-1.01410539747
ACH-000411,-1.1035502314799999
ACH-000414,-1.0998917815
ACH-000415,-1.1423340504600001
ACH-000416,-1.0411111643700002
ACH-000420,-0.937987572794
ACH-000421,-1.1151438663700002
ACH-000424,-0.970775520217
ACH-000425,-1.37948137546
ACH-000426,-1.5831667649899999
ACH-000427,-0.721500273891
ACH-000433,-0.769773545701
ACH-000436,-0.7630148643160001
ACH-000444,-1.2542649286299998
ACH-000445,-1.1658059365
ACH-000448,-1.0752678305299999
ACH-000450,-0.860521746676
ACH-000452,-1.0481155179700001
ACH-000454,-1.13937224395
ACH-000458,-1.0793813298100001
ACH-000459,-1.57595757288
ACH-000460,-0.922294911424
ACH-000461,-0.9958094625309999
ACH-000463,-0.947207311955
ACH-000464,-0.903318708096
ACH-000466,-0.716304463731
ACH-000467,-1.1171603027099999
ACH-000468,-1.1157249166
ACH-000469,-0.493497801831
ACH-000470,-0.609992238897
ACH-000471,-1.27040240248
ACH-000472,-0.861950503245
ACH-000473,-0.13171250728199999
ACH-000475,-0.9346496356559999
ACH-000476,-1.06064289204
ACH-000477,-1.29299006986
ACH-000480,-0.48458891700400003
ACH-000481,-0.918548738976
ACH-000483,-0.566005310732
ACH-000484,-0.371793313309
ACH-000485,-0.890801023233
ACH-000486,-0.9625137904719999
ACH-000487,-1.0502384027399998
ACH-000488,-0.826287149295
ACH-000490,-0.755638371988
ACH-000491,-1.1463345269
ACH-000495,-0.850596105196
ACH-000496,-1.2186229126299999
ACH-000499,-0.824153404709
ACH-000500,-0.733186165626
ACH-000502,-1.08209611635
ACH-000503,-0.558657421888
ACH-000505,-1.30135554714
ACH-000507,-1.1892625777899999
ACH-000510,-1.17429735496
ACH-000511,-0.9515232344310001
ACH-000512,-0.8822894677869999
ACH-000516,-0.52226147662
ACH-000517,-1.2537784920100001
ACH-000518,-1.0145562807
ACH-000520,-1.22758445717
ACH-000521,-1.18664034974
ACH-000522,-1.08634510116
ACH-000524,-0.7421870363330001
ACH-000527,-1.03197662352
ACH-000528,-0.881689263737
ACH-000537,-0.9960987614219999
ACH-000541,-0.711280621242
ACH-000542,-1.12800937866
ACH-000544,-0.702060117186
ACH-000545,-0.48602639924999996
ACH-000547,-0.7250506782639999
ACH-000548,-1.4110691777000002
ACH-000549,-0.994848503524
ACH-000550,-1.3719974917700002
ACH-000552,-1.0804651454799998
ACH-000556,-1.0
ACH-000557,-1.5413900548100001
ACH-000570,-1.16371357438
ACH-000571,-1.2765780548399999
ACH-000573,-1.15068814166
ACH-000576,-1.01803743902
ACH-000580,-1.21382961402
ACH-000584,-1.02803136961
ACH-000585,-1.15134168658
ACH-000588,-1.17500278768
ACH-000589,-0.45550767037600004
ACH-000591,-0.330046112277
ACH-000593,-1.06609830638
ACH-000600,-0.8482321218000001
ACH-000601,-0.846625046733
ACH-000604,-1.28979663266
ACH-000605,-0.648521739467
ACH-000606,-0.560509643112
ACH-000608,-1.30678499847
ACH-000614,-1.04113248834
ACH-000616,-1.17292231588
ACH-000618,-0.974895188047
ACH-000619,-1.18225442933
ACH-000620,-1.2871080959399999
ACH-000621,-0.956234053276
ACH-000622,-0.430993958843
ACH-000623,-0.472181160679
ACH-000624,-0.904431416091
ACH-000627,-1.05621763563
ACH-000630,-1.2736502026
ACH-000632,-1.3979209496
ACH-000633,-1.24282032696
ACH-000637,-0.946765724844
ACH-000638,-0.85537721559
ACH-000646,-0.547354295843
ACH-000647,-0.981709063378
ACH-000648,-1.4783988896399998
ACH-000649,-0.955938205002
ACH-000651,-0.781083695828
ACH-000652,-1.3129090329700002
ACH-000653,-0.960842392341
ACH-000657,-0.8290593645890001
ACH-000658,-1.26815740959
ACH-000661,-1.64920815494
ACH-000662,-0.799033070522
ACH-000663,-0.607998153344
ACH-000665,-0.9887510103139999
ACH-000671,-1.06753947489
ACH-000673,-1.2177149328899999
ACH-000676,-0.983838958433
ACH-000677,-0.5561439993949999
ACH-000681,-0.915157170513
ACH-000682,-0.984880027213
ACH-000683,-0.787262143349
ACH-000684,-0.858211044031
ACH-000688,-1.0507217715100001
ACH-000693,-0.496681314443
ACH-000694,-1.05372695884
ACH-000695,-1.2733227002399998
ACH-000696,-0.9438842912190001
ACH-000697,-0.842083168812
ACH-000699,-1.0134768514899999
ACH-000701,-1.10038793953
ACH-000706,-0.7083576720620001
ACH-000711,-0.9584625429289999
ACH-000713,-1.23683708537
ACH-000714,-1.1085720818200002
ACH-000718,-0.7638485476450001
ACH-000720,-0.665359179136
ACH-000721,-0.9093061031399999
ACH-000724,-0.502085334557
ACH-000725,-0.7741112829729999
ACH-000732,-0.593198497064
ACH-000734,-1.14414300703
ACH-000735,-1.07756141684
ACH-000736,-0.797219950837
ACH-000738,-0.747506167484
ACH-000746,-1.3457411400400001
ACH-000747,-1.17408415402
ACH-000748,-1.1840614197
ACH-000753,-1.3258112878200001
ACH-000756,-0.43670717725599995
ACH-000757,-1.1270858485700002
ACH-000758,-1.13317538964
ACH-000760,-1.18295708785
ACH-000763,-1.0159278536
ACH-000764,-0.997220451117
ACH-000765,-1.4556154152399998
ACH-000766,-1.1750869075200001
ACH-000767,-1.3669490379700002
ACH-000768,-1.0914119492299998
ACH-000769,-0.7101378636460001
ACH-000770,-0.9978581273430001
ACH-000771,-1.17971647106
ACH-000773,-0.8545510758930001
ACH-000776,-0.9411602732559999
ACH-000777,-1.20030671787
ACH-000778,-0.638294374296
ACH-000781,-1.1429681536
ACH-000782,-0.7492866109890001
ACH-000783,-0.833637275129
ACH-000784,-0.550800301118
ACH-000785,-0.756594144901
ACH-000787,-1.0148549408
ACH-000788,-1.12187950628
ACH-000791,-0.8476625379520001
ACH-000792,-1.2148445314799998
ACH-000794,-0.970738795877
ACH-000796,-0.6738969340659999
ACH-000799,-0.761353158551
ACH-000800,-1.8577953929599997
ACH-000802,-0.842351210037
ACH-000804,-1.2442985061799998
ACH-000805,-1.14367084816
ACH-000809,-1.17213267959
ACH-000810,-1.53099310731
ACH-000811,-0.5606793258120001
ACH-000817,-1.11278151495
ACH-000819,-0.942496829852
ACH-000820,-1.13541391591
ACH-000821,-1.5120797113799997
ACH-000822,-1.0102677279899999
ACH-000823,-0.9467154833820001
ACH-000824,-0.820975311777
ACH-000827,-1.16506444323
ACH-000829,-0.522414369889
ACH-000831,-0.920696987361
