,MASP2 (10747)
ACH-000223,-0.09531184398260001
ACH-000226,-0.206451303667
ACH-000227,-0.30145166627
ACH-000228,-0.0662443578824
ACH-000231,-0.14899636633899999
ACH-000232,-0.145915247471
ACH-000233,-0.283376542154
ACH-000234,-0.20279053659600002
ACH-000235,-0.163141635615
ACH-000237,-0.275951110315
ACH-000238,-0.315534967675
ACH-000243,-0.14149460617999998
ACH-000244,-0.00545655989284
ACH-000246,-0.24852463069000003
ACH-000248,-0.18632641082899998
ACH-000250,-0.147839465344
ACH-000251,-0.321979033521
ACH-000253,-0.281705933891
ACH-000255,-0.23298367866
ACH-000256,-0.283092795561
ACH-000257,-0.462553423896
ACH-000258,-0.396357595295
ACH-000259,-0.2486044824
ACH-000260,-0.23829182794700002
ACH-000261,0.10491444072799999
ACH-000262,-0.396553514273
ACH-000263,-0.308278409817
ACH-000264,-0.18238115039299999
ACH-000265,-0.148270669837
ACH-000266,-0.208238500181
ACH-000272,-0.103610267595
ACH-000273,-0.155258142674
ACH-000274,-0.155273431628
ACH-000277,-0.238035068909
ACH-000278,-0.25428129367400004
ACH-000279,-0.305846143323
ACH-000280,-0.25778527404
ACH-000281,-0.46004111752300003
ACH-000288,-0.391646913653
ACH-000291,-0.105691902918
ACH-000293,-0.529296635163
ACH-000294,-0.163555963916
ACH-000295,-0.310235335443
ACH-000296,-0.48748508151299996
ACH-000302,-0.324090807767
ACH-000304,-0.472269381733
ACH-000307,-0.161532782439
ACH-000308,-0.201042406404
ACH-000310,-0.0682561339387
ACH-000311,-0.21729283223999998
ACH-000312,-0.255669029782
ACH-000315,-0.223369477416
ACH-000316,-0.230465197621
ACH-000317,-0.12015779348200001
ACH-000318,-0.13783927953
ACH-000319,-0.290041265909
ACH-000320,-0.331747715477
ACH-000322,-0.27920235381999997
ACH-000323,-0.424104507606
ACH-000324,-0.296306484513
ACH-000329,-0.319200491979
ACH-000330,0.06406017795
ACH-000331,-0.159351501515
ACH-000332,-0.14289725707800002
ACH-000334,-0.33488995905200003
ACH-000335,-0.0619529792562
ACH-000336,-0.241730556473
ACH-000337,-0.131914868794
ACH-000339,-0.108871694057
ACH-000341,-0.162978068821
ACH-000348,-0.23532447091400002
ACH-000350,-0.34680471452100003
ACH-000352,-0.383728229738
ACH-000356,-0.230553931664
ACH-000361,-0.273426440185
ACH-000362,-0.137171112392
ACH-000363,-0.191958133059
ACH-000364,-0.282692950416
ACH-000365,-0.260835374906
ACH-000366,-0.25090319109299997
ACH-000368,-0.321146898518
ACH-000374,-0.295401953732
ACH-000375,-0.256581695399
ACH-000376,-0.246354109375
ACH-000381,-0.312889631835
ACH-000383,-0.33861772092
ACH-000387,-0.137063118249
ACH-000389,-0.348146380251
ACH-000390,-0.0655160775816
ACH-000393,-0.238685923158
ACH-000395,-0.350920958468
ACH-000397,-0.222424229567
ACH-000401,-0.14520901039
ACH-000402,0.213336113646
ACH-000403,-0.173742338568
ACH-000404,-0.194292226594
ACH-000406,-0.20926753064599998
ACH-000407,-0.253519635377
ACH-000408,-0.234421394019
ACH-000410,-0.186876172258
ACH-000411,-0.324783953814
ACH-000414,-0.08380253742480001
ACH-000415,-0.22825577386799997
ACH-000416,-0.167982111716
ACH-000420,-0.19699178991
ACH-000421,-0.256283689611
ACH-000424,-0.0846909009033
ACH-000425,-0.29844996750999997
ACH-000426,-0.473273786272
ACH-000427,-0.511244532043
ACH-000433,-0.125256432394
ACH-000436,-0.0818458568241
ACH-000444,-0.297238114071
ACH-000445,-0.33721822604199997
ACH-000448,-0.178598193275
ACH-000450,-0.43539462264600004
ACH-000452,-0.445928161774
ACH-000454,-0.269806445427
ACH-000458,-0.37093259255800004
ACH-000459,-0.127848322467
ACH-000460,-0.220821902243
ACH-000461,-0.015292316062399999
ACH-000463,-0.15624948330900001
ACH-000464,-0.483500858477
ACH-000466,-0.256344765172
ACH-000467,-0.160150115625
ACH-000468,-0.258362960361
ACH-000469,-0.230920686246
ACH-000470,-0.27771217327799996
ACH-000471,-0.197718028202
ACH-000472,-0.18609426263
ACH-000473,0.0857450423082
ACH-000475,-0.23321063579999998
ACH-000476,-0.225586750787
ACH-000477,-0.127137312624
ACH-000480,-0.264877157718
ACH-000481,-0.154155073256
ACH-000483,0.0276729307725
ACH-000484,-0.035346202183
ACH-000485,-0.256875758856
ACH-000486,-0.0674448739061
ACH-000487,-0.162408471121
ACH-000488,-0.16997994324000001
ACH-000490,-0.227625738806
ACH-000491,-0.264836136775
ACH-000495,-0.008629298907569999
ACH-000496,-0.257191815899
ACH-000499,0.07366207700789999
ACH-000500,-0.600934103623
ACH-000502,-0.18781875951299998
ACH-000503,-0.022378159777
ACH-000505,-0.111929571166
ACH-000507,-0.223328849785
ACH-000510,-0.19953990326499998
ACH-000511,-0.218561585222
ACH-000512,-0.322876915596
ACH-000516,-0.00119440618367
ACH-000517,-0.28881029052499996
ACH-000518,-0.0457009135725
ACH-000520,-0.18268640936900002
ACH-000521,-0.15985396555700002
ACH-000522,-0.342015686573
ACH-000524,-0.266882245738
ACH-000527,-0.260609291492
ACH-000528,-0.249112701863
ACH-000537,-0.246638285666
ACH-000541,0.0192964427393
ACH-000542,-0.20029569033300001
ACH-000544,-0.040874030433
ACH-000545,-0.10631614137800001
ACH-000547,-0.150393423899
ACH-000548,-0.30310447706300003
ACH-000549,-0.227911826924
ACH-000550,-0.42189826232699995
ACH-000552,-0.023446488100600002
ACH-000556,-0.17811383042999998
ACH-000557,-0.245617593527
ACH-000570,-0.23475066361400002
ACH-000571,-0.18594907037900002
ACH-000573,-0.086191418032
ACH-000576,-0.415006796671
ACH-000580,-0.34381678551399997
ACH-000584,-0.21885802716699998
ACH-000585,-0.29235096040999997
ACH-000588,-0.25439977484799997
ACH-000589,-0.291606936626
ACH-000591,-0.24748204199
ACH-000593,-0.48934148974299996
ACH-000600,-0.146927375912
ACH-000601,-0.239642192578
ACH-000604,-0.189048554635
ACH-000605,-0.205565575473
ACH-000606,-0.288967569952
ACH-000608,-0.25915446921999996
ACH-000614,-0.339302489292
ACH-000616,0.09723243646839999
ACH-000618,-0.277582672669
ACH-000619,-0.180253427485
ACH-000620,-0.335200698131
ACH-000621,-0.35135900543399995
ACH-000622,-0.38290056428
ACH-000623,-0.281515405317
ACH-000624,-0.162090174414
ACH-000627,-0.282185211297
ACH-000630,-0.25613182889
ACH-000632,-0.27208801139
ACH-000633,-0.739735126215
ACH-000637,-0.16114703730799998
ACH-000638,-0.26209256609299997
ACH-000646,-0.641247194896
ACH-000647,-0.154789384591
ACH-000648,-0.175434735792
ACH-000649,-0.166078334449
ACH-000651,-0.261517297948
ACH-000652,-0.298714162311
ACH-000653,-0.217192256252
ACH-000657,-0.267336129037
ACH-000658,-0.137493622085
ACH-000661,-0.206694483562
ACH-000662,-0.348428523996
ACH-000663,-0.271226171639
ACH-000665,-0.11692821187100001
ACH-000671,-0.169697343011
ACH-000673,-0.212650876002
ACH-000676,-0.247003299137
ACH-000677,-0.13679006664499999
ACH-000681,-0.24820655248000004
ACH-000682,-0.285651576976
ACH-000683,-0.41647099142300004
ACH-000684,-0.186136421872
ACH-000688,-0.41291450446
ACH-000693,-0.215127481645
ACH-000694,-0.17730480296700002
ACH-000695,-0.355066433631
ACH-000696,-0.24081168338000003
ACH-000697,-0.164247604288
ACH-000699,-0.234558596895
ACH-000701,-0.19871740446
ACH-000706,-0.17933116053599998
ACH-000711,-0.23345432178000003
ACH-000713,-0.280011886358
ACH-000714,-0.158740316769
ACH-000718,-0.214222931772
ACH-000720,-0.265628411431
ACH-000721,-0.25570705358600004
ACH-000724,-0.0349222850999
ACH-000725,0.0857226655669
ACH-000732,-0.0829004607642
ACH-000734,-0.304186560125
ACH-000735,-0.33175328876
ACH-000736,-0.07316784679110001
ACH-000738,-0.17462436602200002
ACH-000746,-0.280901186588
ACH-000747,-0.307703080719
ACH-000748,-0.23772138251699998
ACH-000753,-0.26557692265
ACH-000756,-0.384956944895
ACH-000757,-0.218473780167
ACH-000758,-0.212955672105
ACH-000760,-0.22125237849800003
ACH-000763,-0.167747629697
ACH-000764,-0.16824388205600002
ACH-000765,-0.406537710343
ACH-000766,-0.13654056985500002
ACH-000767,-0.28167318520199996
ACH-000768,-0.208024514694
ACH-000769,-0.250069338276
ACH-000770,-0.17871063967300002
ACH-000771,-0.337970786154
ACH-000773,-0.18016681906399998
ACH-000776,0.038535177495199996
ACH-000777,-0.358283426072
ACH-000778,-0.12461463556199999
ACH-000781,-0.21149819811999998
ACH-000782,-0.42892081010099997
ACH-000783,-0.257435318188
ACH-000784,-0.342538757708
ACH-000785,-0.389000251655
ACH-000787,-0.23377164938
ACH-000788,-0.11700880134299999
ACH-000791,-0.26988595043499997
ACH-000792,-0.324362463387
ACH-000794,-0.276142002125
ACH-000796,-0.348584408119
ACH-000799,-0.0275064905142
ACH-000800,0.0130134548024
ACH-000802,-0.180449059113
ACH-000804,-0.276168408391
ACH-000805,-0.32863186962200003
ACH-000809,-0.0199595189869
ACH-000810,-0.0713788319948
ACH-000811,-0.264585694665
ACH-000817,-0.479118198769
ACH-000819,-0.20109960154399997
ACH-000820,-0.21898034575999997
ACH-000821,-0.753251953891
ACH-000822,-0.158986087516
ACH-000823,-0.238244026878
ACH-000824,-0.118839231094
ACH-000827,-0.0537317014884
ACH-000829,-0.41785996026100003
ACH-000831,-0.266080963525
ACH-000832,-0.247227082416
ACH-000833,0.159847613506
ACH-000834,-0.208362083006
ACH-000835,-0.20060422006499998
ACH-000836,-0.24639170849599998
ACH-000837,-0.21215902374600001
ACH-000838,-0.18151430758099998
ACH-000839,-0.321545285898
ACH-000840,0.0817356361383
ACH-000841,-0.0349750200488
ACH-000843,-0.336960664185
ACH-000846,-0.09308152277380001
ACH-000847,-0.419697241548
ACH-000848,-0.265829788375
ACH-000849,-0.36568320783200003
ACH-000851,-0.315739765705
ACH-000855,-0.110337911295
ACH-000856,-0.487050569737
ACH-000858,-0.234950823023
ACH-000859,-0.214271252949
ACH-000861,-0.178358052274
ACH-000862,-0.265367976941
ACH-000865,-0.18411978079
ACH-000866,-0.0734966825676
ACH-000867,-0.237917979995
ACH-000869,-0.08740212762949999
ACH-000872,-0.21661784874499998
ACH-000873,-0.290865412218
ACH-000876,-0.19190409825
ACH-000878,-0.052054758057500004
ACH-000880,-0.463715441807
ACH-000881,-0.056555008191
ACH-000882,-0.217803409455
ACH-000884,-0.268119790308
ACH-000885,-0.384062585021
ACH-000887,-0.345823279116
ACH-000888,-0.175402564043
ACH-000889,-0.34434047825999997
ACH-000890,-0.185967016112
ACH-000896,-0.12959424625
ACH-000898,-0.32299466501699997
ACH-000900,-0.04577412275619999
ACH-000901,-0.355551887761
ACH-000905,-0.0987643488746
ACH-000906,-0.275617218429
ACH-000907,-0.129461239853
ACH-000910,-0.381971511545
ACH-000911,-0.373913822552
ACH-000912,-0.162963184581
ACH-000913,-0.317882264373
ACH-000915,-0.327184655481
ACH-000916,0.110791518835
ACH-000917,-0.140439886056
ACH-000921,-0.378281392771
ACH-000924,-0.278370404411
ACH-000926,-0.239715604563
ACH-000928,-0.19998584743099998
ACH-000929,-0.269328050769
ACH-000932,-0.07905854200489999
ACH-000935,-0.186184581757
ACH-000936,-0.451415351176
ACH-000937,-0.323302544666
ACH-000938,-0.21275684706700002
ACH-000939,-0.06427003034630001
ACH-000941,-0.204739176014
ACH-000943,-0.256936561848
ACH-000946,-0.204868077948
ACH-000947,-0.400386367042
ACH-000948,-0.10946722942800001
ACH-000950,-0.256953370489
ACH-000953,-0.225745160923
ACH-000957,-0.371068666268
ACH-000958,-0.276106386604
ACH-000960,-0.04736289816769999
ACH-000963,0.059159974378199996
ACH-000968,-0.13695372814600001
ACH-000969,-0.290162566675
ACH-000973,-0.272705773335
ACH-000974,-0.285565663603
ACH-000975,-0.334141042345
ACH-000976,-0.211426637235
ACH-000978,-0.161106507343
ACH-000980,-0.21923879856999998
ACH-000984,-0.15680668627699998
ACH-000986,-0.306987687772
ACH-000988,-0.295423786909
ACH-000993,-0.30682001188700003
ACH-000994,-0.14336195672399998
ACH-000996,-0.0293764772164
ACH-001001,-0.262033053237
ACH-001020,-0.283317536532
ACH-001028,-0.114225296498
ACH-001031,-0.151241228088
ACH-001038,-0.191971377949
ACH-001048,-0.306344851367
ACH-001050,-0.263532807837
ACH-001053,-0.309009544628
ACH-001054,-0.22622699726599999
ACH-001061,-0.358952360317
ACH-001067,-0.148402701491
ACH-001075,-0.26339307797
ACH-001096,-0.350676210797
ACH-001128,-0.191120865032
ACH-001134,-0.321898018422
ACH-001151,-0.175554865429
ACH-001163,-0.187735528252
ACH-001164,-0.40706540935900004
ACH-001173,-0.184566070866
ACH-001183,0.019587023125799997
ACH-001184,-0.348045622969
ACH-001190,-0.0862484032695
ACH-001192,-0.015006295562100001
ACH-001193,-0.39893243049000005
ACH-001196,-0.439945764418
ACH-001197,-0.439912046468
ACH-001205,-0.18776913584399998
ACH-001211,0.0410768631618
ACH-001212,0.0625961842113
ACH-001228,-0.21569354087099998
ACH-001232,-0.294346674687
ACH-001239,-0.265350269998
ACH-001274,-0.17791720347399997
ACH-001275,0.06345368595300001
ACH-001277,0.0678583311486
ACH-001278,-0.0044450002342600005
ACH-001280,-0.013132389237299999
ACH-001283,0.000503660294372
ACH-001289,-0.44373195218199996
ACH-001295,-0.218629134885
ACH-001300,-0.27490953575599997
ACH-001301,-0.13124569412599998
ACH-001302,-0.332988776262
ACH-001303,-0.19485111500900001
ACH-001306,-0.24386074688499998
ACH-001318,0.0118992048081
ACH-001322,-0.43225180215000003
ACH-001328,-0.274311830624
ACH-001332,-0.321368427777
ACH-001333,-0.179844589661
ACH-001336,-0.21963717684599998
ACH-001340,-0.271139977498
ACH-001346,-0.15115327707
ACH-001353,-0.10860680077099999
ACH-001354,-0.407416480781
ACH-001367,-0.48957131655599995
ACH-001368,-0.163944150507
ACH-001374,-0.0787012854034
ACH-001375,-0.17123728505999997
ACH-001377,-0.275194133046
ACH-001380,-0.154644701133
ACH-001391,-0.306909908055
ACH-001407,-0.171703232929
ACH-001408,-0.331465896965
ACH-001413,-0.19466135403499998
ACH-001430,-0.185322005295
ACH-001431,-0.314074298804
ACH-001450,-0.476039263103
ACH-001496,-0.22106252375
ACH-001500,-0.34748791777800003
ACH-001521,-0.154296988651
ACH-001523,-0.30550878545800003
ACH-001532,-0.203701441446
ACH-001536,-0.08523051747850001
ACH-001550,-0.252122598659
ACH-001552,-0.302983909509
ACH-001554,-0.156100165678
ACH-001645,-0.27330372207
ACH-001654,-0.322868084411
ACH-001715,-0.261984190051
ACH-001735,-0.165326284116
ACH-001736,-0.0539679635956
ACH-001737,0.030425473463499997
ACH-001740,-0.322615976111
ACH-001745,-0.19042310464
ACH-001750,-0.234706363519
ACH-001765,-0.39236628039300003
ACH-001956,-0.154895904363
ACH-001957,-0.206140285661
