,PF4V1 (5197)
ACH-000004,-0.10265942328
ACH-000007,0.0623087838461
ACH-000009,0.17598089080499998
ACH-000011,-0.0257448535599
ACH-000012,0.116914837501
ACH-000013,0.09204168049460001
ACH-000014,0.0116660586182
ACH-000015,0.0321432599034
ACH-000017,0.149638831897
ACH-000018,-0.030026788265299996
ACH-000019,-0.0337137863051
ACH-000021,0.137151793095
ACH-000022,0.00760855092712
ACH-000025,0.07397070809089999
ACH-000028,0.16792439844999998
ACH-000030,0.112437058805
ACH-000035,0.196228880645
ACH-000036,0.0405816670826
ACH-000037,0.0664940527857
ACH-000039,0.306819156583
ACH-000040,0.109107172588
ACH-000041,-0.08451926474580002
ACH-000042,0.26231262325599997
ACH-000045,-0.047527706935999996
ACH-000047,0.10874465472799999
ACH-000052,0.295502806138
ACH-000053,0.201592270224
ACH-000054,-0.019031554895400003
ACH-000055,0.167000600876
ACH-000060,-0.10110523466900001
ACH-000067,0.0519588599529
ACH-000070,0.08401312289030001
ACH-000075,-0.200899378168
ACH-000078,0.163682946964
ACH-000082,0.0167120204623
ACH-000085,-0.0921584421531
ACH-000086,0.127310284161
ACH-000087,0.192570561052
ACH-000092,0.107856313771
ACH-000095,0.12080750677000002
ACH-000097,0.030769589479400002
ACH-000098,-0.114485898267
ACH-000099,0.19212788992199997
ACH-000108,-0.032424538994
ACH-000113,-0.0395943451454
ACH-000115,-0.23006888554299998
ACH-000116,0.127842969375
ACH-000118,0.346031853643
ACH-000120,0.173863749674
ACH-000123,0.123582571377
ACH-000127,0.0882937142389
ACH-000128,-0.17218796616999998
ACH-000132,0.0715744545951
ACH-000133,-0.0708017543304
ACH-000137,-0.14768007780099998
ACH-000138,0.330671696913
ACH-000142,-0.18145646802999998
ACH-000143,0.0611644124419
ACH-000146,0.105850727101
ACH-000148,-0.110617605454
ACH-000150,0.005626601931659999
ACH-000152,0.229401615918
ACH-000153,-0.464388045216
ACH-000159,-0.0449885424062
ACH-000160,0.022762410096
ACH-000163,0.042926523092
ACH-000167,-0.0717923373482
ACH-000168,0.379832837772
ACH-000169,0.0229640457454
ACH-000178,0.146976628144
ACH-000182,-0.0569272513847
ACH-000183,0.222375861846
ACH-000188,0.0864794406591
ACH-000189,0.12123955754599999
ACH-000190,0.08768652977229999
ACH-000198,-0.007708498397060001
ACH-000204,-0.00210412290899
ACH-000206,0.17468471078899997
ACH-000207,0.173767155732
ACH-000211,0.00481130103824
ACH-000215,0.0111533716871
ACH-000221,-0.13405116236
ACH-000222,0.07167329900439999
ACH-000223,0.00405820709349
ACH-000226,-0.0035740984568899997
ACH-000227,-0.0665085348644
ACH-000228,-0.135795784296
ACH-000231,0.07025772111110001
ACH-000232,0.138391365812
ACH-000233,0.0591320415709
ACH-000234,0.256335052035
ACH-000235,0.181993781822
ACH-000237,-0.041441936586000004
ACH-000238,0.139399137443
ACH-000243,0.165882895678
ACH-000244,0.10490397084200001
ACH-000246,0.0856024371648
ACH-000248,-0.0201213924275
ACH-000250,0.0827229663687
ACH-000251,0.000574201910407
ACH-000253,0.0240797944751
ACH-000255,-0.025109773250099998
ACH-000256,0.05685236574569999
ACH-000257,0.123461584837
ACH-000258,0.046952486291
ACH-000259,0.129739737619
ACH-000260,0.16496814082
ACH-000261,0.195156413978
ACH-000262,0.212020319721
ACH-000263,0.155151773492
ACH-000264,0.12215332928400001
ACH-000265,0.163184259704
ACH-000266,0.181027107313
ACH-000272,-0.113243548169
ACH-000273,0.406821861745
ACH-000274,0.14172439659299998
ACH-000277,0.20888908321400002
ACH-000278,0.152029757485
ACH-000279,0.09142577028780001
ACH-000280,0.169604277296
ACH-000281,0.18043082244300002
ACH-000288,0.29859676234
ACH-000291,0.112735041518
ACH-000293,0.133043107741
ACH-000294,0.11258353829199999
ACH-000295,-0.24017004348700002
ACH-000296,-0.116439101919
ACH-000302,0.0263888097895
ACH-000304,0.06942631464049999
ACH-000307,0.128805604629
ACH-000308,0.021022827632
ACH-000310,0.32749941395300003
ACH-000311,0.17558052997200002
ACH-000312,0.295568303467
ACH-000315,-0.13703927533399998
ACH-000316,-0.119303002147
ACH-000317,0.157351869017
ACH-000318,0.00471905823466
ACH-000319,-0.0609755041369
ACH-000320,0.32047779994000003
ACH-000322,0.0665063275804
ACH-000323,-0.143402470906
ACH-000324,-0.0252228732588
ACH-000329,0.0954746930524
ACH-000330,0.233089845722
ACH-000331,-0.00809048707855
ACH-000332,0.0817390085691
ACH-000334,0.45770014496399997
ACH-000335,0.233648497542
ACH-000336,0.18412968904100002
ACH-000337,0.06761585431419999
ACH-000339,-0.014831904121299998
ACH-000341,0.19523158857
ACH-000348,-0.20550133092
ACH-000350,0.28763723244100003
ACH-000352,0.0917649871068
ACH-000356,-0.218713058889
ACH-000361,0.25297626201900003
ACH-000362,0.163790956071
ACH-000363,0.0368879314993
ACH-000364,0.256846534522
ACH-000365,0.041066650233999996
ACH-000366,-0.031120232834400005
ACH-000368,-0.0386125222336
ACH-000374,0.0772102456687
ACH-000375,-0.0429666238916
ACH-000376,0.000326735596883
ACH-000381,0.0885951845063
ACH-000383,0.00889492344486
ACH-000387,-0.0909649916366
ACH-000389,-0.0589659929323
ACH-000390,0.1377058112
ACH-000393,0.10933806448899999
ACH-000395,0.21025077108600002
ACH-000397,-0.043807633013
ACH-000401,-0.0115686298181
ACH-000402,-0.252437811025
ACH-000403,0.0997821970173
ACH-000404,0.161364968117
