,KMT2E (55904)
ACH-000004,-0.112417078226
ACH-000007,-0.153296969397
ACH-000009,-0.18580669878800002
ACH-000011,0.15883943505
ACH-000012,-0.177690377232
ACH-000013,-0.033145158945
ACH-000014,0.09902308355350001
ACH-000015,0.185692198281
ACH-000017,0.28157657951
ACH-000018,0.06887749813189999
ACH-000019,-0.335170032352
ACH-000021,-0.426026835172
ACH-000022,0.0678449366179
ACH-000025,-0.0374354626645
ACH-000028,-0.245575191778
ACH-000030,0.0700498644387
ACH-000035,-0.18851487907900003
ACH-000036,-0.443494810028
ACH-000037,-0.050800942468300005
ACH-000039,0.20091014657900003
ACH-000040,-0.33840601467
ACH-000041,0.269009626663
ACH-000042,-0.10134873276
ACH-000045,-0.223434556925
ACH-000047,-0.42637410815800003
ACH-000052,-0.163417970259
ACH-000053,-0.25988993933800003
ACH-000054,0.0686479714845
ACH-000055,-0.475008488905
ACH-000060,-0.00151074813125
ACH-000067,-0.216316998394
ACH-000070,-0.04533131937
ACH-000075,-0.33877554344300004
ACH-000078,0.11356665951099999
ACH-000082,-0.136370689088
ACH-000085,0.08147548608289999
ACH-000086,-0.08488973190960002
ACH-000087,-0.048322208426
ACH-000092,0.215537925833
ACH-000095,-0.159856644781
ACH-000097,-0.163133429961
ACH-000098,0.1538388278
ACH-000099,0.279409875172
ACH-000108,-0.178677289972
ACH-000113,0.089700027168
ACH-000115,0.0896410827727
ACH-000116,-0.118709735693
ACH-000118,-0.248578154955
ACH-000120,-0.164794864593
ACH-000123,-0.0185984706572
ACH-000127,0.053292703306099996
ACH-000128,0.028955386863599997
ACH-000132,0.0364430903538
ACH-000133,-0.219447830431
ACH-000137,0.287765488234
ACH-000138,-0.315346788074
ACH-000142,0.14604928433599998
ACH-000143,0.179582647953
ACH-000146,0.00058562669354
ACH-000148,-0.134902376518
ACH-000150,-0.021710416126900004
ACH-000152,0.0366067627876
ACH-000153,-0.0180278760435
ACH-000159,-0.08503315526960001
ACH-000160,0.362848263464
ACH-000163,-0.0659675846231
ACH-000167,0.674753325685
ACH-000168,0.20324110181
ACH-000169,0.22509873583700002
ACH-000178,0.0200954959001
ACH-000182,-0.166225355394
ACH-000183,-0.344701179798
ACH-000188,-0.129346746144
ACH-000189,-0.40979337717200004
ACH-000190,0.110576539306
ACH-000198,-0.272667034521
ACH-000204,-0.27111050473000003
ACH-000206,-0.226381423782
ACH-000207,0.36410136344300004
ACH-000211,-0.228375875435
ACH-000215,-0.235609103713
ACH-000221,-0.18907555290199998
ACH-000222,-0.26790474056999997
ACH-000223,-0.0374892741701
ACH-000226,-0.00957881609295
ACH-000227,0.24550875484200002
ACH-000228,0.0137844722995
ACH-000231,-0.022238407237999996
ACH-000232,-0.051063573272699996
ACH-000233,-0.274805023687
ACH-000234,-0.236645130586
ACH-000235,-0.12500065589099998
ACH-000237,-0.156902415259
ACH-000238,-0.150341802232
ACH-000243,0.101932997945
ACH-000244,-0.488744325925
ACH-000246,-0.297153067898
ACH-000248,0.0853144440222
ACH-000250,-0.401411000864
ACH-000251,0.0642881990539
ACH-000253,0.0046552603941000005
ACH-000255,-0.230950724342
ACH-000256,0.0194172033438
ACH-000257,-0.132819200766
ACH-000258,0.18858514465300003
ACH-000259,-0.013170322921899999
ACH-000260,-0.0262821868469
ACH-000261,-0.07049869208819999
ACH-000262,-0.39386195624799997
ACH-000263,0.145145620438
ACH-000264,-0.08937190812889999
ACH-000265,-0.0836351452913
ACH-000266,-0.20443078996199998
ACH-000272,0.14695902844699998
ACH-000273,0.0145470236699
ACH-000274,-0.437399499384
ACH-000277,0.0902063182763
ACH-000278,-0.0955555932771
ACH-000279,-0.15759401179000002
ACH-000280,0.0345329300787
ACH-000281,-0.136301044704
ACH-000288,-0.0797396223912
ACH-000291,-0.027262129744599996
ACH-000293,-0.440088262674
ACH-000294,-0.09389427538589999
ACH-000295,-0.312928595208
ACH-000296,-0.258896182027
ACH-000302,-0.10452987458999999
ACH-000304,-0.277148644934
ACH-000307,0.023622861488700003
ACH-000308,-0.267980837516
ACH-000310,-0.18683956203899998
ACH-000311,-0.14926813420399998
ACH-000312,-0.047606608363800006
ACH-000315,-0.12788600880999998
ACH-000316,0.0711091192584
ACH-000317,-0.029194721193499997
ACH-000318,-0.12317193841900001
ACH-000319,0.006180283675909999
ACH-000320,-0.223398825832
ACH-000322,-0.05564357527290001
ACH-000323,-0.0441002480161
ACH-000324,-0.263250211496
ACH-000329,0.0402754505399
ACH-000330,-0.0652645832804
ACH-000331,-0.163861120671
ACH-000332,-0.0980944200954
ACH-000334,-0.34410692886
ACH-000335,-0.110359272847
ACH-000336,-0.36420734414800005
ACH-000337,-0.08219908351630001
ACH-000339,-0.149928386689
ACH-000341,0.17875825634599998
ACH-000348,0.022234575345700003
ACH-000350,0.041923780138300004
ACH-000352,-0.115572684444
ACH-000356,-0.135352380123
ACH-000361,-0.308480465672
ACH-000362,-0.276221707143
ACH-000363,-0.056829833185
ACH-000364,-0.168689376345
ACH-000365,-0.126924293145
ACH-000366,0.100980350306
ACH-000368,-0.43831243965000005
ACH-000374,-0.164755598724
ACH-000375,-0.195915602506
ACH-000376,-0.158549880484
ACH-000381,-0.308129534201
ACH-000383,-0.209841096048
ACH-000387,-0.246966275666
ACH-000389,-0.248876865501
ACH-000390,-0.446976891749
ACH-000393,-0.038708430460699994
ACH-000395,-0.258039315276
ACH-000397,-0.111301998186
ACH-000401,-0.262137781003
ACH-000402,0.141285833491
ACH-000403,-0.133037378574
ACH-000404,-0.14729264894000002
ACH-000406,0.028208762167500002
ACH-000407,0.0664928347492
ACH-000408,-0.0276143881355
ACH-000410,-0.234332006738
ACH-000411,-0.278407228954
ACH-000414,-0.006136783890979999
ACH-000415,-0.0241685631743
ACH-000416,0.016146939348600002
ACH-000420,-0.298847279297
ACH-000421,-0.182367758308
ACH-000424,-0.118245162492
ACH-000425,-0.128096919898
ACH-000426,-0.395264959105
ACH-000427,0.07438471196600001
ACH-000433,-0.238082093721
ACH-000436,0.0656306020465
ACH-000444,-0.23908967680100002
ACH-000445,-0.5324694535019999
ACH-000448,-0.020974455886200002
ACH-000450,-0.396556706089
ACH-000452,0.015145139412200002
ACH-000454,0.0459919413216
ACH-000458,-0.0532517517856
ACH-000459,-0.51916046271
ACH-000460,0.074742719574
ACH-000461,-0.166864221545
ACH-000463,-0.32150007763300004
ACH-000464,-0.37892337922700003
ACH-000466,-0.171652683691
ACH-000467,-0.0851048957235
ACH-000468,-0.295514936798
ACH-000469,-0.204545199759
ACH-000470,-0.29573927594599997
ACH-000471,0.400577883002
ACH-000472,-0.08794955000939998
ACH-000473,0.08003541669019999
ACH-000475,0.0494202271931
ACH-000476,-0.406377614225
ACH-000477,0.16111517131300002
ACH-000480,-0.032823556112599996
ACH-000481,-0.00298783225785
ACH-000483,-0.106887255796
ACH-000484,-0.6862944408600001
ACH-000485,-0.047718725167500003
ACH-000486,-0.034827189609400004
ACH-000487,-0.06632463962759999
ACH-000488,0.00919439381614
ACH-000490,-0.0128046087892
ACH-000491,-0.187862844162
ACH-000495,-0.108463621511
ACH-000496,-0.0490251831631
ACH-000499,0.19875909368500003
ACH-000500,0.559282745415
ACH-000502,-0.486627076444
ACH-000503,-0.464018268904
ACH-000505,-0.16645481705
ACH-000507,-0.150447841827
ACH-000510,-0.0765480278013
ACH-000511,-0.136834295251
ACH-000512,-0.394203194356
ACH-000516,-0.10767211354699999
ACH-000517,-0.298843426568
ACH-000518,-0.132109242563
ACH-000520,-0.33854409035099997
ACH-000521,0.223158755303
ACH-000522,-0.240066893142
ACH-000524,0.142740118533
ACH-000527,-0.025904603552
ACH-000528,-0.152481554495
ACH-000537,-0.05878023543190001
ACH-000541,-0.327149107683
ACH-000542,-0.0315062120221
ACH-000544,-0.373152587569
ACH-000545,-0.233862125939
ACH-000547,0.101686527993
ACH-000548,0.0644570478043
ACH-000549,0.07746614937739998
ACH-000550,-0.21681681525899998
ACH-000552,-0.22675596526500003
ACH-000556,0.15249263383
ACH-000557,-0.022797744788700003
ACH-000570,-0.118322386382
ACH-000571,-0.0223240014193
ACH-000573,-0.0186915976724
ACH-000576,-0.17254653025
ACH-000580,-0.239482585573
ACH-000584,-0.0663278658264
ACH-000585,0.25699217837
ACH-000588,-0.227962801681
ACH-000589,0.09626410582250002
ACH-000591,-0.00637003781922
ACH-000593,0.0744423269222
ACH-000600,-0.24037802989
ACH-000601,-0.132201494789
ACH-000604,-0.3610877372
