,CTDP1 (9150)
ACH-000004,-1.16681224543
ACH-000007,-0.8858933813009999
ACH-000009,-0.953412227801
ACH-000011,-1.11677902624
ACH-000012,-1.00763375192
ACH-000013,-1.1232327824700001
ACH-000014,-1.02167008383
ACH-000015,-0.8919605449429999
ACH-000017,-1.11450922361
ACH-000018,-0.8289238128290001
ACH-000019,-1.13249393525
ACH-000021,-0.9695723269059999
ACH-000022,-0.974528071399
ACH-000025,-1.08771044934
ACH-000028,-1.0881831064
ACH-000030,-1.0672051360600001
ACH-000035,-0.9760940140440001
ACH-000036,-1.47480670948
ACH-000037,-1.41449920417
ACH-000039,-1.07587500467
ACH-000040,-0.9640225825509999
ACH-000041,-0.8594069226459999
ACH-000042,-1.102512192
ACH-000045,-1.22019495714
ACH-000047,-1.04221802312
ACH-000052,-0.762914469832
ACH-000053,-0.970248254269
ACH-000054,-1.09070950886
ACH-000055,-0.723707604753
ACH-000060,-1.14046134139
ACH-000067,-1.1025212394600001
ACH-000070,-1.25941990003
ACH-000075,-0.960837497619
ACH-000078,-1.0897691409799999
ACH-000082,-1.3855368897799998
ACH-000085,-1.44094678125
ACH-000086,-0.9434472442849999
ACH-000087,-1.12313740413
ACH-000092,-1.08082389756
ACH-000095,-0.939462356079
ACH-000097,-0.883773341956
ACH-000098,-1.3021413717299999
ACH-000099,-1.1555207162
ACH-000108,-0.8144960957359999
ACH-000113,-1.18052333479
ACH-000115,-1.00161901387
ACH-000116,-1.32434327838
ACH-000118,-0.934325373501
ACH-000120,-1.1714345507500001
ACH-000123,-1.03150191104
ACH-000127,-1.1520009906
ACH-000128,-0.831276582194
ACH-000132,-1.59962548507
ACH-000133,-0.96833142125
ACH-000137,-0.916481997514
ACH-000138,-1.05730389389
ACH-000142,-1.0632922310100001
ACH-000143,-1.02170533189
ACH-000146,-1.17179399169
ACH-000148,-0.8058037408930001
ACH-000150,-0.9418321118140001
ACH-000152,-1.15071003297
ACH-000153,-0.8625102761229999
ACH-000159,-1.1801498149299998
ACH-000160,-0.824024882226
ACH-000163,-1.0627176552
ACH-000167,-1.30666123975
ACH-000168,-1.18257306625
ACH-000169,-1.04396733709
ACH-000178,-1.0836168253799998
ACH-000182,-1.21310610671
ACH-000183,-1.14126021178
ACH-000188,-0.9426783054100001
ACH-000189,-1.09559951901
ACH-000190,-1.28241818252
ACH-000198,-0.992391623765
ACH-000204,-1.11773286776
ACH-000206,-1.19582452251
ACH-000207,-1.1643371901200001
ACH-000211,-0.84533413245
ACH-000215,-1.02872060229
ACH-000221,-1.02132994847
ACH-000222,-1.26418144983
ACH-000223,-1.8515347301099998
ACH-000226,-0.990355652171
ACH-000227,-1.17765044487
ACH-000228,-0.856591665232
ACH-000231,-1.07081429396
ACH-000232,-1.33856070266
ACH-000233,-1.3153634811900001
ACH-000234,-1.40496505433
ACH-000235,-1.26472928581
ACH-000237,-1.00540310285
ACH-000238,-0.8924604114129999
ACH-000243,-0.817623322075
ACH-000244,-1.25766433467
ACH-000246,-1.12061162816
ACH-000248,-0.968386183673
ACH-000250,-1.3382572397799999
ACH-000251,-0.781732454333
ACH-000253,-1.0670222201000001
ACH-000255,-0.6774895275309999
ACH-000256,-1.28925141289
ACH-000257,-1.2113560707
ACH-000258,-1.50040748315
ACH-000259,-1.1724569276999999
ACH-000260,-0.852973465097
ACH-000261,-0.930354716417
ACH-000262,-1.1805261539799998
ACH-000263,-0.9021098088160001
ACH-000264,-1.10831461599
ACH-000265,-1.00145817995
ACH-000266,-1.49563065919
ACH-000272,-0.7654315210729999
ACH-000273,-1.16683938929
ACH-000274,-1.5795085965
ACH-000277,-1.33474021967
ACH-000278,-1.1644165882700002
ACH-000279,-0.949034523417
ACH-000280,-1.0789405215999999
ACH-000281,-1.1702004324600002
ACH-000288,-0.828355009313
ACH-000291,-0.904469463243
ACH-000293,-0.5727572922199999
ACH-000294,-0.821291635778
ACH-000295,-1.0121431732100001
ACH-000296,-1.1979733810700002
ACH-000302,-1.24228494255
ACH-000304,-1.3168691397
ACH-000307,-1.34859237857
ACH-000308,-1.62953182989
ACH-000310,-1.30496206438
ACH-000311,-1.08036884143
ACH-000312,-1.3513677357799998
ACH-000315,-0.904324290621
ACH-000316,-0.89275046088
ACH-000317,-0.8019617287809999
ACH-000318,-1.00040513437
ACH-000319,-0.9084074015970001
ACH-000320,-1.1311927063299998
ACH-000322,-1.29151346267
ACH-000323,-0.983326810522
ACH-000324,-1.01686390324
ACH-000329,-1.06746853829
ACH-000330,-1.37268751867
ACH-000331,-0.9674158864839999
ACH-000332,-1.21904904579
ACH-000334,-1.7944851698
ACH-000335,-1.15591019364
ACH-000336,-1.22693867854
ACH-000337,-1.1531658225499999
ACH-000339,-1.09801836335
ACH-000341,-1.0416971169700002
ACH-000348,-1.13879885942
ACH-000350,-1.0246501803399999
ACH-000352,-1.1718745938600001
ACH-000356,-0.8677754665880001
ACH-000361,-0.823234428468
ACH-000362,-1.2289296218299999
ACH-000363,-1.5242346088799998
ACH-000364,-0.8532160712469999
ACH-000365,-1.2059207772799998
ACH-000366,-0.9391697528990001
ACH-000368,-1.2026250639
ACH-000374,-0.902312680784
ACH-000375,-1.1663659210600001
ACH-000376,-0.949669941236
ACH-000381,-1.12803129715
ACH-000383,-1.47139129075
ACH-000387,-0.770698998856
ACH-000389,-1.17110907003
ACH-000390,-1.34129193393
ACH-000393,-1.0224201802700001
ACH-000395,-0.916635317209
ACH-000397,-1.25027559738
ACH-000401,-1.22986583497
ACH-000402,-1.40496198117
ACH-000403,-1.65023146653
ACH-000404,-1.0078572953799998
ACH-000406,-1.01532199969
ACH-000407,-0.959976022137
ACH-000408,-0.9644472376819999
ACH-000410,-1.10852590624
ACH-000411,-0.9112294149179999
ACH-000414,-0.972335986515
ACH-000415,-0.958040389381
ACH-000416,-1.43421152429
ACH-000420,-1.11848666481
ACH-000421,-1.1529058407700001
ACH-000424,-0.9123665848450001
ACH-000425,-1.15461940108
ACH-000426,-1.4042246371399998
ACH-000427,-1.23294568991
ACH-000433,-1.0041089934
ACH-000436,-1.04646027331
ACH-000444,-1.0314576866399998
ACH-000445,-1.25476561271
ACH-000448,-1.17338971426
ACH-000450,-1.0170588803
ACH-000452,-1.16708523407
ACH-000454,-0.851413635978
ACH-000458,-1.13310284161
ACH-000459,-1.3646700358700001
ACH-000460,-0.955324397595
ACH-000461,-1.0783486049
ACH-000463,-1.03179410976
ACH-000464,-1.1711995439299998
ACH-000466,-1.49503632843
ACH-000467,-1.11515314778
ACH-000468,-1.14713670094
ACH-000469,-0.965747600621
ACH-000470,-1.3888551649899998
ACH-000471,-1.2775588549899999
ACH-000472,-1.05442711302
ACH-000473,-1.24107077579
ACH-000475,-1.48471947317
ACH-000476,-1.057903078
ACH-000477,-1.2627960485
ACH-000480,-1.0012638738200001
ACH-000481,-0.864164095717
ACH-000483,-1.33619954372
ACH-000484,-0.992646887327
ACH-000485,-1.04948281592
ACH-000486,-0.905012314103
ACH-000487,-1.07089418077
ACH-000488,-1.3042247972499998
ACH-000490,-1.09652787866
ACH-000491,-1.14749468618
ACH-000495,-0.698005548689
ACH-000496,-0.742307431758
ACH-000499,-1.36812427225
ACH-000500,-1.03020673298
ACH-000502,-1.38580626474
ACH-000503,-1.42782582902
ACH-000505,-1.12537168891
ACH-000507,-1.01430265826
ACH-000510,-0.978998764362
ACH-000511,-0.984047617262
ACH-000512,-1.13851767197
ACH-000516,-1.0492130325
ACH-000517,-1.2424108306100001
ACH-000518,-1.16443144158
ACH-000520,-1.06709079568
ACH-000521,-0.733822038293
ACH-000522,-0.898298609511
ACH-000524,-1.51006360387
ACH-000527,-1.03055971053
ACH-000528,-1.11745109112
ACH-000537,-0.965631550843
ACH-000541,-0.8897593028799998
ACH-000542,-1.2335472648299999
ACH-000544,-0.946199659961
ACH-000545,-0.8909381905789999
ACH-000547,-1.1498243720999999
ACH-000548,-0.962621872674
ACH-000549,-0.8224408691399999
ACH-000550,-1.1601330194700001
ACH-000552,-1.15921860502
ACH-000556,-1.00317788266
ACH-000557,-1.0307468674
ACH-000570,-0.816890016516
ACH-000571,-1.3864716775200001
ACH-000573,-1.09953046005
ACH-000576,-0.880159589563
ACH-000580,-0.916747768028
ACH-000584,-0.8496376334360001
ACH-000585,-1.1192819121100002
ACH-000588,-1.02891159662
ACH-000589,-1.1775216065
ACH-000591,-0.974786445137
ACH-000593,-1.21526071069
ACH-000600,-1.07967166019
ACH-000601,-1.16194029523
ACH-000604,-0.8278169646529999
ACH-000605,-1.2456817517399998
ACH-000606,-1.16738503053
ACH-000608,-1.62470136303
ACH-000614,-0.9284365572930001
ACH-000616,-0.68166747193
ACH-000618,-1.10956380713
ACH-000619,-1.26140951542
ACH-000620,-1.03694792213
ACH-000621,-1.14185374182
ACH-000622,-1.17292536449
ACH-000623,-1.11182354201
ACH-000624,-1.4201700391799998
ACH-000627,-0.862405453961
ACH-000630,-1.0066016136799998
ACH-000632,-0.996940285562
ACH-000633,-1.3567440398500001
ACH-000637,-0.994643249126
ACH-000638,-0.999888697528
ACH-000646,-1.5041399012399999
ACH-000647,-1.35268531238
ACH-000648,-1.20671338161
ACH-000649,-0.8692625138689999
ACH-000651,-1.2972227119700002
ACH-000652,-1.3278863458399999
ACH-000653,-0.9836790890420001
ACH-000657,-1.1917740777799999
ACH-000658,-0.948375312646
ACH-000661,-1.21135900769
ACH-000662,-1.1768671608
ACH-000663,-1.43340052482
ACH-000665,-1.05550471616
ACH-000671,-0.8734435465100001
ACH-000673,-1.0791299312
ACH-000676,-0.788274662515
ACH-000677,-1.2375002875399999
ACH-000681,-0.940802238655
ACH-000682,-1.1433972477399998
ACH-000683,-1.1543632821799998
ACH-000684,-0.920184024498
ACH-000688,-1.03132595913
ACH-000693,-1.2471421500700002
ACH-000694,-1.00586826435
ACH-000695,-1.13751410404
ACH-000696,-1.3158828394700002
ACH-000697,-1.5826614947400002
ACH-000699,-1.73689605449
ACH-000701,-1.16236884515
ACH-000706,-0.887026870055
ACH-000711,-1.0458815773
ACH-000713,-1.28958203529
ACH-000714,-1.2424563838200002
ACH-000718,-1.6687878831099998
ACH-000720,-0.8276133633600001
ACH-000721,-0.864606289911
ACH-000724,-1.01960893175
ACH-000725,-1.3363596985600001
ACH-000732,-1.08928188172
ACH-000734,-1.0938635744499998
ACH-000735,-1.03245832014
ACH-000736,-1.1877236462
ACH-000738,-0.997034615096
ACH-000746,-1.1295405571
ACH-000747,-0.8868375214219999
ACH-000748,-0.887269214059
ACH-000753,-0.963637071566
ACH-000756,-1.0440894805
ACH-000757,-1.0020774425599999
ACH-000758,-1.0003936498000001
ACH-000760,-0.8844651375660001
ACH-000763,-1.33371709941
ACH-000764,-1.1021021957500001
ACH-000765,-1.10505257323
ACH-000766,-1.2453231543
ACH-000767,-1.13348696465
ACH-000768,-1.04520533747
ACH-000769,-1.08341481001
ACH-000770,-1.26191949199
ACH-000771,-0.9444613764799998
ACH-000773,-1.15392015433
ACH-000776,-1.03174107535
ACH-000777,-0.965193728688
ACH-000778,-1.4903226877700002
ACH-000781,-1.00966424565
ACH-000782,-1.16254929708
ACH-000783,-1.37662099643
ACH-000784,-1.1782133056
ACH-000785,-1.4806273512900001
ACH-000787,-0.862418620071
ACH-000788,-1.01616082614
ACH-000791,-1.09898632699
ACH-000792,-1.17526128941
ACH-000794,-1.27643051282
ACH-000796,-0.9226368074339999
ACH-000799,-1.0526120008
ACH-000800,-0.971331610867
ACH-000802,-1.1223526049700001
ACH-000804,-1.28566215046
ACH-000805,-1.02361818233
ACH-000809,-1.21343531305
ACH-000810,-0.771598645421
ACH-000811,-0.961214530304
ACH-000817,-0.9337788965530001
ACH-000819,-0.928938593682
ACH-000820,-1.00593050259
ACH-000821,-1.22515396696
ACH-000822,-1.16987130934
ACH-000823,-0.954262993376
ACH-000824,-1.15668533021
ACH-000827,-0.864203299884
ACH-000829,-1.20467530232
ACH-000831,-1.16600596876
ACH-000832,-1.19444803009
ACH-000833,-1.1010250125399998
ACH-000834,-0.845257950793
ACH-000835,-1.32592922115
ACH-000836,-0.772777790106
ACH-000837,-1.08828893118
ACH-000838,-0.993930421042
ACH-000839,-1.4729848885699999
ACH-000840,-1.06958507949
ACH-000841,-1.2803138235
ACH-000843,-1.33598438858
ACH-000846,-1.00448363245
ACH-000847,-1.09337207056
ACH-000848,-0.9348177128990001
ACH-000849,-1.11833781331
ACH-000851,-1.2159096390000002
ACH-000855,-0.975938176445
ACH-000856,-1.08158629903
ACH-000858,-1.23271063582
ACH-000859,-0.9587663082719999
ACH-000861,-1.37156835714
ACH-000862,-0.872275294802
ACH-000865,-1.11521087583
ACH-000866,-1.14259916676
ACH-000867,-1.13654378525
ACH-000869,-1.5658247804899998
ACH-000872,-0.885690335183
ACH-000873,-1.0692827579700002
ACH-000876,-1.24573566871
ACH-000878,-1.13667051277
ACH-000880,-1.08651067449
ACH-000881,-1.20099868211
ACH-000882,-1.02002029697
ACH-000884,-1.10266655672
ACH-000885,-1.0554652158700002
ACH-000887,-0.9923696494869999
ACH-000888,-1.49670369752
ACH-000889,-0.812213740051
ACH-000890,-0.7099546149779999
ACH-000896,-1.09274869265
ACH-000898,-1.01016549603
ACH-000900,-0.7058192332109999
ACH-000901,-1.0227141510700002
ACH-000905,-0.983354111779
ACH-000906,-0.929140047661
ACH-000907,-1.05361567575
ACH-000910,-1.04039473347
ACH-000911,-0.913785291265
ACH-000912,-1.02040603478
ACH-000913,-0.841918129648
ACH-000915,-0.987726611998
ACH-000916,-1.78012770542
ACH-000917,-1.3129698558
ACH-000921,-0.802870881041
ACH-000924,-0.8821728061190001
ACH-000926,-1.10417064266
ACH-000928,-1.3637571646899997
ACH-000929,-1.2986838383900001
ACH-000932,-1.09600632396
ACH-000935,-0.6639163776739999
ACH-000936,-1.00783678792
ACH-000937,-1.4097702545100002
ACH-000938,-1.22043153284
ACH-000939,-0.943776718766
ACH-000941,-0.933340490029
ACH-000943,-0.925616059173
ACH-000946,-0.969712253956
ACH-000947,-0.857554862492
ACH-000948,-1.0960696546100002
ACH-000950,-1.20632110659
ACH-000953,-1.1288392323999998
ACH-000957,-0.5910024578459999
ACH-000958,-1.09137179421
ACH-000960,-1.1754783368000001
ACH-000963,-0.810236272458
ACH-000968,-0.874009074883
ACH-000969,-1.2958144819
ACH-000973,-1.4845286689
ACH-000974,-1.11789228366
ACH-000975,-1.09471186099
ACH-000976,-0.97035738641
ACH-000978,-0.693748211138
ACH-000980,-1.19592278755
ACH-000984,-1.06311215978
ACH-000986,-0.933730496551
ACH-000988,-1.01425534219
ACH-000993,-1.0832822482
ACH-000994,-1.42129111801
ACH-000996,-1.24718455904
ACH-001001,-1.07771084044
ACH-001020,-1.125025886
ACH-001028,-1.04373234263
ACH-001031,-0.9076762730299999
ACH-001038,-1.36602646488
ACH-001048,-1.05118312196
ACH-001050,-0.866807456126
ACH-001053,-0.995667939825
ACH-001054,-1.03024967083
ACH-001061,-0.8727757157260001
ACH-001067,-1.1669403403799998
ACH-001075,-0.9187203272419999
ACH-001096,-1.22273833481
ACH-001128,-0.7924556185699999
ACH-001134,-1.3346420665
ACH-001151,-1.5496187597100002
ACH-001163,-1.04355624811
ACH-001164,-1.05035940805
ACH-001173,-1.2909908534999999
ACH-001183,-1.3441975474
ACH-001184,-1.16191598537
ACH-001190,-0.85545733917
ACH-001192,-0.8307152718709999
ACH-001193,-1.10873984184
ACH-001196,-1.34799069252
ACH-001197,-0.976883899016
ACH-001205,-1.0468203476
ACH-001211,-0.9689289985840001
ACH-001212,-1.17670161589
ACH-001228,-1.19368835008
ACH-001232,-1.0782309890100001
ACH-001239,-1.21892919073
ACH-001274,-1.2988250569
ACH-001275,-1.19382777756
ACH-001277,-0.9840166149490001
ACH-001278,-1.12159479613
ACH-001280,-1.1178326679700001
ACH-001283,-1.0577386150399999
ACH-001289,-1.21279792613
ACH-001295,-1.26705742869
ACH-001300,-1.16504073143
ACH-001301,-1.14761906256
ACH-001302,-1.23498088795
ACH-001303,-1.00820505089
ACH-001306,-1.1865585835899999
