,STK17A (9263)
ACH-000004,-0.0192171655117
ACH-000007,-0.117833754665
ACH-000009,-0.08219634083060001
ACH-000011,0.249678947863
ACH-000012,-0.07009266058739999
ACH-000013,-0.048273646498
ACH-000014,0.134947308425
ACH-000015,-0.113957811079
ACH-000017,-0.09529093412510001
ACH-000018,-0.10581969074799999
ACH-000019,0.10226015477700001
ACH-000021,0.0376245558788
ACH-000022,-0.00492192707054
ACH-000025,-0.0805838963948
ACH-000028,-0.025336105881
ACH-000030,-0.049767388778800006
ACH-000035,-0.10468313559299999
ACH-000036,-0.00923796196777
ACH-000037,-0.276808663075
ACH-000039,-0.141723364743
ACH-000040,-0.09220805948560001
ACH-000041,-0.109262534578
ACH-000042,-0.0261796816641
ACH-000045,0.019646021619
ACH-000047,0.0645876017011
ACH-000052,-0.069976812365
ACH-000053,-0.250271320299
ACH-000054,-0.056174058591
ACH-000055,-0.0814853994443
ACH-000060,-0.0117188343229
ACH-000067,-0.154778053494
ACH-000070,0.07864468738139999
ACH-000075,0.17838715380999998
ACH-000078,-0.009286529995
ACH-000082,-0.219945983443
ACH-000085,-0.0676327333902
ACH-000086,-0.0444188968436
ACH-000087,-0.0093817657688
ACH-000092,-0.0413532142245
ACH-000095,-0.148171440108
ACH-000097,-0.0757451923618
ACH-000098,-0.0209329192709
ACH-000099,-0.0830884705966
ACH-000108,-0.018760131022599998
ACH-000113,-0.0507764510571
ACH-000115,-0.0458636007873
ACH-000116,-0.0530824783569
ACH-000118,-0.025922534007900004
ACH-000120,-0.011820918587
ACH-000123,-0.0438213682876
ACH-000127,-0.000687665516749
ACH-000128,-0.124812723964
ACH-000132,0.25226307678000004
ACH-000133,-0.04411214460469999
ACH-000137,-0.256002808376
ACH-000138,0.22546921398000003
ACH-000142,0.214555338937
ACH-000143,-0.19386113033500002
ACH-000146,-0.235874504099
ACH-000148,0.096670956039
ACH-000150,0.25041671355
ACH-000152,-0.0331371427505
ACH-000153,-0.13257644591700002
ACH-000159,-0.104878401407
ACH-000160,-0.11004592564099999
ACH-000163,-0.027178022571200004
ACH-000167,-0.17402171300299998
ACH-000168,-0.164023327524
ACH-000169,0.16873091587000003
ACH-000178,0.12672547773099999
ACH-000182,0.056931600234000006
ACH-000183,-0.20435261081599998
ACH-000188,-0.169367349455
ACH-000189,-0.22916269603300002
ACH-000190,-0.0439442932694
ACH-000198,0.036244172909400005
ACH-000204,-0.20816828054699998
ACH-000206,-0.166289428106
ACH-000207,-0.1390893482
ACH-000211,-0.08535807876
ACH-000215,-0.0066351523222
ACH-000221,-0.0245714175885
ACH-000222,0.277889913996
ACH-000223,-0.114287664409
ACH-000226,-0.10847988848500001
ACH-000227,-0.0257977698129
ACH-000228,-0.151619115002
ACH-000231,-0.063784012139
ACH-000232,0.0101706394955
ACH-000233,-0.0395487243585
ACH-000234,-0.024421850144
ACH-000235,0.043836386755400004
ACH-000237,-0.294291392144
ACH-000238,0.16712032250800002
ACH-000243,-0.056976167412099994
ACH-000244,0.18539644952999998
ACH-000246,0.161333891131
ACH-000248,-0.0930134646703
ACH-000250,-0.0691065959379
ACH-000251,0.197964208756
ACH-000253,-0.230950021207
ACH-000255,-0.0843557257388
ACH-000256,0.033564794325
ACH-000257,-0.0766943645737
ACH-000258,-0.135086412867
ACH-000259,0.00461057924505
ACH-000260,-0.107582268723
ACH-000261,-0.108608776671
ACH-000262,-0.155251049023
ACH-000263,-0.37335565045900004
ACH-000264,-0.30293441344300004
ACH-000265,-0.0866718774492
ACH-000266,-0.135792337164
ACH-000272,-0.131052263407
ACH-000273,-0.0677697968333
ACH-000274,-0.318940332436
ACH-000277,0.0178222334156
ACH-000278,-0.053631579729800004
ACH-000279,-0.170523696428
ACH-000280,-0.16104540734
ACH-000281,-0.168254975923
ACH-000288,0.0060338525138299995
ACH-000291,-0.016640012197100002
ACH-000293,-0.29437220889000004
ACH-000294,-0.166492418223
ACH-000295,-0.269358773064
ACH-000296,-0.0764192233879
ACH-000302,-0.00826520970162
ACH-000304,-0.324731095711
ACH-000307,-0.07374131956510001
ACH-000308,-0.0771827758328
ACH-000310,-0.251169363518
ACH-000311,-0.0274552007938
ACH-000312,-0.0118081651719
ACH-000315,-0.0310864134561
ACH-000316,-0.0243602587877
ACH-000317,0.44605593734899995
ACH-000318,-0.0308224894876
ACH-000319,-0.251395453557
ACH-000320,-0.10485708257899999
ACH-000322,0.110379112307
ACH-000323,-0.04355755640319999
ACH-000324,-0.29145778017900004
ACH-000329,-0.0545616713294
ACH-000330,0.11111856171199999
ACH-000331,-0.218394995014
ACH-000332,0.0057525619943100004
ACH-000334,-0.0116412971279
ACH-000335,0.216247881928
ACH-000336,-0.100432329778
ACH-000337,-0.39519140576800005
ACH-000339,0.0679611270507
ACH-000341,-0.172514706066
ACH-000348,0.12226098410599999
ACH-000350,-0.111044657405
ACH-000352,0.0706963678938
ACH-000356,-0.07794431427699999
ACH-000361,-0.052747578101
ACH-000362,-0.022419332530200002
ACH-000363,-0.051388299987
ACH-000364,-0.0509278297276
