,INS (3630)
ACH-000004,-0.131778337641
ACH-000007,-0.563308204862
ACH-000009,-0.6479925103949999
ACH-000011,-0.350269961786
ACH-000012,-0.36082407036499997
ACH-000013,-0.284540284076
ACH-000014,-0.277598400603
ACH-000015,-0.227448799743
ACH-000017,-0.31196771569000004
ACH-000018,-0.287738758968
ACH-000019,-0.740560697135
ACH-000021,-0.539813254516
ACH-000022,-0.47491112766800003
ACH-000025,-0.30712749622200003
ACH-000028,-0.738689465137
ACH-000030,-0.5341882700639999
ACH-000035,-0.283562657197
ACH-000036,-0.571141229498
ACH-000037,-0.0972770229306
ACH-000039,-0.572031409277
ACH-000040,-0.41920886208400004
ACH-000041,-0.269796686089
ACH-000042,-0.650497884786
ACH-000045,-0.29929345253600004
ACH-000047,-0.537786081444
ACH-000052,-0.43142468948999996
ACH-000053,-0.35291701520900004
ACH-000054,-0.22724769274300002
ACH-000055,-0.141824892958
ACH-000060,-0.421278659247
ACH-000067,-0.431361741381
ACH-000070,-0.30097045166299996
ACH-000075,-0.233978372107
ACH-000078,-0.581492028822
ACH-000082,-0.329211106382
ACH-000085,-0.41037852335999997
ACH-000086,-0.468899578002
ACH-000087,-0.632513845692
ACH-000092,-0.316491180072
ACH-000095,-0.413849498791
ACH-000097,-0.38436538484
ACH-000098,-0.303220625505
ACH-000099,-0.535290026738
ACH-000108,-0.434989587684
ACH-000113,-0.37244080841899996
ACH-000115,-0.497086084978
ACH-000116,-0.333825697546
ACH-000118,-0.417500927847
ACH-000120,-0.455720368724
ACH-000123,-0.493229483626
ACH-000127,-0.187560152551
ACH-000128,-0.207497046507
ACH-000132,-0.45714652293799996
ACH-000133,-0.37102859525799997
ACH-000137,-0.257652421831
ACH-000138,-0.41408832253100003
ACH-000142,-0.685747239745
ACH-000143,-0.412126773015
ACH-000146,-0.349314677285
ACH-000148,-0.358951414098
ACH-000150,-0.214872899423
ACH-000152,-0.252444785737
ACH-000153,-0.042907247878199994
ACH-000159,-0.40268899154
ACH-000160,-0.478185854964
ACH-000163,-0.305150489516
ACH-000167,-0.28552617079
ACH-000168,-0.194592097474
ACH-000169,-0.476920051374
ACH-000178,-0.250762617419
ACH-000182,-0.490887153055
ACH-000183,-0.391438695149
ACH-000188,-0.5543981834
ACH-000189,-0.6837606283140001
ACH-000190,-0.295007616141
ACH-000198,-0.43159874758999994
ACH-000204,-0.21808222731600002
ACH-000206,-0.0405050937245
ACH-000207,-0.472363622668
ACH-000211,-0.414774516477
ACH-000215,-0.378095069146
ACH-000221,-0.236639114378
ACH-000222,-0.765244452243
ACH-000223,-0.445318917587
ACH-000226,-0.203565107584
ACH-000227,-0.815300441957
ACH-000228,-0.37395473345299995
ACH-000231,-0.5163658679290001
ACH-000232,-0.495130315444
ACH-000233,-0.420593134045
ACH-000234,-0.213618618233
ACH-000235,-0.37281226074100005
ACH-000237,-0.41019856288400003
ACH-000238,-0.640392500364
ACH-000243,-0.40782631376100004
ACH-000244,-0.243498027522
ACH-000246,-0.570885450951
ACH-000248,-0.141372193821
ACH-000250,-0.492508715124
ACH-000251,-0.5849504282760001
ACH-000253,-0.521584533882
ACH-000255,-0.247700991436
ACH-000256,-0.521465889203
ACH-000257,-0.504631526753
ACH-000258,-0.8660516913940001
ACH-000259,-0.424034453344
ACH-000260,-0.506058457741
ACH-000261,-0.431031148953
ACH-000262,-0.553550350155
ACH-000263,-0.63513772236
ACH-000264,-0.365064918446
ACH-000265,-0.446892727833
ACH-000266,-0.502209853434
ACH-000272,-0.318922281116
ACH-000273,-0.37786524982299996
ACH-000274,-0.635772094097
ACH-000277,-0.608264407196
ACH-000278,-0.451452145013
ACH-000279,-0.225447020681
ACH-000280,-0.512859567241
ACH-000281,-0.45256127490099995
ACH-000288,-0.338528844352
ACH-000291,-0.378563527653
ACH-000293,-0.55217307766
ACH-000294,-0.219534072044
ACH-000295,-0.40558923535999997
ACH-000296,-0.400148964715
ACH-000302,-0.25097651968699997
ACH-000304,-0.182166512493
ACH-000307,-0.399905345762
ACH-000308,-0.43283839684500003
ACH-000310,-0.325717624507
ACH-000311,-0.745001982183
ACH-000312,-0.406504621466
ACH-000315,-0.286234587616
ACH-000316,-0.332617234595
ACH-000317,-0.18702330526299998
ACH-000318,-0.344861413592
ACH-000319,-0.6531860100110001
ACH-000320,-0.328315192825
ACH-000322,-0.487904823061
ACH-000323,-0.28777593662900003
ACH-000324,-0.35746569834799996
ACH-000329,-0.220866363511
ACH-000330,-0.336795687812
ACH-000331,-0.317281736332
ACH-000332,-0.400266755618
ACH-000334,-0.623338593322
ACH-000335,-0.151389838904
ACH-000336,-0.079163019355
ACH-000337,-0.474324443681
ACH-000339,-0.368040633504
ACH-000341,-0.462882775689
ACH-000348,-0.21882689088100002
ACH-000350,-0.54169222632
ACH-000352,-0.38317951703599995
ACH-000356,-0.506274508018
ACH-000361,-0.461885100486
ACH-000362,-0.35619225823899997
ACH-000363,-0.5986319793379999
ACH-000364,-0.283322502559
ACH-000365,-0.396870200125
ACH-000366,-0.34046483331999994
ACH-000368,-0.319613126622
ACH-000374,-0.48716256958099996
ACH-000375,-0.40181715612499996
ACH-000376,-0.5722057134
ACH-000381,-0.41090178724200005
ACH-000383,-0.52954704371
ACH-000387,-0.39562381918799994
ACH-000389,-0.241797882848
ACH-000390,-0.399174805967
ACH-000393,-0.38033238656199997
ACH-000395,-0.37474338837899995
ACH-000397,-0.525940703308
ACH-000401,-0.277066774506
ACH-000402,-0.184366613121
ACH-000403,-0.711403444443
ACH-000404,-0.286610563738
ACH-000406,-0.385246818098
ACH-000407,-0.44294551833499995
ACH-000408,-0.06986437445789999
ACH-000410,-0.19746821372499998
ACH-000411,-0.686501645287
ACH-000414,-0.443460342017
ACH-000415,-0.538117236925
ACH-000416,-0.261759509361
ACH-000420,-0.432529569387
ACH-000421,-0.43813816870899996
ACH-000424,-0.39015175869400004
ACH-000425,-0.209793255575
ACH-000426,-0.653907689084
ACH-000427,-0.8359777825749999
ACH-000433,-0.23478051616300002
ACH-000436,-0.49336529063
ACH-000444,-0.475759245519
ACH-000445,-0.543989549636
ACH-000448,-0.389667494245
ACH-000450,-0.369714967381
ACH-000452,-0.46563915776299997
ACH-000454,-0.457535201126
ACH-000458,-0.244899225957
ACH-000459,-0.116672356811
