,DMRTA2 (63950)
ACH-000258,-0.152758372213
ACH-000259,-0.349769911965
ACH-000260,-0.533280005931
ACH-000261,-0.388396922804
ACH-000262,-0.556233184844
ACH-000263,-0.590537093988
ACH-000264,-0.666530444371
ACH-000265,-0.283287541531
ACH-000266,-0.410942742923
ACH-000272,-0.40738327576399996
ACH-000273,-0.5461216290640001
ACH-000274,-0.519097668746
ACH-000277,-0.252591350858
ACH-000278,-0.43758623435800004
ACH-000279,-0.662431219202
ACH-000280,-0.526179216942
ACH-000281,-0.207303678957
ACH-000288,-0.571187822729
ACH-000291,-0.494879025841
ACH-000293,-0.401169253817
ACH-000294,-0.20754555947500003
ACH-000295,-0.307184180559
ACH-000296,-0.518942563933
ACH-000302,-0.6105585318069999
ACH-000304,-0.316176667674
ACH-000307,-0.5407222037899999
ACH-000308,-0.300864025707
ACH-000310,-0.7232043189290001
ACH-000311,-0.194265996471
ACH-000312,-0.343603026601
ACH-000315,-0.531825124774
ACH-000316,-0.510685410245
ACH-000317,-0.23004720979899998
ACH-000318,-0.236801677467
ACH-000319,-0.712313762689
ACH-000320,-0.213139376352
ACH-000322,-0.40775323380199996
ACH-000323,-0.5900678110149999
ACH-000324,-0.475454868478
ACH-000329,-0.7223655333429999
ACH-000330,-0.339621597525
ACH-000331,-0.484323773703
ACH-000332,-0.309619304025
ACH-000334,-0.222486868321
ACH-000335,-0.434292571039
ACH-000336,-0.553907978782
ACH-000337,-0.40479075753
ACH-000339,-0.479574160423
ACH-000341,-0.873608244792
ACH-000348,-0.588261652897
ACH-000350,-0.3614542536
ACH-000352,-0.370845155141
ACH-000356,-0.509821718351
ACH-000361,-0.23178219897799998
ACH-000362,-0.293206995826
ACH-000363,-0.11298478802100001
ACH-000364,-0.426379893583
ACH-000365,-0.336816056143
ACH-000366,-0.594986512048
ACH-000368,-0.531858355764
ACH-000374,-0.208007192194
ACH-000375,-0.44843007770800003
ACH-000376,-0.37599273182
ACH-000381,-0.218661332866
ACH-000383,-0.49832907416199995
ACH-000387,-0.497924062171
ACH-000389,-0.44924238610600004
ACH-000390,-0.455520834128
ACH-000393,-0.6905259587010001
ACH-000395,-0.458717352286
ACH-000397,-0.267816546789
ACH-000401,-0.335281057983
ACH-000402,-0.558133872915
ACH-000403,-0.338386043326
ACH-000404,-0.7114704140029999
ACH-000406,-0.373621861747
ACH-000407,-0.552483177879
ACH-000408,-0.155965341605
ACH-000410,-0.647328087579
ACH-000411,-0.40197429228
ACH-000414,-0.32637622285
ACH-000415,-0.405090096091
ACH-000416,-0.34049806201099997
ACH-000420,-0.6704936315510001
ACH-000421,-0.399383712593
ACH-000424,-0.616361342768
ACH-000425,-0.431040272437
ACH-000426,-0.6658939346589999
ACH-000427,-0.428064431752
ACH-000433,-0.545479056564
ACH-000436,-0.36741042204700003
ACH-000444,-0.5792229886270001
ACH-000445,-0.74556621669
ACH-000448,-0.524180592682
ACH-000450,-0.300764625504
ACH-000452,-0.512079095603
ACH-000454,-0.603672714995
ACH-000458,-0.33389205519299997
ACH-000459,-0.113066476532
ACH-000460,-0.460503203005
ACH-000461,-0.577795608481
ACH-000463,-0.499442432455
ACH-000464,-0.4501207811
ACH-000466,-0.25691831254299996
ACH-000467,-0.15143619526
ACH-000468,-0.43601353782200003
ACH-000469,-0.328859815544
ACH-000470,-0.194137850841
ACH-000471,-0.323766724947
ACH-000472,-0.40959476106200005
ACH-000473,-0.448154275415
ACH-000475,-0.46554436093400003
ACH-000476,-0.606862044762
ACH-000477,-0.333406799962
ACH-000480,-0.5158422276919999
ACH-000481,-0.669945944365
ACH-000483,-0.426241864302
ACH-000484,-0.188984824312
ACH-000485,-0.477248643003
ACH-000486,-0.29992848732
ACH-000487,-0.33518927732500003
ACH-000488,-0.386193458918
ACH-000490,-0.26806303074099996
ACH-000491,-0.299657075083
ACH-000495,-0.481207872553
ACH-000496,-0.29525998491
ACH-000499,-0.3073878855
ACH-000500,-0.501155824141
ACH-000502,-0.28387860485599997
ACH-000503,-0.352170126998
ACH-000505,-0.431427420852
ACH-000507,-0.458142804292
ACH-000510,-0.35669561028
ACH-000511,-0.48753424133900003
ACH-000512,-0.6921751119130001
ACH-000516,-0.556224654339
ACH-000517,-0.42076334635300006
ACH-000518,-0.311072520842
ACH-000520,-0.5258976995419999
ACH-000521,-0.733738148462
ACH-000522,-0.45253159399400006
ACH-000524,-0.395419523611
ACH-000527,-0.40134177018899997
ACH-000528,-0.386704327848
ACH-000537,-0.326852923298
ACH-000541,-0.690644824726
ACH-000542,-0.5092791213800001
ACH-000544,-0.33186789962900004
ACH-000545,-0.482819855899
ACH-000547,-0.4510229745
ACH-000548,-0.328733981513
ACH-000549,-0.539850203162
ACH-000550,-0.499928230491
ACH-000552,-0.553825022274
ACH-000556,-0.42309868816
ACH-000557,-0.41988821906999996
ACH-000570,-0.487299390999
ACH-000571,-0.626812577526
ACH-000573,-0.477107213572
ACH-000576,-0.40182832768700005
ACH-000580,-0.354665494313
ACH-000584,-0.403686871813
ACH-000585,-0.35039661883100004
ACH-000588,-0.43285244508299997
ACH-000589,-0.45291933880400004
ACH-000591,-0.297590118569
ACH-000593,-0.457433458737
ACH-000600,-0.743862055404
ACH-000601,-0.293225656033
ACH-000604,-0.062342517271699996
ACH-000605,-0.5431882057540001
ACH-000606,-0.305424048543
ACH-000608,-0.409568870572
ACH-000614,-0.198632863528
ACH-000616,-0.420467903546
ACH-000618,-0.24457741955499998
ACH-000619,-0.44511507061300004
ACH-000620,-0.540788027558
ACH-000621,-0.43834177398900004
ACH-000622,-0.471528190559
ACH-000623,-0.535728972608
ACH-000624,-0.3732378857
ACH-000627,-0.49755505509400005
ACH-000630,-0.49576708321199997
ACH-000632,-0.6254758639069999
ACH-000633,-0.530149898741
ACH-000637,-0.373708054001
ACH-000638,-0.587055144328
ACH-000646,-0.52588788732
ACH-000647,-0.47236611289700003
ACH-000648,-0.526443911478
ACH-000649,-0.344798323341
ACH-000651,-0.46362105339500004
ACH-000652,-0.42398033174000005
ACH-000653,-0.5727342849620001
ACH-000657,-0.468687516223
ACH-000658,-0.404639552235
ACH-000661,-0.306693770367
ACH-000662,-0.177351054413
ACH-000663,-0.19366763263599998
ACH-000665,-0.43022729101999996
ACH-000671,-0.532719653427
ACH-000673,-0.647127248837
ACH-000676,-0.6982439199580001
ACH-000677,-0.523539772502
ACH-000681,-0.37510294174599995
ACH-000682,-0.49117164175800004
ACH-000683,-0.7747145570980001
ACH-000684,-0.303628664034
ACH-000688,-0.580461286727
ACH-000693,-0.541843769817
ACH-000694,-0.466679839411
ACH-000695,-0.680699902752
ACH-000696,-0.43848142108099997
ACH-000697,-0.315695486783
ACH-000699,-0.276363660666
ACH-000701,-0.475537143036
ACH-000706,-0.602999675375
ACH-000711,-0.46702921793200003
ACH-000713,-0.655801689938
ACH-000714,-0.379855388499
ACH-000718,-0.429190402372
ACH-000720,-0.435184019182
ACH-000721,-0.547055555838
ACH-000724,-0.563342451245
ACH-000725,-0.32204059253899997
ACH-000732,-0.302843580685
ACH-000734,-0.35790958133100004
ACH-000735,-0.557930059834
ACH-000736,-0.367256586243
ACH-000738,-0.455035852993
ACH-000746,-0.439443705221
ACH-000747,-0.394087529635
ACH-000748,-0.21666267866500002
ACH-000753,-0.334765225496
ACH-000756,-0.421949641931
ACH-000757,-0.46923120461199996
ACH-000758,-0.484637072271
ACH-000760,-0.615321261923
ACH-000763,-0.24436201935199997
ACH-000764,-0.761273587378
ACH-000765,-0.5908462953970001
ACH-000766,-0.5594601501690001
ACH-000767,-0.652571445441
ACH-000768,-0.303818344594
ACH-000769,-0.294194310848
ACH-000770,-0.416430875795
ACH-000771,-0.415086777377
ACH-000773,-0.393558416281
ACH-000776,-0.53109550882
ACH-000777,-0.47171455453500005
ACH-000778,-0.238962591129
ACH-000781,-0.37448755899
ACH-000782,-0.458068151902
ACH-000783,-0.46747629519699996
ACH-000784,-0.300436993956
ACH-000785,-0.586008547124
ACH-000787,-0.309670787202
ACH-000788,-0.468215189783
ACH-000791,-0.50784869021
ACH-000792,-0.4021871782
ACH-000794,-0.367471339009
ACH-000796,-0.522664678473
ACH-000799,-0.36295752875299997
ACH-000800,-0.236327423179
ACH-000802,-0.498346938888
ACH-000804,-0.37066200405199995
ACH-000805,-0.385219742256
ACH-000809,-0.510835393173
ACH-000810,-0.0340540086533
ACH-000811,-0.322008236162
ACH-000817,-0.340094433951
ACH-000819,-0.511963360465
ACH-000820,-0.987311925695
ACH-000821,-0.537344802601
ACH-000822,-0.288741070805
ACH-000823,-0.473568541566
ACH-000824,-0.420165271916
ACH-000827,-0.429915161443
ACH-000829,-0.287438506198
ACH-000831,-0.276176111839
ACH-000832,-0.35971527190200003
ACH-000833,-0.490675702797
ACH-000834,-0.468602352201
ACH-000835,-0.633724148358
ACH-000836,-0.23228318246100002
ACH-000837,-0.35679974587800006
ACH-000838,-0.346471541083
ACH-000839,-0.28112231957199996
ACH-000840,-0.31504481313099997
ACH-000841,-0.303693319784
ACH-000843,-0.311308670956
ACH-000846,-0.674668732801
ACH-000847,-0.40117733741800005
ACH-000848,-0.42181473812299997
ACH-000849,-0.497468572953
ACH-000851,-0.55909959577
ACH-000855,-0.600392825801
ACH-000856,-0.464333452587
ACH-000858,-0.573893709557
ACH-000859,-0.475645394464
ACH-000861,-0.44123531955399997
ACH-000862,-0.436436774028
ACH-000865,-0.41417896139300003
ACH-000866,-0.386049875305
ACH-000867,-0.508779049904
ACH-000869,-0.46514129979900004
ACH-000872,-0.5814866569870001
ACH-000873,-0.491399668934
ACH-000876,-0.557507076893
ACH-000878,-0.142940782291
ACH-000880,-0.493102022889
ACH-000881,-0.33539207290899997
ACH-000882,-0.488830745611
ACH-000884,-0.527183574698
ACH-000885,-0.428454364353
ACH-000887,-0.6191170910399999
ACH-000888,-0.519778543198
ACH-000889,-0.631964130748
ACH-000890,-0.5780805487749999
ACH-000896,-0.37110465855400004
ACH-000898,-0.47915958760399996
ACH-000900,-0.2526802123
ACH-000901,-0.528761254295
ACH-000905,-0.395250531494
ACH-000906,-0.591129677088
ACH-000907,-0.530795963028
ACH-000910,-0.252459309496
ACH-000911,-0.556593364097
ACH-000912,-0.313734388363
ACH-000913,-0.34218126584200004
ACH-000915,-0.46099054879100004
ACH-000916,-0.751873149176
ACH-000917,-0.400709921317
ACH-000921,-0.42181414391500005
ACH-000924,-0.48594620218
ACH-000926,-0.332802473491
ACH-000928,-0.221591194286
ACH-000929,-0.23534594238899997
ACH-000932,-0.35074219265699996
ACH-000935,-0.35028986507700005
ACH-000936,-0.480679496735
ACH-000937,-0.602201930959
ACH-000938,-0.34562911342
ACH-000939,-0.26997513968000003
ACH-000941,-0.440621337961
ACH-000943,-0.364333855599
ACH-000946,-0.299507870827
ACH-000947,-0.506737822271
ACH-000948,-0.43601372634900004
ACH-000950,-0.311801943213
ACH-000953,-0.757148400017
ACH-000957,-0.384818447668
ACH-000958,-0.401823522289
ACH-000960,-0.276490014765
ACH-000963,-0.250901749322
ACH-000968,-0.555175060339
ACH-000969,-0.473866090538
ACH-000973,-0.5537856271720001
ACH-000974,-0.24777818361099999
ACH-000975,-0.5738730136729999
ACH-000976,-0.695354741646
ACH-000978,0.017593660285
ACH-000980,-0.396742784666
ACH-000984,-0.575336282888
ACH-000986,-0.571904554794
ACH-000988,-0.33769760210199995
ACH-000993,-0.433516608494
ACH-000994,-0.27898953213100003
ACH-000996,-0.580956913374
ACH-001001,-0.492457239141
ACH-001020,-0.0791245440818
ACH-001028,-0.372921500137
ACH-001031,-0.523599558122
ACH-001038,-0.43958521081699997
ACH-001048,-0.540669460038
ACH-001050,-0.530798679177
ACH-001053,-0.471394853013
ACH-001054,-0.523988260568
ACH-001061,-0.409740687728
ACH-001067,-0.426944333143
ACH-001075,-0.264168631362
ACH-001096,-0.479648367351
ACH-001128,-0.36376554476499995
ACH-001134,-0.405647774173
ACH-001151,-0.47702477951399996
ACH-001163,-0.23661607659400002
ACH-001164,-0.490898846871
ACH-001173,-0.51087857083
ACH-001183,-0.46341396299300003
ACH-001184,-0.38031528823
ACH-001190,-0.650349449117
ACH-001192,-0.5281172233420001
ACH-001193,-0.599370535031
ACH-001196,-0.38284940651199995
ACH-001197,-0.2635504165
ACH-001205,-0.48745488052599995
ACH-001211,-0.38120090806100004
ACH-001212,-0.462461386505
ACH-001228,-0.568277564117
ACH-001232,-0.44826487060099995
ACH-001239,-0.517348374151
ACH-001274,-0.612914192937
ACH-001275,-0.48946042987300004
ACH-001277,-0.590341059018
ACH-001278,-0.45971307515500004
ACH-001280,-0.162704963037
ACH-001283,-0.24397677140299998
ACH-001289,-0.264251894447
ACH-001295,-0.435658066206
ACH-001300,-0.41030199220700003
ACH-001301,-0.5680079163130001
ACH-001302,-0.24617045784400002
ACH-001303,-0.783612185907
ACH-001306,-0.367562889714
ACH-001318,-0.5758883622290001
ACH-001322,-0.590149666208
ACH-001328,-0.5375240194740001
ACH-001332,-0.497437139858
ACH-001333,-0.211067456926
ACH-001336,-0.455577951769
ACH-001340,-0.48686495317
ACH-001346,-0.339673484432
ACH-001353,-0.6918262128129999
ACH-001354,-1.03937420912
ACH-001367,-0.7707099681049999
ACH-001368,-0.559036870007
ACH-001374,-0.621495138679
ACH-001375,-0.321184960569
ACH-001377,-0.41779114627400005
ACH-001380,-0.416704736222
ACH-001391,-0.426163659354
ACH-001407,-0.45274229612800004
ACH-001408,-0.40551115974699997
ACH-001413,-0.308217621363
ACH-001430,-0.794872751628
ACH-001431,-0.504586657591
ACH-001450,-0.524271209621
ACH-001496,-0.288916418683
ACH-001500,-0.705844733027
ACH-001521,-0.451853402697
ACH-001523,-0.457372946231
ACH-001532,-0.27681791084199997
ACH-001536,-0.511350357862
ACH-001550,-0.31808291104200004
ACH-001552,-0.5159501855399999
ACH-001554,-0.45178621419299997
ACH-001645,-0.44727221965400005
ACH-001654,-0.35954873640100005
ACH-001715,-0.411871254134
ACH-001735,-0.216933480398
ACH-001736,-0.39763893112800003
ACH-001737,-0.9698990826899999
ACH-001740,-0.205210500599
ACH-001745,-0.4867081443
ACH-001750,-0.5025937899149999
ACH-001765,-0.351268136225
ACH-001956,-0.465802795027
ACH-001957,-0.45035446418700004
