,DYNAP (284254)
ACH-000004,-0.04538123513669999
ACH-000007,0.0643857788801
ACH-000009,0.245013256123
ACH-000011,0.216062689243
ACH-000012,0.239868719518
ACH-000013,0.20362711268199998
ACH-000014,0.279265960497
ACH-000015,0.25270264966
ACH-000017,0.10629274260399998
ACH-000018,0.32825702445099997
ACH-000019,0.0372993981451
ACH-000021,0.35725514199299996
ACH-000022,0.26207971532900004
ACH-000025,0.16066562865800002
ACH-000028,0.106871192451
ACH-000030,0.13980962308800002
ACH-000035,0.142310560626
ACH-000036,0.167315082621
ACH-000037,0.201386650498
ACH-000039,0.213363564815
ACH-000040,0.284347378223
ACH-000041,0.118118476036
ACH-000042,0.15271697066
ACH-000045,0.21351277029399998
ACH-000047,0.307167144772
ACH-000052,0.30022310767099997
ACH-000053,0.110147086548
ACH-000054,0.30632352929900003
ACH-000055,0.340596901612
ACH-000060,0.163595495195
ACH-000067,0.170375382766
ACH-000070,0.170947949579
ACH-000075,0.0613560524744
ACH-000078,0.10264891937899999
ACH-000082,0.11132661755
ACH-000085,0.253709098908
ACH-000086,0.233001925695
ACH-000087,0.284117285913
ACH-000092,0.275109299887
ACH-000095,0.218237455328
ACH-000097,0.24447219118500002
ACH-000098,0.123250681952
ACH-000099,0.222391961968
ACH-000108,0.216598618455
ACH-000113,0.162182895386
ACH-000115,0.31659969476100003
ACH-000116,0.190578806813
ACH-000118,0.276267696761
ACH-000120,0.1854794072
ACH-000123,0.265675521248
ACH-000127,0.17455867695799998
ACH-000128,0.323717472742
ACH-000132,0.245232409627
ACH-000133,0.24251785257599998
ACH-000137,0.284059169377
ACH-000138,0.19438094282200002
ACH-000142,0.213874516057
ACH-000143,0.19898437655
ACH-000146,0.16803040639400002
ACH-000148,0.20502163174199997
ACH-000150,0.192863937445
ACH-000152,0.242236982795
ACH-000153,0.269360996189
ACH-000159,0.276027455739
ACH-000160,0.268040856839
ACH-000163,0.24016726883099998
ACH-000167,0.42861423579999997
ACH-000168,0.0329796511619
ACH-000169,0.201639099175
ACH-000178,0.23342751805999998
ACH-000182,0.06924783325969999
ACH-000183,0.261764179772
ACH-000188,0.19282273736299999
ACH-000189,0.08637326058139999
ACH-000190,-0.08835727869560002
ACH-000198,0.180905068173
ACH-000204,0.0777963689971
ACH-000206,0.214365896365
ACH-000207,0.215364232243
ACH-000211,0.165733139597
ACH-000215,0.17430304459399998
ACH-000221,0.20926697107500003
ACH-000222,0.231710536017
ACH-000223,0.08983249905570001
ACH-000226,0.258032154266
ACH-000227,0.150319795581
ACH-000228,0.0705087909085
ACH-000231,0.20274617464699998
ACH-000232,0.07898355886250001
ACH-000233,0.110729414748
ACH-000234,0.22560246569000003
ACH-000235,0.21279239695500002
ACH-000237,0.240892082316
ACH-000238,0.37320127714199997
ACH-000243,0.127082901833
ACH-000244,0.287876763358
ACH-000246,0.09989653069430002
ACH-000248,0.248123531453
ACH-000250,0.14936272361
ACH-000251,0.128375143371
ACH-000253,0.20711906861999999
ACH-000255,0.178892955081
ACH-000256,0.32972692414099997
ACH-000257,0.054134745351200005
ACH-000258,-0.0604866689805
ACH-000259,0.23485174559
ACH-000260,0.206606472598
ACH-000261,0.167194633396
ACH-000262,0.207290645515
ACH-000263,-0.017426396706099998
ACH-000264,0.09239636175560001
ACH-000265,0.298673458983
ACH-000266,0.158104251111
ACH-000272,0.217858194946
ACH-000273,0.19815679891399998
ACH-000274,0.226883571345
ACH-000277,0.36072460590300004
ACH-000278,0.205672639811
ACH-000279,0.197780008807
ACH-000280,0.20120944080800002
ACH-000281,0.042917074606499996
ACH-000288,0.144862382201
ACH-000291,0.255451904967
ACH-000293,0.361722500414
ACH-000294,0.182906507204
ACH-000295,0.0620926162056
ACH-000296,0.35096784760899996
ACH-000302,0.175270610333
ACH-000304,0.27855006190299997
ACH-000307,0.303343810788
ACH-000308,0.199757741732
ACH-000310,0.0895242564972
ACH-000311,0.160666459028
ACH-000312,0.19581990371
ACH-000315,0.170678644877
ACH-000316,0.0612302757276
ACH-000317,0.31215409669599997
ACH-000318,0.265217353601
ACH-000319,0.257313791133
ACH-000320,0.0724199048704
ACH-000322,0.0705593994975
ACH-000323,0.261912742324
ACH-000324,0.205780688459
ACH-000329,0.250229721293
ACH-000330,0.0353976108665
ACH-000331,0.258106445585
ACH-000332,0.12066256427699999
ACH-000334,0.12865682399599998
ACH-000335,0.401100053364
ACH-000336,0.310769304866
ACH-000337,0.260706798011
ACH-000339,0.156337952765
ACH-000341,0.173323172967
ACH-000348,0.16706384119599998
ACH-000350,0.193935660249
ACH-000352,0.222505532951
ACH-000356,0.124043513074
ACH-000361,0.156348542369
ACH-000362,0.13234909057299998
ACH-000363,0.0545115499849
ACH-000364,0.19957429700800003
