,SEC24B (10427)
ACH-000004,-0.0821641591574
ACH-000007,0.0513653416586
ACH-000009,0.00784891208093
ACH-000011,0.253881005403
ACH-000012,-0.122223636736
ACH-000013,0.0221310303494
ACH-000014,0.10645612173800001
ACH-000015,-0.0665514874805
ACH-000017,0.08278863245910001
ACH-000018,0.0864134324785
ACH-000019,0.12567138372099998
ACH-000021,-0.104278674308
ACH-000022,0.0487589768365
ACH-000025,0.00615453474056
ACH-000028,-0.07015084847849999
ACH-000030,0.020197306171900003
ACH-000035,0.0231522593322
ACH-000036,-0.100859567993
ACH-000037,-0.177069823246
ACH-000039,-0.0342266170944
ACH-000040,-0.096012581038
ACH-000041,0.00043771364907
ACH-000042,-0.0931206628231
ACH-000045,-0.09412208677400001
ACH-000047,-0.10356765189999999
ACH-000052,0.0502376659419
ACH-000053,-0.130304738778
ACH-000054,-0.00293176515453
ACH-000055,0.006392317252989999
ACH-000060,-0.0432203757236
ACH-000067,0.0150048075923
ACH-000070,0.133776865886
ACH-000075,-0.21261839714699998
ACH-000078,-0.07033407634080001
ACH-000082,-0.09548091829389999
ACH-000085,0.053364165851600004
ACH-000086,-0.0122750698897
ACH-000087,0.030001181168
ACH-000092,-0.05357798144280001
ACH-000095,-0.024917373251799997
ACH-000097,-0.0419428924722
ACH-000098,-0.11569149811200001
ACH-000099,0.0317933245236
ACH-000108,-0.00027048796690599996
ACH-000113,0.096368565428
ACH-000115,0.0205910987695
ACH-000116,-0.00710432852281
ACH-000118,0.0829666375425
ACH-000120,-0.23405207057100003
ACH-000123,-0.13395173721200002
ACH-000127,0.0177829523228
ACH-000128,-0.11569293115399999
ACH-000132,-0.00268152801891
ACH-000133,-0.029115109544099998
ACH-000137,0.08781809670669999
ACH-000138,0.0777440766589
ACH-000142,0.0887592851405
ACH-000143,-0.09636092876499999
ACH-000146,-0.0724877348963
ACH-000148,-0.0479512061412
ACH-000150,0.0949395852162
ACH-000152,-0.224828217283
ACH-000153,0.20105274792199998
ACH-000159,0.0248264237809
ACH-000160,-0.123498834905
ACH-000163,-0.0161345675034
ACH-000167,0.0290884208058
ACH-000168,-0.20715331261300002
ACH-000169,-0.060260958777900005
ACH-000178,0.164289917973
ACH-000182,0.0865870907035
ACH-000183,0.0652091222503
ACH-000188,0.10734483728000001
ACH-000189,-0.0763951965181
ACH-000190,-0.145723773912
ACH-000198,-0.050944046580800005
ACH-000204,-0.049333601173700004
ACH-000206,0.058501769423699994
ACH-000207,-0.08456940382580001
ACH-000211,-0.13031163812000002
ACH-000215,-0.0315310530748
ACH-000221,-0.180395372227
ACH-000222,-0.00287567361206
ACH-000223,-0.00271049132854
ACH-000226,0.0233052324068
ACH-000227,0.007488241577360001
ACH-000228,-0.0601101177898
ACH-000231,-0.018695884275900004
ACH-000232,-0.00710609488214
ACH-000233,0.00629433409019
ACH-000234,0.0237810418844
ACH-000235,0.07563808488
ACH-000237,-0.0797977860243
ACH-000238,-0.137619547121
ACH-000243,-0.0114804014209
ACH-000244,-0.271396043754
ACH-000246,-0.143686293628
ACH-000248,-0.009059199153370001
ACH-000250,-0.129607461491
ACH-000251,-0.0730475921455
ACH-000253,-0.0395118486854
ACH-000255,0.08270333165410002
ACH-000256,-0.10894991775599999
ACH-000257,-0.306544164733
ACH-000258,-0.232638099254
ACH-000259,0.0100444378925
ACH-000260,0.0329798552525
ACH-000261,-0.0234277021461
ACH-000262,0.019881114647099997
ACH-000263,-0.035841086927400005
ACH-000264,-0.050194584475499994
ACH-000265,-0.0629196326175
ACH-000266,0.00228411001738
ACH-000272,0.121191089814
ACH-000273,-0.138693315454
ACH-000274,-0.0461078862632
ACH-000277,-0.10141122081000001
ACH-000278,0.0224657909328
ACH-000279,-0.037123418538399997
ACH-000280,0.09866315635130002
ACH-000281,0.16170018650100002
ACH-000288,0.024662955970799996
ACH-000291,0.0417537009406
ACH-000293,-0.250534982909
ACH-000294,-0.024574427205599998
ACH-000295,-0.13158673323
ACH-000296,-0.17388876680100002
ACH-000302,-0.0825127762638
ACH-000304,-0.137255682493
ACH-000307,-0.07141163335860001
ACH-000308,-0.0497664331025
ACH-000310,-0.153783167137
ACH-000311,0.113630509888
ACH-000312,0.19407952976300002
ACH-000315,0.177829827391
