,MFN2 (9927)
ACH-000004,-0.622602811149
ACH-000007,-0.585629990791
ACH-000009,-0.9476700597769999
ACH-000011,-0.559080036157
ACH-000012,-0.8334882386399999
ACH-000013,-0.367498326731
ACH-000014,-0.795666392852
ACH-000015,-0.40579379484300004
ACH-000017,-0.765760896432
ACH-000018,-0.926371685343
ACH-000019,-0.71189969442
ACH-000021,-0.245258692485
ACH-000022,-1.0002336349
ACH-000025,-0.518085958058
ACH-000028,-0.717341931655
ACH-000030,-0.806412957164
ACH-000035,-0.891564535105
ACH-000036,-1.15276424571
ACH-000037,-0.8814911660600001
ACH-000039,-0.563703895175
ACH-000040,-0.893907563322
ACH-000041,-0.357980462693
ACH-000042,-0.725525666565
ACH-000045,-0.39469358636699997
ACH-000047,-0.362267454301
ACH-000052,-0.6501560472519999
ACH-000053,-0.8600192521179999
ACH-000054,-0.319071978221
ACH-000055,-0.506282384395
ACH-000060,-0.677276019081
ACH-000067,-0.40808502329499996
ACH-000070,-0.504613002458
ACH-000075,-0.649822129823
ACH-000078,-0.632222344819
ACH-000082,-0.39763650389399996
ACH-000085,-0.550572514516
ACH-000086,-1.01462468376
ACH-000087,-0.558614032346
ACH-000092,-0.563995779128
ACH-000095,-0.483660811398
ACH-000097,-0.904788585828
ACH-000098,-0.8366329488359999
ACH-000099,-1.0303448469299998
ACH-000108,-0.656585438338
ACH-000113,-0.519493328161
ACH-000115,-0.659632330837
ACH-000116,-0.872289140752
ACH-000118,-0.363653681509
ACH-000120,-0.8911627893080001
ACH-000123,-0.575030792194
ACH-000127,-0.750255645073
ACH-000128,-0.8300709741399999
ACH-000132,-0.934405940691
ACH-000133,-0.5350140923059999
ACH-000137,-0.566971385975
ACH-000138,-0.521353034648
ACH-000142,-0.845173777199
ACH-000143,-0.551987724427
ACH-000146,-0.564417068528
ACH-000148,-0.750613131287
ACH-000150,-0.931402628348
ACH-000152,-0.7976510405239999
ACH-000153,-0.598031958301
ACH-000159,-0.37022165267800006
ACH-000160,-0.815949528399
ACH-000163,-0.805620773193
ACH-000167,-0.540281019622
ACH-000168,-0.7763632677210001
ACH-000169,-0.70792531241
ACH-000178,-0.84609769603
ACH-000182,-0.608410560184
ACH-000183,-0.708804544783
ACH-000188,-0.650883888858
ACH-000189,-0.860651684868
ACH-000190,-0.847777057522
ACH-000198,-0.833810424162
ACH-000204,-0.576493595606
ACH-000206,-0.306883472309
ACH-000207,-0.48926527651100005
ACH-000211,-0.373882513297
ACH-000215,-0.991004324604
ACH-000221,-0.8834751190219999
ACH-000222,-0.615215222663
ACH-000223,-1.00791175732
ACH-000226,-0.727003454453
ACH-000227,-0.35291220507700005
ACH-000228,-0.356152868751
ACH-000231,-0.119613330901
ACH-000232,-0.7811070822849999
ACH-000233,-0.548413340879
ACH-000234,-0.686321612459
ACH-000235,-0.40701141365599997
ACH-000237,-0.10531116526699999
ACH-000238,-0.871892623046
ACH-000243,-0.6053189670369999
ACH-000244,-0.705166613082
ACH-000246,-1.06569043575
ACH-000248,-0.76343871488
ACH-000250,-0.695963334366
ACH-000251,-0.665122824483
ACH-000253,-0.617470048911
ACH-000255,-0.616775911641
ACH-000256,-0.330154304457
ACH-000257,-1.2399544425700002
ACH-000258,-1.03654103585
ACH-000259,-0.769555156081
ACH-000260,-0.550030968253
ACH-000261,-0.109068287031
ACH-000262,-0.778105981427
ACH-000263,-0.899312370053
ACH-000264,-0.59273737401
