,CYP4X1 (260293)
ACH-000004,-0.06614682568390001
ACH-000007,-0.259761167112
ACH-000009,-0.36107653654700006
ACH-000011,-0.152128161782
ACH-000012,-0.265172533366
ACH-000013,-0.166073302473
ACH-000014,-0.113293040015
ACH-000015,-0.221188490359
ACH-000017,-0.15260679282700002
ACH-000018,0.258409349489
ACH-000019,-0.405278436491
ACH-000021,-0.09542123582149999
ACH-000022,-0.104726209101
ACH-000025,-0.0641497531124
ACH-000028,-0.252742169603
ACH-000030,-0.154009858103
ACH-000035,-0.11934011626499999
ACH-000036,0.0020690053082700003
ACH-000037,-0.27916921685199997
ACH-000039,0.0363087270454
ACH-000040,-0.391597921426
ACH-000041,-0.12949072434
ACH-000042,0.0155797432647
ACH-000045,-0.229455451727
ACH-000047,-0.051429644753400006
ACH-000052,-0.20964917919599999
ACH-000053,-0.12337461592
ACH-000054,-0.31402634258400003
ACH-000055,-0.319541216659
ACH-000060,-0.125865890494
ACH-000067,-0.23100529709800002
ACH-000070,-0.16867506479400002
ACH-000075,-0.0839093425394
ACH-000078,-0.0744529088309
ACH-000082,-0.138446487948
ACH-000085,0.005319277756300001
ACH-000086,-0.157885907287
ACH-000087,-0.25176796024799997
ACH-000092,-0.13183927167099999
ACH-000095,-0.104120014266
ACH-000097,-0.077934793455
ACH-000098,-0.107220544627
ACH-000099,-0.143130807105
ACH-000108,-0.197606737299
ACH-000113,-0.143705138527
ACH-000115,0.022041238172499998
ACH-000116,-0.166680970401
ACH-000118,-0.222869634759
ACH-000120,-0.0371918088103
ACH-000123,-0.0701381746281
ACH-000127,-0.136135676265
ACH-000128,-0.157582764764
ACH-000132,-0.257202096535
ACH-000133,-0.131619242325
ACH-000137,-0.269722550099
ACH-000138,-0.103331966692
ACH-000142,-0.193291679064
ACH-000143,-0.174022734703
ACH-000146,-0.0716150789234
ACH-000148,-0.175706547593
ACH-000150,-0.408786514636
ACH-000152,-0.122385157646
ACH-000153,0.234014118212
ACH-000159,-0.109464548323
ACH-000160,0.0898023915883
ACH-000163,-0.259090347819
ACH-000167,0.165129981862
ACH-000168,-0.20922555700999998
ACH-000169,-0.21200795848499998
ACH-000178,-0.0788855389409
ACH-000182,-0.0583702874904
ACH-000183,-0.105938168725
ACH-000188,-0.21456336662099998
ACH-000189,-0.0545410141806
ACH-000190,-0.404129312342
ACH-000198,-0.11953243709599999
ACH-000204,-0.354314144176
ACH-000206,-0.010997201643100002
ACH-000207,-0.154679541964
ACH-000211,-0.023501205375099997
ACH-000215,-0.172437495142
ACH-000221,-0.149140586281
ACH-000222,-0.0747843273913
ACH-000223,-0.027203699659299998
ACH-000226,-0.230960281658
ACH-000227,-0.182229395435
ACH-000228,-0.181334989364
ACH-000231,-0.118576192734
