,NPIPB5 (100132247)
ACH-000004,-0.9426745670669999
ACH-000007,-0.506207719264
ACH-000009,-0.321827562171
ACH-000011,-0.417695955615
ACH-000012,-0.7156347254080001
ACH-000013,-0.7166453947220001
ACH-000014,-0.6020338095960001
ACH-000015,-0.616703302376
ACH-000017,-0.0442831818232
ACH-000018,-0.660287660494
ACH-000019,-0.256040428306
ACH-000021,-0.373483811003
ACH-000022,-0.383384953741
ACH-000025,-0.686242191977
ACH-000028,-0.5910286713130001
ACH-000030,-0.133097646031
ACH-000035,-0.480866556995
ACH-000036,-0.645474128376
ACH-000037,-0.666949591269
ACH-000039,-0.811350250011
ACH-000040,-0.252977267618
ACH-000041,-0.262756472167
ACH-000042,-0.347718669992
ACH-000045,-0.364969737148
ACH-000047,-0.461128006141
ACH-000052,-0.509386578112
ACH-000053,-0.297674326857
ACH-000054,-0.310124780902
ACH-000055,-0.6841169337540001
ACH-000060,-0.00909934758336
ACH-000067,-0.36660373185500006
ACH-000070,-0.308399058695
ACH-000075,-0.651660795458
ACH-000078,-0.327804445349
ACH-000082,-0.484498510929
ACH-000085,-0.21952615951499999
ACH-000086,-0.627492547055
ACH-000087,-0.26123750978300003
ACH-000092,-0.371141007924
ACH-000095,-0.35542887539000007
ACH-000097,-0.43867624154600005
ACH-000098,-0.7219484431290001
ACH-000099,-0.49051555968500005
ACH-000108,-0.167432808016
ACH-000113,-0.336530895107
ACH-000115,-0.616826054312
ACH-000116,-0.166374950229
ACH-000118,-0.308151514822
ACH-000120,-0.6731290208759999
ACH-000123,-0.489916018221
ACH-000127,-0.39918371356700005
ACH-000128,-0.5329793078499999
ACH-000132,-0.5271637507600001
ACH-000133,-0.308334947057
ACH-000137,-0.747655775892
ACH-000138,-0.416040983631
ACH-000142,-0.796100211448
ACH-000143,-0.68788253693
ACH-000146,-0.24508919026999998
ACH-000148,-0.540728287906
ACH-000150,-0.724961903495
ACH-000152,-0.333809385115
ACH-000153,-0.9851609257439999
ACH-000159,-0.33739402535400004
ACH-000160,-0.482851367809
ACH-000163,-0.0694316363146
ACH-000167,-0.415803641748
ACH-000168,-0.46719811524599997
ACH-000169,-0.437701168695
ACH-000178,-0.457786466353
ACH-000182,-0.339897196109
ACH-000183,-0.302732483933
ACH-000188,-0.41290475745399996
ACH-000189,-0.5295360873920001
ACH-000190,-0.608227123814
ACH-000198,-0.485874090739
ACH-000204,-0.516856953732
ACH-000206,0.0557795027456
ACH-000207,-0.431483813937
ACH-000211,-0.619843452295
ACH-000215,-0.411004523678
ACH-000221,-0.433883074321
ACH-000222,-0.47770039648199997
ACH-000223,-0.127740108953
ACH-000226,-0.5424613662810001
ACH-000227,-0.254955692329
ACH-000228,-0.145120160123
ACH-000231,-0.408371767584
ACH-000232,-0.380919237964
ACH-000233,-0.604538059489
ACH-000234,-0.21698475476
ACH-000235,-0.39456218583400005
ACH-000237,-0.590556837729
ACH-000238,0.305448738461
ACH-000243,-0.65192647757
ACH-000244,-0.614495098697
ACH-000246,-0.290480863634
ACH-000248,-0.341940394019
ACH-000250,-0.35879617287500004
ACH-000251,-0.111609372317
ACH-000253,-0.244962878349
ACH-000255,-0.553155518756
ACH-000256,-0.760575755651
ACH-000257,-0.44024030075599996
ACH-000258,-0.767756095338
ACH-000259,-0.39874225166500005
ACH-000260,-0.507337882762
ACH-000261,-0.39260023563
ACH-000262,-0.36442463596
ACH-000263,-0.44547549417800003
ACH-000264,-0.42809558171400003
ACH-000265,-0.5896448791560001
ACH-000266,-0.4086283675
ACH-000272,-0.20799605171500002
ACH-000273,-0.250380019258
ACH-000274,-0.46706659697999997
ACH-000277,-0.0384331669932
ACH-000278,-0.516246991938
ACH-000279,-0.312719734071
ACH-000280,-0.323675992093
ACH-000281,-0.373594609688
ACH-000288,-0.666764837628
ACH-000291,-0.40884626089299997
ACH-000293,-0.302525705993
ACH-000294,-0.41761718645
ACH-000295,-0.568415986339
ACH-000296,-0.642288984846
ACH-000302,-0.19501790870900002
ACH-000304,-0.255115893028
ACH-000307,-0.487540906679
ACH-000308,-0.216123492947
ACH-000310,-0.572625851641
ACH-000311,-0.6517906189239999
ACH-000312,-0.41504491511999997
ACH-000315,-0.05928685382709999
ACH-000316,-0.982010077341
ACH-000317,-0.518722346669
ACH-000318,-0.423629626919
ACH-000319,-0.8061324715800001
ACH-000320,-0.414908581506
ACH-000322,-0.473315702042
ACH-000323,-0.596027599126
ACH-000324,-0.7146968214830001
ACH-000329,-0.555989107857
ACH-000330,-0.642518401225
ACH-000331,-0.324207831923
ACH-000332,-0.39048204882200005
ACH-000334,-0.712091237657
ACH-000335,-0.18715986026099998
ACH-000336,-0.0955444385028
ACH-000337,-0.299832203744
ACH-000339,-0.588995097163
ACH-000341,-0.247452371723
ACH-000348,-0.393712250119
ACH-000350,-0.41743931150200003
ACH-000352,-0.40397700064000003
ACH-000356,-0.228696574118
ACH-000361,-0.5831907718129999
ACH-000362,-0.5560909827970001
ACH-000363,-0.215247508992
ACH-000364,-0.522451006629
ACH-000365,-0.631483597454
ACH-000366,-0.36087098964500003
ACH-000368,-0.38488728883699996
ACH-000374,-0.596391569484
ACH-000375,-0.410465006349
ACH-000376,-0.439733548172
ACH-000381,-0.592318793306
ACH-000383,-0.0718434432417
ACH-000387,-0.540076620671
ACH-000389,-0.572685607016
ACH-000390,-0.739117398521
ACH-000393,-0.498293607639
ACH-000395,-0.56768822025
ACH-000397,-0.192326323926
ACH-000401,-0.8189770790880001
ACH-000402,-0.440685779317
ACH-000403,-0.21838306388300002
ACH-000404,-0.497778557457
ACH-000406,-0.5849134544969999
ACH-000407,-0.48585118709799996
ACH-000408,-0.29546903554299997
ACH-000410,-0.402585520335
ACH-000411,-0.31646890608899997
ACH-000414,-0.590089820056
ACH-000415,-0.35012966825099995
ACH-000416,-0.458499486197
ACH-000420,-0.375895244754
ACH-000421,-0.355153676525
ACH-000424,-0.223236477119
ACH-000425,-0.562091607395
ACH-000426,-0.864089175959
ACH-000427,-0.399766509614
ACH-000433,-0.5711836964329999
ACH-000436,-0.18520184511399998
ACH-000444,-0.647997604075
ACH-000445,-0.647504949748
ACH-000448,-0.266287469602
ACH-000450,-0.920760572198
ACH-000452,-0.624529675439
ACH-000454,-0.408371443877
ACH-000458,-0.6291826291100001
ACH-000459,-0.670418226573
ACH-000460,-0.570257288987
ACH-000461,-0.47280633684699996
ACH-000463,-0.608464526496
ACH-000464,-0.521566821837
ACH-000466,-0.133798743585
ACH-000467,-0.22928898640700002
ACH-000468,-0.440119907448
ACH-000469,-0.424601255325
ACH-000470,-0.183236931935
ACH-000471,-0.726548190194
ACH-000472,-0.420555785646
ACH-000473,-0.55306141534
ACH-000475,-0.488992316165
ACH-000476,-0.265133819291
ACH-000477,-0.413583029545
ACH-000480,-0.399316964702
ACH-000481,-0.683799529981
ACH-000483,-0.6642044780849999
ACH-000484,-0.0316205603654
ACH-000485,-0.6229801157379999
ACH-000486,-0.448770676383
ACH-000487,-0.469677076691
ACH-000488,-0.368252576517
ACH-000490,-0.642278689748
ACH-000491,-0.22775329255100002
ACH-000495,-0.684048319628
ACH-000496,-0.595988462718
ACH-000499,-0.764924329462
ACH-000500,-0.7132775852429999
ACH-000502,-0.482527599679
ACH-000503,-1.23295202891
ACH-000505,-0.697934082095
ACH-000507,-0.47005314776199997
ACH-000510,-0.563289067698
ACH-000511,-0.440866992019
ACH-000512,-0.358299335088
ACH-000516,-0.523191930526
ACH-000517,-0.47627726615099997
ACH-000518,-0.43644990840000003
ACH-000520,-0.695024538537
ACH-000521,-0.450484169137
ACH-000522,-0.634392010646
ACH-000524,-0.0664061366895
ACH-000527,-0.488652977843
ACH-000528,-0.6262306542989999
ACH-000537,-0.5196097854249999
ACH-000541,-0.39801626992399997
ACH-000542,-0.555639027196
ACH-000544,-0.454350351696
ACH-000545,-0.612185668627
ACH-000547,-0.395134038185
ACH-000548,-0.602033260632
ACH-000549,-0.413883282967
ACH-000550,-0.538923511581
ACH-000552,-0.321869720625
ACH-000556,-0.494919160469
ACH-000557,-0.281868045056
ACH-000570,-0.319094650543
ACH-000571,-0.0771023558123
ACH-000573,-0.718640511297
ACH-000576,-0.3791733521
ACH-000580,-0.453196366496
ACH-000584,-0.783667771419
ACH-000585,-0.503771947523
ACH-000588,-0.316840372054
ACH-000589,-0.266177565916
ACH-000591,-0.543290135306
ACH-000593,-0.301223934371
ACH-000600,-0.16958189029800003
ACH-000601,-0.473904562855
ACH-000604,-0.669428045143
ACH-000605,-0.657063264016
ACH-000606,-0.573329081503
ACH-000608,-0.194204950491
ACH-000614,-0.47999657351
ACH-000616,-0.555029063234
ACH-000618,-0.513905669411
ACH-000619,-0.434703844774
ACH-000620,-0.299350914793
ACH-000621,-0.34324591287100004
ACH-000622,0.101950286855
ACH-000623,-0.256128894427
ACH-000624,-0.746351218378
ACH-000627,-0.16330924269000002
ACH-000630,-0.523052535749
ACH-000632,-0.494542852646
ACH-000633,-0.216319390819
