,SLX4 (84464)
ACH-000265,-0.294872898323
ACH-000266,-0.355652196541
ACH-000272,-0.10309444482699999
ACH-000273,-0.25766772732099996
ACH-000274,-0.359358556692
ACH-000277,-0.015207534643600001
ACH-000278,-0.271133435736
ACH-000279,-0.344898956137
ACH-000280,-0.423801742072
ACH-000281,-0.145979857327
ACH-000288,-0.56067991516
ACH-000291,-0.0052466768685100005
ACH-000293,-0.349827317149
ACH-000294,-0.119111933527
ACH-000295,-0.6025261942310001
ACH-000296,-0.46274752313600004
ACH-000302,-0.206341781596
ACH-000304,-0.453759427763
ACH-000307,-0.254972166916
ACH-000308,-0.161347596534
ACH-000310,-0.133646192303
ACH-000311,-0.314798634082
ACH-000312,-0.229646176316
ACH-000315,-0.212795104259
ACH-000316,-0.48239341938
ACH-000317,-0.357401999337
ACH-000318,-0.313544286459
ACH-000319,-0.272843916442
ACH-000320,-0.17111211662999998
ACH-000322,-0.494647976993
ACH-000323,-0.41189509482500003
ACH-000324,-0.180774540277
ACH-000329,-0.406217262016
ACH-000330,-0.271433237141
ACH-000331,-0.397798362323
ACH-000332,-0.319058697121
ACH-000334,-0.125273657664
ACH-000335,-0.20024385292599997
ACH-000336,-0.572815590661
ACH-000337,0.0214864604962
ACH-000339,-0.24970700098999998
ACH-000341,-0.461422937167
ACH-000348,-0.44042303668300004
ACH-000350,-0.5804367460750001
ACH-000352,-0.373972322971
ACH-000356,-0.339145948313
ACH-000361,-0.5671828312520001
ACH-000362,-0.404266585287
ACH-000363,-0.22017330550500003
ACH-000364,-0.30125326362599997
ACH-000365,-0.292271355294
ACH-000366,-0.11076469917099999
ACH-000368,-0.467810287768
ACH-000374,-0.233326198953
ACH-000375,-0.45574323653099996
ACH-000376,-0.175431871008
ACH-000381,-0.164655157978
ACH-000383,-0.0894305152816
ACH-000387,-0.171328414647
ACH-000389,-0.075675423208
ACH-000390,-0.168983874243
ACH-000393,-0.40396179088699996
ACH-000395,-0.212725814446
ACH-000397,-0.37793255134900006
ACH-000401,-0.44698981520000003
ACH-000402,0.159005385306
ACH-000403,-0.34431495742299995
ACH-000404,-0.329876536826
ACH-000406,-0.30985086017499996
ACH-000407,-0.509831642146
ACH-000408,-0.35663177218599995
ACH-000410,-0.509275795375
ACH-000411,-0.43949783171000006
ACH-000414,-0.199934053814
ACH-000415,-0.19663758279399998
ACH-000416,-0.195688731195
ACH-000420,-0.25431786954700003
ACH-000421,-0.22240663603
ACH-000424,-0.101856026864
ACH-000425,-0.37068474706999993
ACH-000426,-0.125469398886
ACH-000427,-0.257268965242
ACH-000433,-0.010728243088
ACH-000436,-0.16088586396
ACH-000444,-0.49173368848099996
ACH-000445,-0.278194989926
ACH-000448,-0.287017044261
ACH-000450,-0.317618806737
ACH-000452,-0.243516948794
ACH-000454,-0.24486257295699998
ACH-000458,-0.204396105432
ACH-000459,-0.13998289016899998
ACH-000460,-0.14085420398700002
ACH-000461,-0.149428564509
ACH-000463,-0.102511443257
ACH-000464,-0.399034147319
ACH-000466,-0.250616972565
ACH-000467,-0.18361350586
ACH-000468,-0.298961584775
ACH-000469,-0.33030143928800004
ACH-000470,-0.401610796313
ACH-000471,-0.19033232199499997
ACH-000472,-0.27888956212099997
ACH-000473,-0.24099577078899997
ACH-000475,-0.118125647778
ACH-000476,-0.259006263343
ACH-000477,-0.527529370827
ACH-000480,-0.5550934218110001
ACH-000481,0.039636801250400006
ACH-000483,-0.495300971819
ACH-000484,-0.450393750958
ACH-000485,-0.2542314538
ACH-000486,-0.282716676132
ACH-000487,-0.303208538046
ACH-000488,-0.21638840741300003
ACH-000490,-0.371526316615
ACH-000491,-0.15833724222
ACH-000495,-0.370027988913
ACH-000496,-0.418645435256
ACH-000499,0.05381226962280001
ACH-000500,-0.635598048591
ACH-000502,-0.500989125789
ACH-000503,0.131311238921
ACH-000505,-0.411939081122
ACH-000507,-0.109516367335
ACH-000510,-0.273466497643
ACH-000511,-0.441028770745
ACH-000512,0.12459983846599999
ACH-000516,-0.471500624771
ACH-000517,-0.317633607514
ACH-000518,-0.261409312677
ACH-000520,-0.41151156931
ACH-000521,-0.468951199051
ACH-000522,-0.36413163855700004
ACH-000524,-0.116629042708
ACH-000527,-0.24126157371800003
ACH-000528,-0.37142317438600003
ACH-000537,-0.299036742788
ACH-000541,-0.215921972735
ACH-000542,-0.34643411100599997
ACH-000544,-0.0343218525307
ACH-000545,-0.249503352818
ACH-000547,-0.058850980394599996
ACH-000548,-0.18060219385
ACH-000549,-0.247683934483
ACH-000550,-0.551286685069
ACH-000552,-0.191455765601
ACH-000556,-0.250155553332
ACH-000557,-0.343789052132
ACH-000570,-0.299047588008
ACH-000571,-0.371637456664
ACH-000573,-0.250901692276
ACH-000576,-0.52750225602
ACH-000580,-0.245703400535
ACH-000584,-0.30928325749200003
ACH-000585,-0.440080750062
ACH-000588,-0.35797304318400003
ACH-000589,-0.391549615713
ACH-000591,-0.34997838476099996
ACH-000593,-0.234684551546
ACH-000600,-0.393958935613
ACH-000601,-0.280628823089
ACH-000604,-0.304366909794
ACH-000605,-0.205244900697
ACH-000606,-0.333989621013
ACH-000608,-0.383768060764
ACH-000614,-0.272880529713
ACH-000616,-0.35731126170599997
ACH-000618,-0.18111796943
ACH-000619,-0.24842668515900002
ACH-000620,-0.181335532294
ACH-000621,-0.37391782261900003
ACH-000622,-0.313688753316
ACH-000623,-0.428201078412
ACH-000624,-0.454724727296
ACH-000627,-0.06529282459340001
ACH-000630,-0.332762944841
ACH-000632,-0.296299574908
ACH-000633,-0.38071224251100005
ACH-000637,-0.209296176105
ACH-000638,-0.310109159042
ACH-000646,-0.39901820471
ACH-000647,0.00928097012415
ACH-000648,-0.276578543092
ACH-000649,-0.33642004591200003
ACH-000651,-0.19645897740899998
ACH-000652,-0.388149867482
ACH-000653,-0.197813313121
ACH-000657,-0.34737846291999996
ACH-000658,-0.200483481121
ACH-000661,-0.26706635933
ACH-000662,-0.358071662048
ACH-000663,-0.332633752923
ACH-000665,-0.107896912457
ACH-000671,-0.193211686155
ACH-000673,-0.273450107696
ACH-000676,-0.204409045116
ACH-000677,-0.353655914977
ACH-000681,-0.10663014046800001
ACH-000682,-0.306144694628
ACH-000683,-0.15168152040400001
ACH-000684,-0.190187842727
ACH-000688,-0.23261913071999996
ACH-000693,-0.455980473398
ACH-000694,-0.108308971749
ACH-000695,-0.41348071135700004
ACH-000696,-0.17316043712
ACH-000697,-0.213605939954
ACH-000699,-0.381665468573
ACH-000701,-0.519944921497
ACH-000706,-0.0882267104116
ACH-000711,-0.0495499413518
ACH-000713,-0.31942154331
ACH-000714,-0.383214089338
ACH-000718,-0.362559255496
ACH-000720,-0.238838271133
ACH-000721,-0.311103322512
ACH-000724,0.0354021316607
ACH-000725,-0.714667306367
ACH-000732,-0.156657000256
ACH-000734,-0.0169813653236
ACH-000735,-0.060062682229699994
ACH-000736,-0.227137671056
ACH-000738,-0.29754633851100004
ACH-000746,-0.344442788575
ACH-000747,-0.28623353598400003
ACH-000748,-0.377041860307
ACH-000753,-0.2661170634
ACH-000756,-0.394527606405
ACH-000757,-0.241683600505
ACH-000758,-0.19932143333
ACH-000760,-0.288277472972
ACH-000763,-0.182905150075
ACH-000764,-0.157925981039
ACH-000765,-0.46711199912199997
ACH-000766,-0.434205209941
ACH-000767,-0.17951896485
ACH-000768,-0.320059641563
ACH-000769,-0.299350316171
ACH-000770,-0.31185944523000003
ACH-000771,-0.350164464576
ACH-000773,-0.080332803962
ACH-000776,-0.5075741748229999
ACH-000777,-0.394612633804
ACH-000778,-0.26175608624
ACH-000781,-0.112516284862
ACH-000782,-0.37225075494800003
ACH-000783,-0.422680273654
ACH-000784,-0.279982947242
ACH-000785,-0.429159034555
ACH-000787,-0.27316265783300003
ACH-000788,-0.288786662652
ACH-000791,-0.388263607696
ACH-000792,-0.303832734695
ACH-000794,-0.246998631042
ACH-000796,-0.34063213541599996
ACH-000799,-0.367367920373
ACH-000800,-0.22816437438999998
ACH-000802,-0.389634591347
ACH-000804,-0.41432839214699996
ACH-000805,-0.24774573837699998
ACH-000809,-0.308788090386
ACH-000810,-0.182896138276
ACH-000811,-0.299016365899
ACH-000817,-0.164886744244
ACH-000819,-0.250494565552
ACH-000820,-0.17054279837900002
ACH-000821,-0.122560399064
ACH-000822,-0.156661951005
ACH-000823,-0.24268238192400002
ACH-000824,-0.000610921496877
ACH-000827,-0.228617877479
ACH-000829,-0.332201649721
ACH-000831,-0.206549854461
ACH-000832,-0.12438796920299999
ACH-000833,-0.26337936073
ACH-000834,-0.40187325517800004
ACH-000835,-0.425647692068
ACH-000836,-0.327086945117
ACH-000837,-0.333382705771
ACH-000838,-0.125923608476
ACH-000839,-0.455288020347
ACH-000840,-0.380948547774
ACH-000841,-0.607114941512
ACH-000843,-0.37036915877899995
ACH-000846,-0.165958367217
ACH-000847,0.051926314470600005
ACH-000848,-0.00182016313628
ACH-000849,-0.170686504254
ACH-000851,-0.0054334342067299994
ACH-000855,-0.293013840122
ACH-000856,-0.290281466814
ACH-000858,-0.117815229563
ACH-000859,-0.286878695486
ACH-000861,-0.262637554846
ACH-000862,-0.162875390977
ACH-000865,-0.22706486026099998
ACH-000866,-0.210932673805
ACH-000867,-0.267525879459
ACH-000869,-0.41698943642700004
ACH-000872,-0.166533439246
ACH-000873,-0.309750913367
ACH-000876,-0.211806996942
ACH-000878,-0.349882581883
ACH-000880,-0.254032886302
ACH-000881,-0.270299711785
ACH-000882,-0.36128393893
ACH-000884,-0.12407897745100001
ACH-000885,-0.381001918221
ACH-000887,-0.138333738495
ACH-000888,-0.278804962636
ACH-000889,-0.158868627543
ACH-000890,-0.21423801519299998
ACH-000896,-0.311239206059
ACH-000898,-0.166484769394
ACH-000900,-0.365981615599
ACH-000901,-0.502019771766
ACH-000905,-0.26611356013500004
ACH-000906,-0.320194634936
ACH-000907,-0.377543300183
ACH-000910,-0.19091818004900002
ACH-000911,-0.361999996536
ACH-000912,-0.29208692508
ACH-000913,-0.336831946481
ACH-000915,-0.267358986997
ACH-000916,-0.6042316194749999
ACH-000917,-0.139423899275
ACH-000921,-0.377941237956
ACH-000924,-0.11470372192600001
ACH-000926,-0.193404244345
ACH-000928,-0.252704517248
ACH-000929,-0.118730934862
ACH-000932,-0.201824434306
ACH-000935,-0.41607654518299997
ACH-000936,-0.245911093068
ACH-000937,-0.41735752609300003
ACH-000938,-0.313198694465
ACH-000939,-0.28028328806499997
ACH-000941,-0.320995797942
ACH-000943,-0.28402305518599996
ACH-000946,-0.417909781432
ACH-000947,-0.315061200675
ACH-000948,-0.23226502445
ACH-000950,-0.509102104776
ACH-000953,-0.267059969121
ACH-000957,-0.282012921557
ACH-000958,-0.0619658615149
ACH-000960,-0.508163401092
ACH-000963,-0.345627314568
ACH-000968,-0.221851971955
ACH-000969,-0.0778255793885
ACH-000973,-0.151227782375
ACH-000974,-0.377279530604
ACH-000975,-0.210260111236
ACH-000976,-0.352936071611
ACH-000978,0.0119780417129
ACH-000980,-0.27749887135699997
ACH-000984,-0.2687882513
ACH-000986,-0.249141950552
ACH-000988,-0.628533340749
ACH-000993,-0.574189472933
ACH-000994,-0.288178639526
ACH-000996,-0.256052579697
ACH-001001,-0.332187057653
ACH-001020,-0.523284677795
ACH-001028,-0.135678306141
ACH-001031,-0.43629919966200004
ACH-001038,-0.253748725618
ACH-001048,-0.0685218042389
ACH-001050,-0.166594334939
ACH-001053,-0.164766347917
ACH-001054,-0.272640244664
ACH-001061,-0.125282406842
ACH-001067,-0.397174083244
ACH-001075,-0.263290141391
ACH-001096,-0.593381924744
ACH-001128,-0.648518808075
ACH-001134,-0.180152757524
ACH-001151,-0.275686152116
ACH-001163,-0.14004190366900002
ACH-001164,-0.435614348336
ACH-001173,-0.16490549290200002
ACH-001183,-0.599085544339
ACH-001184,-0.451081144847
ACH-001190,-0.33872857034500004
ACH-001192,-0.39768216906900006
ACH-001193,-0.119050360536
ACH-001196,-0.23446520040399998
ACH-001197,-0.339752370893
ACH-001205,-0.238339365145
ACH-001211,-0.316181318286
ACH-001212,-0.32501356568000006
ACH-001228,-0.298601758434
ACH-001232,-0.38781642089100005
ACH-001239,-0.39989155543899996
ACH-001274,-0.266825201396
ACH-001275,-0.153427102354
ACH-001277,-0.525536681277
ACH-001278,-0.333326061907
ACH-001280,-0.7359126494949999
ACH-001283,-0.180576274052
ACH-001289,-0.40837622294500003
ACH-001295,-0.467490155499
ACH-001300,-0.292658651699
ACH-001301,-0.483504452253
ACH-001302,-0.618763581937
ACH-001303,-0.331174829769
ACH-001306,-0.28427143476399996
ACH-001318,-0.121725812741
ACH-001322,-0.21660333976100002
ACH-001328,-0.178660835686
ACH-001332,-0.10389239796800001
ACH-001333,-0.43799960170100005
ACH-001336,-0.570430482698
ACH-001340,-0.517921109888
ACH-001346,-0.265459983788
ACH-001353,-0.471337183728
ACH-001354,-0.284141180353
ACH-001367,0.17610738630199999
ACH-001368,-0.422639934248
ACH-001374,-0.39113603386999996
ACH-001375,-0.268994685532
ACH-001377,-0.406344782407
ACH-001380,-0.13797677440199999
ACH-001391,-0.20204017167899999
ACH-001407,-0.21071435815200001
ACH-001408,-0.702638881975
ACH-001413,-0.38072029300800003
ACH-001430,0.140825173937
ACH-001431,-0.170744906818
ACH-001450,-0.35055999381700004
ACH-001496,-0.168567461511
ACH-001500,0.029550775781400005
ACH-001521,-0.175842154873
ACH-001523,-0.292577385372
ACH-001532,-0.355181878451
ACH-001536,-0.0697856203923
ACH-001550,-0.25859475231400003
ACH-001552,-0.18939285041099999
ACH-001554,-0.45841550624
ACH-001645,-0.1560545181
ACH-001654,-0.33330531300099997
ACH-001715,-0.361765585444
ACH-001735,-0.515265317739
ACH-001736,-0.7239700337530001
ACH-001737,0.18769017659499998
ACH-001740,-0.43918183065399996
ACH-001745,-0.5099300156050001
ACH-001750,-0.366919695609
ACH-001765,-0.332234876006
ACH-001956,-0.528333997117
ACH-001957,-0.5496989149939999
