,ZGPAT (84619)
ACH-000004,-0.09489687154069999
ACH-000007,-0.125317259198
ACH-000009,-0.228188784423
ACH-000011,-0.154864054626
ACH-000012,-0.09774872692469999
ACH-000013,-0.133825379224
ACH-000014,-0.0801207173145
ACH-000015,-0.0224233226356
ACH-000017,-0.274497157427
ACH-000018,-0.147685689008
ACH-000019,-0.206390383395
ACH-000021,-0.22396961320999997
ACH-000022,-0.263110929443
ACH-000025,-0.0571515306354
ACH-000028,-0.240647538373
ACH-000030,-0.147957951219
ACH-000035,0.105200865856
ACH-000036,-0.0545540414705
ACH-000037,0.104698008082
ACH-000039,0.128330340071
ACH-000040,-0.23137459755999998
ACH-000041,0.0781007447252
ACH-000042,-0.373495873326
ACH-000045,-0.0779197601457
ACH-000047,-0.11342877809900001
ACH-000052,-0.11833334790899999
ACH-000053,-0.140093595151
ACH-000054,-0.035117679213800004
ACH-000055,0.013836089657900001
ACH-000060,-0.142854354656
ACH-000067,-0.242530020491
ACH-000070,-0.044785876910100005
ACH-000075,-0.25625893817699996
ACH-000078,-0.378917829051
ACH-000082,0.00703044183099
ACH-000085,-0.12266176545499999
ACH-000086,-0.0987917620091
ACH-000087,-0.07881805265360001
ACH-000092,-0.20084660524300002
ACH-000095,-0.283371203033
ACH-000097,-0.42345428117399997
ACH-000098,-0.0487924732393
ACH-000099,-0.292535814197
ACH-000108,-0.110823025414
ACH-000113,-0.095756802751
ACH-000115,-0.447324381004
ACH-000116,-0.0923199255343
ACH-000118,-0.0662052431131
ACH-000120,-0.0855293750285
ACH-000123,-0.260000095188
ACH-000127,-0.157277127737
ACH-000128,-0.257377039905
ACH-000132,-0.12194837951099999
ACH-000133,-0.152452576066
ACH-000137,0.0913073745008
ACH-000138,-0.0427219827199
ACH-000142,-0.0128827598902
ACH-000143,0.118625311917
ACH-000146,-0.13654607312
ACH-000148,-0.18005620214499998
ACH-000150,-0.267910858272
ACH-000152,-0.015606526258200002
ACH-000153,0.0180867055951
