,LAMTOR5 (10542)
ACH-000004,0.0575659503127
ACH-000007,0.149718039154
ACH-000009,0.139806481372
ACH-000011,-0.116999786495
ACH-000012,0.0688518887037
ACH-000013,-0.00388055379967
ACH-000014,-0.13578358215199998
ACH-000015,-0.04603191262180001
ACH-000017,0.054625919640499995
ACH-000018,-0.117893781164
ACH-000019,-0.31943316613899997
ACH-000021,-0.0143330174406
ACH-000022,-0.0231362365246
ACH-000025,-0.142722947599
ACH-000028,-0.200696457509
ACH-000030,-0.0376294339365
ACH-000035,-0.116029913465
ACH-000036,0.20275271522500002
ACH-000037,0.25015959059
ACH-000039,0.18703474475200002
ACH-000040,-0.027804932084599998
ACH-000041,0.21106466942899998
ACH-000042,-0.048598649929300006
ACH-000045,0.105622615352
ACH-000047,0.109163661353
ACH-000052,0.154623311046
ACH-000053,-0.07132973637569999
ACH-000054,0.0833280789205
ACH-000055,0.228046674826
ACH-000060,-0.00207860587917
ACH-000067,-0.00702274600246
ACH-000070,-0.0262560920214
ACH-000075,-0.0893193139993
ACH-000078,0.229969579074
ACH-000082,-0.0208180402666
ACH-000085,0.007758648287390001
ACH-000086,0.0535505545147
ACH-000087,-0.0431024534605
ACH-000092,0.0022924728916999997
ACH-000095,0.0652710574257
ACH-000097,-0.0194793153818
ACH-000098,0.0151563949434
ACH-000099,0.0990266751712
ACH-000108,0.0136226542004
ACH-000113,-0.0282769402201
ACH-000115,0.0246936628851
ACH-000116,0.00688691153514
ACH-000118,-0.08394584622880001
ACH-000120,-0.23841441286999998
ACH-000123,0.10847306101399999
ACH-000127,0.04523027918869999
ACH-000128,-0.00150557293714
ACH-000132,0.0485130888609
ACH-000133,-0.0215728896489
ACH-000137,-0.28392273912
ACH-000138,-0.016023749028000002
ACH-000142,0.136472788412
ACH-000143,0.0945681964395
ACH-000146,0.10380930584699999
ACH-000148,0.0282641484234
ACH-000150,0.000854052748055
ACH-000152,-0.141108481084
ACH-000153,0.0399277727321
ACH-000159,-0.08933377676139999
ACH-000160,-0.08470997558280001
ACH-000163,0.135852540608
ACH-000167,-0.218012388312
ACH-000168,0.0439741734943
ACH-000169,-0.0796874725279
ACH-000178,0.0796885762482
ACH-000182,-0.051718705501300005
ACH-000183,-0.006174823146520001
ACH-000188,-0.11638254294299999
ACH-000189,0.35643689962499997
ACH-000190,-0.012013024118299999
ACH-000198,-0.111237136768
ACH-000204,0.189518635436
ACH-000206,-0.06273604427349999
ACH-000207,-0.19557364226799998
ACH-000211,0.10304376198
ACH-000215,-0.011782109905299999
ACH-000221,-0.153468737554
ACH-000222,0.260951871507
ACH-000223,-0.0777236248956
ACH-000226,0.07077148574030001
ACH-000227,-0.132875096285
ACH-000228,0.089794087619
ACH-000231,0.044810300684699995
ACH-000232,-0.016070827364100003
ACH-000233,-0.0032723728860000003
ACH-000234,0.00315682198984
ACH-000235,-0.136583981107
ACH-000237,0.035074408090199995
ACH-000238,0.094804886096
ACH-000243,0.052743329298
ACH-000244,0.0411224949784
ACH-000246,-0.0699857946321
ACH-000248,-0.0819442786785
ACH-000250,-0.0049685255304099995
ACH-000251,-0.0125447485221
ACH-000253,-0.038951400474900005
ACH-000255,-0.10724250667000002
