,HIST1H4C (8364)
ACH-000004,0.0510447317624
ACH-000007,-0.32360037824
ACH-000009,-0.34709922992799996
ACH-000011,-0.33534851281399997
ACH-000012,-0.242027782819
ACH-000013,-0.226060832291
ACH-000014,-0.213060454098
ACH-000015,-0.12810915063
ACH-000017,-0.163105928728
ACH-000018,-0.196501612309
ACH-000019,-0.140209095932
ACH-000021,-0.274992150546
ACH-000022,-0.388129131734
ACH-000025,-0.267522774639
ACH-000028,-0.190858322522
ACH-000030,-0.24614793760499998
ACH-000035,-0.26556173156
ACH-000036,-0.29668897163400004
ACH-000037,0.0468716184005
ACH-000039,-0.36751636550800004
ACH-000040,-0.05038121546
ACH-000041,-0.047003969546999994
ACH-000042,-0.149355446179
ACH-000045,0.015246661019399999
ACH-000047,-0.287936121398
ACH-000052,-0.345134321703
ACH-000053,-0.228114295763
ACH-000054,-0.453545321169
ACH-000055,-0.18391253935899998
ACH-000060,-0.342300104901
ACH-000067,-0.292037761486
ACH-000070,0.086561278999
ACH-000075,-0.23438881431999997
ACH-000078,-0.337282988116
ACH-000082,-0.303854694124
ACH-000085,-0.570430496172
ACH-000086,-0.381009891902
ACH-000087,-0.18270858517400002
ACH-000092,-0.174844971095
ACH-000095,-0.22641558074299997
ACH-000097,-0.258652205583
ACH-000098,-0.308278756905
ACH-000099,-0.279363819796
ACH-000108,-0.227264779738
ACH-000113,-0.339410516546
ACH-000115,-0.254050083531
ACH-000116,-0.273829429402
ACH-000118,-0.343278171083
ACH-000120,-0.18637041714000002
ACH-000123,-0.348573278966
ACH-000127,-0.344187911616
ACH-000128,-0.225151742568
ACH-000132,-0.262642008514
ACH-000133,-0.258108375432
ACH-000137,-0.64330214761
ACH-000138,-0.136727082097
ACH-000142,-0.14329395826
ACH-000143,0.0326975303973
ACH-000146,-0.350892844613
ACH-000148,-0.13413625186
ACH-000150,-0.195374985127
ACH-000152,-0.128839125303
ACH-000153,-0.26550410702599997
ACH-000159,-0.241780486434
ACH-000160,-0.29214187228300004
ACH-000163,-0.16065202462300002
ACH-000167,-0.0552350848147
ACH-000168,-0.162907256268
ACH-000169,-0.339539404187
ACH-000178,-0.376230882467
ACH-000182,-0.188031617695
ACH-000183,-0.208502866003
ACH-000188,-0.171061275422
ACH-000189,-0.300637528393
ACH-000190,-0.309425364406
ACH-000198,-0.293516871177
ACH-000204,-0.24113141268000002
ACH-000206,-0.252621291375
ACH-000207,-0.322430911501
ACH-000211,-0.21223731528200002
ACH-000215,-0.184953642108
ACH-000221,-0.0511273297851
ACH-000222,-0.180369753433
ACH-000223,-0.214334659524
ACH-000226,-0.23436830174000003
ACH-000227,-0.190882318816
ACH-000228,-0.372403140642
ACH-000231,-0.48066555990500004
ACH-000232,-0.218382014892
ACH-000233,-0.34038136625200005
ACH-000234,-0.0597094156136
ACH-000235,-0.21732985104400002
ACH-000237,-0.4174962414
ACH-000238,-0.336156173284
ACH-000243,-0.24224946066300002
ACH-000244,-0.60560175895
ACH-000246,-0.15238229315500001
ACH-000248,-0.405191806233
ACH-000250,-0.204067001742
ACH-000251,-0.535136368495
ACH-000253,-0.278063811716
ACH-000255,-0.181471428897
ACH-000256,-0.03770693025369999
ACH-000257,-0.304790308198
ACH-000258,-0.105175889991
ACH-000259,-0.265606754385
ACH-000260,-0.21966583618000002
ACH-000261,-0.26127747301300003
ACH-000262,-0.162133682235
ACH-000263,-0.22319214338100002
ACH-000264,-0.18996866015900002
ACH-000265,-0.200392335951
ACH-000266,-0.230301763932
ACH-000272,-0.187486571879
ACH-000273,-0.20191362910100003
ACH-000274,-0.384298367073
ACH-000277,-0.397218555985
ACH-000278,-0.011095036217200002
ACH-000279,-0.292044718065
ACH-000280,-0.17019749978
ACH-000281,-0.32493425861999997
ACH-000288,-0.197544534397
ACH-000291,-0.27822881522799997
ACH-000293,-0.333537299154
ACH-000294,-0.19097571955499998
ACH-000295,-0.273937586925
ACH-000296,-0.391712620287
ACH-000302,-0.10099024347
ACH-000304,-0.161544087016
ACH-000307,-0.26150341900400004
ACH-000308,-0.434126562436
ACH-000310,-0.527869464228
ACH-000311,-0.329642243043
ACH-000312,-0.097030959506
ACH-000315,-0.33906398130800003
ACH-000316,-0.327937035042
ACH-000317,-0.276401830433
ACH-000318,-0.33733489533
ACH-000319,-0.255780094321
ACH-000320,-0.477076199274
ACH-000322,-0.0396102009025
ACH-000323,-0.327702351138
ACH-000324,-0.266936346039
ACH-000329,-0.0666277274918
ACH-000330,-0.5681204644219999
ACH-000331,-0.344151833187
ACH-000332,-0.285822646952
ACH-000334,-0.281948831468
ACH-000335,-0.40337022185800003
ACH-000336,-0.5004005059709999
ACH-000337,0.0163911737524
ACH-000339,-0.333164146717
ACH-000341,-0.298815453901
ACH-000348,-0.307789648298
ACH-000350,-0.198180605452
ACH-000352,-0.323254158158
ACH-000356,-0.13880923487400001
ACH-000361,-0.0911754506449
ACH-000362,-0.255297581806
ACH-000363,-0.34545083839
ACH-000364,-0.17346877337000002
ACH-000365,-0.129986475298
ACH-000366,-0.130828508221
ACH-000368,-0.38721707358
ACH-000374,-0.5081781362009999
ACH-000375,-0.11279731083799999
ACH-000376,-0.31911606260000003
ACH-000381,-0.283507388641
ACH-000383,-0.230176366378
ACH-000387,-0.22544440503199997
ACH-000389,-0.402578711258
ACH-000390,-0.152069339682
ACH-000393,-0.13729083898
ACH-000395,-0.355038463991
ACH-000397,-0.12187696133300001
ACH-000401,-0.0961191676055
ACH-000402,0.192687387564
ACH-000403,-0.247392492379
ACH-000404,-0.34419980538500006
ACH-000406,-0.17850998645500002
ACH-000407,-0.300253638639
ACH-000408,-0.279315171094
ACH-000410,-0.250618096056
ACH-000411,-0.299947018775
ACH-000414,-0.23446065289
ACH-000415,-0.144256418164
ACH-000416,-0.18648264975
ACH-000420,-0.166256530585
ACH-000421,-0.202035074614
ACH-000424,-0.205526645347
ACH-000425,-0.16027269007099998
ACH-000426,-0.39472060910400003
ACH-000427,-0.201918636911
ACH-000433,0.10513055401799999
ACH-000436,-0.178564231404
ACH-000444,-0.247060463891
ACH-000445,-0.24824543151200001
ACH-000448,-0.339551652148
ACH-000450,-0.405069436291
ACH-000452,-0.24361047892700002
ACH-000454,-0.311976392301
ACH-000458,-0.0366231030155
ACH-000459,-0.147872514448
ACH-000460,-0.30736794645599996
ACH-000461,-0.052697303817999995
ACH-000463,-0.13767386470999998
ACH-000464,-0.1719073004
ACH-000466,-0.22497994882
ACH-000467,-0.18360730304499998
ACH-000468,-0.204873537208
ACH-000469,-0.27111017993299996
ACH-000470,-0.333021955652
ACH-000471,-0.207775906085
ACH-000472,-0.22229716364
ACH-000473,-0.227993000974
ACH-000475,-0.170008405093
ACH-000476,-0.134046678777
ACH-000477,-0.107503077739
ACH-000480,-0.0826795217851
ACH-000481,-0.156442364729
ACH-000483,-0.141544001133
ACH-000484,0.0752396520158
ACH-000485,-0.18606179822500002
ACH-000486,-0.194113674474
ACH-000487,-0.308851555376
ACH-000488,-0.278042876413
ACH-000490,-0.330005492956
ACH-000491,-0.462346151429
ACH-000495,-0.153186089908
ACH-000496,-0.2200495995
ACH-000499,-0.15984184159499998
ACH-000500,0.340847857133
ACH-000502,-0.294059401593
ACH-000503,-0.0650559519372
ACH-000505,-0.24135875894499997
ACH-000507,-0.22686921477
ACH-000510,-0.08744063876800001
ACH-000511,-0.26673635633299997
ACH-000512,-0.273426865693
ACH-000516,-0.449440192254
ACH-000517,-0.273551825498
ACH-000518,-0.0517194230841
ACH-000520,-0.0422242006789
ACH-000521,-0.18905232256499999
ACH-000522,-0.24781112659
ACH-000524,-0.642774794163
ACH-000527,-0.134252795042
ACH-000528,-0.21137145289999998
ACH-000537,-0.326687746974
ACH-000541,-0.272002279645
ACH-000542,-0.240940989006
ACH-000544,-0.0583583290222
ACH-000545,-0.189364809859
ACH-000547,-0.39714400734300004
ACH-000548,-0.375997431912
ACH-000549,-0.263752838711
ACH-000550,-0.23686616333799998
ACH-000552,-0.19580367770100002
ACH-000556,-0.316021065737
ACH-000557,-0.0842515734042
ACH-000570,-0.02879136456
ACH-000571,-0.189958412294
ACH-000573,-0.32380921051399997
ACH-000576,-0.274310487778
ACH-000580,-0.324598720932
ACH-000584,-0.266333518294
ACH-000585,-0.227690009399
ACH-000588,-0.29878314354400004
ACH-000589,-0.20710407671
ACH-000591,-0.18709360965100003
ACH-000593,-0.0892490866337
ACH-000600,-0.36030365278899995
ACH-000601,-0.273471415966
ACH-000604,0.191809061565
ACH-000605,-0.501964954071
ACH-000606,-0.278575449812
ACH-000608,-0.291224565927
ACH-000614,-0.20205856824700003
ACH-000616,-0.19181546140099998
ACH-000618,-0.227827259359
ACH-000619,-0.169865926952
ACH-000620,-0.244310785024
ACH-000621,-0.254388570193
