,SFTPB (6439)
ACH-000004,-0.13191498005000002
ACH-000007,-0.21844838510499998
ACH-000009,-0.207100461743
ACH-000011,-0.266444630308
ACH-000012,-0.41068412381700004
ACH-000013,-0.230858638651
ACH-000014,-0.19092502226799998
ACH-000015,-0.278807240369
ACH-000017,-0.341950254506
ACH-000018,-0.298879941545
ACH-000019,-0.0926626510317
ACH-000021,-0.533202263803
ACH-000022,-0.273343378912
ACH-000025,-0.11535588512499999
ACH-000028,-0.42873291243
ACH-000030,-0.313070017787
ACH-000035,-0.307095679434
ACH-000036,-0.165232189025
ACH-000037,-0.146199505826
ACH-000039,-0.330874996087
ACH-000040,-0.299651189464
ACH-000041,-0.274849257355
ACH-000042,-0.28273403817
ACH-000045,-0.204024045088
ACH-000047,-0.44409096632399997
ACH-000052,-0.290815593996
ACH-000053,-0.363975979435
ACH-000054,-0.196408816816
ACH-000055,-0.321927378416
ACH-000060,-0.254218517834
ACH-000067,-0.16090747084100002
ACH-000070,-0.11957162127399999
ACH-000075,-0.36238384832599996
ACH-000078,-0.44115672388899996
ACH-000082,-0.0980848619402
ACH-000085,-0.290739413813
ACH-000086,-0.420736132723
ACH-000087,-0.0245735671586
ACH-000092,-0.484466889651
ACH-000095,-0.232405002316
ACH-000097,-0.277084214756
ACH-000098,-0.193515993048
ACH-000099,-0.28689140058699997
ACH-000108,-0.330923713099
ACH-000113,-0.310222891695
ACH-000115,-0.26059347487
ACH-000116,-0.39046010498000006
ACH-000118,-0.33477493419599996
ACH-000120,-0.17423669090799998
ACH-000123,-0.41704481146399996
ACH-000127,-0.295828611456
ACH-000128,-0.10948062904400001
ACH-000132,-0.25692753579300004
ACH-000133,-0.20125870456300002
ACH-000137,-0.179791167156
ACH-000138,-0.21681253992199997
ACH-000142,-0.457730365946
ACH-000143,-0.203373736455
ACH-000146,-0.289560660002
ACH-000148,-0.246108589672
ACH-000150,-0.31360036019299997
ACH-000152,-0.358930974749
ACH-000153,0.052726882265
ACH-000159,-0.26387652159499997
ACH-000160,-0.420289254389
ACH-000163,-0.134815770488
ACH-000167,0.0182652995034
ACH-000168,-0.35500722615900004
ACH-000169,-0.265014219167
ACH-000178,-0.168654616888
ACH-000182,-0.380426673614
ACH-000183,-0.152713833411
ACH-000188,-0.466683174447
ACH-000189,-0.338979224277
ACH-000190,-0.24573685756400002
ACH-000198,-0.31898611483899997
ACH-000204,-0.429338607491
ACH-000206,-0.07286617165180001
ACH-000207,-0.647800107341
ACH-000211,-0.171608924447
ACH-000215,-0.245969001199
ACH-000221,-0.290707351382
ACH-000222,-0.375277209723
ACH-000223,-0.145954452235
ACH-000226,-0.30368032314599996
ACH-000227,-0.288036178369
ACH-000228,-0.274815208878
ACH-000231,-0.242186246431
ACH-000232,-0.254307963711
ACH-000233,-0.310683224221
ACH-000234,-0.222816411674
ACH-000235,-0.257175329095
ACH-000237,-0.203612250056
ACH-000238,-0.43501460965800004
ACH-000243,-0.432156161901
ACH-000244,-0.340058720127
ACH-000246,-0.15593923983400002
ACH-000248,-0.342287742357
ACH-000250,-0.301625327948
ACH-000251,-0.279885168588
ACH-000253,-0.276283166847
ACH-000255,-0.281040922753
ACH-000256,-0.370377979666
ACH-000257,-0.281838227097
ACH-000258,-0.0859868418008
ACH-000259,-0.269691735349
ACH-000260,-0.40683862045999997
ACH-000261,-0.321987120861
ACH-000262,-0.281458723863
ACH-000263,-0.32916389510099997
ACH-000264,-0.23495306410300001
ACH-000265,-0.48180151840499996
ACH-000266,-0.345082095175
ACH-000272,-0.13082882406500002
ACH-000273,-0.40787657166599994
ACH-000274,-0.41234860038800003
ACH-000277,-0.240590430417
ACH-000278,-0.337531443926
ACH-000279,-0.462178379819
ACH-000280,-0.218058087855
ACH-000281,-0.367006842545
ACH-000288,-0.47013825317599994
ACH-000291,-0.273041246584
ACH-000293,-0.489423151475
ACH-000294,-0.475726391117
ACH-000295,0.185389100151
ACH-000296,-0.293143498058
ACH-000302,-0.0638611364344
ACH-000304,-0.5230827531319999
ACH-000307,-0.403147030892
ACH-000308,-0.254429001732
ACH-000310,-0.330081419095
ACH-000311,-0.428587942459
ACH-000312,-0.364755259063
ACH-000315,-0.397492698409
ACH-000316,-0.0551432856322
ACH-000317,-0.648808070709
ACH-000318,-0.390056767054
ACH-000319,-0.20441086918499998
ACH-000320,-0.363868795766
ACH-000322,-0.375556567965
ACH-000323,-0.203132351483
ACH-000324,-0.18482980120900003
ACH-000329,-0.102174442529
ACH-000330,-0.34398825338
ACH-000331,-0.27408107692600003
ACH-000332,-0.32717592071
ACH-000334,-0.183497109358
ACH-000335,-0.213914234766
ACH-000336,0.152227904765
ACH-000337,-0.199911106934
ACH-000339,-0.16683822467
ACH-000341,-0.42875919237800003
ACH-000348,-0.121435228649
ACH-000350,-0.218376762721
ACH-000352,-0.384647597402
ACH-000356,-0.504178287294
ACH-000361,-0.32712124954599997
ACH-000362,-0.284826432842
ACH-000363,-0.145063876733
ACH-000364,-0.38055704872900004
ACH-000365,-0.231073962707
ACH-000366,-0.308704073787
ACH-000368,-0.271628076724
ACH-000374,-0.18750077012299998
ACH-000375,-0.47086601090499997
ACH-000376,-0.334978015626
ACH-000381,-0.28290321384100003
ACH-000383,-0.164742647483
ACH-000387,-0.27373365977200004
ACH-000389,-0.360502620065
ACH-000390,-0.370137152874
ACH-000393,-0.139784444083
ACH-000395,-0.253823493435
ACH-000397,-0.36202507471100004
ACH-000401,-0.239931028486
ACH-000402,-0.42886538495
ACH-000403,-0.219647751024
ACH-000404,-0.383081218352
ACH-000406,-0.441602721074
ACH-000407,-0.322383366737
ACH-000408,-0.22537551776999998
ACH-000410,-0.2871501146
ACH-000411,-0.312934831743
ACH-000414,-0.320658811346
ACH-000415,-0.350261653971
ACH-000416,-0.2590461028
ACH-000420,-0.32237580185
ACH-000421,-0.36984231526199995
ACH-000424,-0.200547133921
ACH-000425,-0.123202360316
ACH-000426,-0.0308044041902
ACH-000427,-0.386914451524
ACH-000433,-0.265592737885
ACH-000436,0.174844456345
ACH-000444,-0.258255464971
ACH-000445,-0.14236142955
ACH-000448,-0.16907426221000002
ACH-000450,-0.22278446341400002
ACH-000452,-0.202767638027
ACH-000454,-0.458299643862
ACH-000458,-0.286129282964
ACH-000459,-0.227472333138
ACH-000460,-0.340776610201
ACH-000461,-0.37328121698100003
ACH-000463,-0.234909978182
ACH-000464,-0.150788203507
ACH-000466,-0.272308562002
ACH-000467,-0.399455270554
ACH-000468,-0.566600788262
ACH-000469,-0.0564763792562
ACH-000470,-0.45002457960299996
ACH-000471,-0.373217631774
ACH-000472,-0.17299931329100002
ACH-000473,-0.38917578864299995
ACH-000475,-0.308979352833
ACH-000476,-0.17220536323600003
ACH-000477,-0.1959014486
ACH-000480,-0.321501452269
ACH-000481,-0.274524129643
ACH-000483,-0.444619314512
ACH-000484,-0.462758004376
ACH-000485,-0.145431690317
ACH-000486,-0.49086630592
ACH-000487,-0.154156007148
ACH-000488,-0.273445338766
ACH-000490,-0.398837975914
ACH-000491,-0.276068414817
ACH-000495,-0.460764187883
ACH-000496,-0.511572307456
ACH-000499,-0.363445136393
ACH-000500,-0.47636046495300005
ACH-000502,-0.43487931477499997
ACH-000503,-0.695305390643
ACH-000505,-0.275371429949
ACH-000507,-0.190378352778
ACH-000510,-0.16885235003199997
ACH-000511,-0.145922956681
ACH-000512,-0.316767594697
ACH-000516,-0.24252310226999998
ACH-000517,-0.15332649853900002
ACH-000518,-0.291044093326
ACH-000520,-0.392751330314
ACH-000521,-0.364948706128
ACH-000522,-0.249217810055
ACH-000524,-0.29574562481100003
ACH-000527,-0.309490041467
ACH-000528,-0.2169159069
ACH-000537,-0.058230470800199996
ACH-000541,-0.44027814912
ACH-000542,-0.192045108475
ACH-000544,-0.439192501158
ACH-000545,-0.435870621692
ACH-000547,-0.332863537368
ACH-000548,-0.559036476065
ACH-000549,-0.314033165691
ACH-000550,-0.19909437101
ACH-000552,-0.50641310977
ACH-000556,-0.465779739583
ACH-000557,-0.204660102102
ACH-000570,-0.397824260746
ACH-000571,-0.022287995701000003
ACH-000573,-0.19323413236099998
ACH-000576,-0.24708733246300002
ACH-000580,-0.221413609095
ACH-000584,-0.368415413896
ACH-000585,-0.361021695031
ACH-000588,-0.177791194688
ACH-000589,-0.326709346013
ACH-000591,-0.33599865651999994
ACH-000593,-0.455171541713
ACH-000600,-0.244498510279
ACH-000601,-0.349267924282
ACH-000604,-0.0974452978694
ACH-000605,-0.320510254631
ACH-000606,-0.403836185246
ACH-000608,-0.340332636466
ACH-000614,-0.277700674363
ACH-000616,0.0371135973261
ACH-000618,-0.38179997431100005
ACH-000619,-0.238184115858
ACH-000620,-0.133363943189
ACH-000621,-0.19389810906399998
ACH-000622,-0.0740291304314
ACH-000623,-0.280620114719
ACH-000624,-0.304622286015
ACH-000627,-0.27182204032400004
ACH-000630,-0.30237705413800003
ACH-000632,-0.32686076020599997
ACH-000633,-0.319867649831
ACH-000637,-0.380920575586
ACH-000638,-0.184385681944
ACH-000646,-0.10443954712999999
ACH-000647,-0.07383016458660001
ACH-000648,-0.406980724063
ACH-000649,-0.394483065875
ACH-000651,-0.286559080814
ACH-000652,-0.0347820404784
ACH-000653,-0.0627604688214
ACH-000657,-0.319598426774
ACH-000658,-0.0841762459565
ACH-000661,-0.31202233181600003
ACH-000662,-0.38886941856799995
ACH-000663,-0.235754062437
ACH-000665,-0.327905957192
ACH-000671,-0.33881551863700005
ACH-000673,-0.354562550953
ACH-000676,-0.26021573984
ACH-000677,-0.018028283550200003
ACH-000681,-0.32125875044
ACH-000682,-0.30422421969
ACH-000683,-0.309314722315
ACH-000684,-0.208088092168
ACH-000688,0.114508703536
ACH-000693,-0.293331249351
ACH-000694,-0.26080360800700003
ACH-000695,-0.366310982113
ACH-000696,-0.302167356039
ACH-000697,0.0156663955634
ACH-000699,-0.15906694235
ACH-000701,0.22570533414000002
ACH-000706,-0.234220963437
ACH-000711,-0.370273805203
ACH-000713,-0.35649314829000006
ACH-000714,-0.12346642794500001
ACH-000718,-0.407064565289
ACH-000720,-0.171871970117
ACH-000721,-0.445425563816
ACH-000724,-0.336926370998
ACH-000725,-0.7822804724079999
ACH-000732,-0.261426419062
ACH-000734,-0.233732092132
ACH-000735,-0.333596396181
ACH-000736,-0.469992310042
ACH-000738,-0.318484885895
ACH-000746,-0.342087278276
ACH-000747,-0.23295637714
ACH-000748,-0.317352799693
ACH-000753,-0.29586670662799996
ACH-000756,-0.09800816710589999
ACH-000757,-0.178235672948
ACH-000758,-0.287059312176
ACH-000760,-0.151953894777
ACH-000763,-0.22295294491599998
ACH-000764,-0.0159119278386
ACH-000765,-0.142464130745
ACH-000766,-0.314117644809
ACH-000767,-0.187313024656
ACH-000768,-0.238982244424
ACH-000769,-0.333319500412
ACH-000770,-0.401796268016
ACH-000771,-0.20140064729499998
ACH-000773,-0.336331531166
ACH-000776,-0.12464755799499999
ACH-000777,-0.214489255077
ACH-000778,-0.259740396326
ACH-000781,-0.33600734582099995
ACH-000782,-0.13753372031400002
ACH-000783,-0.173448278029
ACH-000784,-0.389264832797
ACH-000785,-0.343048607914
ACH-000787,-0.358931726818
ACH-000788,-0.236957512743
ACH-000791,-0.39685680487899994
ACH-000792,-0.260751303026
ACH-000794,-0.448481193502
ACH-000796,-0.167593573439
ACH-000799,-0.44771000477
ACH-000800,-0.6357516862479999
ACH-000802,-0.289347715461
ACH-000804,-0.564945542442
ACH-000805,-0.450203247603
ACH-000809,-0.23653764318000003
ACH-000810,-0.433558377622
ACH-000811,-0.1615841878
ACH-000817,-0.232954487019
ACH-000819,-0.247394615177
ACH-000820,-0.255494991755
ACH-000821,0.0018883411054200002
ACH-000822,-0.134864732166
ACH-000823,-0.270758335656
ACH-000824,-0.206575806262
ACH-000827,-0.284934175142
ACH-000829,-0.268148848413
ACH-000831,-0.384936502746
ACH-000832,-0.276997736473
ACH-000833,-0.138978625512
ACH-000834,-0.444681965178
ACH-000835,-0.250156037118
ACH-000836,-0.546302372124
ACH-000837,-0.48825152093400004
ACH-000838,-0.203008143761
ACH-000839,-0.27655564721000003
ACH-000840,-0.393681499016
ACH-000841,-0.35340159567900004
ACH-000843,-0.125769971508
ACH-000846,-0.38391035907399995
ACH-000847,-0.342092076464
ACH-000848,-0.266292203272
ACH-000849,-0.17779167252
ACH-000851,-0.178164062026
ACH-000855,-0.381901250837
ACH-000856,-0.25523343828699996
ACH-000858,-0.391815421067
ACH-000859,-0.331798634631
ACH-000861,-0.257634999047
ACH-000862,-0.36740975448799995
ACH-000865,-0.298768491659
ACH-000866,-0.24238996147300002
ACH-000867,-0.406145778636
ACH-000869,-0.123551391803
ACH-000872,-0.37437744665100003
ACH-000873,-0.321750576008
ACH-000876,-0.197652557698
ACH-000878,-0.101462099707
ACH-000880,-0.354164510488
ACH-000881,-0.189040726442
ACH-000882,-0.46336162997
ACH-000884,-0.15332072270199998
ACH-000885,-0.190798232806
ACH-000887,-0.195370919339
ACH-000888,-0.280248976331
ACH-000889,-0.185482148217
ACH-000890,-0.0711046349357
