,COQ3 (51805)
ACH-000004,-0.0553377536242
ACH-000007,0.0323815091618
ACH-000009,-0.0131413983731
ACH-000011,-0.0013275701636900003
ACH-000012,-0.21132350985
ACH-000013,-0.125214959792
ACH-000014,-0.203395084912
ACH-000015,-0.055488750942199995
ACH-000017,-0.14903199771
ACH-000018,-0.0792950793864
ACH-000019,-0.10774248856799999
ACH-000021,-0.326958906758
ACH-000022,-0.049361438277699995
ACH-000025,-0.288556791905
ACH-000028,-0.347192474609
ACH-000030,-0.123582444826
ACH-000035,-0.20941223241
ACH-000036,0.08178027540560001
ACH-000037,0.0495727419864
ACH-000039,-0.173640642341
ACH-000040,0.132221256765
ACH-000041,-0.044355970037900004
ACH-000042,-0.124575320458
ACH-000045,-0.292398291924
ACH-000047,-0.279617703927
ACH-000052,-0.106022635263
ACH-000053,-0.0655111403572
ACH-000054,-0.00305580484162
ACH-000055,0.0518989020596
ACH-000060,-0.150090134876
ACH-000067,-0.120912297536
ACH-000070,-0.5359433809040001
ACH-000075,0.0419913621279
ACH-000078,-0.07413930854430001
ACH-000082,-0.177840871139
ACH-000085,-0.17665074800099997
ACH-000086,-0.11288200319700001
ACH-000087,-0.0843093371337
ACH-000092,-0.10581312475
ACH-000095,-0.0210411438979
ACH-000097,-0.056777240316399996
ACH-000098,-0.146395439875
ACH-000099,-0.062499307786800004
ACH-000108,-0.09697191504239999
ACH-000113,-0.238559639755
ACH-000115,-0.00935380011687
ACH-000116,-0.0809382878283
ACH-000118,-0.608843699793
ACH-000120,0.04613858557850001
ACH-000123,-0.203165523332
ACH-000127,0.0070765584788
ACH-000128,-0.280479626386
ACH-000132,-0.21776210777899999
ACH-000133,-0.151139635503
ACH-000137,-0.0747824356303
ACH-000138,-0.41164794849299996
ACH-000142,-0.0235835236001
ACH-000143,-0.09463026129460002
ACH-000146,-0.045940813964900004
ACH-000148,-0.300782467325
ACH-000150,-0.35803887495700004
ACH-000152,0.0306230413195
ACH-000153,-0.276956176429
ACH-000159,-0.148375721425
ACH-000160,0.12417128566600001
ACH-000163,-0.130890499994
ACH-000167,0.7555562447159999
ACH-000168,0.109153046317
ACH-000169,-0.30199242052299996
ACH-000178,-0.10566232787799999
ACH-000182,-0.132837625401
ACH-000183,-0.37505084321000004
ACH-000188,-0.035191403314199995
ACH-000189,0.047048122279199994
ACH-000190,0.0926131863778
ACH-000198,-0.293852347123
ACH-000204,-0.23275402344
ACH-000206,-0.09399400445839999
ACH-000207,-0.167676821943
ACH-000211,-0.149534940245
ACH-000215,-0.058543549440900004
ACH-000221,-0.12002799331399999
ACH-000222,0.144832087151
ACH-000223,-0.306721051541
ACH-000226,-0.334971973715
ACH-000227,-0.07698239112760001
ACH-000228,-0.19797079040999999
ACH-000231,0.0063404903594700005
ACH-000232,0.047562312222400004
ACH-000233,-0.186638557339
ACH-000234,-0.311792940402
ACH-000235,-0.135547501383
ACH-000237,0.09132871262910001
ACH-000238,-0.051580025797300005
ACH-000243,-0.12434478616599999
ACH-000244,-0.34924021773900005
ACH-000246,-0.0800488905326
ACH-000248,-0.0504757245
ACH-000250,0.08292988846760001
ACH-000251,-0.19945270602899998
ACH-000253,0.025484848701999997
ACH-000255,-0.11883157204500001
ACH-000256,-0.0494239431611
ACH-000257,-0.168642286602
ACH-000258,-0.0433759353161
ACH-000259,-0.37027059256399997
ACH-000260,0.110935325197
ACH-000261,-0.0573251450748
ACH-000262,0.260946902254
ACH-000263,-0.405977003627
ACH-000264,0.053412975012499996
ACH-000265,-0.279363033445
ACH-000266,-0.0969664725063
ACH-000272,-0.177046582474
ACH-000273,-0.196879877574
ACH-000274,-0.21619620302099998
ACH-000277,0.11878497571699999
ACH-000278,-0.26802866697
ACH-000279,-0.168194695351
ACH-000280,-0.0259670819752
ACH-000281,-0.22582623845
ACH-000288,-0.13023821150999998
ACH-000291,-0.11509915235300001
ACH-000293,-0.199933211035
ACH-000294,-0.245787574753
ACH-000295,0.0876560711256
ACH-000296,-0.0454160552053
ACH-000302,-0.00646443423221
ACH-000304,-0.168979775207
ACH-000307,-0.05222674980219999
ACH-000308,-0.113729017572
ACH-000310,-0.243403453132
ACH-000311,-0.0433283829464
ACH-000312,-0.148339765151
ACH-000315,0.0098340613246
ACH-000316,0.0401942262901
ACH-000317,-0.45812026693999996
ACH-000318,-0.0549177022614
ACH-000319,-0.0530882083352
ACH-000320,-0.322629872053
ACH-000322,-0.247027842652
ACH-000323,-0.123919235534
ACH-000324,0.04791184618009999
ACH-000329,-0.115206856515
ACH-000330,-0.270227033182
ACH-000331,-0.0799321550804
ACH-000332,0.0371505346275
ACH-000334,0.060375409511400004
ACH-000335,-0.237711328422
ACH-000336,-0.27438247701499996
ACH-000337,-0.263918432217
ACH-000339,-0.10997446431399999
ACH-000341,0.23593915507100002
ACH-000348,-0.08359365336749999
ACH-000350,-0.299665968928
ACH-000352,0.0277073748337
ACH-000356,0.172470497596
ACH-000361,-0.169605881822
ACH-000362,-0.0433106188668
ACH-000363,0.0342195631049
ACH-000364,-0.13633492985200002
ACH-000365,-0.590012785484
ACH-000366,-0.08647763086860001
ACH-000368,-0.0981146669258
ACH-000374,-0.114331952205
ACH-000375,-0.019812120654400002
ACH-000376,-0.206821455826
ACH-000381,-0.10312005649599999
ACH-000383,-0.038427880577300004
ACH-000387,-0.0174308643071
ACH-000389,-0.00393729252082
ACH-000390,-0.0638879648322
ACH-000393,-0.138205783248
ACH-000395,-0.13172550990999998
ACH-000397,0.0801807530047
ACH-000401,-0.28190074605500004
ACH-000402,-0.831176545178
ACH-000403,-0.009176883170120002
ACH-000404,-0.327483180955
ACH-000406,-0.337645407512
ACH-000407,-0.182079038089
ACH-000408,0.047031142811500004
ACH-000410,-0.194928593688
ACH-000411,-0.0749284037987
ACH-000414,-0.0249435538161
ACH-000415,-0.101431262712
ACH-000416,-0.0423580159105
ACH-000420,-0.107652167986
ACH-000421,-0.0276584445854
ACH-000424,-0.195499165664
ACH-000425,0.0920686725834
ACH-000426,0.129226002029
ACH-000427,0.0325852776294
ACH-000433,-0.292698002184
ACH-000436,-0.0473508810277
ACH-000444,-0.0803748223151
ACH-000445,-0.0026965899766399994
ACH-000448,-0.0145712101545
