,BOD1L1 (259282)
ACH-000004,-0.0895149976907
ACH-000007,-0.426425506112
ACH-000009,-0.267895077659
ACH-000011,-0.6237818969860001
ACH-000012,-0.107397117156
ACH-000013,-0.108283327018
ACH-000014,-0.480548261743
ACH-000015,-0.0552183272185
ACH-000017,-0.463200908839
ACH-000018,-0.285655403525
ACH-000019,-0.5411396709130001
ACH-000021,-0.204919602818
ACH-000022,-0.144819919787
ACH-000025,-0.326292019505
ACH-000028,-0.421885411893
ACH-000030,-0.190632092822
ACH-000035,-0.372332053252
ACH-000036,-0.306454084328
ACH-000037,-0.47083325585
ACH-000039,-0.293502379808
ACH-000040,-0.46816874331
ACH-000041,-0.300891887734
ACH-000042,-0.30062696220400004
ACH-000045,-0.24891151303000003
ACH-000047,-0.47110688918300003
ACH-000052,-0.43832331213799997
ACH-000053,-0.272797153151
ACH-000054,-0.166051856247
ACH-000055,-0.088649399098
ACH-000060,-0.275548607943
ACH-000067,-0.180023158094
ACH-000070,-0.56759042987
ACH-000075,-0.304051446
ACH-000078,-0.453071544101
ACH-000082,-0.0786506904287
ACH-000085,-0.284782330126
ACH-000086,-0.299543218028
ACH-000087,-0.250164052404
ACH-000092,-0.223843271413
ACH-000095,-0.18402568123
ACH-000097,-0.31211280528700003
ACH-000098,0.00318078369192
ACH-000099,-0.37380919091700004
ACH-000108,-0.277809619373
ACH-000113,-0.35035463134000006
ACH-000115,-0.45152772315300005
ACH-000116,-0.314888561023
ACH-000118,-0.28333826725600003
ACH-000120,-0.396042708474
ACH-000123,-0.497553714217
ACH-000127,-0.32674029966699997
ACH-000128,-0.42025408659100005
ACH-000132,-0.305129450699
ACH-000133,-0.470764646682
ACH-000137,-0.299835338445
ACH-000138,-0.18395962119000003
ACH-000142,-0.290886344351
ACH-000143,-0.0398326170809
ACH-000146,-0.08862239972920001
ACH-000148,-0.430373339297
ACH-000150,-0.00324000598253
ACH-000152,-0.313548303498
ACH-000153,-0.258002597175
ACH-000159,-0.45995987493100005
ACH-000160,-0.181822609331
ACH-000163,-0.10847825573799999
ACH-000167,-0.23448049137600002
ACH-000168,-0.0808462910523
ACH-000169,-0.143459116589
ACH-000178,-0.38278196133000003
ACH-000182,-0.19687244321800002
ACH-000183,-0.32054090029300003
ACH-000188,-0.299080038589
ACH-000189,-0.24049087300299998
ACH-000190,-0.13657309341600002
ACH-000198,-0.268843817673
ACH-000204,-0.235862288827
ACH-000206,-0.320296267898
ACH-000207,-0.26356832528900004
ACH-000211,-0.394717452796
ACH-000215,-0.384957677447
ACH-000221,-0.399803215812
ACH-000222,-0.505863267831
ACH-000223,-0.413688282177
ACH-000226,-0.343169334569
ACH-000227,-0.21199780550500003
ACH-000228,-0.600663659894
ACH-000231,-0.405476139467
ACH-000232,-0.503467499924
ACH-000233,-0.348849809184
ACH-000234,-0.311223040024
ACH-000235,-0.25700073484200003
ACH-000237,-0.538571386254
ACH-000238,-0.364763974807
ACH-000243,-0.461841955894
ACH-000244,-0.504578178354
ACH-000246,-0.525605106544
ACH-000248,-0.32830328501
ACH-000250,-0.351972261996
ACH-000251,-0.07299222990889999
ACH-000253,-0.164856279775
ACH-000255,-0.390143032081
ACH-000256,-0.13789680471899998
ACH-000257,-0.392592311368
ACH-000258,-0.36706249195600005
ACH-000259,-0.237435929537
ACH-000260,-0.313582188672
ACH-000261,-0.260444495924
ACH-000262,-0.45528688428400005
ACH-000263,-0.251954017701
ACH-000264,-0.47284296536000003
ACH-000265,-0.393918322623
ACH-000266,-0.254710458277
ACH-000272,-0.342981297235
ACH-000273,-0.27103578923099997
ACH-000274,-0.436332808081
ACH-000277,-0.412126048206
ACH-000278,-0.427219552222
ACH-000279,-0.421033082198
ACH-000280,-0.318460265884
ACH-000281,-0.43349226391
ACH-000288,-0.551433531209
ACH-000291,-0.155425774128
ACH-000293,-0.31166029721599997
ACH-000294,-0.140514430075
ACH-000295,-0.257954861668
ACH-000296,-0.564663437249
ACH-000302,-0.46539101840400005
ACH-000304,-0.326602187777
ACH-000307,-0.298098559044
ACH-000308,-0.30343478333
ACH-000310,-0.498217315738
ACH-000311,-0.197762313921
ACH-000312,-0.352178136252
ACH-000315,-0.174582208462
ACH-000316,-0.14381111004
ACH-000317,-0.435817237469
ACH-000318,-0.236872414285
ACH-000319,-0.537586280921
ACH-000320,-0.39856070474699995
ACH-000322,-0.398917091246
ACH-000323,-0.45232881021300003
ACH-000324,-0.43755042958499996
ACH-000329,-0.28073997166299997
ACH-000330,-0.43870166510799996
ACH-000331,-0.32587135636799996
ACH-000332,-0.214734512144
ACH-000334,-0.292455906773
ACH-000335,-0.274857895832
ACH-000336,-0.512590568735
ACH-000337,-0.395990503563
ACH-000339,-0.35018682061399997
ACH-000341,-0.195382991186
ACH-000348,-0.175860953252
ACH-000350,-0.263625018514
ACH-000352,-0.48033144226400004
ACH-000356,-0.361213613381
ACH-000361,-0.40556537520499997
ACH-000362,0.014060152534
ACH-000363,-0.16638365493899998
ACH-000364,-0.580468639981
ACH-000365,-0.31559121076499996
ACH-000366,-0.232861287685
ACH-000368,-0.422830205784
ACH-000374,-0.215469314734
ACH-000375,-0.380869405499
ACH-000376,-0.127741010104
ACH-000381,-0.25237590124000003
ACH-000383,-0.19518685285999998
ACH-000387,-0.38895062701899996
ACH-000389,-0.259309623743
ACH-000390,-0.144412461018
ACH-000393,-0.336854969493
ACH-000395,-0.28463507453299997
ACH-000397,-0.228897249001
ACH-000401,-0.321265356579
ACH-000402,0.136339771829
ACH-000403,-0.37120032822099996
ACH-000404,-0.954222263324
ACH-000406,-0.378875655794
ACH-000407,-0.14192625021299998
