,LUZP6 (767558)
ACH-000004,-0.0681976074549
ACH-000007,0.204480582834
ACH-000009,0.0664365611956
ACH-000011,-0.0183442886252
ACH-000012,-0.0840661779543
ACH-000013,-0.0416885588479
ACH-000014,-0.0223636434618
ACH-000015,0.04206372585919999
ACH-000017,-0.0290672758129
ACH-000018,0.12533269432900002
ACH-000019,0.174937179908
ACH-000021,-0.157967014097
ACH-000022,-0.110760963165
ACH-000025,-0.0848968505796
ACH-000028,0.104774110146
ACH-000030,0.0658765050924
ACH-000035,0.00497347737661
ACH-000036,-0.0325139105892
ACH-000037,-0.0848513291148
ACH-000039,0.036370058789199994
ACH-000040,0.0677122894884
ACH-000041,-0.0408074418315
ACH-000042,-0.030746948228
ACH-000045,0.010570826646700001
ACH-000047,0.09615017662219999
ACH-000052,0.276237042137
ACH-000053,-0.0199699436577
ACH-000054,0.059121006150900005
ACH-000055,0.150188851122
ACH-000060,-0.117110001622
ACH-000067,0.0825971871858
ACH-000070,0.09726306487089999
ACH-000075,-0.169026891195
ACH-000078,-0.0128675711195
ACH-000082,-0.020245800731299998
ACH-000085,0.178651907588
ACH-000086,0.0164218248673
ACH-000087,0.0862147039133
ACH-000092,0.07122988450079999
ACH-000095,-0.0313296821639
ACH-000097,-0.05985049760419999
ACH-000098,0.0250115469893
ACH-000099,0.000657560517594
ACH-000108,-0.0685222555206
ACH-000113,0.0891612757333
ACH-000115,0.106899284643
ACH-000116,0.025589372120599998
ACH-000118,0.036620190493800005
ACH-000120,0.188504881033
ACH-000123,0.09320124922430001
ACH-000127,-0.031136970692699998
ACH-000128,0.0883912447418
ACH-000132,-0.032474056979
ACH-000133,-0.027892158957599996
ACH-000137,0.125437867941
ACH-000138,-0.014913416215700002
ACH-000142,0.11366584798399999
ACH-000143,0.15461707229399999
ACH-000146,0.11095362975600001
ACH-000148,0.017121688298899998
ACH-000150,-0.019972230811700003
ACH-000152,-0.015116753419000001
ACH-000153,0.14550726234300002
ACH-000159,-0.061288450136900006
ACH-000160,-0.023216723863400002
ACH-000163,0.0651639722489
ACH-000167,-0.059106996072800004
ACH-000168,-0.012126976083700001
ACH-000169,-0.0198468648796
ACH-000178,0.0315451902406
ACH-000182,-0.0590269449505
ACH-000183,0.113106709437
ACH-000188,0.0122437374948
ACH-000189,-0.123067924102
ACH-000190,-0.0321054386079
ACH-000198,0.045491737470300005
ACH-000204,-0.165051761163
ACH-000206,0.0372727405212
ACH-000207,-0.052513043658099993
ACH-000211,-0.043018823382699994
ACH-000215,0.183176145786
ACH-000221,0.107954949976
ACH-000222,0.0478955091977
ACH-000223,-0.1192918269
ACH-000226,0.0173655143267
ACH-000227,-0.195941718314
ACH-000228,-0.0329998452658
ACH-000231,0.00829544801211
ACH-000232,-0.10119510501199999
ACH-000233,-0.023191322623999998
ACH-000234,-0.0873668546912
ACH-000235,-0.0480011672731
ACH-000237,0.0087844841355
ACH-000238,0.0741003841873
ACH-000243,-0.0759444898834
ACH-000244,0.0418689779577
