,PPARGC1A (10891)
ACH-000004,0.0341438024347
ACH-000007,0.276607269773
ACH-000009,0.0729294470571
ACH-000011,0.031534580186099996
ACH-000012,0.221215091098
ACH-000013,0.269422991575
ACH-000014,-0.048243634275199995
ACH-000015,0.17028240061099997
ACH-000017,0.22098117608399998
ACH-000018,0.16462467920999999
ACH-000019,0.388954967494
ACH-000021,0.16264663627999998
ACH-000022,0.21552728707600002
ACH-000025,0.246332137467
ACH-000028,0.146772477691
ACH-000030,0.206291957733
ACH-000035,0.19325833929400002
ACH-000036,0.173074907594
ACH-000037,0.106992656754
ACH-000039,0.137750126414
ACH-000040,-0.0127697666141
ACH-000041,0.023488187694099997
ACH-000042,0.08982547430519999
ACH-000045,0.129186112666
ACH-000047,0.127937620764
ACH-000052,0.178477886704
ACH-000053,0.220418194083
ACH-000054,0.126520943458
ACH-000055,0.307851521826
ACH-000060,0.0466194971643
ACH-000067,0.169157371074
ACH-000070,0.156232028574
ACH-000075,0.238364043014
ACH-000078,0.008623850027930001
ACH-000082,0.177782794298
ACH-000085,0.178439289631
ACH-000086,0.364531179302
ACH-000087,0.232207157366
ACH-000092,0.19342687995400001
ACH-000095,0.156516112997
ACH-000097,0.117231443768
ACH-000098,0.28696050211
ACH-000099,0.19941148797299998
ACH-000108,0.055750376565300006
ACH-000113,0.181385881787
ACH-000115,0.220997189155
ACH-000116,0.276409222578
ACH-000118,0.14413303212099998
ACH-000120,0.0803144512862
ACH-000123,0.246387763084
ACH-000127,0.0714845975117
ACH-000128,0.169744038323
ACH-000132,0.217935086288
ACH-000133,-0.0478419309251
ACH-000137,0.282287788813
ACH-000138,0.185642677547
ACH-000142,0.152743840433
ACH-000143,0.112760662822
ACH-000146,0.105786780155
ACH-000148,0.126371898857
ACH-000150,0.0774305948867
ACH-000152,0.282216992354
ACH-000153,-0.0168219730201
ACH-000159,0.17049083839
ACH-000160,0.590660333063
ACH-000163,0.09212910622619999
ACH-000167,0.900298922966
ACH-000168,0.0201698772683
ACH-000169,0.188264395979
ACH-000178,0.212262271214
ACH-000182,0.136584926277
ACH-000183,0.39124591181100005
ACH-000188,0.183812962032
ACH-000189,0.25237263639
ACH-000190,0.6907728298170001
ACH-000198,0.226508576258
ACH-000204,0.104723269148
ACH-000206,0.0170465503738
ACH-000207,0.13354472617799998
ACH-000211,0.175499214395
ACH-000215,0.05048181180930001
ACH-000221,0.22498792220400002
ACH-000222,-0.00836248077668
ACH-000223,0.0848910570061
ACH-000226,0.14841998058800002
ACH-000227,0.173657222311
ACH-000228,0.255812329294
ACH-000231,0.185639432671
ACH-000232,0.0633420760645
ACH-000233,0.11267622687699999
ACH-000234,0.237337984879
ACH-000235,0.0950593861971
ACH-000237,0.0237554624772
ACH-000238,0.124315799889
ACH-000243,0.0785771950813
ACH-000244,0.19091635255800002
ACH-000246,0.0459811096105
ACH-000248,0.17293970373599998
ACH-000250,0.24911717617100002
ACH-000251,0.22224466739799997
ACH-000253,0.147648434915
ACH-000255,0.309669154922
ACH-000256,0.28251124604
ACH-000257,0.0154358637043
ACH-000258,-0.0687302796696
ACH-000259,0.04003063925769999
ACH-000260,0.235822665392
ACH-000261,0.16637133315400002
