,PPCS (79717)
ACH-000004,-0.06451208775100001
ACH-000007,-0.15956800202
ACH-000009,-0.35005187229999996
ACH-000011,-0.059470090736800006
ACH-000012,-0.0636614340031
ACH-000013,-0.159524608931
ACH-000014,-0.2578879725
ACH-000015,0.004908253965180001
ACH-000017,-0.33513155090999996
ACH-000018,-0.270017633149
ACH-000019,-0.21965626128000001
ACH-000021,-0.0473022474052
ACH-000022,-0.18557897464200002
ACH-000025,-0.136118305899
ACH-000028,-0.311445863618
ACH-000030,-0.463558874781
ACH-000035,-0.200483794771
ACH-000036,-0.072724232069
ACH-000037,-0.340532105776
ACH-000039,-0.128911361389
ACH-000040,-0.17503296805100002
ACH-000041,-0.20528058142299999
ACH-000042,-0.260070050942
ACH-000045,-0.284708375297
ACH-000047,-0.5853807450240001
ACH-000052,-0.25490050520199997
ACH-000053,-0.17567135179200002
ACH-000054,-0.143234850799
ACH-000055,-0.0160755260801
ACH-000060,-0.23590830141
ACH-000067,-0.286216296626
ACH-000070,-0.804522399815
ACH-000075,-0.228604293569
ACH-000078,0.0442851215073
ACH-000082,-0.16982000568
ACH-000085,-0.14872540520400002
ACH-000086,-0.180616660293
ACH-000087,-0.23889337353100001
ACH-000092,-0.360535744358
ACH-000095,-0.180461943394
ACH-000097,-0.38778492236
ACH-000098,-0.36563131245999997
ACH-000099,-0.047387572855400004
ACH-000108,-0.146702586023
ACH-000113,-0.45172368755000003
ACH-000115,-0.308483282962
ACH-000116,-0.134745642392
ACH-000118,-0.26899284471
ACH-000120,-0.196781078107
ACH-000123,0.0385074134839
ACH-000127,-0.273762751323
ACH-000128,-0.06540255264150001
ACH-000132,-0.47739503855099996
ACH-000133,-0.0922280077926
ACH-000137,-0.306861255217
ACH-000138,-0.0846082244822
ACH-000142,-0.28465110826400003
ACH-000143,-0.181048839951
ACH-000146,-0.14829933371200002
ACH-000148,-0.18168840829900001
ACH-000150,-0.351480267681
ACH-000152,-0.244933355897
ACH-000153,-0.346718228439
ACH-000159,-0.42267262354
ACH-000160,-0.305126025599
ACH-000163,-0.23573240905600001
ACH-000167,-0.683046110078
ACH-000168,-0.066502780409
ACH-000169,-0.168070942459
ACH-000178,-0.297117197647
ACH-000182,-0.183936374067
ACH-000183,-0.444866241537
ACH-000188,-0.154058120902
ACH-000189,-0.22306666616300003
ACH-000190,-0.025754760520999998
ACH-000198,-0.601952081838
ACH-000204,-0.27764541621
ACH-000206,-0.337206695892
ACH-000207,-0.121118829172
ACH-000211,-0.08557538160260002
ACH-000215,-0.260522776936
ACH-000221,0.105464874566
ACH-000222,-0.19527660211599998
ACH-000223,-0.230869567378
ACH-000226,-0.42136293173
ACH-000227,-0.281036321739
ACH-000228,-0.43349674182899994
ACH-000231,-0.152168095289
ACH-000232,-0.0881687338916
ACH-000233,-0.52505402162
ACH-000234,-0.36209780345299997
ACH-000235,-0.359710174419
ACH-000237,-0.240276579998
ACH-000238,-0.214091136149
ACH-000243,-0.052819139221000004
ACH-000244,-0.0115882797009
ACH-000246,-0.231722064179
ACH-000248,-0.249663668158
ACH-000250,-0.18198458382100002
ACH-000251,-0.46453978740099994
ACH-000253,-0.304588243722
ACH-000255,-0.136454228347
ACH-000256,-0.132574914873
ACH-000257,-0.14086666369200002
ACH-000258,-0.05979678165440001
ACH-000259,-0.111442236629
ACH-000260,-0.061453740770300004
ACH-000261,-0.0829484866068
ACH-000262,-0.281942732146
ACH-000263,-0.34887146955799997
ACH-000264,-0.242616194477
ACH-000265,-0.129832305576
ACH-000266,-0.116379279212
ACH-000272,-1.03538392254
ACH-000273,-0.20234528122900003
ACH-000274,-0.375881217895
ACH-000277,-0.111033978465
ACH-000278,-0.163841684348
ACH-000279,-0.24960040873599998
ACH-000280,-0.251816464716
ACH-000281,0.0386837756934
ACH-000288,-0.155345910138
ACH-000291,-0.07291270440669999
ACH-000293,-0.37694496493
ACH-000294,-0.11144570359099999
ACH-000295,-0.17667205534699998
ACH-000296,-0.118273247822
ACH-000302,-0.21834906891
ACH-000304,-0.021845670264400003
ACH-000307,-0.329220523497
ACH-000308,-0.615643808416
ACH-000310,-0.130562102701
ACH-000311,0.0290814311034
ACH-000312,-0.182736968353
ACH-000315,-0.41691305690700003
ACH-000316,-0.0067977635296
ACH-000317,-0.46394845362099996
ACH-000318,-0.36520500165500003
ACH-000319,-0.0636152460833
ACH-000320,-0.120498091039
ACH-000322,-0.165468401785
ACH-000323,-0.148131499463
ACH-000324,-0.0850894752722
ACH-000329,-0.286363587461
ACH-000330,-0.33381259744
ACH-000331,-0.183811270585
ACH-000332,-0.111399852456
ACH-000334,-0.317070878753
ACH-000335,-0.238652072603
ACH-000336,-0.613841865731
ACH-000337,-0.460789595215
ACH-000339,-0.25733822433200004
ACH-000341,-0.47486950296700003
ACH-000348,-0.306386923912
ACH-000350,-0.017606153661900003
ACH-000352,-0.33657803955
ACH-000356,-0.26009085040999996
ACH-000361,-0.244342980865
ACH-000362,-0.197471273176
ACH-000363,-0.36294191524
ACH-000364,-0.282154838408
ACH-000365,-0.383159538821
ACH-000366,-0.165653689283
ACH-000368,-0.21451664839200002
ACH-000374,-0.227806833585
ACH-000375,-0.203509697661
ACH-000376,-0.169941081268
ACH-000381,-0.205782225534
ACH-000383,-0.210806694648
ACH-000387,-0.0355991324454
ACH-000389,-0.17107879216400002
ACH-000390,-0.22003133562
ACH-000393,-0.36745229745700003
ACH-000395,-0.230579746619
ACH-000397,-0.249695745152
ACH-000401,-0.482846142053
ACH-000402,-0.314436969791
ACH-000403,-0.190545321192
ACH-000404,-0.21676087783300002
ACH-000406,-0.304002733942
ACH-000407,-0.318981298559
ACH-000408,-0.20023792903999998
ACH-000410,-0.131034471696
ACH-000411,-0.285648773023
ACH-000414,-0.016312774007600003
ACH-000415,-0.288308399954
ACH-000416,-0.345309293423
ACH-000420,-0.257903323016
ACH-000421,-0.20455700293600002
ACH-000424,-0.104536975046
ACH-000425,-0.22557500880999998
ACH-000426,-0.0932363874713
ACH-000427,-0.23523207994000003
ACH-000433,-0.22913192435199997
ACH-000436,-0.16819355904
ACH-000444,-0.05576006401190001
ACH-000445,-0.25573414320099996
ACH-000448,-0.29614706018000003
ACH-000450,-0.487198179582
ACH-000452,-0.21638702747299998
ACH-000454,-0.545518846075
ACH-000458,-0.28430047234
ACH-000459,-0.6327843504640001
ACH-000460,-0.376771274852
ACH-000461,-0.39240980543799997
