,GNAZ (2781)
ACH-000004,-0.532155098394
ACH-000007,0.413411675162
ACH-000009,0.14837326856799998
ACH-000011,0.0811547155467
ACH-000012,-0.07046682922989998
ACH-000013,0.0735797302976
ACH-000014,0.132580729278
ACH-000015,-0.0434102588915
ACH-000017,0.0670873422174
ACH-000018,0.04071666443
ACH-000019,0.012007578692999999
ACH-000021,0.042172189604900004
ACH-000022,0.275225884195
ACH-000025,0.0653283714972
ACH-000028,0.0191854988994
ACH-000030,0.0626576530287
ACH-000035,0.0635010500133
ACH-000036,0.0480896838771
ACH-000037,0.040642224761000004
ACH-000039,0.0134230368105
ACH-000040,-0.047498800053500004
ACH-000041,-0.132800739075
ACH-000042,0.05722364878169999
ACH-000045,0.145079735194
ACH-000047,0.13663778229
ACH-000052,-0.156793096237
ACH-000053,0.023034508489999998
ACH-000054,0.059918244226400005
ACH-000055,-0.0427838941404
ACH-000060,-0.0697317958725
ACH-000067,-0.0839556153656
ACH-000070,0.0925895290353
ACH-000075,0.0972184595661
ACH-000078,-0.00972961493841
ACH-000082,0.30800179976
ACH-000085,0.004902179889409999
ACH-000086,0.325454571995
ACH-000087,0.297537221011
ACH-000092,0.00657167546039
ACH-000095,0.0934663366738
ACH-000097,0.144174262116
ACH-000098,-0.004823619660170001
ACH-000099,0.151143601276
ACH-000108,0.121832615407
ACH-000113,0.024700699374099997
ACH-000115,-0.17240581949499997
ACH-000116,0.275367225256
ACH-000118,0.144361392474
ACH-000120,0.0020408533339100004
ACH-000123,0.252963938541
ACH-000127,0.192899559058
ACH-000128,-0.0349198271636
ACH-000132,0.025399099909399998
ACH-000133,0.000549662771051
ACH-000137,0.205916287928
ACH-000138,0.339201757188
ACH-000142,0.162827144544
ACH-000143,-0.239639955724
ACH-000146,-0.030971291008299998
ACH-000148,0.12173844853299999
ACH-000150,0.137089772615
ACH-000152,0.269660591631
ACH-000153,0.251093966306
ACH-000159,0.293962734519
ACH-000160,0.025514261216500002
ACH-000163,0.121514110845
ACH-000167,0.372291424617
ACH-000168,-0.0631791338386
ACH-000169,-0.0470248462048
ACH-000178,0.0857447027018
ACH-000182,0.34817038788000004
ACH-000183,-0.052436742423800003
ACH-000188,0.0741691612389
ACH-000189,0.182440113316
ACH-000190,0.0829559879
ACH-000198,0.0904964597129
ACH-000204,0.322713749356
ACH-000206,0.0813705024207
ACH-000207,0.0530524089432
ACH-000211,0.004775458532630001
ACH-000215,0.076003363084
ACH-000221,0.022109776995599996
ACH-000222,0.160445213817
ACH-000223,0.11708032458699999
ACH-000226,-0.10711982083999999
ACH-000227,0.321380280345
ACH-000228,0.17154232132199998
ACH-000231,0.123300425124
ACH-000232,-0.07536573225219999
ACH-000233,-0.014698132946
ACH-000234,0.47050041135
ACH-000235,0.0925416880545
ACH-000237,0.0889506995831
ACH-000238,0.0269179090606
ACH-000243,0.0456358139842
ACH-000244,-0.332891640365
ACH-000246,0.255321418181
ACH-000248,0.0316243476266
ACH-000250,0.0214616091562
ACH-000251,0.20219490258699999
ACH-000253,0.287536949258
ACH-000255,-0.0208065258972
ACH-000256,-0.19921364714899997
ACH-000257,0.269397310495
ACH-000258,0.09396654960249999
ACH-000259,0.0782811574009
ACH-000260,0.054631176966000006
ACH-000261,0.0299902966301
ACH-000262,0.24167932705400003
ACH-000263,0.456684904736
ACH-000264,0.0723181959129
ACH-000265,-0.030926221540900002
ACH-000266,0.22373422304499999
ACH-000272,0.103723331943
ACH-000273,0.0481477275655
ACH-000274,0.179928627376
ACH-000277,0.390375645666
ACH-000278,0.055301616997300004
ACH-000279,-0.0271046527892
ACH-000280,0.188997013538
ACH-000281,0.419368109152
ACH-000288,0.123462260217
ACH-000291,-0.10730892825300001
ACH-000293,0.140598683223
ACH-000294,0.21481519180599998
ACH-000295,-0.107326326046
ACH-000296,0.027648324468000002
ACH-000302,-0.144014492867
ACH-000304,-0.130264443152
ACH-000307,0.12473495660499999
ACH-000308,0.0954050468723
ACH-000310,0.33800708115199996
ACH-000311,0.145071503078
ACH-000312,0.152251508829
