,AMPD1 (270)
ACH-000004,0.037610002500999995
ACH-000007,-0.0749608910278
ACH-000009,0.037797463583400005
ACH-000011,0.213415006332
ACH-000012,-0.14159935886
ACH-000013,-0.128723734757
ACH-000014,-0.0633805724386
ACH-000015,-0.107697619402
ACH-000017,0.222001661375
ACH-000018,0.0409380327506
ACH-000019,-0.34822471612899997
ACH-000021,-0.08600881094860001
ACH-000022,-0.17962688413300001
ACH-000025,-0.20841308729400002
ACH-000028,-0.473046478518
ACH-000030,-0.06803517938180001
ACH-000035,-0.416303360287
ACH-000036,0.058036044819599994
ACH-000037,0.0724449252055
ACH-000039,0.11997873887
ACH-000040,-0.0839991139858
ACH-000041,-0.0365557083718
ACH-000042,-0.132345337471
ACH-000045,0.0350557578735
ACH-000047,0.0419363916235
ACH-000052,-0.443633135022
ACH-000053,-0.0356303400805
ACH-000054,-0.0736730575461
ACH-000055,0.134285277061
ACH-000060,-0.0755078560172
ACH-000067,0.0228875535139
ACH-000070,-0.0636572205096
ACH-000075,0.0685171381724
ACH-000078,-0.0982347983237
ACH-000082,0.0449627234389
ACH-000085,0.06780488152969999
ACH-000086,-0.20303300820599998
ACH-000087,-0.249200491408
ACH-000092,-0.230391246219
ACH-000095,0.0632056021622
ACH-000097,0.07270446477169999
ACH-000098,-0.0759224036745
ACH-000099,-0.0296808346129
ACH-000108,-0.160271663915
ACH-000113,0.107050152095
ACH-000115,0.194333344234
ACH-000116,0.0653082815831
ACH-000118,-0.0367173572311
ACH-000120,-0.106569134164
ACH-000123,-0.117876998849
ACH-000127,-0.0343361776672
ACH-000128,0.0636404563468
ACH-000132,-0.026240163411099998
ACH-000133,-0.0014408531404600002
ACH-000137,-0.0633510614528
ACH-000138,-0.007905162872029999
ACH-000142,-0.114010167553
ACH-000143,0.027297321477
ACH-000146,-0.043877343601
ACH-000148,0.033309856804200004
ACH-000150,-0.194016298526
ACH-000152,-0.09282299035420001
ACH-000153,-0.36407418932499996
ACH-000159,-0.158261131487
ACH-000160,0.0880980530197
ACH-000163,-0.0339651660088
ACH-000167,0.176045750299
ACH-000168,-0.219900634098
ACH-000169,0.022782799207900002
ACH-000178,0.133628396722
ACH-000182,0.0872275120531
ACH-000183,0.0683298576495
ACH-000188,-0.027373725013000002
ACH-000189,0.248602794091
ACH-000190,-0.170188562898
ACH-000198,0.15206756389
ACH-000204,-0.054476063832900004
ACH-000206,-0.22662189035799998
ACH-000207,-0.233570462503
ACH-000211,0.08552699840360001
ACH-000215,-0.11741426896900001
ACH-000221,-0.21042650367600002
ACH-000222,-0.289993326063
ACH-000223,0.117505898739
ACH-000226,-0.0897310329114
ACH-000227,0.19176422618900002
ACH-000228,-0.0462720174697
ACH-000231,-0.00922214748495
ACH-000232,-0.0048117029736899995
ACH-000233,0.167155838146
ACH-000234,0.0444065691236
