,NPC1L1 (29881)
ACH-000765,-0.322518794521
ACH-000766,-0.383624367029
ACH-000767,-0.41833726725500003
ACH-000768,-0.23801351991300002
ACH-000769,-0.0928031347484
ACH-000770,-0.25665069165
ACH-000771,-0.46645919896300003
ACH-000773,-0.124132646327
ACH-000776,-0.334109246334
ACH-000777,-0.272027539488
ACH-000778,-0.339124936497
ACH-000781,-0.314299651113
ACH-000782,-0.24511815693599998
ACH-000783,-0.249733678334
ACH-000784,-0.25681606241300003
ACH-000785,-0.128955492185
ACH-000787,-0.118507019909
ACH-000788,-0.277259653604
ACH-000791,-0.178555334137
ACH-000792,-0.253080076972
ACH-000794,-0.325043964206
ACH-000796,-0.35446699084600003
ACH-000799,-0.13256759462099998
ACH-000800,-0.23694187680999998
ACH-000802,-0.51069697676
ACH-000804,-0.213015464398
ACH-000805,-0.40608694644599996
ACH-000809,-0.276020464602
ACH-000810,0.0815963005854
ACH-000811,-0.484703559547
ACH-000817,-0.22399358482700002
ACH-000819,-0.290514578955
ACH-000820,-0.299028296985
ACH-000821,-0.626089007102
ACH-000822,-0.326974248849
ACH-000823,-0.23913607371800003
ACH-000824,-0.205419234131
ACH-000827,-0.35400397730899996
ACH-000829,-0.35428142608499996
ACH-000831,-0.306746148675
ACH-000832,-0.38566978825599996
ACH-000833,-0.131987501289
ACH-000834,-0.45002557643799995
ACH-000835,-0.381441197896
ACH-000836,-0.479923901781
ACH-000837,-0.128635931197
ACH-000838,-0.043568745231999995
ACH-000839,-0.48797419185099994
ACH-000840,-0.41449644273900005
ACH-000841,-0.188284393707
ACH-000843,-0.26573239614599997
ACH-000846,-0.200257247474
ACH-000847,-0.523834533664
ACH-000848,-0.25412744650400004
ACH-000849,-0.141077766484
ACH-000851,-0.199605140201
ACH-000855,-0.507305367084
ACH-000856,-0.20714667132300002
ACH-000858,-0.297891825183
ACH-000859,-0.294593318607
ACH-000861,-0.051185922708
ACH-000862,-0.206430982923
ACH-000865,-0.327260544762
ACH-000866,-0.36524509893299995
ACH-000867,-0.27187474306
ACH-000869,-0.417838319057
ACH-000872,-0.0822048861445
ACH-000873,-0.33839432970100003
ACH-000876,-0.39158699731799995
ACH-000878,-0.224166804069
ACH-000880,-0.430384335485
ACH-000881,-0.446036904199
ACH-000882,-0.22101847317899997
ACH-000884,-0.29829472940900004
ACH-000885,-0.24984976908700002
ACH-000887,-0.288841355644
ACH-000888,-0.246403660526
ACH-000889,-0.5628494665020001
ACH-000890,-0.216525899835
ACH-000896,-0.550722637679
ACH-000898,-0.582032593384
ACH-000900,-0.523187382474
ACH-000901,-0.23921651863200002
ACH-000905,-0.45133269935599996
ACH-000906,-0.321306704513
ACH-000907,-0.125947238918
ACH-000910,-0.24621451753899998
ACH-000911,-0.37403649189800003
ACH-000912,-0.359704637432
ACH-000913,-0.383537972322
ACH-000915,-0.315029405225
ACH-000916,-0.37827728755999995
ACH-000917,-0.474746544652
ACH-000921,-0.28563721665999997
ACH-000924,-0.159424484797
ACH-000926,-0.132592039443
ACH-000928,-0.35712835556
ACH-000929,-0.411271140312
ACH-000932,-0.213417487491
ACH-000935,-0.200511766915
ACH-000936,-0.427332042034
ACH-000937,-0.412873115277
ACH-000938,-0.360980921879
ACH-000939,-0.262910344051
ACH-000941,-0.255106381644
ACH-000943,-0.362826071327
ACH-000946,-0.303631133616
ACH-000947,-0.29697843601
ACH-000948,-0.36546360097099995
ACH-000950,-0.6215991005100001
ACH-000953,-0.233981840295
ACH-000957,-0.382054878435
ACH-000958,-0.12314063320699999
ACH-000960,-0.34257481129699996
ACH-000963,-0.0155743049282
ACH-000968,-0.18231376443300001
ACH-000969,0.0182584302466
ACH-000973,-0.211674205808
ACH-000974,-0.13652293144000002
ACH-000975,-0.256377723871
ACH-000976,-0.282496051443
ACH-000978,-0.38246295350000004
ACH-000980,-0.274340159335
ACH-000984,-0.36478708802
ACH-000986,-0.156901878898
ACH-000988,-0.246075080399
ACH-000993,-0.289020930099
ACH-000994,-0.23535772347699999
ACH-000996,-0.182493495495
ACH-001001,-0.222198679293
ACH-001020,-0.120459308852
ACH-001028,-0.40752515732199995
ACH-001031,-0.21401860103599998
ACH-001038,-0.39318003581699995
ACH-001048,-0.218518777033
ACH-001050,-0.20660091265900002
ACH-001053,-0.141981001192
ACH-001054,-0.220928863472
ACH-001061,-0.215437340036
ACH-001067,-0.359409358581
ACH-001075,-0.501082326253
ACH-001096,-0.251815580328
ACH-001128,-0.0655046382273
ACH-001134,-0.41036238880900006
ACH-001151,-0.39482086708700004
ACH-001163,-0.452692772729
ACH-001164,-0.150377908475
ACH-001173,-0.201204616827
ACH-001183,-0.397785162118
ACH-001184,-0.40237123086300003
ACH-001190,-0.45263633255900004
ACH-001192,-0.407380495043
ACH-001193,-0.329864392934
ACH-001196,-0.293779179037
ACH-001197,-0.171746225099
ACH-001205,-0.0664593963254
ACH-001211,-0.020467075434700003
ACH-001212,-0.310672736675
ACH-001228,-0.42509094561300004
ACH-001232,-0.45119617894599995
ACH-001239,-0.324855347302
ACH-001274,-0.246419777471
ACH-001275,-0.335276465269
ACH-001277,-0.398050389593
ACH-001278,-0.09534852593769999
ACH-001280,0.0018499681394700002
ACH-001283,-0.430817442244
ACH-001289,-0.0869515229317
ACH-001295,-0.340842982345
ACH-001300,-0.284290236962
ACH-001301,-0.13142275481
ACH-001302,-0.135769957755
ACH-001303,0.015158767757000001
ACH-001306,-0.349993874335
ACH-001318,-0.33388309374200004
ACH-001322,-0.380728771911
ACH-001328,-0.20435415467999998
ACH-001332,-0.567702152179
ACH-001333,-0.35533495403000004
ACH-001336,-0.380816531861
ACH-001340,-0.289011010973
ACH-001346,-0.342621321451
ACH-001353,-0.254823136504
ACH-001354,-0.058677591929900005
ACH-001367,-0.5862992676100001
ACH-001368,-0.327083088659
ACH-001374,-0.201863694878
ACH-001375,-0.239194506459
ACH-001377,-0.259178066862
ACH-001380,-0.276093076146
ACH-001391,-0.23990533290399998
ACH-001407,-0.343778567819
ACH-001408,-0.412751914841
ACH-001413,-0.0815077092597
ACH-001430,-0.458437137653
ACH-001431,-0.412106182878
ACH-001450,-0.184497140656
ACH-001496,-0.306743777366
ACH-001500,-0.30071400318700003
ACH-001521,-0.280680266388
ACH-001523,-0.345804225443
ACH-001532,-0.17644582104400003
ACH-001536,-0.0819257145773
ACH-001550,-0.242993757758
ACH-001552,-0.477286917504
ACH-001554,-0.30432087858600004
ACH-001645,-0.035664023545800005
ACH-001654,-0.37470694507299995
ACH-001715,-0.735051278528
ACH-001735,-0.366525677009
ACH-001736,-0.379442627827
ACH-001737,-0.0463254239683
ACH-001740,-0.18471745864599998
ACH-001745,-0.140081542197
ACH-001750,-0.20854691454100002
ACH-001765,-0.2405241155
ACH-001956,-0.206497830289
ACH-001957,-0.28279375671100004
