,NPC1L1 (29881)
ACH-000004,-0.145614359955
ACH-000007,-0.450218459317
ACH-000009,-0.168419518279
ACH-000011,-0.34927305764899996
ACH-000012,-0.280498129117
ACH-000013,-0.253046683498
ACH-000014,-0.329652657941
ACH-000015,-0.503151426064
ACH-000017,-0.06848222715800001
ACH-000018,-0.209341821033
ACH-000019,-0.361692913472
ACH-000021,-0.18455384153499999
ACH-000022,-0.35017489778099997
ACH-000025,-0.35873258832099997
ACH-000028,-0.177063449199
ACH-000030,-0.234668385156
ACH-000035,-0.509378261374
ACH-000036,-0.312103560811
ACH-000037,-0.07272771906810001
ACH-000039,-0.116822793477
ACH-000040,-0.253729874958
ACH-000041,-0.32238127948
ACH-000042,-0.33588902178999996
ACH-000045,-0.437052660516
ACH-000047,-0.36101516053800004
ACH-000052,-0.45904984904299995
ACH-000053,-0.204527111092
ACH-000054,-0.270245321845
ACH-000055,0.0005696347991819999
ACH-000060,-0.326230405597
ACH-000067,-0.10411813000499999
ACH-000070,-0.13471947677100002
ACH-000075,-0.0679125713729
ACH-000078,-0.11945782397600001
ACH-000082,-0.22188548901900002
ACH-000085,-0.575668457812
ACH-000086,-0.290549210682
ACH-000087,-0.22349750543000002
ACH-000092,-0.24733582022700001
ACH-000095,-0.127512132342
ACH-000097,-0.28985955983399997
ACH-000098,-0.304327295711
ACH-000099,-0.303377247972
ACH-000108,-0.192565933163
ACH-000113,-0.15237310675000001
ACH-000115,-0.404566374502
ACH-000116,-0.228976266101
ACH-000118,-0.195001338021
ACH-000120,0.0222136363005
ACH-000123,-0.24641213021699998
ACH-000127,-0.22214511780699997
ACH-000128,-0.507676612073
ACH-000132,-0.0353942132919
ACH-000133,-0.34828101542499995
ACH-000137,-0.505326195201
ACH-000138,-0.09654285674249999
ACH-000142,-0.236433188316
ACH-000143,-0.159571731138
ACH-000146,-0.305797695589
ACH-000148,-0.228275696154
ACH-000150,-0.0764517749764
ACH-000152,-0.188704259191
ACH-000153,-0.5086975863050001
ACH-000159,-0.302462930267
ACH-000160,-0.294722459233
ACH-000163,-0.10588056157299999
ACH-000167,0.07596728378310001
ACH-000168,-0.34223253305
ACH-000169,-0.500604181163
ACH-000178,-0.23093343395799998
ACH-000182,-0.38065949101999996
ACH-000183,-0.264148337989
ACH-000188,-0.474178044453
ACH-000189,-0.335693568566
ACH-000190,-0.37157434310599996
ACH-000198,-0.261463328137
ACH-000204,-0.209071836219
ACH-000206,-0.345158725132
ACH-000207,-0.32548087003000004
ACH-000211,-0.044403172627400005
ACH-000215,-0.245603522684
ACH-000221,-0.553415969764
ACH-000222,-0.222625115511
ACH-000223,-0.25325396845
ACH-000226,-0.09185256662489999
ACH-000227,-0.421237353449
ACH-000228,-0.30697000115
ACH-000231,-0.30018122648
ACH-000232,-0.24636774289299998
ACH-000233,-0.229477840563
ACH-000234,-0.372075325865
ACH-000235,-0.238364773807
ACH-000237,-0.187318483851
ACH-000238,-0.394098660672
ACH-000243,-0.197339186144
ACH-000244,-0.0260317571655
ACH-000246,-0.39417155281599997
ACH-000248,-0.210031602043
ACH-000250,-0.43975591759599997
ACH-000251,0.11289996892200001
ACH-000253,-0.35081147244000005
ACH-000255,-0.20310452816100003
ACH-000256,-0.252275325938
ACH-000257,-0.351278706249
ACH-000258,-0.147896691304
ACH-000259,-0.293737494084
ACH-000260,-0.18046124737999997
ACH-000261,-0.323371635624
ACH-000262,-0.444866955956
ACH-000263,-0.257321005323
ACH-000264,-0.23824151275699998
ACH-000265,-0.224327421742
ACH-000266,-0.26789534948399996
ACH-000272,-0.20237838392299998
ACH-000273,-0.142722352617
ACH-000274,-0.134450911318
ACH-000277,-0.330524593312
ACH-000278,-0.0890423593777
ACH-000279,-0.153076016867
ACH-000280,-0.356527527606
ACH-000281,-0.40620698255000004
ACH-000288,-0.36862216135700004
ACH-000291,-0.186406891172
ACH-000293,-0.333155437227
ACH-000294,-0.29886238585499997
ACH-000295,-0.241187339963
ACH-000296,-0.0916102731646
ACH-000302,-0.43114717127999996
ACH-000304,-0.536980693591
ACH-000307,-0.36101573723700003
ACH-000308,-0.35316546485100003
ACH-000310,0.207718769162
ACH-000311,-0.21845651333399999
ACH-000312,-0.312072776783
ACH-000315,-0.390840999177
ACH-000316,-0.28902870495099997
ACH-000317,0.154220235382
ACH-000318,-0.23940255299899998
ACH-000319,-0.284056189017
ACH-000320,-0.158612286728
ACH-000322,-0.191347353189
ACH-000323,-0.29719391679699997
ACH-000324,-0.050592262403699996
ACH-000329,-0.358369337721
ACH-000330,-0.284877512238
ACH-000331,-0.22613162886799998
ACH-000332,-0.18944072033
ACH-000334,-0.307001095474
ACH-000335,-0.16213218037399998
ACH-000336,-0.37822737073
ACH-000337,-0.762875187079
ACH-000339,-0.243268638721
ACH-000341,0.054501576984900005
ACH-000348,-0.307638796446
ACH-000350,-0.342608742038
ACH-000352,-0.210120147694
ACH-000356,-0.699355679816
ACH-000361,-0.32447707594999997
ACH-000362,-0.215059929007
ACH-000363,-0.17236011449799998
ACH-000364,-0.319534794921
ACH-000365,-0.578743821358
ACH-000366,-0.22001776967300002
ACH-000368,-0.159748799257
ACH-000374,-0.0416667699274
ACH-000375,-0.149403796816
ACH-000376,-0.249497628513
ACH-000381,-0.07195825131439999
ACH-000383,-0.290991758527
ACH-000387,-0.156132539681
ACH-000389,-0.13476936954399998
ACH-000390,-0.33977644272600005
ACH-000393,-0.260058784366
ACH-000395,-0.563911711427
ACH-000397,-0.15929166744599998
ACH-000401,-0.362172596472
ACH-000402,-0.547425190748
ACH-000403,-0.24834818584600002
ACH-000404,-0.210396574225
ACH-000406,-0.29242633434099996
ACH-000407,-0.257772753284
ACH-000408,-0.638222286264
ACH-000410,-0.138227427374
ACH-000411,-0.287258654501
ACH-000414,-0.0543791785081
ACH-000415,-0.324096363504
ACH-000416,-0.29547174641999996
ACH-000420,-0.36037505693099997
ACH-000421,-0.296874757487
ACH-000424,-0.43609590556999994
ACH-000425,-0.388033725523
ACH-000426,-0.0805422193435
ACH-000427,-0.31953738390299996
ACH-000433,-0.35571173923699995
ACH-000436,-0.0624004913518
ACH-000444,-0.39752044368
ACH-000445,-0.0517715782778
ACH-000448,-0.324175050619
ACH-000450,-0.45891381000500003
ACH-000452,-0.508257690541
ACH-000454,-0.392091975982
ACH-000458,-0.160344580834
ACH-000459,-0.285366704371
ACH-000460,-0.20790296044599998
ACH-000461,-0.304951566317
ACH-000463,-0.258930531316
ACH-000464,-0.284169426019
ACH-000466,-0.229255542339
ACH-000467,-0.12901783662
ACH-000468,-0.162840219753
ACH-000469,-0.26592704198600003
ACH-000470,-0.31642544766999997
ACH-000471,-0.333459835065
ACH-000472,-0.279389195602
ACH-000473,-0.055648543795800004
ACH-000475,-0.252733586196
ACH-000476,-0.4327585332
ACH-000477,-0.00383142025019
ACH-000480,-0.325274470967
ACH-000481,-0.171624530262
ACH-000483,-0.34721425998800004
ACH-000484,-0.00616312333274
ACH-000485,-0.167002824201
ACH-000486,-0.24195829916900002
ACH-000487,-0.255936578283
ACH-000488,-0.28524298966899997
ACH-000490,-0.375446077931
ACH-000491,-0.15627569119
ACH-000495,-0.27496113652
ACH-000496,-0.258876786217
ACH-000499,-0.279476376019
ACH-000500,-0.60845446372
ACH-000502,-0.325000188614
ACH-000503,-0.17592303460900002
ACH-000505,-0.256523087222
ACH-000507,-0.162039175084
ACH-000510,-0.482249088892
ACH-000511,-0.267690458548
ACH-000512,-0.22205484897100003
ACH-000516,-0.43834248128
ACH-000517,-0.178791923097
ACH-000518,-0.417793878542
ACH-000520,-0.282155760865
ACH-000521,-0.08923670885700001
ACH-000522,-0.270860013895
ACH-000524,-0.309470200774
ACH-000527,-0.200960502916
ACH-000528,-0.241226311697
ACH-000537,-0.244331889472
ACH-000541,-0.2371074641
ACH-000542,-0.215809801268
ACH-000544,-0.476662364551
ACH-000545,-0.300317314317
ACH-000547,-0.18398143308200002
ACH-000548,-0.24401296726500002
ACH-000549,-0.329999273495
ACH-000550,-0.227550512857
ACH-000552,-0.252279984225
ACH-000556,-0.23276358384799997
ACH-000557,-0.29625077013
ACH-000570,-0.206768135098
ACH-000571,-0.313948023851
ACH-000573,-0.159522013639
ACH-000576,-0.142647061117
ACH-000580,-0.227639756355
ACH-000584,-0.216450406693
ACH-000585,-0.163588388682
ACH-000588,-0.29520653998199997
ACH-000589,-0.218256019425
ACH-000591,-0.339648295375
ACH-000593,-0.352344535659
ACH-000600,-0.09476033157680001
ACH-000601,-0.245027186017
ACH-000604,-0.297217064134
ACH-000605,-0.375915138561
ACH-000606,-0.44520595253899997
ACH-000608,-0.47215771061399997
ACH-000614,-0.146539786968
ACH-000616,-0.562000425723
ACH-000618,-0.21759711281599997
ACH-000619,-0.205090154479
ACH-000620,-0.0706680672046
ACH-000621,-0.298780229795
ACH-000622,-0.233265821757
ACH-000623,-0.329156844984
ACH-000624,-0.295136318118
ACH-000627,-0.0815313926146
ACH-000630,-0.203441906465
ACH-000632,-0.298886064108
ACH-000633,-0.266910467115
ACH-000637,-0.34727676565
ACH-000638,-0.21256269857700003
ACH-000646,-0.13318651341499999
ACH-000647,-0.185987175304
ACH-000648,-0.11053460731499999
ACH-000649,-0.37230528587899997
ACH-000651,-0.337203466666
ACH-000652,-0.40193182183700005
ACH-000653,-0.422576238187
ACH-000657,-0.35909531035899994
ACH-000658,-0.391881007108
ACH-000661,-0.326168644786
ACH-000662,-0.17631807827999998
ACH-000663,-0.38606011489799996
ACH-000665,-0.0470630417057
ACH-000671,-0.14204238327
ACH-000673,-0.423923398763
ACH-000676,-0.259298827345
ACH-000677,-0.259878219515
ACH-000681,-0.0694541365345
ACH-000682,-0.33339502725000003
ACH-000683,-0.43407835349
ACH-000684,-0.238432136769
ACH-000688,-0.127550870694
ACH-000693,-0.32963329141
ACH-000694,-0.320017550668
ACH-000695,-0.809603868512
ACH-000696,-0.22072836522
ACH-000697,-0.370999474849
ACH-000699,-0.23429859127900002
ACH-000701,-0.415224179684
ACH-000706,-0.244339420918
ACH-000711,-0.26642934978599997
ACH-000713,-0.637020343723
ACH-000714,-0.30498710591600003
ACH-000718,-0.23346548044399998
ACH-000720,-0.20808069724199998
ACH-000721,-0.366830401214
ACH-000724,-0.455990863279
ACH-000725,-0.18361536488699998
ACH-000732,-0.40629263117200004
ACH-000734,-0.172391043726
ACH-000735,-0.373092379894
ACH-000736,-0.251014257873
ACH-000738,-0.354958396074
ACH-000746,-0.125369745485
ACH-000747,-0.10155528664300001
ACH-000748,-0.586115003726
ACH-000753,-0.246117551153
ACH-000756,-0.12631050285700002
ACH-000757,-0.10465161320000001
ACH-000758,-0.32855949386300004
ACH-000760,-0.188106649668
ACH-000763,-0.18475490425000002
ACH-000764,-0.28651813734299997
