,RPF1 (80135)
ACH-000004,-0.5378909760320001
ACH-000007,-0.864133391637
ACH-000009,-1.24263444317
ACH-000011,-1.1205856761
ACH-000012,-0.948631242843
ACH-000013,-0.846186205476
ACH-000014,-0.7904888217080001
ACH-000015,-0.720961088838
ACH-000017,-0.404936264142
ACH-000018,-0.895905080969
ACH-000019,-0.868256039915
ACH-000021,-1.10571067166
ACH-000022,-0.567476674264
ACH-000025,-0.826474547176
ACH-000028,-0.759090397322
ACH-000030,-0.7990945964659999
ACH-000035,-1.10217904284
ACH-000036,-0.835733658423
ACH-000037,-1.07118660658
ACH-000039,-0.288868960191
ACH-000040,-0.962064246311
ACH-000041,-0.565325469362
ACH-000042,-1.2584157577500001
ACH-000045,-0.79876961998
ACH-000047,-0.7770740760189999
ACH-000052,-1.06805798348
ACH-000053,-0.8764639682619999
ACH-000054,-0.791788501699
ACH-000055,-0.768432895775
ACH-000060,-1.00950569166
ACH-000067,-0.7773369243780001
ACH-000070,-0.9942241072910001
ACH-000075,-1.45710355865
ACH-000078,-0.418580552378
ACH-000082,-0.679519391258
ACH-000085,-0.6672695911959999
ACH-000086,-0.846140488489
ACH-000087,-0.7060767527699999
ACH-000092,-0.8776095565909999
ACH-000095,-0.770920663941
ACH-000097,-0.906701891644
ACH-000098,-0.634083391822
ACH-000099,-0.6589142069080001
ACH-000108,-0.798874051113
ACH-000113,-0.710073163752
ACH-000115,-0.972316961863
ACH-000116,-0.7108223383810001
ACH-000118,-0.667288814554
ACH-000120,-1.03171114923
ACH-000123,-0.8404520140199999
ACH-000127,-0.9046178438789999
ACH-000128,-0.7116798849879999
ACH-000132,-0.803706552363
ACH-000133,-0.61138460434
ACH-000137,-0.854561883889
ACH-000138,-0.838333296278
ACH-000142,-0.842451117155
ACH-000143,-0.738361486047
ACH-000146,-0.88763911641
ACH-000148,-0.860560100784
ACH-000150,-1.06017065394
ACH-000152,-0.767867527403
ACH-000153,-1.0423312933600002
ACH-000159,-0.793018723853
ACH-000160,-0.859752738898
ACH-000163,-0.7910572904369999
ACH-000167,-0.8688079984620001
ACH-000168,-0.5297930273129999
ACH-000169,-0.647430846367
ACH-000178,-0.806224104433
ACH-000182,-0.853400177057
ACH-000183,-0.737220694621
ACH-000188,-1.07117471034
ACH-000189,-0.969058341892
ACH-000190,-0.709274335343
ACH-000198,-0.791213443689
ACH-000204,-1.14906618063
ACH-000206,-0.756921638835
ACH-000207,-1.05717959311
ACH-000211,-0.530407066597
ACH-000215,-1.00624234889
ACH-000221,-0.72141867888
ACH-000222,-1.09046893283
ACH-000223,-0.8301163384100001
ACH-000226,-0.942935391867
ACH-000227,-0.637820776976
ACH-000228,-1.26626655921
ACH-000231,-0.8381215701420001
ACH-000232,-0.805546261644
ACH-000233,-0.681399994106
ACH-000234,-1.0994125029600001
ACH-000235,-0.880890480035
ACH-000237,-0.59476954525
ACH-000238,-1.00294885621
ACH-000243,-0.994638322619
ACH-000244,-0.6920385517550001
ACH-000246,-0.942352247667
ACH-000248,-0.650346231003
ACH-000250,-0.977488959651
ACH-000251,-0.825361065993
ACH-000253,-1.1147394950700003
ACH-000255,-0.966878160372
ACH-000256,-0.519677572256
ACH-000257,-0.882123693605
ACH-000258,-0.834361186442
ACH-000259,-0.720922889421
ACH-000260,-0.768977316594
ACH-000261,-0.957632409668
ACH-000262,-0.941813599174
ACH-000263,-0.399487683224
ACH-000264,-0.6305188942459999
ACH-000265,-0.967441022317
ACH-000266,-0.8654493982799999
ACH-000272,-0.906132997046
ACH-000273,-0.88212474245
ACH-000274,-0.670578805612
ACH-000277,-0.646748874445
ACH-000278,-1.00332087188
ACH-000279,-0.754944969845
ACH-000280,-0.756297600827
ACH-000281,-0.7160225610330001
ACH-000288,-0.597456838666
ACH-000291,-0.7605566377590001
ACH-000293,-0.826873255521
ACH-000294,-0.831238616284
ACH-000295,-0.74133687766
ACH-000296,-0.809182662129
ACH-000302,-0.8567418047840001
ACH-000304,-0.75799572541
ACH-000307,-1.00680815636
ACH-000308,-0.670271987472
ACH-000310,-0.606514194639
ACH-000311,-1.0575138825
ACH-000312,-0.7611156308310001
ACH-000315,-0.427343424108
ACH-000316,-0.80496229485
ACH-000317,-1.2550709457200002
ACH-000318,-0.787026027535
ACH-000319,-0.933082407047
ACH-000320,-1.01042894483
ACH-000322,-0.7738425840209999
ACH-000323,-0.7520343377240001
ACH-000324,-0.9775697128919999
ACH-000329,-0.758714253968
ACH-000330,-0.772310340281
ACH-000331,-0.7820739629960001
ACH-000332,-1.1047549523
ACH-000334,-0.808933816487
ACH-000335,-1.04821262035
ACH-000336,-0.820684586466
ACH-000337,-0.4890845637100001
ACH-000339,-0.6279815654159999
ACH-000341,-0.712540718117
ACH-000348,-0.530252758785
ACH-000350,-0.6952861101160001
ACH-000352,-0.70460815376
ACH-000356,-1.17802700184
ACH-000361,-0.962431108909
ACH-000362,-0.704035439501
ACH-000363,-0.532874810976
ACH-000364,-0.8940194999150001
ACH-000365,-0.80600663473
ACH-000366,-0.530416328727
ACH-000368,-0.7116538922840001
ACH-000374,-0.594828213706
ACH-000375,-1.18124122355
ACH-000376,-0.7970912858149999
ACH-000381,-1.27944127315
ACH-000383,-0.846926337455
ACH-000387,-0.7563461255509999
ACH-000389,-1.1660462202
ACH-000390,-1.1653837325299998
ACH-000393,-0.7584459813050001
ACH-000395,-0.922695706671
ACH-000397,-0.9007626007520001
ACH-000401,-0.8072571565719999
ACH-000402,-0.774684125152
ACH-000403,-0.865273176474
ACH-000404,-1.25379208176
ACH-000406,-0.7559756400319999
ACH-000407,-0.736872159201
ACH-000408,-0.988204798743
ACH-000410,-0.7265126470669999
ACH-000411,-0.869500626781
ACH-000414,-0.763305032905
ACH-000415,-0.904077822938
ACH-000416,-0.604002529322
ACH-000420,-0.54971402187
ACH-000421,-1.1376753189
ACH-000424,-0.7933595237819999
ACH-000425,-1.1872819045
ACH-000426,-0.5062697223870001
ACH-000427,-0.6326049719969999
ACH-000433,-1.1277712768200001
ACH-000436,-0.748282788795
ACH-000444,-0.8980089994079999
ACH-000445,-1.01914267481
ACH-000448,-1.02100121908
ACH-000450,-0.279911660149
ACH-000452,-0.802996558813
ACH-000454,-0.8421479789049999
ACH-000458,-0.817880004401
ACH-000459,-0.771794123968
ACH-000460,-0.7390202602670001
ACH-000461,-0.8302250133399999
ACH-000463,-1.05003162028
ACH-000464,-0.72191790093
ACH-000466,-0.794407807508
ACH-000467,-0.809566012967
ACH-000468,-1.0253964526100001
ACH-000469,-0.536658044608
ACH-000470,-0.925961684633
ACH-000471,-1.0690295680500002
ACH-000472,-0.8138880623360001
ACH-000473,-0.86110716871
ACH-000475,-0.705786515959
ACH-000476,-0.645142936622
ACH-000477,-1.0831697388500001
ACH-000480,-0.9865967513700001
ACH-000481,-1.06826398283
ACH-000483,-0.43259690206699997
ACH-000484,-0.668011530977
ACH-000485,-0.7856201820540001
ACH-000486,-1.1937987616399999
ACH-000487,-0.577095933973
ACH-000488,-0.598077728859
ACH-000490,-1.00509865933
ACH-000491,-0.544474693656
ACH-000495,-0.907908793711
ACH-000496,-0.925350485105
ACH-000499,-1.0095297969099999
ACH-000500,-0.7640317999519999
ACH-000502,-0.85825415261
ACH-000503,-1.3687458805200001
ACH-000505,-0.684190130666
ACH-000507,-0.821032602785
ACH-000510,-0.9526633787919999
ACH-000511,-0.985907157654
ACH-000512,-0.6398586441340001
ACH-000516,-0.567936479488
ACH-000517,-1.0346995550700002
ACH-000518,-1.0340543418
ACH-000520,-0.7915795605079999
ACH-000521,-0.738591959069
ACH-000522,-0.593724777275
ACH-000524,-0.567395703721
ACH-000527,-0.812106084465
ACH-000528,-0.909405518205
ACH-000537,-0.7616218530300001
ACH-000541,-0.502607215123
ACH-000542,-1.00213635133
ACH-000544,-0.985489828293
ACH-000545,-1.04799111476
ACH-000547,-0.48733398594
ACH-000548,-0.822784599715
ACH-000549,-0.823769398513
ACH-000550,-0.750647015412
ACH-000552,-1.09485903365
ACH-000556,-0.9289513765
ACH-000557,-0.7872837473250001
ACH-000570,-0.8431346854880001
ACH-000571,-0.7334040811589999
ACH-000573,-0.748507637671
ACH-000576,-0.7399115305600001
ACH-000580,-1.0770202517
ACH-000584,-0.736243000803
ACH-000585,-0.707790749303
ACH-000588,-1.11424907763
ACH-000589,-0.615393242189
ACH-000591,-1.04709173516
ACH-000593,-0.9729828052930001
ACH-000600,-0.9188524924729999
ACH-000601,-0.6955830425470001
ACH-000604,-0.5825776841529999
ACH-000605,-0.993892121885
ACH-000606,-0.9729292022339999
ACH-000608,-0.82842104265
ACH-000614,-1.0461588297
ACH-000616,-0.557048434232
ACH-000618,-0.9380632784110001
ACH-000619,-0.54289690213
ACH-000620,-0.894827431253
ACH-000621,-0.739230981131
ACH-000622,-1.07183861083
ACH-000623,-0.7760824723299999
ACH-000624,-0.970318089148
ACH-000627,-0.806280775829
ACH-000630,-1.09956829371
ACH-000632,-0.698244909603
ACH-000633,-0.386895461712
ACH-000637,-0.872046368169
ACH-000638,-0.741226565008
ACH-000646,-0.6819344855239999
ACH-000647,-0.8091423365260001
ACH-000648,-1.12883282358
ACH-000649,-0.868657298232
ACH-000651,-0.8511957266079999
ACH-000652,-1.01790764468
ACH-000653,-0.810152550217
ACH-000657,-0.808766268048
ACH-000658,-0.6706554348279999
ACH-000661,-0.743455602983
ACH-000662,-1.07282843296
ACH-000663,-0.9539119540090001
ACH-000665,-0.62339421332
ACH-000671,-0.662684547641
ACH-000673,-0.5744164000299999
ACH-000676,-0.43351447885
ACH-000677,-0.759987817563
ACH-000681,-0.8102849840559999
ACH-000682,-1.01436223995
ACH-000683,-1.00473630602
ACH-000684,-1.19866908463
ACH-000688,-0.6548284611590001
ACH-000693,-0.963996339189
ACH-000694,-0.835369440025
ACH-000695,-0.636653955595
ACH-000696,-0.792047519023
ACH-000697,-1.20873565253
ACH-000699,-0.527250152816
ACH-000701,-0.656555453496
ACH-000706,-0.874925922376
ACH-000711,-0.743005433566
ACH-000713,-0.828369885908
ACH-000714,-0.722111846695
ACH-000718,-0.784916134964
ACH-000720,-0.553956608286
ACH-000721,-0.949328112437
ACH-000724,-0.701656237667
ACH-000725,-0.453512879281
ACH-000732,-1.00001690453
ACH-000734,-0.67449704311
ACH-000735,-1.00278244159
ACH-000736,-0.8511049290520001
ACH-000738,-0.708823208074
ACH-000746,-0.6728647091859999
ACH-000747,-0.8235634290270001
ACH-000748,-1.12396679589
ACH-000753,-0.650244271395
ACH-000756,-0.7745052272759999
ACH-000757,-0.718623407144
ACH-000758,-1.0771603487
ACH-000760,-0.741163472169
ACH-000763,-1.1219993042799998
ACH-000764,-0.632344537417
ACH-000765,-0.64808454057
ACH-000766,-0.821045299817
ACH-000767,-0.574185332289
ACH-000768,-0.759676055829
ACH-000769,-0.9314527286130001
ACH-000770,-0.671989642994
ACH-000771,-1.19913712842
ACH-000773,-1.13552784655
ACH-000776,-0.707946015715
ACH-000777,-0.546821710062
ACH-000778,-0.690840637066
ACH-000781,-0.718968940128
ACH-000782,-0.742474589532
ACH-000783,-0.8515711259659999
ACH-000784,-0.998935346442
ACH-000785,-0.9111737040569999
ACH-000787,-1.01573106776
ACH-000788,-0.706917412234
ACH-000791,-0.7717472640080001
ACH-000792,-0.79289362559
ACH-000794,-0.938231986653
ACH-000796,-0.736371187236
ACH-000799,-0.9722546947669999
ACH-000800,-0.869936036305
ACH-000802,-0.859658401316
ACH-000804,-0.706893142862
ACH-000805,-0.8723341948219999
ACH-000809,-0.47115821444300005
ACH-000810,-0.870240602811
ACH-000811,-0.89842594582
ACH-000817,-0.974555065925
ACH-000819,-0.933772475535
ACH-000820,-1.1218002086
ACH-000821,-1.02613304094
ACH-000822,-0.519832462998
ACH-000823,-1.09161243969
ACH-000824,-0.7216759845909999
ACH-000827,-1.1815253605299998
ACH-000829,-0.904943573795
ACH-000831,-0.938808226257
ACH-000832,-0.840592657404
ACH-000833,-0.5511242461770001
ACH-000834,-0.8013416940979999
ACH-000835,-0.8882882302770001
ACH-000836,-0.9540261351739999
ACH-000837,-0.7352824672849999
ACH-000838,-0.982956627209
ACH-000839,-1.04110808686
ACH-000840,-0.618456153692
ACH-000841,-0.7550168619259999
ACH-000843,-1.03066407675
ACH-000846,-0.552862938204
ACH-000847,-0.788190890533
ACH-000848,-0.850236115871
ACH-000849,-0.678435855588
ACH-000851,-1.02937241344
ACH-000855,-1.04442704594
ACH-000856,-0.8197169654090001
ACH-000858,-0.864010323368
ACH-000859,-0.713586594059
ACH-000861,-0.812669018568
ACH-000862,-0.8300881606139999
ACH-000865,-1.1646428982500001
ACH-000866,-0.7504809796359999
ACH-000867,-1.0853625377399998
ACH-000869,-0.745270231312
ACH-000872,-0.865221637593
ACH-000873,-0.762802017857
ACH-000876,-0.703854275175
ACH-000878,-1.0840224707600001
ACH-000880,-1.0343126122
ACH-000881,-1.0085515092100001
ACH-000882,-1.06247044737
ACH-000884,-1.0995271995
ACH-000885,-0.653100798121
