,COG3 (83548)
ACH-000004,-0.8177409873870001
ACH-000007,-1.1217174528899998
ACH-000009,-1.20398089387
ACH-000011,-1.29593013217
ACH-000012,-1.11620464546
ACH-000013,-1.0812542525
ACH-000014,-1.00309175142
ACH-000015,-1.3105972089799998
ACH-000017,-0.899085567851
ACH-000018,-1.0773598544299998
ACH-000019,-0.87323168589
ACH-000021,-1.47659727454
ACH-000022,-1.1523047047700001
ACH-000025,-1.07319637155
ACH-000028,-1.2627822429200002
ACH-000030,-1.0923462743
ACH-000035,-1.26418184886
ACH-000036,-1.0797496615200002
ACH-000037,-1.4207847310799997
ACH-000039,-1.3377522425900001
ACH-000040,-1.3649792727
ACH-000041,-1.06833959944
ACH-000042,-0.635691973921
ACH-000045,-1.3887868736700002
ACH-000047,-1.0118569225799998
ACH-000052,-1.17043900896
ACH-000053,-1.02998389315
ACH-000054,-1.2228044455299998
ACH-000055,-1.36243224696
ACH-000060,-1.39600856491
ACH-000067,-0.820310857595
ACH-000070,-0.930873083835
ACH-000075,-0.8214478614030001
ACH-000078,-0.830022650085
ACH-000082,-1.55867644271
ACH-000085,-1.14787210514
ACH-000086,-1.14982595645
ACH-000087,-0.999197205414
ACH-000092,-1.3236513849200002
ACH-000095,-1.19870971863
ACH-000097,-1.4706568586000002
ACH-000098,-1.22508392974
ACH-000099,-1.1346969567799998
ACH-000108,-1.22872595715
ACH-000113,-1.0373078876000001
ACH-000115,-0.844981191505
ACH-000116,-1.30933293708
ACH-000118,-1.26335324358
ACH-000120,-0.8933441220730001
ACH-000123,-1.2026678721100001
ACH-000127,-1.013438758
ACH-000128,-0.8227168931659999
ACH-000132,-0.9281602769299999
ACH-000133,-1.25533300043
ACH-000137,-0.600875355808
ACH-000138,-1.2703363083900001
ACH-000142,-1.51362766752
ACH-000143,-1.43680830639
ACH-000146,-1.07048818206
ACH-000148,-1.2810067737000002
ACH-000150,-1.03975865815
ACH-000152,-1.1972959790100002
ACH-000153,-1.27739278751
