,LBH (81606)
ACH-000527,-0.0763168948022
ACH-000528,-0.07555287075089999
ACH-000537,-0.0373799247924
ACH-000541,0.058641865207199995
ACH-000542,-0.029676985959700003
ACH-000544,-0.00826039561347
ACH-000545,-0.0917966202493
ACH-000547,0.09926175897569998
ACH-000548,-0.0889784396785
ACH-000549,0.015974893504000002
ACH-000550,0.0383427427875
ACH-000552,0.0270409113068
ACH-000556,-0.0122547692251
ACH-000557,-0.267589679667
ACH-000570,-0.039300334971199995
ACH-000571,-0.210730569833
ACH-000573,-0.10141013160399999
ACH-000576,0.0954662582038
ACH-000580,0.0366665945454
ACH-000584,0.016471728866000002
ACH-000585,0.027238045328599997
ACH-000588,0.00159123668596
ACH-000589,-0.00527466251782
ACH-000591,-0.14011223515000001
ACH-000593,-0.10699730204600001
ACH-000600,0.121073349691
ACH-000601,-0.04523658728299999
ACH-000604,0.2559333102
ACH-000605,-0.197340769724
ACH-000606,-0.0427280739006
ACH-000608,-0.134550091725
ACH-000614,0.139166584625
ACH-000616,-0.06585830503830001
ACH-000618,-0.0126343141235
ACH-000619,-0.176860007583
ACH-000620,-0.053333539046900004
ACH-000621,-0.0051591833996
ACH-000622,-0.048846264857
ACH-000623,-0.112869594123
ACH-000624,-0.0461052424323
ACH-000627,-0.0764193254322
ACH-000630,-0.111847629076
ACH-000632,-0.0825142013325
ACH-000633,-0.0623490055198
ACH-000637,-0.113492317685
ACH-000638,0.164800000089
ACH-000646,-0.100534826305
ACH-000647,0.005595985295180001
ACH-000648,-0.132534527213
ACH-000649,-0.0188946419073
ACH-000651,-0.121350417325
ACH-000652,0.0342508435121
ACH-000653,0.0859439691463
ACH-000657,-0.0154494090995
ACH-000658,-0.019710516429
ACH-000661,-0.0929869347738
ACH-000662,-0.09322327763910002
ACH-000663,0.005423762487649999
ACH-000665,-0.0681837460332
ACH-000671,-0.181144144416
ACH-000673,-0.0177720339132
ACH-000676,-0.0803989013084
ACH-000677,-0.0756660125423
ACH-000681,-0.0255667159724
ACH-000682,-0.059365269050900005
ACH-000683,-0.026393500567099996
ACH-000684,0.00224713142795
ACH-000688,0.10964521382999999
ACH-000693,-0.0460664932278
ACH-000694,0.0470709062583
ACH-000695,-0.17349021028
ACH-000696,-0.105297416003
ACH-000697,0.0909252100595
ACH-000699,-0.011012964240899998
ACH-000701,-0.117946464352
ACH-000706,-0.011068801913
ACH-000711,-0.0618571355762
ACH-000713,0.07853778709800001
ACH-000714,0.017852292265700002
ACH-000718,-0.0138650325994
ACH-000720,-0.07811405538499999
ACH-000721,-0.0794562169233
ACH-000724,0.10932601472799999
ACH-000725,0.138894701331
ACH-000732,-0.0552994699567
ACH-000734,0.028407857315500003
ACH-000735,-0.0894745064061
ACH-000736,-0.123341548912
ACH-000738,-0.0693764623201
ACH-000746,-0.03451919587030001
ACH-000747,-0.09214904929289998
ACH-000748,0.023796824861499997
ACH-000753,-0.0712273794486
ACH-000756,-0.129894660534
ACH-000757,0.0375178903095
ACH-000758,0.07600080051199999
ACH-000760,-0.057002104649
ACH-000763,0.0273150460316
ACH-000764,0.221835300774
ACH-000765,-0.126053813285
ACH-000766,-0.0153857469138
ACH-000767,-0.038798864134
ACH-000768,-0.0344419161011
ACH-000769,0.151206396298
ACH-000770,-0.0347801544672
ACH-000771,-0.020060278877
ACH-000773,-0.05288891169840001
ACH-000776,-0.158684494896
ACH-000777,0.000286343663513
ACH-000778,0.013055372059
ACH-000781,-0.015520784997700002
ACH-000782,-0.05536563269090001
ACH-000783,-0.0915510434392
ACH-000784,-0.0750981566912
ACH-000785,-0.07151123007789999
ACH-000787,0.0244998255088
ACH-000788,-0.07045356824030001
ACH-000791,-0.00971882546034
ACH-000792,-0.13794976926400002
ACH-000794,-0.0252502930187
ACH-000796,-0.108085411489
ACH-000799,-0.16218866558
ACH-000800,-0.220051400761
ACH-000802,0.020876618915599998
ACH-000804,-0.679983214464
ACH-000805,-0.147370580286
ACH-000809,-0.0140994110775
ACH-000810,-0.311896149822
ACH-000811,-0.0775639389763
ACH-000817,0.0355053588006
ACH-000819,-0.115131942367
ACH-000820,-0.0456012969607
ACH-000821,-0.058941294083500004
ACH-000822,-0.25987486905
ACH-000823,-0.00994973989366
ACH-000824,-0.11135169767200001
ACH-000827,-0.0136848537318
ACH-000829,-0.125979109482
ACH-000831,-0.08687193791919999
ACH-000832,-0.0604174157462
ACH-000833,-0.06439505908
ACH-000834,0.04198335848569999
ACH-000835,0.0241414913772
ACH-000836,-0.044849574035800005
ACH-000837,0.0411999047604
ACH-000838,0.00523827415823
ACH-000839,0.073932262177
ACH-000840,0.0015133399350799998
ACH-000841,0.0189661342972
ACH-000843,-0.0289536947216
ACH-000846,-0.136330391196
ACH-000847,0.045001955881000005
ACH-000848,0.0365383755611
ACH-000849,0.009407840877709999
ACH-000851,0.053349460128100004
ACH-000855,-0.198706330046
ACH-000856,-0.0304277675473
ACH-000858,0.00866277170226
ACH-000859,0.07913825647230001
ACH-000861,0.011261614964000001
ACH-000862,-0.0103141196263
ACH-000865,-0.128388886924
ACH-000866,0.021372550773400004
ACH-000867,-0.0339732448272
ACH-000869,0.040163008535599995
ACH-000872,0.0357592345378
ACH-000873,-0.145577361516
ACH-000876,-0.160656438917
ACH-000878,0.186531536754
ACH-000880,0.012067828015900001
ACH-000881,-0.0151099009057
ACH-000882,-0.0570699156702
ACH-000884,-0.0348340631539
ACH-000885,0.0510438382918
ACH-000887,-0.0242789450526
ACH-000888,-0.0967037656395
ACH-000889,-0.0483024935023
ACH-000890,-0.07391684736439999
ACH-000896,-0.105157618239
ACH-000898,-0.200100673227
ACH-000900,0.18630237333
ACH-000901,-0.0899628701101
ACH-000905,-0.08928127576580001
ACH-000906,-0.103788210786
ACH-000907,0.148834757881
ACH-000910,-0.026031356117199998
ACH-000911,0.032899149355000004
ACH-000912,-0.045573487583
ACH-000913,-0.0691905494167
ACH-000915,-0.101509952858
ACH-000916,-0.5662917897749999
ACH-000917,0.148591503868
ACH-000921,0.00864003736935
ACH-000924,-0.13770175256699999
ACH-000926,-0.213080581264
ACH-000928,0.187741559957
ACH-000929,-0.0462937155407
ACH-000932,-0.0698419779847
ACH-000935,-0.0876180076347
ACH-000936,-0.20047780648699998
ACH-000937,-0.0730416684222
ACH-000938,-0.052534412253099995
ACH-000939,-0.0506581260157
ACH-000941,0.095848920826
ACH-000943,-0.026701212465699998
ACH-000946,-0.11607721124199999
ACH-000947,-0.09206251852050001
ACH-000948,-0.0296832570363
ACH-000950,0.031601507602
ACH-000953,-0.107285350261
ACH-000957,0.0812777662456
ACH-000958,-0.15238422240900001
ACH-000960,-0.053136306632900004
ACH-000963,-0.06857109139550001
ACH-000968,0.00511426821366
ACH-000969,-0.0719526449004
ACH-000973,-0.153782582354
ACH-000974,-0.0291778279448
ACH-000975,-0.0207955961867
ACH-000976,-0.1332004802
ACH-000978,0.0225606882249
ACH-000980,-0.08019857236210001
ACH-000984,0.0781602541847
ACH-000986,0.0331699829947
ACH-000988,-0.0981360113016
ACH-000993,0.0856532340845
ACH-000994,-0.0582228476884
ACH-000996,-0.05524245494919999
ACH-001001,-0.11621282701199999
ACH-001020,0.379243282809
ACH-001028,-0.06170242716490001
ACH-001031,-0.0328698065781
ACH-001038,-0.11251249468699999
ACH-001048,-0.149644111908
ACH-001050,-0.0297700759987
ACH-001053,0.0781101441727
ACH-001054,-0.00209702225707
ACH-001061,-0.145118735854
ACH-001067,0.10836461313
ACH-001075,-0.028242992589500002
ACH-001096,0.08572809169710001
ACH-001128,0.0985442492839
ACH-001134,-0.13780279423900002
ACH-001151,-0.10709914687000001
ACH-001163,-0.0349403324289
ACH-001164,0.00608216090437
ACH-001173,-0.0440101372072
ACH-001183,0.037936395236300005
ACH-001184,-0.187973607988
ACH-001190,-0.165591104805
ACH-001192,-0.0167272687693
ACH-001193,-0.179695953065
ACH-001196,0.138723930351
ACH-001197,-0.114686018212
ACH-001205,-0.33841152874200003
ACH-001211,-0.06883306849
ACH-001212,-0.158167340463
ACH-001228,0.0069898331513
ACH-001232,-0.0644896210707
ACH-001239,-0.0209112936048
ACH-001274,-0.016817009866799997
ACH-001275,-0.0515709812493
ACH-001277,0.00294390319996
ACH-001278,-0.0141181885369
ACH-001280,0.108664284826
ACH-001283,-0.09702978320460001
ACH-001289,0.028659989636900002
ACH-001295,-0.1473479666
ACH-001300,-0.0718108127717
ACH-001301,-0.12266400209
ACH-001302,0.00369905080957
ACH-001303,-0.32751077492499997
ACH-001306,-0.170074401523
ACH-001318,-0.0756403188722
ACH-001322,0.0024993842422
ACH-001328,-0.007593299453520001
ACH-001332,-0.140572399581
ACH-001333,-0.0956111050554
ACH-001336,-0.0832052795506
ACH-001340,-0.0914774104092
ACH-001346,0.055241966865099995
ACH-001353,-0.0329682546723
ACH-001354,-0.0472469740914
ACH-001367,-0.109476610648
ACH-001368,-0.100495750267
ACH-001374,0.11191934780400001
ACH-001375,-0.0933588914483
ACH-001377,0.0198610228202
ACH-001380,-0.0103749883593
ACH-001391,-0.126627224562
ACH-001407,-0.0818946252497
ACH-001408,-0.0166874406654
ACH-001413,0.095679349522
ACH-001430,-0.0316219208888
ACH-001431,0.0282253792882
ACH-001450,0.034715415851800005
ACH-001496,-0.142767296644
ACH-001500,0.0848296265542
ACH-001521,0.026202542293199998
ACH-001523,-0.123846986751
ACH-001532,0.00959788059044
ACH-001536,-0.0505007350934
ACH-001550,0.0188088244044
ACH-001552,-0.11725168452500001
ACH-001554,-0.151584204325
ACH-001645,-0.126826017018
ACH-001654,-0.1574762978
ACH-001715,0.8056377247550001
ACH-001735,-0.0350208405289
ACH-001736,0.010697146739299997
ACH-001737,-0.389556393207
ACH-001740,-0.204559328899
ACH-001745,-0.0175339350088
ACH-001750,-0.020439854934700002
ACH-001765,0.046420440026199994
ACH-001956,-0.136975899691
ACH-001957,-0.08803212897610001
