,DSPP (1834)
ACH-000004,-0.15163046645
ACH-000007,-0.160184923095
ACH-000009,-0.122117667927
ACH-000011,-0.144841305364
ACH-000012,-0.082982049775
ACH-000013,-0.08175712891739999
ACH-000014,-0.0163601877642
ACH-000015,-0.152479939511
ACH-000017,-0.364385440567
ACH-000018,-0.305334429804
ACH-000019,-0.28216892557100004
ACH-000021,-0.13688936218599998
ACH-000022,0.09291563462500001
ACH-000025,-0.12285944966600001
ACH-000028,-0.282917749464
ACH-000030,-0.05643153662000001
ACH-000035,-0.317103844481
ACH-000036,-0.11994208667000002
ACH-000037,-0.45068639560699997
ACH-000039,-0.19653689930999999
ACH-000040,-0.307995436641
ACH-000041,-0.35879202228699997
ACH-000042,-0.250649897596
ACH-000045,-0.155866613927
ACH-000047,-0.22339008293999998
ACH-000052,-0.0825264135601
ACH-000053,-0.0259221294379
ACH-000054,-0.0510496900969
ACH-000055,0.146861625686
ACH-000060,-0.147659857233
ACH-000067,-0.39292884514700005
ACH-000070,-0.0163010866256
ACH-000075,0.112332747193
ACH-000078,0.0638867051327
ACH-000082,-0.268153621393
ACH-000085,-0.11219402624000002
ACH-000086,-0.0854778584444
ACH-000087,-0.200507032861
ACH-000092,0.11746306213600001
ACH-000095,-0.07724902850939999
ACH-000097,-0.104728133063
ACH-000098,-0.134896371629
ACH-000099,-0.0316983176984
ACH-000108,-0.23892463531599997
ACH-000113,0.0364294985866
ACH-000115,0.025053859036
ACH-000116,-0.012565077852199999
ACH-000118,-0.11744559369799999
ACH-000120,-0.118185957925
ACH-000123,-0.0571596118725
ACH-000127,-0.129406384454
ACH-000128,-0.321761026016
ACH-000132,0.09045204090180001
ACH-000133,0.00749083027289
ACH-000137,-0.249525267192
ACH-000138,-0.122078252599
ACH-000142,0.0327526428037
ACH-000143,-0.265789066851
ACH-000146,0.143963831677
ACH-000148,-0.010496006046100001
ACH-000150,-0.169772235808
ACH-000152,-0.0620892785422
ACH-000153,-0.236469065434
ACH-000159,-0.09672101523389999
ACH-000160,-0.146516865629
ACH-000163,-0.215986117733
ACH-000167,0.271063188801
ACH-000168,-0.00108712654345
ACH-000169,-0.0280450953192
ACH-000178,-0.00630652176676
ACH-000182,-0.0592462423167
ACH-000183,-0.09063570039619999
ACH-000188,-0.006382592739310001
ACH-000189,0.19410112410799998
ACH-000190,-0.10059202991800001
ACH-000198,-0.00481543011829
ACH-000204,0.0895406731264
ACH-000206,-0.0110054105701
ACH-000207,0.0681303192309
ACH-000211,-0.23452763062600002
ACH-000215,-0.13244529371
ACH-000221,-0.0804779916542
ACH-000222,-0.324573598461
ACH-000223,-0.172979539095
ACH-000226,0.06745448470580001
ACH-000227,0.0302854083526
ACH-000228,-0.0382465284035
ACH-000231,-0.130805081193
ACH-000232,-0.10733783253599999
ACH-000233,-0.035042112805400004
ACH-000234,-0.0742519071791
ACH-000235,-0.0134009320509
ACH-000237,-0.186499277294
ACH-000238,-0.0525892560494
ACH-000243,-0.121694740785
ACH-000244,0.019036315345000002
ACH-000246,0.0381327502029
ACH-000248,-0.07766418718710001
ACH-000250,-0.265121640424
ACH-000251,-0.19568097474399998
ACH-000253,-0.336242205366
ACH-000255,-0.0284535248911
ACH-000256,-0.08637375765329999
ACH-000257,0.039528195209
ACH-000258,0.022471406631900004
ACH-000259,-0.154171399189
ACH-000260,-0.021025878956200002
ACH-000261,-0.0940805403702
ACH-000262,-0.35474948317599997
ACH-000263,-0.19333276844500003
ACH-000264,-0.167829580117
ACH-000265,-0.21378597677
ACH-000266,-0.150428859823
ACH-000272,-0.16708484895
ACH-000273,-0.050749349207699995
ACH-000274,-0.0146728540552
ACH-000277,0.14417446029300002
ACH-000278,0.038919799449900004
ACH-000279,-0.174283629312
ACH-000280,-0.14389131140699998
ACH-000281,-0.162236273953
ACH-000288,0.00582350809949
ACH-000291,-0.246563347569
ACH-000293,-0.019647304322400003
ACH-000294,0.303543303082
ACH-000295,-0.16125951165
ACH-000296,0.09132006123269999
ACH-000302,-0.19112776545899998
ACH-000304,-0.145219622829
ACH-000307,-0.0863365029786
ACH-000308,-0.07496776504449999
ACH-000310,-0.0281666392362
ACH-000311,-0.402186477467
ACH-000312,0.0289794567298
ACH-000315,-0.10786506297599999
ACH-000316,-0.038770103947
ACH-000317,-0.18887644376899998
ACH-000318,-0.005778650651350001
ACH-000319,0.150015110481
ACH-000320,-0.357569294588
ACH-000322,-0.20979436472899998
ACH-000323,-0.069735481728
ACH-000324,-0.034737599525599995
ACH-000329,-0.10308349786
ACH-000330,-0.120885462938
ACH-000331,-0.0388065841887
ACH-000332,-0.057740300541
ACH-000334,-0.127404471395
ACH-000335,-0.391387297636
ACH-000336,-0.321141262714
ACH-000337,-0.0810616263487
ACH-000339,-0.10297323684000001
ACH-000341,-0.246361680291
ACH-000348,-0.0436256624753
ACH-000350,-0.0599227995008
ACH-000352,-0.020245743763
ACH-000356,-0.140941208799
ACH-000361,-0.393247226984
ACH-000362,-0.0265463436142
ACH-000363,-0.258443156916
ACH-000364,-0.201546199483
ACH-000365,-0.157527987235
ACH-000366,-0.169873205142
ACH-000368,-0.20388539043200002
ACH-000374,-0.110394836167
ACH-000375,-0.164729329299
ACH-000376,-0.147996670864
ACH-000381,-0.189054322001
ACH-000383,-0.014868668294200001
ACH-000387,0.046529888888
ACH-000389,0.0178831221986
ACH-000390,-0.23533193189100002
ACH-000393,-0.271473132657
ACH-000395,0.139165446064
ACH-000397,-0.101226201866
ACH-000401,0.0622358492695
ACH-000402,0.0686811940154
ACH-000403,0.0651850394441
ACH-000404,0.139910943357
ACH-000406,-0.0951186491765
ACH-000407,-0.0283940585863
