,FILIP1L (11259)
ACH-000183,-0.208833669418
ACH-000188,-0.07716668276060001
ACH-000189,-0.045870757101499994
ACH-000190,-0.253254653017
ACH-000198,0.023289892471699998
ACH-000204,-0.375701566378
ACH-000206,-0.09007140383369999
ACH-000207,-0.0561164737745
ACH-000211,-0.148809402829
ACH-000215,0.047370554841
ACH-000221,-0.09969915569589999
ACH-000222,-0.20325829577100002
ACH-000223,-0.014426473326600001
ACH-000226,-0.250778811009
ACH-000227,0.048787792326100005
ACH-000228,-0.127805888363
ACH-000231,-0.204088318499
ACH-000232,-0.057842193777800005
ACH-000233,-0.132023575479
ACH-000234,-0.161819218507
ACH-000235,-0.151615867322
ACH-000237,-0.111778297702
ACH-000238,-0.0228282717159
ACH-000243,-0.10674870225199999
ACH-000244,-0.0784969396305
ACH-000246,-0.105255954232
ACH-000248,-0.245928028845
ACH-000250,-0.127784791567
ACH-000251,0.17511620538699998
ACH-000253,-0.16095183576400002
ACH-000255,-0.0164963176969
ACH-000256,0.0129439929409
ACH-000257,-0.165802481899
ACH-000258,-0.242088142331
ACH-000259,-0.07616051543380001
ACH-000260,-0.14807820457999998
ACH-000261,-0.10298398532299999
ACH-000262,0.15071042954000002
ACH-000263,-0.0947250553002
ACH-000264,-0.054764087835599995
ACH-000265,-0.110905555058
ACH-000266,-0.108942544519
ACH-000272,-0.018558875178400002
ACH-000273,-0.040402195052999995
ACH-000274,-0.157924214922
ACH-000277,-0.0645605852825
ACH-000278,0.0833337988218
ACH-000279,-0.03588385558769999
ACH-000280,-0.144330756319
ACH-000281,-0.05381154461609999
ACH-000288,-0.09448441180160001
ACH-000291,-0.125829531151
ACH-000293,0.128673010852
ACH-000294,-0.259296981333
ACH-000295,-0.282212339782
ACH-000296,-0.19457064877900002
ACH-000302,-0.0320854682548
ACH-000304,0.112388308219
ACH-000307,-0.11447211871400001
ACH-000308,-0.23356101882199998
ACH-000310,-0.09660160733380001
ACH-000311,-0.172490306422
ACH-000312,-0.148791447942
ACH-000315,-0.0613633368927
ACH-000316,0.131463665324
ACH-000317,-0.10205798703600001
ACH-000318,-0.12087132734000001
ACH-000319,-0.0954592041918
ACH-000320,-0.20744923177400001
ACH-000322,-0.07472594469669999
ACH-000323,-0.288443248719
ACH-000324,-0.0261333974438
ACH-000329,0.09404468390699999
ACH-000330,-0.09815014842489998
ACH-000331,-0.139918716263
ACH-000332,-0.0985475863392
ACH-000334,-0.14210042307499998
ACH-000335,-0.18416219075999998
ACH-000336,-0.13893830547
ACH-000337,-0.143442659542
ACH-000339,-0.240450669335
ACH-000341,0.0429876019837
ACH-000348,0.0219388745148
ACH-000350,-0.08707337530130001
ACH-000352,-0.166388917108
ACH-000356,-0.0714453388379
ACH-000361,-0.0598725180526
ACH-000362,-0.224428401321
ACH-000363,-0.0828015329011
ACH-000364,-0.199931893401
ACH-000365,-0.0564549621972
ACH-000366,-0.00129695153866
ACH-000368,-0.176679989664
ACH-000374,0.023317070978700002
ACH-000375,0.09901445657670001
ACH-000376,-0.15794327839199998
ACH-000381,-0.18818068435
ACH-000383,0.0211314984105
ACH-000387,-0.23842486625
ACH-000389,-0.156024485003
ACH-000390,-0.010714987344500002
ACH-000393,-0.039688470618300005
ACH-000395,-0.0271423769533
ACH-000397,-0.192416545002
ACH-000401,-0.013022643748299999
ACH-000402,0.233544065354
ACH-000403,0.0424485768636
ACH-000404,-0.09459514442960001
ACH-000406,-0.241906770273
ACH-000407,-0.203751995126
ACH-000408,-0.06666873831430001
ACH-000410,-0.08566724432710002
ACH-000411,0.0151948282326
ACH-000414,-0.277320857684
ACH-000415,-0.049701986851900005
ACH-000416,-0.0371596848117
ACH-000420,-0.144526311455
ACH-000421,-0.042595182108899995
ACH-000424,-0.0452146036202
ACH-000425,-0.1403753523
ACH-000426,-0.12583508021700002
ACH-000427,-0.07219338644960001
ACH-000433,-0.142923726089
ACH-000436,-0.280471381733
ACH-000444,-0.11006166379599999
ACH-000445,-0.125923377489
ACH-000448,-0.0949417928348
ACH-000450,-0.224055799563
ACH-000452,-0.11328747937999999
ACH-000454,-0.11839810551300001
ACH-000458,-0.0566307839823
ACH-000459,0.138097089165
ACH-000460,-0.20921937559099998
ACH-000461,-0.00447625508204
ACH-000463,-0.161565392095
ACH-000464,-0.156296227715
ACH-000466,-0.12537806337500002
ACH-000467,-0.0808217913151
ACH-000468,0.0101750757311
ACH-000469,-0.122330252938
ACH-000470,-0.0137009466617
ACH-000471,-0.027845276825
ACH-000472,-0.165163385461
ACH-000473,-0.053360347329599996
ACH-000475,-0.13920952455399999
ACH-000476,-0.0106625688406
ACH-000477,-0.161050879795
ACH-000480,-0.021318187558
ACH-000481,-0.0561990777546
ACH-000483,-0.090871541138
ACH-000484,-0.18143591319400001
ACH-000485,0.0006223601629780001
ACH-000486,-0.23573210890299998
ACH-000487,0.12298925409700001
ACH-000488,-0.0365936181739
ACH-000490,-0.19974112035799998
ACH-000491,-0.11450268265
ACH-000495,-0.206773161855
ACH-000496,-0.28988770864700003
ACH-000499,-0.09995257376010001
ACH-000500,-0.0713018408609
ACH-000502,-0.164936107942
ACH-000503,0.274460605806
ACH-000505,-0.024044628801199997
ACH-000507,-0.00114150897502
ACH-000510,0.11743390236300001
ACH-000511,-0.0107113314195
ACH-000512,-0.048043566574599995
ACH-000516,-0.160926258408
ACH-000517,-0.0844119168395
ACH-000518,-0.170060553312
ACH-000520,-0.118844602651
ACH-000521,-0.29918918298700004
ACH-000522,0.0248760512896
ACH-000524,-0.21982148063499998
ACH-000527,0.0515605681425
ACH-000528,-0.09655050840489998
ACH-000537,-0.0290979811513
ACH-000541,0.124269469509
ACH-000542,-0.17555867721299998
ACH-000544,-0.257429600333
ACH-000545,-0.0670018231649
ACH-000547,-0.0707081421506
ACH-000548,-0.22052548028400001
ACH-000549,-0.0520471294481
ACH-000550,-0.19015584589899998
ACH-000552,0.008972052007190002
ACH-000556,-0.131895731117
ACH-000557,0.152870445327
ACH-000570,-0.031574821077400006
ACH-000571,-0.00387958461312
ACH-000573,-0.132870472094
ACH-000576,-0.12273383250499999
ACH-000580,0.0735457718184
ACH-000584,-0.0377448146738
ACH-000585,-0.0154058482932
ACH-000588,-0.0401439542716
ACH-000589,-0.13536580429
ACH-000591,0.0963436882335
ACH-000593,-0.228079501793
ACH-000600,-0.108165817885
ACH-000601,-0.100741559075
ACH-000604,0.19584339660300001
ACH-000605,-0.204884357823
ACH-000606,0.0709600511834
ACH-000608,0.0138688870415
ACH-000614,-0.21673230345199998
ACH-000616,-0.21243574981600002
ACH-000618,-0.027017579094
ACH-000619,-0.123819599659
ACH-000620,-0.140249936833
ACH-000621,-0.116746244137
ACH-000622,-0.0762267868575
ACH-000623,-0.114674867254
ACH-000624,0.00147768067004
ACH-000627,-0.0674992785234
ACH-000630,-0.200102611825
ACH-000632,0.0595158195859
ACH-000633,0.0472519018624
ACH-000637,-0.0464868319004
ACH-000638,-0.288524783183
ACH-000646,-0.442159471892
ACH-000647,-0.19230971064
ACH-000648,-0.0404461961701
ACH-000649,-0.162450492713
ACH-000651,-0.263159878392
ACH-000652,-0.08536044299339998
ACH-000653,-0.300708640097
ACH-000657,-0.0913308010625
ACH-000658,-0.146958532917
ACH-000661,-0.0456517907921
ACH-000662,-0.133201980762
ACH-000663,-0.0693032416973
ACH-000665,-0.0144169268071
ACH-000671,-0.146399443828
ACH-000673,-0.08184105811919999
ACH-000676,-0.131801228473
ACH-000677,-0.0169261046434
ACH-000681,-0.26229790979
ACH-000682,-0.0401482758515
ACH-000683,-0.0422186891323
ACH-000684,-0.025139842505
ACH-000688,-0.265521500355
ACH-000693,-0.0814546825132
ACH-000694,-0.0479959716058
ACH-000695,-0.136167429546
ACH-000696,-0.127522635306
ACH-000697,-0.324957002339
ACH-000699,-0.18160413498599998
ACH-000701,-0.219221617818
ACH-000706,0.027252534810200003
ACH-000711,0.027856485716
ACH-000713,-0.17922981753800002
ACH-000714,-0.0946254455113
ACH-000718,-0.145167891701
ACH-000720,-0.182132454146
ACH-000721,-0.12812595013
ACH-000724,-0.260531870244
ACH-000725,0.0958905160929
ACH-000732,-0.339570419643
ACH-000734,-0.108353629963
ACH-000735,-0.366491387797
ACH-000736,-0.127239250937
ACH-000738,-0.071530299814
ACH-000746,0.0214132081032
ACH-000747,-0.057881324550199995
ACH-000748,-0.11263430131300001
ACH-000753,-0.0522521391304
ACH-000756,0.150557142005
ACH-000757,-0.495872627347
ACH-000758,-0.136894738106
ACH-000760,-0.0830890135616
ACH-000763,-0.24514386950599998
ACH-000764,0.19684431982
ACH-000765,-0.12284187264100001
ACH-000766,-0.044117341746500005
ACH-000767,-0.0671202855549
ACH-000768,-0.312186908975
ACH-000769,-0.256566351455
ACH-000770,-0.160180806809
ACH-000771,-0.183367121534
ACH-000773,-0.31635412348499997
ACH-000776,0.0940478036513
ACH-000777,-0.0628236400553
ACH-000778,-0.111427926489
ACH-000781,-0.00355028123426
ACH-000782,0.0640861750771
ACH-000783,0.0382680985896
ACH-000784,-0.0783711263176
ACH-000785,-0.20345763241300002
ACH-000787,-0.10293865567399998
ACH-000788,-0.101096989586
ACH-000791,-0.20341138292999997
ACH-000792,-0.0895695655121
ACH-000794,-0.04565780316330001
ACH-000796,-0.0945796785661
ACH-000799,-0.0449092225268
ACH-000800,-0.109163644001
ACH-000802,-0.157346580254
ACH-000804,-0.17725626833
ACH-000805,-0.0398234095591
ACH-000809,-0.0261832666742
ACH-000810,0.0410923699471
ACH-000811,-0.0434647541648
ACH-000817,0.142341516008
ACH-000819,-0.103467459594
ACH-000820,-0.31310842926
ACH-000821,0.10532967166099999
ACH-000822,-0.054794121180300005
ACH-000823,-0.004996835304850001
ACH-000824,0.0313436757143
ACH-000827,-0.179887319126
ACH-000829,-0.178944207771
ACH-000831,-0.0514008099696
ACH-000832,-0.240431524205
ACH-000833,-0.0465102421045
ACH-000834,0.139421577325
ACH-000835,-0.13415769434
ACH-000836,-0.141612241537
ACH-000837,-0.211056610473
ACH-000838,0.0699301970037
ACH-000839,-0.145478176843
ACH-000840,0.123420501967
ACH-000841,-0.237243252452
ACH-000843,0.134316797031
ACH-000846,-0.21560277513700002
ACH-000847,-0.239286148614
ACH-000848,-0.09992275604910002
ACH-000849,-0.15228762697999998
ACH-000851,-0.261605639762
ACH-000855,-0.015569458077100001
ACH-000856,0.0746104129894
ACH-000858,-0.152775683046
ACH-000859,-0.10353571879899999
ACH-000861,0.015812862480299998
ACH-000862,-0.078861576682
ACH-000865,0.0109394553241
ACH-000866,0.0339970494145
ACH-000867,-0.0787019555899
ACH-000869,-0.17256814645
ACH-000872,-0.0326244883811
ACH-000873,-0.158739872557
ACH-000876,-0.053598825789
ACH-000878,0.08264814787489999
ACH-000880,-0.0422560756977
ACH-000881,-0.15469742956399998
ACH-000882,-0.289096597282
ACH-000884,-0.0247513139605
ACH-000885,-0.168681851593
ACH-000887,-0.0204742125686
ACH-000888,-0.004879564404149999
ACH-000889,-0.0510773621211
ACH-000890,-0.076245781452
ACH-000896,-0.181734748997
ACH-000898,-0.00399358349888
ACH-000900,-0.259170609573
ACH-000901,-0.10483808998
ACH-000905,-0.30484640188400003
ACH-000906,-0.157842495576
ACH-000907,-0.12539091877
ACH-000910,-0.124113789275
ACH-000911,-0.184778624345
ACH-000912,-0.219759202861
ACH-000913,-0.0948992528303
ACH-000915,-0.0188452609973
ACH-000916,-0.16182433090700002
ACH-000917,0.0734150653325
ACH-000921,-0.00796644299948
ACH-000924,0.0262515755731
ACH-000926,-0.156264078683
ACH-000928,0.07617748007639999
ACH-000929,-0.028669935701299998
ACH-000932,-0.175409792049
ACH-000935,-0.156507706433
ACH-000936,-0.205192861878
ACH-000937,-0.0311578458436
ACH-000938,0.12435559477
ACH-000939,-0.040193948545599996
ACH-000941,-0.17997147673900002
ACH-000943,-0.13064090269099998
ACH-000946,-0.119093801899
ACH-000947,-0.05375735530669999
ACH-000948,-0.0361314590754
ACH-000950,-0.08948498381230001
ACH-000953,0.0034334574834400003
ACH-000957,-0.205551768761
ACH-000958,-0.27489880695700003
ACH-000960,0.0534640960394
ACH-000963,-0.107070324099
ACH-000968,-0.25970623409000004
ACH-000969,-0.140772679701
ACH-000973,-0.169882678267
ACH-000974,-0.10383325237400001
ACH-000975,-0.30237078549
ACH-000976,-0.13618496025000001
ACH-000978,0.0464305935358
ACH-000980,-0.09563681444420001
ACH-000984,-0.3508636203
ACH-000986,-0.144105423862
ACH-000988,0.0044421663933800004
ACH-000993,-0.177247138398
ACH-000994,-0.0739954810321
ACH-000996,-0.288111313865
ACH-001001,0.0317098254076
ACH-001020,-0.060554714715800005
ACH-001028,-0.11052298501800001
ACH-001031,-0.07219514119310001
ACH-001038,-0.08955253270670001
ACH-001048,0.00947699780001
ACH-001050,-0.121963491445
ACH-001053,-0.0656791128429
ACH-001054,-0.20621426265599999
ACH-001061,-0.06528341381519999
ACH-001067,-0.266447258272
ACH-001075,0.10748099224799999
ACH-001096,0.029199518232800002
ACH-001128,0.0652093507302
ACH-001134,-0.190196985874
ACH-001151,-0.101931153719
ACH-001163,0.044645754736400006
ACH-001164,0.147306158119
ACH-001173,-0.0572436125166
ACH-001183,0.140965524829
ACH-001184,0.0159646457411
ACH-001190,-0.437943813784
ACH-001192,-0.0915471441466
ACH-001193,-0.123366099734
ACH-001196,-0.219888299015
ACH-001197,-0.08233431439519999
ACH-001205,-0.0236234285674
ACH-001211,-0.168140853275
ACH-001212,-0.123281424782
ACH-001228,-0.108387389671
ACH-001232,-0.0927887413428
ACH-001239,-0.231509123019
ACH-001274,-0.300460181868
ACH-001275,-0.0775760825779
ACH-001277,-0.0190711110539
ACH-001278,-0.20731754480999998
ACH-001280,0.017280361846900003
ACH-001283,0.015588297345100002
ACH-001289,0.00999312149456
ACH-001295,-0.180718891593
ACH-001300,-0.125837830038
ACH-001301,-0.124493929679
ACH-001302,0.025691787619099998
ACH-001303,0.105467919832
ACH-001306,-0.176584992287
ACH-001318,-0.0985825815812
ACH-001322,-0.0805750129492
ACH-001328,0.00363355109741
ACH-001332,-0.044080193463399996
ACH-001333,-0.246097559069
ACH-001336,-0.0103478667059
ACH-001340,-0.037900589445300004
ACH-001346,-0.126885160767
ACH-001353,-0.021716312061400005
ACH-001354,-0.270142436101
ACH-001367,-0.175614651023
ACH-001368,-0.11614464097100001
ACH-001374,-0.199274764954
ACH-001375,0.0339705280117
ACH-001377,-0.140136918219
ACH-001380,-0.12858001410599998
ACH-001391,-0.126884356249
ACH-001407,-0.17005787927000002
ACH-001408,0.0794137246258
ACH-001413,-0.18594595387
ACH-001430,-0.316056492991
ACH-001431,0.0176104433506
ACH-001450,0.18625959044100002
ACH-001496,-0.048848879541
ACH-001500,-0.023648169104
ACH-001521,-0.00929661236358
ACH-001523,0.0925594197146
ACH-001532,-0.07697603078439999
ACH-001536,0.0636580353123
ACH-001550,-0.017627695885400002
ACH-001552,-0.131606845168
ACH-001554,-0.0831528717551
ACH-001645,-0.0861378236657
ACH-001654,-0.105528740831
ACH-001715,-0.17514172573800002
ACH-001735,0.00262445062431
ACH-001736,-0.01997026482
ACH-001737,0.48722516426000007
ACH-001740,0.180244761544
ACH-001745,-0.13674931226099998
ACH-001750,0.041507338191699994
ACH-001765,-0.118191245208
ACH-001956,-0.138961410146
ACH-001957,-0.22492812595199999
