,EEF1D (1936)
ACH-000004,-0.14931686085
ACH-000007,0.021732942551700003
ACH-000009,-0.213514623077
ACH-000011,-0.338013374864
ACH-000012,-0.127307160235
ACH-000013,-0.193866530049
ACH-000014,-0.0569324352667
ACH-000015,-0.09525440392989999
ACH-000017,-0.280748202837
ACH-000018,-0.130395229473
ACH-000019,-0.290605281239
ACH-000021,-0.151531924959
ACH-000022,-0.129823884509
ACH-000025,-0.18258806573800002
ACH-000028,-0.0419098350824
ACH-000030,-0.12088533597000001
ACH-000035,-0.129512180216
ACH-000036,-0.35689412966300005
ACH-000037,-0.48065079202399996
ACH-000039,0.0612420871593
ACH-000040,-0.26735838647599997
ACH-000041,-0.348043432966
ACH-000042,-0.320590203057
ACH-000045,-0.0296761410586
ACH-000047,-0.21188543380999997
ACH-000052,-0.15304178918199998
ACH-000053,-0.142368809703
ACH-000054,-0.219584370011
ACH-000055,-0.29427432310699997
ACH-000060,-0.249702772742
ACH-000067,-0.0937673691812
ACH-000070,-0.247599106291
ACH-000075,-0.22486795615
ACH-000078,-0.114836157598
ACH-000082,-0.17514432083700002
ACH-000085,-0.246385724573
ACH-000086,-0.242814935196
ACH-000087,0.0411019778546
ACH-000092,-0.20883534178
ACH-000095,-0.10572171398800001
ACH-000097,-0.18972094749
ACH-000098,-0.171829022649
ACH-000099,-0.08890131355730001
ACH-000108,-0.37702446417400004
ACH-000113,-0.32188520871
ACH-000115,-0.269903788558
ACH-000116,-0.115287113335
ACH-000118,-0.163864928502
ACH-000120,-0.14421397854499998
ACH-000123,-0.16827189540600002
ACH-000127,-0.194680089936
ACH-000128,-0.0676906072951
ACH-000132,-0.304343289954
ACH-000133,-0.252253453853
ACH-000137,-0.0589739893333
ACH-000138,-0.125194027544
ACH-000142,-0.304124731268
ACH-000143,-0.12295851191400001
ACH-000146,-0.155887400501
ACH-000148,-0.07490871920469999
ACH-000150,-0.470015182456
ACH-000152,-0.130321991635
ACH-000153,0.0410215531344
ACH-000159,-0.31460643829199997
ACH-000160,-0.283952389148
ACH-000163,-0.0659721304761
ACH-000167,-0.683317528726
ACH-000168,-0.0392025639197
ACH-000169,-0.341905290018
ACH-000178,-0.36368473802699997
ACH-000182,-0.334734700457
ACH-000183,-0.227728767922
ACH-000188,-0.24583060171
ACH-000189,-0.039119196639
ACH-000190,-0.269739067568
ACH-000198,-0.0973478995652
ACH-000204,0.267668924895
ACH-000206,0.0661298809941
ACH-000207,-0.485877307678
ACH-000211,-0.307452660123
ACH-000215,-0.299064324325
ACH-000221,-0.042611243181
ACH-000222,-0.33582398996299995
ACH-000223,-0.12845364821799998
ACH-000226,-0.215240024025
ACH-000227,-0.26844126202199997
ACH-000228,-0.17116884797600002
ACH-000231,-0.20339202472600001
ACH-000232,-0.342366258795
ACH-000233,-0.07219222602730001
ACH-000234,-0.300454751159
ACH-000235,-0.24631543959399999
ACH-000237,-0.10276911958900001
ACH-000238,-0.19652214528
ACH-000243,-0.12627513517
ACH-000244,-0.221299300107
ACH-000246,-0.112356888113
ACH-000248,-0.327348710242
ACH-000250,-0.27015026231600003
ACH-000251,-0.21497505920200002
ACH-000253,-0.19081215933600001
ACH-000255,-0.20821619789299997
ACH-000256,-0.434077407564
ACH-000257,-0.07594448069839999
ACH-000258,0.00729742519321
ACH-000259,-0.18314799945500002
ACH-000260,-0.289948494274
ACH-000261,-0.223828622416
ACH-000262,0.1844527506
ACH-000263,-0.42499956118199994
ACH-000264,-0.22600439039099998
ACH-000265,-0.153354216201
ACH-000266,-0.122469022471
ACH-000272,-0.08141617875410001
ACH-000273,-0.204661810824
ACH-000274,-0.208498337348
ACH-000277,0.089805677117
ACH-000278,-0.197647052103
ACH-000279,-0.330472329549
ACH-000280,-0.335066646085
ACH-000281,-0.11873596477
ACH-000288,-0.26507569138799997
ACH-000291,-0.28571558305100003
ACH-000293,-0.13786178150599998
ACH-000294,-0.024072682613900002
ACH-000295,-0.221516328964
ACH-000296,-0.15207973698
ACH-000302,-0.1768772266
ACH-000304,-0.303768173674
ACH-000307,-0.102502783271
ACH-000308,-0.055399115031099996
ACH-000310,0.18760402548500002
ACH-000311,-0.347804691604
ACH-000312,0.0876366205164
ACH-000315,-0.20582346615299998
ACH-000316,-0.381330048831
ACH-000317,-0.14501683001
ACH-000318,-0.152670557907
ACH-000319,-0.238549074176
ACH-000320,0.0615679977108
ACH-000322,-0.36920325955600003
ACH-000323,-0.202316325053
ACH-000324,-0.22939152082699998
ACH-000329,-0.327158496536
ACH-000330,-0.248000479999
ACH-000331,-0.24572823486499998
ACH-000332,-0.224349237498
ACH-000334,0.152256494616
ACH-000335,-0.366356660563
ACH-000336,-0.633961952999
ACH-000337,-0.07344167075739999
ACH-000339,-0.1840034836
ACH-000341,-0.0716305187536
ACH-000348,-0.154188109145
ACH-000350,-0.17077413251200002
ACH-000352,-0.220140045612
ACH-000356,-0.179557040651
ACH-000361,-0.25908250265599997
ACH-000362,-0.24732411038600002
ACH-000363,-0.167113009404
ACH-000364,-0.24302614839
ACH-000365,-0.0124178012916
ACH-000366,-0.207984110243
ACH-000368,0.045745948828999995
ACH-000374,-0.035970271366499995
ACH-000375,-0.247619210144
ACH-000376,-0.303623859047
ACH-000381,-0.135061431283
ACH-000383,-0.124863923254
ACH-000387,-0.166553453567
ACH-000389,-0.256683598437
ACH-000390,-0.161567063769
ACH-000393,-0.18750795746100002
ACH-000395,-0.318859661642
ACH-000397,-0.16885199176
ACH-000401,-0.06316204593859999
ACH-000402,0.07501723010919999
ACH-000403,-0.24227703817600002
ACH-000404,-0.48849084774499996
ACH-000406,-0.153264059668
ACH-000407,-0.08237340485689999
ACH-000408,-0.12610987649299998
ACH-000410,-0.214996527273
ACH-000411,-0.207155842614
ACH-000414,-0.23190221225000002
ACH-000415,-0.0498863054142
ACH-000416,-0.212868257261
ACH-000420,-0.22618656134100001
ACH-000421,-0.07902540135460001
ACH-000424,-0.126720046645
ACH-000425,-0.247721024787
ACH-000426,-0.09455139117389999
ACH-000427,-0.37294402977799995
ACH-000433,-0.39582320808300003
ACH-000436,-0.179568641905
ACH-000444,-0.35888657740400004
ACH-000445,-0.021327497841400003
ACH-000448,-0.206862780949
ACH-000450,-0.379395095559
ACH-000452,-0.296926102256
ACH-000454,-0.08949413144889999
ACH-000458,-0.17405831319899998
ACH-000459,-0.273012438215
ACH-000460,-0.0332122283263
ACH-000461,-0.290912140348
ACH-000463,-0.104970186763
ACH-000464,-0.144050198212
ACH-000466,-0.20139457552099999
ACH-000467,-0.190687016747
ACH-000468,-0.07937187754200001
ACH-000469,-0.060629520481199996
ACH-000470,-0.395176195973
ACH-000471,-0.35675567192900004
ACH-000472,-0.140173151962
ACH-000473,-0.714068036222
ACH-000475,-0.178084752851
ACH-000476,-0.237881000129
ACH-000477,-0.486276919089
ACH-000480,-0.079596927202
ACH-000481,-0.182629238946
ACH-000483,-0.19275783600000002
ACH-000484,-0.280995598265
ACH-000485,-0.160814986655
ACH-000486,-0.266277321426
ACH-000487,-0.194402349316
ACH-000488,-0.256375366968
ACH-000490,-0.16517499370400002
ACH-000491,0.0725154405638
ACH-000495,-0.321799977802
ACH-000496,-0.156559512169
ACH-000499,-0.101645747203
ACH-000500,-0.781926975329
ACH-000502,-0.336290884992
ACH-000503,0.254455661441
ACH-000505,-0.278706838748
ACH-000507,0.00732068478236
ACH-000510,-0.20155528419799998
ACH-000511,-0.265551648957
ACH-000512,-0.49080301960699996
ACH-000516,-0.386111994143
ACH-000517,-0.29773224474
ACH-000518,-0.135012047025
ACH-000520,-0.40562437125600004
ACH-000521,-0.260923825476
ACH-000522,-0.0339827336374
ACH-000524,-0.312313974797
ACH-000527,-0.272691349589
ACH-000528,-0.0584783142059
ACH-000537,-0.477196287622
ACH-000541,-0.168784597717
