,LCAT (3931)
ACH-000004,-0.19127657284299998
ACH-000007,-0.323829620425
ACH-000009,-0.144385825936
ACH-000011,0.07155198202660001
ACH-000012,-0.128321660281
ACH-000013,-0.139702053709
ACH-000014,0.021325503392599997
ACH-000015,-0.06445717030590001
ACH-000017,0.0589873838885
ACH-000018,-0.185899360275
ACH-000019,-0.458300263117
ACH-000021,-0.179741696213
ACH-000022,-0.08500349898010001
ACH-000025,-0.18060880963
ACH-000028,-0.0939612252858
ACH-000030,-0.0361383174071
ACH-000035,-0.13329244528200002
ACH-000036,-0.00626016735721
ACH-000037,-0.10419870315199999
ACH-000039,-0.167284350076
ACH-000040,-0.06440901342880001
ACH-000041,0.027540814573599998
ACH-000042,-0.19259162431899998
ACH-000045,-0.10192171277899999
ACH-000047,0.009950736483649998
ACH-000052,-0.219396729386
ACH-000053,-0.07479665372210001
ACH-000054,-0.0361101780534
ACH-000055,-0.048270884145800004
ACH-000060,0.0256204274936
ACH-000067,-0.0211377789492
ACH-000070,-0.07023252796910001
ACH-000075,-0.18238426525899998
ACH-000078,-0.00821059330914
ACH-000082,-0.129604362083
ACH-000085,-0.029078476849
ACH-000086,-0.10369381400000001
ACH-000087,0.389055154442
ACH-000092,-0.055431121774500006
ACH-000095,-0.109694684437
ACH-000097,-0.155503683239
ACH-000098,-0.0811007701231
ACH-000099,-0.06265343647459999
ACH-000108,-0.185663383488
ACH-000113,-0.0954403075117
ACH-000115,0.200212431589
ACH-000116,0.03778991671780001
ACH-000118,-0.060502850996900004
ACH-000120,-0.208069610484
ACH-000123,-0.0746985068408
ACH-000127,-0.11718729231200001
ACH-000128,-0.0531803310712
ACH-000132,-0.333010583441
ACH-000133,-0.06399467587730001
ACH-000137,-0.3022353011
ACH-000138,0.017449322239900002
ACH-000142,-0.049252421260400005
ACH-000143,-0.0857595956549
ACH-000146,-0.133076249284
ACH-000148,-0.143138611001
ACH-000150,0.0520586496078
ACH-000152,-0.09663877470860001
ACH-000153,-0.0277216423608
ACH-000159,0.0022017498901
ACH-000160,-0.266762745488
ACH-000163,-0.0817054321968
ACH-000167,-0.0859003972675
ACH-000168,0.0084931766167
ACH-000169,-0.0506912263602
ACH-000178,-0.0615254335838
ACH-000182,-0.232621774131
ACH-000183,-0.0925937004073
ACH-000188,-0.0935221164817
ACH-000189,0.08735278515480001
ACH-000190,-0.249022387113
ACH-000198,0.0722881427334
ACH-000204,-0.15450809963
ACH-000206,-0.127721620154
ACH-000207,0.0920356047081
ACH-000211,-0.08082833612269999
ACH-000215,-0.0617247280778
ACH-000221,-0.09977747314850001
ACH-000222,-0.179721289153
ACH-000223,-0.00113307585836
ACH-000226,0.027833842777400003
ACH-000227,-0.0731661235025
ACH-000228,-0.137463569479
ACH-000231,-0.00950823434859
ACH-000232,-0.0597864230635
ACH-000233,-0.128029484076
ACH-000234,-0.0623846845905
ACH-000235,-0.16973055245700003
ACH-000237,-0.165807294004
ACH-000238,0.0545312171016
ACH-000243,-0.10158522945599999
ACH-000244,-0.17544614204700001
ACH-000246,0.0536809720247
ACH-000248,-0.0978351822645
ACH-000250,-0.128588642227
ACH-000251,-0.038047799339
ACH-000253,-0.11087832893300001
ACH-000255,-0.0293954550314
ACH-000256,-0.141145539298
ACH-000257,-0.028414864632200002
ACH-000258,0.048357885043900005
ACH-000259,-0.0481421583456
ACH-000260,-0.104567180445
ACH-000261,-0.09387850902730001
ACH-000262,-0.10335148096899999
ACH-000263,-0.14084512798499998
ACH-000264,-0.086366364354
ACH-000265,-0.107351695765
ACH-000266,-0.0912489555748
ACH-000272,0.0123453792781
ACH-000273,0.00550067827009
ACH-000274,-0.00910355284758
ACH-000277,-0.0851975442296
ACH-000278,-0.119784979675
ACH-000279,-0.111517612666
ACH-000280,-0.161312082096
ACH-000281,-0.313337960891
ACH-000288,-0.173741792097
ACH-000291,-0.142330199535
ACH-000293,-0.0299239609785
ACH-000294,-0.116840250699
ACH-000295,-0.108409726185
ACH-000296,0.00317412513219
ACH-000302,-0.0476091156451
ACH-000304,0.145231351145
ACH-000307,0.0430506939433
ACH-000308,-0.0511041698325
ACH-000310,-0.254916550487
ACH-000311,0.039541912211300004
ACH-000312,-0.07544613051530001
ACH-000315,-0.131859772018
ACH-000316,-0.172803061095
ACH-000317,-0.05847095761630001
ACH-000318,-0.0374722251147
ACH-000319,-0.10760252055099999
ACH-000320,-0.14233591677000001
ACH-000322,-0.27194451553000004
ACH-000323,-0.08604056780130001
ACH-000324,-0.222379979571
ACH-000329,-0.0822868557763
ACH-000330,-0.11463725014000001
ACH-000331,-0.08432521782199999
ACH-000332,-0.037403600822699994
ACH-000334,-0.028406279300700003
ACH-000335,-0.18188836929699997
ACH-000336,0.0780096073515
ACH-000337,-0.109707497411
ACH-000339,-0.133648756685
ACH-000341,0.11537919753699999
ACH-000348,-0.0533584635233
ACH-000350,-0.19376567086
ACH-000352,-0.24718719961999996
ACH-000356,-0.164789253728
ACH-000361,0.0378677128926
ACH-000362,-0.144897222199
ACH-000363,0.0184006531102
ACH-000364,-0.0140921296773
ACH-000365,-0.10344957077
ACH-000366,-0.0607558543867
ACH-000368,-0.184770138875
ACH-000374,-0.07631824950360001
ACH-000375,-0.0047912782277
ACH-000376,-0.11557624579600001
ACH-000381,-0.00437584495057
ACH-000383,-0.0495592029936
ACH-000387,-0.255903925254
ACH-000389,0.045543580811900006
ACH-000390,-0.0713720861901
ACH-000393,0.054744669063
ACH-000395,-0.308787012548
ACH-000397,-0.0380207144682
ACH-000401,-0.13693185148
ACH-000402,0.0399190525494
ACH-000403,-0.22083236543499998
ACH-000404,0.176411536734
ACH-000406,-0.17907409148400003
ACH-000407,-0.0774809716917
ACH-000408,0.0138917227333
ACH-000410,-0.0924100895452
ACH-000411,-0.101838829585
ACH-000414,-0.0995017549085
ACH-000415,-0.00594321664093
ACH-000416,-0.23908278927499999
ACH-000420,-0.137328119109
ACH-000421,-0.111111736763
ACH-000424,-0.140690098382
ACH-000425,-0.011643735489
ACH-000426,0.0362755866047
ACH-000427,0.0509558135432
ACH-000433,-0.161459950057
ACH-000436,-0.18269738759100002
ACH-000444,-0.16023759887
ACH-000445,-0.0424052925085
ACH-000448,-0.119105267325
ACH-000450,0.00947769678827
ACH-000452,-0.0754913095437
ACH-000454,0.059639922922599994
ACH-000458,-0.0543859161168
ACH-000459,-0.17367343347300002
ACH-000460,-0.0319174494575
ACH-000461,-0.11389436533
ACH-000463,-0.17099396867400002
ACH-000464,-0.0905236106785
ACH-000466,-0.211734475753
ACH-000467,-0.0108473959649
ACH-000468,-0.172702223824
ACH-000469,-0.114526629956
ACH-000470,-0.0203859263573
ACH-000471,-0.0443413723551
ACH-000472,-0.125092558719
