,UFD1L (7353)
ACH-000211,-1.08954474651
ACH-000215,-1.0213149271200002
ACH-000221,-1.21850679009
ACH-000222,-0.8388085890449999
ACH-000223,-1.2534905758700001
ACH-000226,-1.20274622459
ACH-000227,-1.30534021562
ACH-000228,-1.10085611276
ACH-000231,-0.796229227717
ACH-000232,-1.1209482445899999
ACH-000233,-1.15272760668
ACH-000234,-1.01678599908
ACH-000235,-1.15345369218
ACH-000237,-1.05125609124
ACH-000238,-1.4516641719999999
ACH-000243,-1.13677462686
ACH-000244,-0.8915600035439999
ACH-000246,-1.10547296166
ACH-000248,-0.968003380527
ACH-000250,-0.8505802849869999
ACH-000251,-1.03960714852
ACH-000253,-1.29078199044
ACH-000255,-1.05181889771
ACH-000256,-1.60928135782
ACH-000257,-0.914702483703
ACH-000258,-1.36353115784
ACH-000259,-1.19626682491
ACH-000260,-1.2225949401799998
ACH-000261,-1.22695850329
ACH-000262,-0.914290379584
ACH-000263,-1.15536392944
ACH-000264,-1.4722722653600002
ACH-000265,-1.06545152654
ACH-000266,-1.2138120908499999
ACH-000272,-1.1632607383
ACH-000273,-1.34350319394
ACH-000274,-1.0946349656799998
ACH-000277,-1.1955963520000001
ACH-000278,-1.4336064390799999
ACH-000279,-1.14267702472
ACH-000280,-1.0245740177200002
ACH-000281,-0.923333693295
ACH-000288,-1.07160123194
ACH-000291,-1.43892277352
ACH-000293,-1.4722274039200003
ACH-000294,-1.26609327157
ACH-000295,-1.01127209645
ACH-000296,-1.2862275830399998
ACH-000302,-1.37591296538
ACH-000304,-1.11189773815
ACH-000307,-1.0662782458700002
ACH-000308,-1.3104261928
ACH-000310,-1.1971342924500001
ACH-000311,-0.887432930662
ACH-000312,-0.976200001252
ACH-000315,-1.246049597
ACH-000316,-0.8888875224639999
ACH-000317,-0.773673058857
ACH-000318,-1.09220680923
ACH-000319,-1.17825024685
ACH-000320,-0.962021024689
ACH-000322,-1.38570547315
ACH-000323,-1.0817856955
ACH-000324,-1.2670481890799998
ACH-000329,-1.0393054122799998
ACH-000330,-1.4765375393399998
ACH-000331,-1.13577834816
ACH-000332,-1.01015034509
ACH-000334,-1.63533218762
ACH-000335,-1.20518435735
ACH-000336,-1.30187789098
ACH-000337,-1.36474118185
ACH-000339,-1.14421492831
ACH-000341,-1.45272751669
ACH-000348,-1.27852900797
ACH-000350,-1.1911903876899999
ACH-000352,-1.44310217979
ACH-000356,-1.02777367488
ACH-000361,-1.30219444229
ACH-000362,-1.4629428807700002
ACH-000363,-1.59846955572
ACH-000364,-1.12832492129
ACH-000365,-1.30805146009
ACH-000366,-0.866506277199
ACH-000368,-1.01416174753
ACH-000374,-0.946761747224
ACH-000375,-1.3671633948800002
ACH-000376,-1.2320296685299998
ACH-000381,-1.1019019753100001
ACH-000383,-1.01180232939
ACH-000387,-1.3825713148899998
ACH-000389,-1.2093479982700002
ACH-000390,-1.33509979381
ACH-000393,-1.0959216285200002
ACH-000395,-1.22550218938
ACH-000397,-1.15685662161
ACH-000401,-1.14745654245
ACH-000402,-1.1451791494399999
ACH-000403,-1.25581292955
ACH-000404,-1.56223153741
ACH-000406,-1.4155341397
ACH-000407,-1.0009150074
ACH-000408,-1.05209783593
ACH-000410,-1.3254969191500001
ACH-000411,-1.2213404670999999
ACH-000414,-1.31702716987
ACH-000415,-0.8792181934550001
ACH-000416,-1.3755826293200002
ACH-000420,-1.05922368476
ACH-000421,-0.920058609239
ACH-000424,-1.10385221423
ACH-000425,-1.29901468612
ACH-000426,-1.6807386801100002
ACH-000427,-1.14878541065
ACH-000433,-1.19185863395
ACH-000436,-1.27974895807
ACH-000444,-1.0757072196100002
ACH-000445,-1.14831635786
ACH-000448,-1.32714958677
ACH-000450,-1.25633010239
ACH-000452,-1.0075119462200002
ACH-000454,-0.840813163776
ACH-000458,-0.720184249613
ACH-000459,-2.07901564191
ACH-000460,-1.25872345795
ACH-000461,-1.0294942755299998
ACH-000463,-1.29037402594
ACH-000464,-1.07288139172
ACH-000466,-1.14180841114
ACH-000467,-1.25355332289
ACH-000468,-1.0860318195899998
ACH-000469,-0.993602437005
ACH-000470,-1.4899003938600002
ACH-000471,-1.2511177729799998
ACH-000472,-1.14050749644
ACH-000473,-1.1178138557200001
ACH-000475,-1.17799602393
ACH-000476,-0.926808150075
ACH-000477,-1.07147994077
ACH-000480,-1.43403283829
ACH-000481,-1.3359727156999999
ACH-000483,-1.45767602625
ACH-000484,-1.1698908030700002
ACH-000485,-1.11015546691
ACH-000486,-1.21898822824
ACH-000487,-1.10409008411
ACH-000488,-1.10122638848
ACH-000490,-1.26546103975
ACH-000491,-1.68509747532
ACH-000495,-1.33851894713
ACH-000496,-1.0795243277700002
ACH-000499,-1.2299915506899999
ACH-000500,-0.50399191188
ACH-000502,-1.24330892887
ACH-000503,-0.8929595426100001
ACH-000505,-1.46847202148
ACH-000507,-0.7649157398180001
ACH-000510,-1.0751253204200002
ACH-000511,-1.2846401437100001
ACH-000512,-1.3313703045999998
ACH-000516,-1.0456750940200001
ACH-000517,-0.9781706386010001
ACH-000518,-1.0443598297
ACH-000520,-1.04989585971
ACH-000521,-0.9745575143590001
ACH-000522,-1.04322938671
ACH-000524,-1.7046344453400002
ACH-000527,-1.4169169511000002
ACH-000528,-0.998853234607
ACH-000537,-1.3300563335100002
ACH-000541,-1.08737756566
ACH-000542,-1.2927045268600001
ACH-000544,-1.13214369341
ACH-000545,-1.0167824748899998
ACH-000547,-0.883831469103
ACH-000548,-0.908955806503
ACH-000549,-1.14097998612
ACH-000550,-1.0051020194700002
ACH-000552,-0.814327493843
ACH-000556,-0.995111920886
ACH-000557,-1.32673937746
ACH-000570,-1.19645619136
ACH-000571,-1.4162010788100001
ACH-000573,-1.5568681042399999
ACH-000576,-1.09967044698
ACH-000580,-1.4938324278600001
ACH-000584,-1.0141672066399998
ACH-000585,-0.7301894073340001
ACH-000588,-1.14617790888
ACH-000589,-1.1487529004500001
ACH-000591,-1.2743345860100002
ACH-000593,-0.8368082340690001
ACH-000600,-1.0209760611499998
ACH-000601,-1.09825991507
ACH-000604,-1.2907138538299998
ACH-000605,-1.2017356271200001
ACH-000606,-0.954661161454
ACH-000608,-1.89586161366
ACH-000614,-1.43821256788
ACH-000616,-1.1347798494799999
ACH-000618,-1.0764110736499999
ACH-000619,-1.1546187103399999
ACH-000620,-0.889751446023
ACH-000621,-1.39777688226
ACH-000622,-1.4373431622600001
ACH-000623,-1.1810148919299999
ACH-000624,-1.19537821439
ACH-000627,-1.23678740144
ACH-000630,-1.1389436684899998
ACH-000632,-1.12138950577
ACH-000633,-1.00196068103
ACH-000637,-1.08541170359
ACH-000638,-0.9784512316949999
ACH-000646,-1.89800794562
ACH-000647,-0.74601964448
ACH-000648,-1.0376571287899998
ACH-000649,-1.05356296786
ACH-000651,-1.06198261904
ACH-000652,-1.15305022431
ACH-000653,-1.28685278217
ACH-000657,-1.14126781315
ACH-000658,-1.48657156076
ACH-000661,-1.2150165011299998
ACH-000662,-1.29987566975
ACH-000663,-1.19620520922
ACH-000665,-1.25673246955
ACH-000671,-1.25882191515
ACH-000673,-1.0852401414100001
ACH-000676,-1.09671363338
ACH-000677,-1.3975500484399999
ACH-000681,-1.32217723039
ACH-000682,-0.9488634639489999
ACH-000683,-0.871966376156
ACH-000684,-0.546114974365
ACH-000688,-1.50569630841
ACH-000693,-1.28043603848
ACH-000694,-1.02655949142
ACH-000695,-1.1516356379000001
ACH-000696,-1.17351087487
ACH-000697,-1.35647304428
ACH-000699,-1.3610204975100002
ACH-000701,-0.970105169295
ACH-000706,-1.0171884542799998
ACH-000711,-1.14593340624
ACH-000713,-0.639097386648
ACH-000714,-1.07744016275
ACH-000718,-1.06835898564
ACH-000720,-1.09805163893
ACH-000721,-1.33982830332
ACH-000724,-0.76080141652
ACH-000725,-1.8839444668
ACH-000732,-1.2062986227399999
ACH-000734,-1.08692778396
ACH-000735,-0.8534738116130001
ACH-000736,-1.18010280332
ACH-000738,-1.0383110629799999
ACH-000746,-1.39615135026
ACH-000747,-1.25478614847
ACH-000748,-1.25635825252
ACH-000753,-1.3316801038200001
ACH-000756,-1.00066634869
ACH-000757,-1.5307833809399998
ACH-000758,-1.25699265548
ACH-000760,-1.08496112722
ACH-000763,-1.2044432465100001
ACH-000764,-1.13718783904
ACH-000765,-0.919053786073
ACH-000766,-1.20358533092
ACH-000767,-1.6184011716600002
ACH-000768,-1.25767084956
ACH-000769,-1.26978489629
ACH-000770,-1.1720454781899998
ACH-000771,-1.4054506230000001
ACH-000773,-1.24436150014
ACH-000776,-1.07862216463
ACH-000777,-0.776126467543
ACH-000778,-1.07321645844
ACH-000781,-1.2220886114799998
ACH-000782,-1.2041734158
ACH-000783,-1.2382711055700002
ACH-000784,-1.01454455664
ACH-000785,-1.3016328144299998
ACH-000787,-1.27577022286
ACH-000788,-1.19981920939
ACH-000791,-1.25274365935
ACH-000792,-1.41038748282
ACH-000794,-1.08144934403
ACH-000796,-0.971010662835
ACH-000799,-1.63084408424
ACH-000800,-1.2732172022600001
ACH-000802,-1.22669122809
ACH-000804,-0.929077784378
ACH-000805,-1.07080966543
ACH-000809,-1.1618480017100001
ACH-000810,-0.800947923328
ACH-000811,-1.1678582266600002
ACH-000817,-1.4321206924
ACH-000819,-1.25177125017
ACH-000820,-1.29009691918
ACH-000821,-1.5631601684
ACH-000822,-1.14344440701
ACH-000823,-1.17297232816
ACH-000824,-0.877364618953
ACH-000827,-1.04586125454
ACH-000829,-1.4178096422600002
ACH-000831,-1.2878225131999999
ACH-000832,-1.14718220985
ACH-000833,-1.16306446377
ACH-000834,-0.779452681048
ACH-000835,-1.1922959607999999
ACH-000836,-1.32732793875
ACH-000837,-1.1515043713200002
ACH-000838,-1.27696418454
ACH-000839,-1.11509116176
ACH-000840,-1.1310864705399999
ACH-000841,-1.2265660350299998
ACH-000843,-0.924329112303
ACH-000846,-1.17447729302
ACH-000847,-0.9322855478030001
ACH-000848,-0.903973493728
ACH-000849,-1.1461290618200002
ACH-000851,-1.22138320229
ACH-000855,-1.0859840008600001
ACH-000856,-1.24378203737
ACH-000858,-1.18792957976
ACH-000859,-1.2224548852700001
ACH-000861,-1.2627615782600001
ACH-000862,-1.3300565177600001
ACH-000865,-1.30136678996
ACH-000866,-1.25351169115
ACH-000867,-1.04452355581
ACH-000869,-1.1747551996799999
ACH-000872,-0.7712230752150001
ACH-000873,-1.29043766659
ACH-000876,-1.40016730514
ACH-000878,-0.9566753414700001
ACH-000880,-1.05826366135
ACH-000881,-0.928499854655
ACH-000882,-1.04616919466
ACH-000884,-1.0648206554100001
ACH-000885,-1.20231411166
ACH-000887,-1.18181383157
ACH-000888,-1.22838176611
ACH-000889,-0.952273569227
ACH-000890,-1.20695652094
ACH-000896,-1.10461193802
ACH-000898,-1.3704919129700002
ACH-000900,-1.2876618655299998
ACH-000901,-1.42797481398
ACH-000905,-0.9579063337289999
ACH-000906,-1.2796346947700001
ACH-000907,-1.05958024267
ACH-000910,-1.1268869530399999
ACH-000911,-1.32378176841
ACH-000912,-0.950831640786
ACH-000913,-1.239269736
ACH-000915,-1.1422433837100001
ACH-000916,-0.743130066171
ACH-000917,-1.3082987772499999
ACH-000921,-1.33805855361
ACH-000924,-1.3391720109
ACH-000926,-1.5266630950799998
ACH-000928,-1.1133409261299998
ACH-000929,-1.0542833328899999
ACH-000932,-1.31881467593
ACH-000935,-1.0852979886399998
ACH-000936,-1.06255941366
ACH-000937,-1.15952784626
ACH-000938,-1.02609709425
ACH-000939,-1.21718748546
ACH-000941,-1.4406377296500001
ACH-000943,-1.20796824072
ACH-000946,-1.2487535250200001
ACH-000947,-1.1180236931
ACH-000948,-1.1302634219
ACH-000950,-0.979409490143
ACH-000953,-0.959725557393
ACH-000957,-1.10690194251
ACH-000958,-1.2971655464799998
ACH-000960,-1.1923936664299999
ACH-000963,-1.22010277826
ACH-000968,-1.29186635489
ACH-000969,-1.14053430038
ACH-000973,-1.0220102701
ACH-000974,-1.33020429642
ACH-000975,-0.7462352784890001
ACH-000976,-1.1602019349200001
ACH-000978,-1.6209289116799999
ACH-000980,-1.31406272603
ACH-000984,-1.23179795486
ACH-000986,-1.0171214925
ACH-000988,-1.3291623763
ACH-000993,-1.41505088428
ACH-000994,-1.13667092361
ACH-000996,-1.11232190336
ACH-001001,-1.31592781984
ACH-001020,-1.27295797566
ACH-001028,-0.986512994996
ACH-001031,-1.5344954282700003
ACH-001038,-1.1686415181299998
ACH-001048,-1.2444967120200001
ACH-001050,-0.933983075239
ACH-001053,-1.19600798702
ACH-001054,-1.34401937133
ACH-001061,-1.1496003077399999
ACH-001067,-1.1350895242
ACH-001075,-1.4205287302200003
ACH-001096,-1.1601860340799999
ACH-001128,-1.4636146117200002
ACH-001134,-1.14373471054
ACH-001151,-0.922615499008
ACH-001163,-1.07113589537
ACH-001164,-1.86055531557
ACH-001173,-1.07830233921
ACH-001183,-1.0804808380500002
ACH-001184,-1.25820141558
ACH-001190,-0.9011531949320001
ACH-001192,-1.54353042544
ACH-001193,-0.874293944922
ACH-001196,-1.15974516278
ACH-001197,-1.47781060804
ACH-001205,-1.04078595846
ACH-001211,-1.40216969993
ACH-001212,-1.22523354587
ACH-001228,-1.7652949294999998
ACH-001232,-1.0060304985
ACH-001239,-1.32243524098
ACH-001274,-1.3275840670299999
ACH-001275,-1.21614378374
ACH-001277,-1.31758705415
ACH-001278,-1.3781963986899999
ACH-001280,-1.7328763373700002
ACH-001283,-1.0821264510600002
ACH-001289,-1.51301149837
ACH-001295,-1.16731043595
ACH-001300,-1.2232197868999999
ACH-001301,-1.0427760531899999
ACH-001302,-0.7217176682430001
ACH-001303,-0.852197034271
ACH-001306,-0.96326238677
ACH-001318,-1.07149621413
ACH-001322,-0.9391827387530001
ACH-001328,-1.02237022203
ACH-001332,-0.792221650158
ACH-001333,-1.3254949307
ACH-001336,-1.37458670597
ACH-001340,-1.051664545
ACH-001346,-1.43762918238
ACH-001353,-1.11555706216
ACH-001354,-1.02015763201
ACH-001367,-1.2401786400900001
ACH-001368,-1.4563372353600001
ACH-001374,-1.0342563791500001
ACH-001375,-1.4305852057799997
ACH-001377,-1.1790517034799999
ACH-001380,-1.0065544473299999
ACH-001391,-1.3110500344
ACH-001407,-1.46321122429
ACH-001408,-1.00478525693
ACH-001413,-1.20057523139
ACH-001430,-0.68881153992
ACH-001431,-1.27521589348
ACH-001450,-1.19269048639
ACH-001496,-1.23986021091
ACH-001500,-0.930828832125
ACH-001521,-0.428817282912
ACH-001523,-0.9704441244419999
ACH-001532,-1.32427357138
ACH-001536,-1.0119207531299999
ACH-001550,-1.1782994535200002
ACH-001552,-1.4347543757799999
ACH-001554,-1.39301211787
ACH-001645,-1.1281296337200002
ACH-001654,-0.9242609462739999
ACH-001715,-1.21332052521
ACH-001735,-1.2196902171200001
ACH-001736,-1.1363611738
ACH-001737,-1.10172146055
ACH-001740,-1.1993136228299999
ACH-001745,-1.12631554674
ACH-001750,-1.23770617084
ACH-001765,-1.17216670835
ACH-001956,-1.56247854322
ACH-001957,-1.41316070351
