,PCOLCE2 (26577)
ACH-000004,0.036371266586000005
ACH-000007,0.155662507251
ACH-000009,0.0076979132730200005
ACH-000011,0.344729835744
ACH-000012,0.130993195849
ACH-000013,0.185383868035
ACH-000014,-0.07166986561750001
ACH-000015,0.192420519559
ACH-000017,0.141448235589
ACH-000018,0.17295314700999997
ACH-000019,0.046302674824900004
ACH-000021,-0.006948284434979999
ACH-000022,0.0743356151039
ACH-000025,-0.013883522822100001
ACH-000028,0.126471251825
ACH-000030,0.0574999241243
ACH-000035,-0.00225446269213
ACH-000036,0.23645598098
ACH-000037,0.146385914494
ACH-000039,0.005119612472819999
ACH-000040,0.035609862606
ACH-000041,0.0404996630571
ACH-000042,0.010846016367
ACH-000045,0.105395580121
ACH-000047,0.057299589666300006
ACH-000052,0.091479702094
ACH-000053,-0.0379213827407
ACH-000054,0.146680133952
ACH-000055,0.181892470401
ACH-000060,0.20063430475699998
ACH-000067,0.163555034518
ACH-000070,-0.0784837730278
ACH-000075,0.32589407297899997
ACH-000078,0.134440259643
ACH-000082,0.126705343681
ACH-000085,0.153861184318
ACH-000086,0.05393633121040001
ACH-000087,0.00736120948124
ACH-000092,-0.0633624274674
ACH-000095,0.158559018994
ACH-000097,0.08558895159089999
ACH-000098,0.185186317169
ACH-000099,0.125075189002
ACH-000108,0.22962871504299998
ACH-000113,0.0549372312695
ACH-000115,0.17402046239500002
ACH-000116,0.122625441403
ACH-000118,0.131108535918
ACH-000120,0.07878448870299999
ACH-000123,0.11730701795199999
ACH-000127,-0.026468003829799996
ACH-000128,0.17140769792399999
ACH-000132,0.06707696065499999
ACH-000133,-0.14879593273800001
ACH-000137,0.086148645339
ACH-000138,0.0786464416655
ACH-000142,0.0967385535603
ACH-000143,0.0199471249835
ACH-000146,0.0553196471901
ACH-000148,0.193026192587
ACH-000150,0.38910407001100006
ACH-000152,0.100344773099
ACH-000153,0.291121864838
ACH-000159,0.10822066051200001
ACH-000160,0.0115801500679
ACH-000163,0.0637848336663
ACH-000167,-0.0329524252564
ACH-000168,0.142411105074
ACH-000169,0.143921423837
ACH-000178,0.14310286683499998
ACH-000182,0.0867090359018
ACH-000183,0.0292625031764
ACH-000188,0.18715878232500002
ACH-000189,0.185499284835
ACH-000190,-0.202085962711
ACH-000198,0.11571397889599999
ACH-000204,0.0160156435736
ACH-000206,0.16188383470999998
ACH-000207,-0.108966865155
ACH-000211,0.00563519574856
ACH-000215,0.17316987831300001
ACH-000221,0.022692118739
ACH-000222,0.027393511229599998
ACH-000223,0.116462607068
ACH-000226,0.110355047886
ACH-000227,0.12618504508
ACH-000228,0.250211296854
ACH-000231,0.018070410326
ACH-000232,0.12806135122099999
ACH-000233,0.171431691058
ACH-000234,0.24423494104899998
ACH-000235,0.0919017672126
ACH-000237,-0.045191774323899994
ACH-000238,0.16045173248800002
ACH-000243,0.08651544275879999
ACH-000244,-0.0265386718525
ACH-000246,0.0246395036758
ACH-000248,0.0939354767805
ACH-000250,0.108105210763
ACH-000251,0.03782709211219999
ACH-000253,0.200430818954
ACH-000255,0.117224930967
ACH-000256,0.106599195522
ACH-000257,-0.0522709848775
ACH-000258,0.0478735885083
ACH-000259,0.08921080483629999
ACH-000260,0.112284332172
ACH-000261,0.055848698451199996
ACH-000262,0.05366440875990001
ACH-000263,0.136003616102
ACH-000264,0.07884937853289999
ACH-000265,0.125052768872
ACH-000266,0.10638815376
ACH-000272,0.103655428293
ACH-000273,0.08749944472960001
ACH-000274,-0.0184205265185
ACH-000277,0.160127218808
ACH-000278,0.10976219162699999
ACH-000279,0.12228165394400001
ACH-000280,0.182351964958
ACH-000281,0.08941164164820001
ACH-000288,0.167597945673
ACH-000291,0.0432677606585
ACH-000293,0.22256950437800002
ACH-000294,-0.0926873222988
ACH-000295,0.403820019243
ACH-000296,-0.0388500375809
ACH-000302,0.0740535638572
ACH-000304,0.036577353161
ACH-000307,0.06498123697269999
ACH-000308,0.166307073823
ACH-000310,0.0361327131643
ACH-000311,0.151956335921
ACH-000312,0.10662966694800001
ACH-000315,0.0731494101414
ACH-000316,0.05430094561459999
ACH-000317,0.035231238893400005
ACH-000318,0.235094174661
ACH-000319,0.0876634620991
ACH-000320,0.15495484216
ACH-000322,0.299699572744
ACH-000323,0.0470074537821
ACH-000324,0.287447770453
ACH-000329,-0.0378617792498
ACH-000330,0.024375482872
ACH-000331,0.0595109866487
ACH-000332,0.127595766405
ACH-000334,0.223703555313
ACH-000335,-0.0022187244972399997
ACH-000336,0.0063236948650200004
ACH-000337,0.0724843136765
ACH-000339,0.06948974322380001
ACH-000341,-0.161980215681
ACH-000348,0.0837966207931
ACH-000350,0.0401697561848
ACH-000352,0.111458010494
ACH-000356,0.08560928693360001
ACH-000361,0.130397896219
ACH-000362,0.112337526419
ACH-000363,0.0177816289588
ACH-000364,0.144738614542
ACH-000365,-0.0601867204603
ACH-000366,0.125033440132
ACH-000368,0.00295476930299
ACH-000374,0.0794747583043
ACH-000375,0.056556791120600004
ACH-000376,0.214899316103
ACH-000381,0.0395294163738
ACH-000383,0.09418029476980001
ACH-000387,0.107950179403
ACH-000389,0.0614374509722
ACH-000390,0.162871217701
ACH-000393,0.14347540589299998
ACH-000395,-0.142300352351
ACH-000397,0.12035816173599999
ACH-000401,-0.015248199858200001
ACH-000402,-0.0227650246831
ACH-000403,0.243435717143
ACH-000404,0.04011697577730001
ACH-000406,0.0354350087044
ACH-000407,-0.0390858442413
ACH-000408,-0.0169604984188
ACH-000410,-0.0735936113232
ACH-000411,0.140806531802
ACH-000414,0.225585637018
ACH-000415,0.154186118221
ACH-000416,0.138743153645
ACH-000420,0.193642804414
ACH-000421,0.0659165699986
ACH-000424,0.26494497314599996
ACH-000425,0.0756099802939
ACH-000426,0.147226970283
ACH-000427,0.232278543883
ACH-000433,0.1479841084
ACH-000436,0.261679980967
ACH-000444,0.15723124976
ACH-000445,0.19854483238099999
ACH-000448,0.0452842579246
ACH-000450,-0.0246598208628
ACH-000452,0.139971895338
ACH-000454,0.0829156430375
ACH-000458,0.0880285290691
ACH-000459,0.180750937792
ACH-000460,0.132014700426
ACH-000461,0.222888223492
ACH-000463,0.10159425844799999
ACH-000464,0.162529777836
ACH-000466,0.18601595962200002
ACH-000467,0.0359598800365
ACH-000468,0.09519201224139999
ACH-000469,0.158087489694
ACH-000470,-0.0027530177012600006
ACH-000471,0.027587259610299997
ACH-000472,0.06939117108510001
ACH-000473,0.18058325934
ACH-000475,0.0953930327809
ACH-000476,0.162746306416
ACH-000477,0.26574624606999997
ACH-000480,0.166885922183
ACH-000481,0.143198456107
ACH-000483,0.09434700918479999
ACH-000484,0.0971595113052
ACH-000485,0.20241895726599998
ACH-000486,0.18599062267799998
ACH-000487,0.19471394269
ACH-000488,0.0714575666969
ACH-000490,0.012209894143100001
ACH-000491,0.213455796483
ACH-000495,0.022192566233099998
ACH-000496,0.0709781199828
ACH-000499,0.11274422086300001
ACH-000500,-0.209093581017
ACH-000502,0.120987862137
ACH-000503,0.106612764204
ACH-000505,0.11493387172
ACH-000507,0.08654186479550001
ACH-000510,0.120322549989
ACH-000511,0.172053132823
ACH-000512,0.09465916961889999
ACH-000516,0.0444198380228
ACH-000517,0.0897738725745
ACH-000518,0.185050065504
ACH-000520,0.122856478598
ACH-000521,0.116547498073
ACH-000522,0.09818306659949999
ACH-000524,0.0895108774202
ACH-000527,0.151593832898
ACH-000528,0.102722837382
ACH-000537,0.233154417961
ACH-000541,0.166281594099
ACH-000542,0.07800692548499999
ACH-000544,0.042808405679599995
ACH-000545,0.136747030056
ACH-000547,-0.08421413412910002
ACH-000548,0.09172550102539999
ACH-000549,0.0603630964864
ACH-000550,0.0785077042295
