,PLIN4 (729359)
ACH-000004,-0.267441939938
ACH-000007,-0.00516383870765
ACH-000009,-0.110905126522
ACH-000011,-0.0566836814259
ACH-000012,-0.129106404207
ACH-000013,-0.145858890209
ACH-000014,0.025946056962000003
ACH-000015,-0.19599033642000002
ACH-000017,-0.16890439805799998
ACH-000018,-0.128595920153
ACH-000019,-0.46849360550700003
ACH-000021,-0.202034953345
ACH-000022,-0.06255956513090001
ACH-000025,-0.314643754883
ACH-000028,-0.253316661781
ACH-000030,-0.206321683971
ACH-000035,-0.046978917057
ACH-000036,-0.172304847639
ACH-000037,-0.47928630748
ACH-000039,-0.146726156975
ACH-000040,-0.18987758184599998
ACH-000041,-0.0641095747189
ACH-000042,-0.10705448607000001
ACH-000045,-0.346962566001
ACH-000047,-0.19470397067200002
ACH-000052,0.08394467541589999
ACH-000053,-0.23442617049400002
ACH-000054,-0.388723911849
ACH-000055,0.00898942775328
ACH-000060,0.0013001942248399999
ACH-000067,-0.227579494767
ACH-000070,-0.35181074265600004
ACH-000075,-0.18184410279399998
ACH-000078,-0.353839033347
ACH-000082,0.032019389807000004
ACH-000085,-0.24780253962699997
ACH-000086,-0.215968068562
ACH-000087,-0.0351721742581
ACH-000092,-0.394944742532
ACH-000095,-0.219828699597
ACH-000097,-0.0921329604057
ACH-000098,-0.0932602437208
ACH-000099,-0.24320891735599998
ACH-000108,-0.153620177754
ACH-000113,-0.21920192637299998
ACH-000115,-0.40445055085299997
ACH-000116,-0.0796948956826
ACH-000118,0.0038246852840100004
ACH-000120,-0.0690160566385
ACH-000123,-0.148514622782
ACH-000127,-0.289205730116
ACH-000128,-0.45112668739399997
ACH-000132,-0.17942467203899998
ACH-000133,-0.0317292593831
ACH-000137,-0.27139395860599996
ACH-000138,-0.123549529011
ACH-000142,-0.45981198979099996
ACH-000143,-0.0313681429528
ACH-000146,-0.0779755335457
ACH-000148,-0.07006908693950001
ACH-000150,-0.15279562100400002
ACH-000152,-0.0478594583854
ACH-000153,-0.31610642377
ACH-000159,-0.305400266656
ACH-000160,-0.185065266565
ACH-000163,-0.180224929993
ACH-000167,-0.18762151640299998
ACH-000168,-0.227328112861
ACH-000169,-0.183117956878
ACH-000178,-0.0249033490199
ACH-000182,-0.105009800142
ACH-000183,0.0234063333948
ACH-000188,-0.271525597081
ACH-000189,-0.0604849543077
ACH-000190,-0.153375751742
ACH-000198,-0.0979018133082
ACH-000204,-0.0587785737796
ACH-000206,0.120202750732
ACH-000207,-0.10265396394500001
ACH-000211,-0.125821253681
ACH-000215,-0.17523764971099998
ACH-000221,-0.08194827442630001
ACH-000222,0.09731373587060001
ACH-000223,-0.0753554062163
ACH-000226,0.00496383480073
ACH-000227,-0.254874254051
ACH-000228,-0.0137500095299
ACH-000231,-0.030544771000299998
ACH-000232,-0.168613086576
ACH-000233,-0.165494940387
ACH-000234,-0.031168038815700003
ACH-000235,-0.079456461527
ACH-000237,-0.24111139920299998
ACH-000238,-0.0352744265202
ACH-000243,-0.240952881354
ACH-000244,-0.32050420092099996
ACH-000246,-0.372350682404
ACH-000248,-0.156550446549
ACH-000250,-0.301238829703
ACH-000251,-0.38300312149000004
ACH-000253,-0.167106055895
ACH-000255,-0.15931219643
ACH-000256,0.0172522651698
ACH-000257,0.160135703991
ACH-000258,-0.218513506012
ACH-000259,-0.29325342393000003
ACH-000260,-0.169997450433
ACH-000261,-0.26301814248100003
ACH-000262,-0.375709052296
ACH-000263,0.106129244558
ACH-000264,-0.206596665259
ACH-000265,-0.0254978259325
ACH-000266,-0.201113286265
ACH-000272,-0.13902183580299998
ACH-000273,-0.261198405008
ACH-000274,-0.329101809215
ACH-000277,-0.0697003968102
ACH-000278,-0.0275864512642
ACH-000279,0.0036336724468400004
ACH-000280,-0.207418550942
ACH-000281,0.049331001375599995
ACH-000288,0.032047801187400006
ACH-000291,-0.173317232329
ACH-000293,-0.049631131081
ACH-000294,-0.187054907803
ACH-000295,-0.189653018264
ACH-000296,-0.0262396540931
ACH-000302,-0.332922478191
ACH-000304,-0.0267994392497
ACH-000307,-0.13360054939000002
ACH-000308,-0.229505834431
ACH-000310,-0.256427042627
ACH-000311,-0.0451751055
ACH-000312,-0.317470811581
ACH-000315,-0.172151450753
ACH-000316,0.0635430533853
ACH-000317,-0.261736779764
ACH-000318,-0.0625245809706
ACH-000319,-0.164252461839
ACH-000320,-0.09491419086750001
ACH-000322,-0.032884022549400004
ACH-000323,-0.22875281440900003
ACH-000324,-0.205799145631
ACH-000329,-0.18154808648200002
ACH-000330,-0.157579153609
ACH-000331,-0.165681648545
ACH-000332,-0.169337726248
ACH-000334,-0.21743158228
ACH-000335,0.0087405507059
ACH-000336,-0.171987518757
ACH-000337,-0.004970919809989999
ACH-000339,-0.109054508844
ACH-000341,-0.559772663244
ACH-000348,-0.18618814220899998
ACH-000350,-0.362720050198
ACH-000352,-0.21718989744800002
ACH-000356,-0.102579548705
ACH-000361,0.0169227848101
ACH-000362,-0.34060818307499996
ACH-000363,-0.34214361361900003
ACH-000364,-0.201855820095
ACH-000365,-0.125183992189
ACH-000366,-0.37133793328599995
ACH-000368,-0.0626270325342
ACH-000374,-0.281544163142
ACH-000375,-0.0218564336742
ACH-000376,0.045340359011500006
ACH-000381,0.027398207110700002
ACH-000383,-0.195623205651
ACH-000387,-0.0444043412347
ACH-000389,-0.280460602198
ACH-000390,-0.13924939287000002
ACH-000393,-0.145664761412
ACH-000395,0.144938387236
ACH-000397,-0.247071185647
ACH-000401,-0.10873244431399999
ACH-000402,-0.274166963313
ACH-000403,-0.18952383938900003
ACH-000404,-0.163758663661
ACH-000406,-0.154115814876
ACH-000407,-0.024695423159199998
ACH-000408,-0.238253759489
ACH-000410,-0.0845755199331
ACH-000411,-0.38223071784
ACH-000414,-0.06269122573040001
ACH-000415,-0.18745427504700002
ACH-000416,-0.177026649624
ACH-000420,-0.17758583569699998
ACH-000421,-0.296044986547
ACH-000424,-0.015052318001
ACH-000425,-0.114213021923
ACH-000426,-0.049632739094000004
ACH-000427,-0.24818218068599998
ACH-000433,-0.41867202904899997
ACH-000436,-0.24766363434799998
ACH-000444,-0.03535068664819999
ACH-000445,-0.372104929018
ACH-000448,-0.166005492737
ACH-000450,-0.0760198122435
ACH-000452,-0.26689377979
ACH-000454,-0.050269520751
ACH-000458,-0.233685110219
ACH-000459,-0.27139873281599997
ACH-000460,-0.181248630464
ACH-000461,-0.321387539549
ACH-000463,-0.165043139245
ACH-000464,0.0520918359853
ACH-000466,-0.227585384309
ACH-000467,-0.361326458703
ACH-000468,-0.253771390468
ACH-000469,-0.17752005632399998
ACH-000470,0.0295400720206
ACH-000471,-0.153040937321
ACH-000472,-0.187463794612
ACH-000473,-0.176703014779
ACH-000475,-0.257553759366
ACH-000476,-0.048620623311800004
ACH-000477,-0.286748347938
ACH-000480,-0.20702459936999998
ACH-000481,-0.0737300366826
ACH-000483,-0.331845921683
ACH-000484,0.0697308681587
ACH-000485,-0.21772474640099998
ACH-000486,0.00539411557153
ACH-000487,-0.24426546475900002
ACH-000488,-0.249456575359
ACH-000490,-0.326242926558
ACH-000491,-0.0110873871102
ACH-000495,0.00873989112392
ACH-000496,-0.00492325098292
ACH-000499,-0.09177738080930001
ACH-000500,-0.646509393094
ACH-000502,-0.0914925709283
ACH-000503,-0.40071583601800004
ACH-000505,-0.144724155301
ACH-000507,-0.232963548898
ACH-000510,-0.14019644497
ACH-000511,-0.17319820370499997
ACH-000512,-0.55583770606
ACH-000516,-0.155262600714
ACH-000517,-0.36672511226099996
ACH-000518,-0.327046776375
ACH-000520,-0.34673006224299996
ACH-000521,-0.0583104548921
ACH-000522,-0.151048079039
ACH-000524,-0.283224678214
ACH-000527,-0.173676140948
ACH-000528,-0.22881851171
ACH-000537,0.00915170109718
ACH-000541,-0.16847352059700002
ACH-000542,-0.234871998571
ACH-000544,-0.11865567081299999
ACH-000545,-0.37662641501500005
ACH-000547,-0.203584556864
ACH-000548,0.09521695436119999
ACH-000549,-0.23374400619199998
ACH-000550,-0.233625493348
ACH-000552,-0.10313834204399999
ACH-000556,-0.506613359784
ACH-000557,-0.0936524256379
ACH-000570,-0.14540123209300002
ACH-000571,-0.27489437272399997
ACH-000573,-0.130390417172
ACH-000576,-0.400503399703
ACH-000580,-0.303394756376
ACH-000584,-0.153791059298
ACH-000585,-0.40169891179799994
ACH-000588,-0.1024600855
ACH-000589,-0.18449146256700003
ACH-000591,-0.015187645579799998
ACH-000593,-0.228876916065
ACH-000600,-0.19935225747699997
ACH-000601,-0.28054724976
ACH-000604,0.09705205119619999
ACH-000605,0.053094820191
