,RARG (5916)
ACH-000004,-0.0775283895898
ACH-000007,-0.108612103325
ACH-000009,0.0264476109174
ACH-000011,0.154862228967
ACH-000012,0.00407227658
ACH-000013,0.0167880867348
ACH-000014,0.18595419155499998
ACH-000015,0.06259233077279999
ACH-000017,-0.0140301663169
ACH-000018,-0.247061117955
ACH-000019,0.015622153010499998
ACH-000021,0.0491757812058
ACH-000022,-0.058309154333
ACH-000025,-0.0681327682402
ACH-000028,-0.140036941193
ACH-000030,0.054713976671199996
ACH-000035,-0.0120637830938
ACH-000036,-0.0865934992505
ACH-000037,-0.054290881156000004
ACH-000039,-0.16276796252
ACH-000040,-0.27578568075599996
ACH-000041,-0.119914547969
ACH-000042,0.307086656896
ACH-000045,-0.023263550957999996
ACH-000047,-0.00828981459121
ACH-000052,-0.142171574472
ACH-000053,-0.055484791683900005
ACH-000054,0.0457998277252
ACH-000055,0.184244362927
ACH-000060,-0.0818801894746
ACH-000067,-0.22483531669799997
ACH-000070,-0.0978218814543
ACH-000075,0.0322247049423
ACH-000078,0.18909579466899998
ACH-000082,0.12150069414
ACH-000085,0.0143807613416
ACH-000086,-0.20385141358199999
ACH-000087,-0.0854968414506
ACH-000092,0.0451778102018
ACH-000095,0.0734863149765
ACH-000097,0.0509815935764
ACH-000098,-0.134940119111
ACH-000099,0.192507142309
ACH-000108,0.0675320422847
ACH-000113,-0.126902482841
ACH-000115,-0.06637224158
ACH-000116,0.0642658735289
ACH-000118,0.013600273811399999
ACH-000120,0.0541411480737
ACH-000123,-0.0746359450045
ACH-000127,-0.0584140483367
ACH-000128,-0.107170580096
ACH-000132,0.19139096732799998
ACH-000133,-0.0516773377313
ACH-000137,-0.24048303359499998
ACH-000138,-0.012377862114500001
ACH-000142,-0.5985495314670001
ACH-000143,-0.0997545615539
ACH-000146,0.0241735225074
ACH-000148,0.07601964608680001
ACH-000150,0.05961921789559999
ACH-000152,-0.0298909186413
ACH-000153,-0.551449642143
ACH-000159,0.06452565952190001
ACH-000160,-0.415190072564
ACH-000163,-0.095537579188
ACH-000167,0.281702223076
ACH-000168,-0.0931365493716
ACH-000169,0.021287756223499998
ACH-000178,-0.294531433127
ACH-000182,-0.159017604751
ACH-000183,-0.0240638392175
ACH-000188,0.315772050222
ACH-000189,-0.0587475328529
ACH-000190,0.22961740292399999
ACH-000198,0.0379561953821
ACH-000204,-0.0596108418284
ACH-000206,-0.16328838216299998
ACH-000207,-0.0894337882542
ACH-000211,-0.019065881919599997
ACH-000215,-0.122802481415
ACH-000221,-0.0632137362184
ACH-000222,-0.08986414781600001
ACH-000223,-0.18260808515299998
ACH-000226,-0.0770866003265
ACH-000227,0.187586050951
ACH-000228,0.08612049061039999
ACH-000231,0.030185019079900004
ACH-000232,-0.040262789196
ACH-000233,0.22820483888300003
ACH-000234,-0.128376621808
ACH-000235,0.100448010754
ACH-000237,-0.06008500420869999
ACH-000238,-0.09149828301599999
ACH-000243,-0.00788468888489
ACH-000244,-0.207878238209
ACH-000246,-0.105829477415
ACH-000248,0.072924719783
ACH-000250,0.087062129423
ACH-000251,-0.0619650812766
ACH-000253,0.0657034373316
ACH-000255,0.13050328653899998
ACH-000256,0.125510094139
ACH-000257,-0.044633741245
ACH-000258,-0.06272244965080001
ACH-000259,-0.040992760243099995
ACH-000260,-0.016283264088399998
ACH-000261,-0.0708986530638
ACH-000262,-0.224588795796
ACH-000263,0.127378023846
ACH-000264,-0.22785327939199998
ACH-000265,0.12473951228800001
ACH-000266,0.617435633399
ACH-000272,0.105601582907
ACH-000273,0.0590430858505
ACH-000274,0.10103787200099999
ACH-000277,-0.0619752052783
ACH-000278,0.00575519638071
ACH-000279,-0.155790014172
ACH-000280,-0.292986743246
ACH-000281,0.00164133331132
ACH-000288,-0.223335710838
ACH-000291,-0.0264772615117
ACH-000293,0.115591575967
ACH-000294,0.103395575135
ACH-000295,-0.006813323492789999
ACH-000296,-0.060746494822199994
ACH-000302,-0.037491225577
ACH-000304,0.056478634177999996
ACH-000307,0.192076826327
ACH-000308,-0.09120294050830001
ACH-000310,0.174955566056
ACH-000311,-0.23130886171
ACH-000312,-0.05622877570669999
ACH-000315,0.26405351889199996
ACH-000316,0.0462904488475
ACH-000317,-0.0210977787781
ACH-000318,-0.198477874155
ACH-000319,0.0219623790438
ACH-000320,-0.261256675476
ACH-000322,-0.0116622971307
ACH-000323,0.11435832663899999
ACH-000324,0.06426838917399999
ACH-000329,-0.0626895161936
ACH-000330,0.139113747916
ACH-000331,0.0918168268308
ACH-000332,-0.037095890646599995
ACH-000334,-0.025278577824
ACH-000335,-0.18087007414200001
ACH-000336,-0.149152622507
ACH-000337,-0.353831970922
ACH-000339,-0.0733703872368
ACH-000341,0.147006543798
ACH-000348,-0.0641532540079
ACH-000350,-0.225139976856
ACH-000352,0.0118294288035
ACH-000356,-0.234191815706
ACH-000361,-0.0574955230394
ACH-000362,0.0163040592157
ACH-000363,-0.0364972650954
ACH-000364,0.0238608775251
ACH-000365,-0.057076321141999994
ACH-000366,-0.011182954561100002
ACH-000368,-0.0852852959127
ACH-000374,0.0413227769341
ACH-000375,-0.16974190750799997
ACH-000376,-0.120769165503
ACH-000381,0.0282970988135
ACH-000383,0.0286224058832
ACH-000387,-0.0833370687854
ACH-000389,0.119201971846
ACH-000390,-0.45529469208800005
ACH-000393,-0.0508099015506
ACH-000395,-0.487305879417
ACH-000397,0.148466697638
ACH-000401,0.39488138977399995
ACH-000402,-0.10451116144099999
ACH-000403,0.306281102318
ACH-000404,-0.076234705705
ACH-000406,-0.0350736639303
ACH-000407,-0.0389283877814
ACH-000408,-0.227035663266
ACH-000410,-0.0326434838089
ACH-000411,0.12556869695599998
ACH-000414,-0.0197211507175
ACH-000415,-0.193005017847
ACH-000416,-0.054215774845199995
ACH-000420,-0.0451892479407
ACH-000421,-0.257325168011
ACH-000424,-0.193533390783
ACH-000425,-0.145146191412
ACH-000426,0.266478070807
ACH-000427,-0.243050966862
ACH-000433,-0.020081112205599997
ACH-000436,-0.008356924033259999
ACH-000444,-0.0707642076601
ACH-000445,0.225466639111
ACH-000448,-0.228063587628
ACH-000450,0.12858027436
ACH-000452,-0.413289006668
ACH-000454,-0.458366542934
ACH-000458,-0.0171574533617
ACH-000459,0.191735118328
ACH-000460,0.18699506396499999
ACH-000461,0.055908672896300006
ACH-000463,0.07903857507239999
ACH-000464,-0.0236212613559
ACH-000466,0.512946391539
ACH-000467,-0.21182934748399998
ACH-000468,-0.31187725798
ACH-000469,-0.09096948638289999
ACH-000470,0.103182842505
ACH-000471,-0.0315028591565
ACH-000472,-0.044688239506599996
ACH-000473,-0.488055163263
ACH-000475,-0.04367824407319999
ACH-000476,-0.0197331324598
ACH-000477,0.23696128870799998
ACH-000480,-0.165686111464
ACH-000481,-0.310044663226
ACH-000483,-0.142986762761
ACH-000484,-0.00173299900287
ACH-000485,-0.235616292949
ACH-000486,-0.504790125272
ACH-000487,0.107756890542
ACH-000488,-0.062399846667
ACH-000490,-0.6916934788169999
ACH-000491,-0.024930518308000003
ACH-000495,0.030659644358799996
ACH-000496,0.016284121322299998
ACH-000499,0.091989004153
ACH-000500,0.0327099012461
ACH-000502,-0.0661539252047
ACH-000503,-0.267325522035
ACH-000505,-0.245083923005
ACH-000507,-0.10002213682700001
ACH-000510,0.0470207826391
ACH-000511,-0.0374045182219
ACH-000512,-0.295067167853
ACH-000516,-0.13022145168500002
ACH-000517,-0.00712783444886
ACH-000518,-0.0116533555636
