,OR8S1 (341568)
ACH-000004,-0.121018253672
ACH-000007,-0.10636768795399999
ACH-000009,-0.202700203842
ACH-000011,-0.134973310787
ACH-000012,-0.06152899251
ACH-000013,-0.08411687180199999
ACH-000014,-0.145220317783
ACH-000015,-0.10792913552200001
ACH-000017,0.04283269818390001
ACH-000018,-0.11731292705499999
ACH-000019,-0.07925053464580001
ACH-000021,-0.16354324427300002
ACH-000022,-0.0394894507848
ACH-000025,-0.09669573583550001
ACH-000028,-0.03134763091809999
ACH-000030,-0.0396674276786
ACH-000035,-0.235665647005
ACH-000036,0.08606516915310002
ACH-000037,0.0495478636187
ACH-000039,-0.125674171033
ACH-000040,0.05393545591
ACH-000041,-0.157332682764
ACH-000042,-0.151571399283
ACH-000045,-0.042857283117
ACH-000047,-0.0331599373761
ACH-000052,-0.157808747517
ACH-000053,-0.155971439774
ACH-000054,-0.113473150548
ACH-000055,-0.0139452124684
ACH-000060,0.0277199853637
ACH-000067,-0.18870725964
ACH-000070,-0.09815700383039999
ACH-000075,0.116358249113
ACH-000078,-0.09928656031989999
ACH-000082,-0.125902523114
ACH-000085,-0.035056494377
ACH-000086,-0.173213010119
ACH-000087,-0.133587204357
ACH-000092,-0.209992445016
ACH-000095,0.0245936440784
ACH-000097,-0.09097349867
ACH-000098,0.05106148962180001
ACH-000099,-0.0388865657981
ACH-000108,0.0234094899223
ACH-000113,-0.025460151222799998
ACH-000115,-0.010763977365500001
ACH-000116,-0.130242220724
ACH-000118,-0.19368349410900002
ACH-000120,-0.0390949022428
ACH-000123,0.022395607163900003
ACH-000127,-0.0267115432271
ACH-000128,-0.06259219077139999
ACH-000132,0.040433167176800004
ACH-000133,-0.134303398102
ACH-000137,-0.0843835115248
ACH-000138,-0.0349658517157
ACH-000142,-0.0115592313891
ACH-000143,-0.0754346600207
ACH-000146,0.0661450736625
ACH-000148,-0.0362577310241
ACH-000150,-0.27998891607
ACH-000152,-0.056623409370900005
ACH-000153,-0.17402348113
ACH-000159,0.0034420419025700004
ACH-000160,-0.12157394426
ACH-000163,-0.0605094428402
ACH-000167,-0.0877662270761
ACH-000168,-0.12374078838300001
