,BMP2K (55589)
ACH-000004,-0.09737909954360001
ACH-000007,0.0256739986545
ACH-000009,-0.0497800707053
ACH-000011,-0.00253395010424
ACH-000012,-0.0139717959451
ACH-000013,0.193418174488
ACH-000014,0.11460903510600001
ACH-000015,-0.049472057849399995
ACH-000017,0.151520741949
ACH-000018,0.0192213613337
ACH-000019,-0.0259987606396
ACH-000021,0.0695013890143
ACH-000022,-0.0577077588404
ACH-000025,-0.074695815919
ACH-000028,-0.128634474638
ACH-000030,-0.0294760347973
ACH-000035,-0.04583993751630001
ACH-000036,0.074371015207
ACH-000037,0.254794358404
ACH-000039,0.141016723068
ACH-000040,0.21126841071400002
ACH-000041,-0.0351245248236
ACH-000042,-0.038843765122599995
ACH-000045,0.229211309371
ACH-000047,-0.011487944816799999
ACH-000052,0.200103240471
ACH-000053,0.0817078061112
ACH-000054,-0.0708592786692
ACH-000055,-0.15882475228700002
ACH-000060,-0.007474596416
ACH-000067,-0.08015367167889999
ACH-000070,0.0802402588403
ACH-000075,-0.013938572913500001
ACH-000078,-0.09144822761910001
ACH-000082,0.0171829444413
ACH-000085,0.0726046533221
ACH-000086,0.0053975309434
ACH-000087,0.173698365099
ACH-000092,0.029743980974699998
ACH-000095,-0.040194420655
ACH-000097,-0.0837577065719
ACH-000098,-0.110985312874
ACH-000099,-0.0122834026551
ACH-000108,0.185098519516
ACH-000113,-0.0135063674496
ACH-000115,0.141192244318
ACH-000116,0.0671410926401
ACH-000118,0.095038336743
ACH-000120,0.17002382087999998
ACH-000123,-0.09701092748870001
ACH-000127,0.06639641042719999
ACH-000128,0.10591313030999999
ACH-000132,-0.018196846132900003
ACH-000133,-0.0320551079307
ACH-000137,-0.0461634899985
ACH-000138,0.004752312934640001
ACH-000142,0.0644662658577
ACH-000143,-0.0350635905006
ACH-000146,0.0374405145787
ACH-000148,0.0969097332917
ACH-000150,0.120954250869
ACH-000152,0.04448778068530001
ACH-000153,0.358546002222
ACH-000159,0.125172784418
ACH-000160,-0.27733317612799996
ACH-000163,0.0750688472238
ACH-000167,0.09736486934329999
ACH-000168,-0.152417439975
ACH-000169,0.09066704659630001
ACH-000178,0.0636509158054
ACH-000182,0.027794515691
ACH-000183,-0.0018335434492
ACH-000188,0.055786531554
ACH-000189,0.130898784139
ACH-000190,0.00902145358443
ACH-000198,-0.150068493877
ACH-000204,0.048409762418400004
ACH-000206,0.101105723472
ACH-000207,0.0359121467358
ACH-000211,-0.074047854432
ACH-000215,-0.039891342592899996
ACH-000221,0.055553057971
ACH-000222,0.278367680864
ACH-000223,0.0288543128595
ACH-000226,-0.0536169203509
ACH-000227,-0.045668991082199996
ACH-000228,0.121378288675
ACH-000231,0.0564766165553
ACH-000232,-0.062010876947099995
ACH-000233,0.05250806411719999
ACH-000234,-0.11567842641
ACH-000235,0.115337550222
ACH-000237,-0.11085759743200001
ACH-000238,0.059366443843700004
ACH-000243,0.0664421726911
ACH-000244,-0.10898123314000001
ACH-000246,0.09620992408250001
ACH-000248,-0.131437345151
ACH-000250,0.00959748459608
ACH-000251,-0.199345010944
ACH-000253,-0.037126269444
ACH-000255,0.09412475606580001
ACH-000256,0.20720531156
ACH-000257,0.0611737381799
ACH-000258,-0.0219135214262
ACH-000259,0.0424496657386
ACH-000260,-0.0246300674718
ACH-000261,0.011331887079999999
ACH-000262,-0.0158021805392
ACH-000263,-0.266786067136
ACH-000264,-0.112247407696
ACH-000265,-0.005427669876709999
ACH-000266,0.026531374872
ACH-000272,0.0761595720849
ACH-000273,0.10469979452299999
ACH-000274,0.0587792764545
ACH-000277,0.176302909664
ACH-000278,0.0648652759299
ACH-000279,-0.0407542239735
ACH-000280,-0.037669215153
ACH-000281,-0.0997816689744
ACH-000288,0.185145649916
ACH-000291,-0.0452121015162
ACH-000293,-0.00305528669152
ACH-000294,0.48455910266900004
ACH-000295,0.5097916390039999
ACH-000296,-0.037986985863699994
ACH-000302,0.0443211859953
ACH-000304,-0.0200601210629
ACH-000307,-0.005128458321220001
ACH-000308,0.0278458712752
ACH-000310,-0.22484215523
