,CHD4 (1108)
ACH-000004,-0.8435279252150001
ACH-000007,-1.3621550555000002
ACH-000009,-1.82727944135
ACH-000011,-1.35665695194
ACH-000012,-0.893845083036
ACH-000013,-1.1913841874200002
ACH-000014,-1.52881364088
ACH-000015,-1.19594413361
ACH-000017,-1.4364158559399998
ACH-000018,-1.4273663663999998
ACH-000019,-1.7633884667700002
ACH-000021,-0.971763653321
ACH-000022,-1.32124583777
ACH-000025,-1.30456325214
ACH-000028,-1.19973500032
ACH-000030,-1.06502990345
ACH-000035,-0.9627994525570001
ACH-000036,-1.53550769301
ACH-000037,-0.646180349331
ACH-000039,-0.889862749442
ACH-000040,-1.31642307495
ACH-000041,-1.32678731938
ACH-000042,-1.3479824933700002
ACH-000045,-1.2115097270200001
ACH-000047,-1.31880113077
ACH-000052,-1.3575430437
ACH-000053,-1.3038535092799999
ACH-000054,-1.3761261301299998
ACH-000055,-1.01337343815
ACH-000060,-1.13810366791
ACH-000067,-1.4246184205399999
ACH-000070,-1.02613512407
ACH-000075,-1.2485293651
ACH-000078,-1.4649438302700002
ACH-000082,-0.940553062849
ACH-000085,-1.11257797953
ACH-000086,-1.0315253251799998
ACH-000087,-1.2168845442899998
ACH-000092,-1.5255513558000002
ACH-000095,-0.9969531287819999
ACH-000097,-0.978875950465
ACH-000098,-1.1740215969399999
ACH-000099,-1.6684224929799998
ACH-000108,-1.0374822041399998
ACH-000113,-1.34618659681
ACH-000115,-1.78139066693
ACH-000116,-1.11616981579
ACH-000118,-1.2971542692
ACH-000120,-1.0752402272900001
ACH-000123,-1.23479490236
ACH-000127,-1.45132247587
ACH-000128,-1.3790937164100001
ACH-000132,-0.923898432847
ACH-000133,-1.2580861259
ACH-000137,-1.29829552614
ACH-000138,-1.34002345134
ACH-000142,-1.16327504426
ACH-000143,-0.734448983406
ACH-000146,-1.74286397085
ACH-000148,-1.21213829626
ACH-000150,-0.722127374514
ACH-000152,-1.45761222391
ACH-000153,-1.0890605942899998
ACH-000159,-1.4095882141799998
ACH-000160,-0.8073504641949999
ACH-000163,-1.31082201701
ACH-000167,-1.12724306177
ACH-000168,-0.911975567771
ACH-000169,-1.25099812073
