,PDCD2 (5134)
ACH-000004,-1.96418913243
ACH-000007,-1.7791571019999999
ACH-000009,-1.30731664506
ACH-000011,-1.62803588734
ACH-000012,-1.3753183925799999
ACH-000013,-0.557687386645
ACH-000014,-1.5913035443599999
ACH-000015,-1.5740794352899998
ACH-000017,-1.0195386143
ACH-000018,-1.30193058042
ACH-000019,-1.24717232887
ACH-000021,-1.63858619417
ACH-000022,-0.949916183296
ACH-000025,-1.78607915637
ACH-000028,-1.31318621352
ACH-000030,-1.4365049435100001
ACH-000035,-1.27848538514
ACH-000036,-1.43172533945
ACH-000037,-1.05512471716
ACH-000039,-1.65575557916
ACH-000040,-1.35661906676
ACH-000041,-1.14340728952
ACH-000042,-1.149509745
ACH-000045,-1.46791075364
ACH-000047,-1.06388435815
ACH-000052,-1.2766852596
ACH-000053,-0.6341807439630001
ACH-000054,-1.3199805706899999
ACH-000055,-1.08930175259
ACH-000060,-1.50859512235
ACH-000067,-1.6641187409600002
ACH-000070,-1.83253472028
ACH-000075,-1.83315219071
ACH-000078,-1.7900956835799997
ACH-000082,-1.56828149038
ACH-000085,-1.37586460805
ACH-000086,-1.21886644049
ACH-000087,-1.63710877016
ACH-000092,-1.33480730249
ACH-000095,-1.52726726951
ACH-000097,-1.56062199349
ACH-000098,-1.7877353423900002
ACH-000099,-1.4765411892500002
ACH-000108,-1.3411490833600002
ACH-000113,-1.63515808385
ACH-000115,-1.31416475208
ACH-000116,-0.97891604669
ACH-000118,-1.21566969824
ACH-000120,-1.4569988357299999
ACH-000123,-1.39782307165
ACH-000127,-1.65715359634
ACH-000128,-1.69354234667
ACH-000132,-1.6514563883700002
ACH-000133,-1.8525472680200001
ACH-000137,-1.6351372313699999
ACH-000138,-1.5910811235
ACH-000142,-1.83651816819
ACH-000143,-1.24767018177
ACH-000146,-0.9449354370790001
ACH-000148,-1.9323554608400002
ACH-000150,-1.63127079399
ACH-000152,-1.4532255378499999
ACH-000153,-1.8575676136099997
ACH-000159,-1.79636866741
ACH-000160,-0.947934843831
ACH-000163,-1.8401938667500002
ACH-000167,-1.3557742216100002
ACH-000168,-1.74882433005
ACH-000169,-1.1991043608499998
ACH-000178,-1.65744243885
ACH-000182,-0.7039466006559999
ACH-000183,-1.4483916816799998
ACH-000188,-1.4520757257299999
ACH-000189,-1.73073186857
ACH-000190,-1.4968790182299998
ACH-000198,-1.4272838902
ACH-000204,-1.49181320717
ACH-000206,-1.38401803744
ACH-000207,-1.2187162461
ACH-000211,-1.73886939833
ACH-000215,-1.8568459975799998
ACH-000221,-0.8814498298569999
ACH-000222,-1.59687123938
ACH-000223,-1.03371958725
ACH-000226,-1.54197079505
ACH-000227,-1.01562390854
ACH-000228,-0.8460033657430001
ACH-000231,-1.5539764229100002
ACH-000232,-1.6905111546899998
ACH-000233,-0.8506518458969999
ACH-000234,-1.6010907690399998
ACH-000235,-1.4594038748500002
ACH-000237,-1.34610190241
ACH-000238,-0.7691353546340001
ACH-000243,-1.62497583007
ACH-000244,-1.1677845252299999
ACH-000246,-1.64247216257
ACH-000248,-1.4194708081999998
ACH-000250,-1.2597149513600001
ACH-000251,-1.4855043986899998
ACH-000253,-1.749581276
ACH-000255,-1.6012797319799998
ACH-000256,-1.4883817975799998
ACH-000257,-1.2357959245999999
ACH-000258,-2.14959594939
ACH-000259,-1.18144583234
ACH-000260,-1.4089768861899998
ACH-000261,-1.57369955076
ACH-000262,-1.25628084294
ACH-000263,-1.38660892227
ACH-000264,-0.999002342774
ACH-000265,-1.48379505975
ACH-000266,-1.6301882868700002
ACH-000272,-1.8019551728999998
ACH-000273,-1.74294460374
ACH-000274,-1.8872039944
ACH-000277,-1.46219448072
ACH-000278,-1.01801118081
ACH-000279,-0.966545106413
ACH-000280,-1.95636543567
ACH-000281,-1.59707974361
ACH-000288,-1.60699398419
ACH-000291,-1.31022766677
ACH-000293,-0.779280997159
ACH-000294,-1.4327599450400001
ACH-000295,-1.4095247072900001
ACH-000296,-1.33464264002
ACH-000302,-1.03502466379
ACH-000304,-1.8157715701800001
