,CD2AP (23607)
ACH-000004,-0.0456711183667
ACH-000007,0.34041836479500004
ACH-000009,0.203190798322
ACH-000011,0.200459024627
ACH-000012,0.150606176156
ACH-000013,0.156838333209
ACH-000014,0.269195463023
ACH-000015,0.266401255945
ACH-000017,0.14606258360899999
ACH-000018,0.19387364786
ACH-000019,0.255117808463
ACH-000021,0.05910811920580001
ACH-000022,0.144462371122
ACH-000025,0.143846050393
ACH-000028,0.0610401676627
ACH-000030,0.158922493237
ACH-000035,0.0031337337311500004
ACH-000036,0.41517980380400005
ACH-000037,0.22722972029599997
ACH-000039,-0.0670894414324
ACH-000040,0.147924050945
ACH-000041,0.25397441132599996
ACH-000042,0.06351687192660001
ACH-000045,0.114167865988
ACH-000047,0.234917558008
ACH-000052,0.17579594304
ACH-000053,0.133449880163
ACH-000054,0.244290110638
ACH-000055,0.464085477332
ACH-000060,0.209951942057
ACH-000067,0.157962063353
ACH-000070,0.34294758967
ACH-000075,0.014255960464899999
ACH-000078,-0.00865218695584
ACH-000082,0.0639118407124
ACH-000085,0.18539997591200003
ACH-000086,0.133848993642
ACH-000087,0.143581604772
ACH-000092,0.170998946523
ACH-000095,0.246077535367
ACH-000097,0.14753169277699998
ACH-000098,0.11551100047599999
ACH-000099,0.154369057917
ACH-000108,0.30451981486699997
ACH-000113,0.133124123796
ACH-000115,0.042393802137900005
ACH-000116,0.255020373636
ACH-000118,0.154611571511
ACH-000120,0.146567901731
ACH-000123,-0.0110457769926
ACH-000127,0.213222335306
ACH-000128,0.251739432687
ACH-000132,0.0713032864933
ACH-000133,0.297392489478
ACH-000137,0.370525991714
ACH-000138,0.0780270642684
ACH-000142,0.24479704524999998
ACH-000143,0.24332522172499998
ACH-000146,0.21448989939899998
ACH-000148,0.20633666578200002
ACH-000150,0.23296706195099998
ACH-000152,0.334862647283
ACH-000153,0.0335306968129
ACH-000159,0.213730642911
ACH-000160,-0.175823857183
ACH-000163,0.23906614552799998
ACH-000167,0.11967894980100001
ACH-000168,0.19754445294300002
ACH-000169,0.175518443197
ACH-000178,0.19975503129799999
ACH-000182,0.216842384407
ACH-000183,0.0522456049451
ACH-000188,0.21550385138099998
ACH-000189,0.607532699206
ACH-000190,0.144923114066
ACH-000198,0.241332429927
ACH-000204,0.254616327535
ACH-000206,0.298251662302
