,ATP6V1H (51606)
ACH-000004,-0.725153230891
ACH-000007,-0.779464822059
ACH-000009,-0.729146593099
ACH-000011,-0.548438266573
ACH-000012,-0.9320098429979999
ACH-000013,-0.637313033933
ACH-000014,-0.616406436838
ACH-000015,-0.7155597646690001
ACH-000017,-0.5103742638800001
ACH-000018,-0.24893053263700002
ACH-000019,-0.766888471712
ACH-000021,-0.773012466952
ACH-000022,-0.505796111878
ACH-000025,-0.610710587676
ACH-000028,-0.765922037615
ACH-000030,-0.889377009043
ACH-000035,-0.745564667859
ACH-000036,-0.491938899449
ACH-000037,-0.20943571274
ACH-000039,-0.906522070772
ACH-000040,-0.473122654303
ACH-000041,-0.538281288556
ACH-000042,-0.606144956645
ACH-000045,-0.7897018958609999
ACH-000047,-0.582438491053
ACH-000052,-0.0782891529782
ACH-000053,-0.757894320532
ACH-000054,-0.720323746558
ACH-000055,-0.82904219427
ACH-000060,-0.876832306119
ACH-000067,-0.395195135118
ACH-000070,-0.727792263426
ACH-000075,-0.5873368104300001
ACH-000078,-0.396183065401
ACH-000082,-0.662636187176
ACH-000085,-0.884058764674
ACH-000086,-0.7830229616709999
ACH-000087,-0.73951771225
ACH-000092,-0.8420004801659999
ACH-000095,-0.574456052232
ACH-000097,-0.627952764308
ACH-000098,-0.685474029631
ACH-000099,-0.552475977685
ACH-000108,-0.724078447632
ACH-000113,-0.628882900054
ACH-000115,-0.421343496108
ACH-000116,-0.6722915748989999
ACH-000118,-0.8305315786409999
ACH-000120,-0.709269542623
ACH-000123,-0.959559946326
ACH-000127,-0.691276500121
ACH-000128,-0.5310827450110001
ACH-000132,-0.724338983716
ACH-000133,-0.5911942717140001
ACH-000137,-0.287590504078
ACH-000138,-0.776854820936
ACH-000142,-0.699795067233
ACH-000143,-0.848549190188
ACH-000146,-0.710445628473
ACH-000148,-0.56717981747
ACH-000150,-0.761195433705
ACH-000152,-0.516403390222
ACH-000153,-0.544912933727
ACH-000159,-1.0771814136
ACH-000160,-0.562191025732
ACH-000163,-0.24259412523899998
ACH-000167,-0.789327064368
ACH-000168,-0.23887474531800001
ACH-000169,-0.806729780978
ACH-000178,-0.7977189883470001
ACH-000182,-0.779157624766
ACH-000183,-0.702618481522
ACH-000188,-0.883648773234
ACH-000189,-0.817060306484
ACH-000190,-1.11698532265
ACH-000198,-0.642523767004
ACH-000204,-0.7184883013760001
ACH-000206,-0.706095659389
ACH-000207,-1.16065402778
ACH-000211,-0.6137582906979999
ACH-000215,-0.784096007271
ACH-000221,-0.6610589754649999
ACH-000222,-0.7148076324670001
ACH-000223,-0.6800527410539999
ACH-000226,-0.9653338071140001
ACH-000227,-0.455672772341
ACH-000228,-0.694896551991
ACH-000231,-0.694779742559
ACH-000232,-0.606165092052
ACH-000233,-0.621941102619
ACH-000234,-0.922319061206
ACH-000235,-0.7918499219640001
ACH-000237,-0.555050531508
ACH-000238,-0.520669758847
ACH-000243,-0.9348949346750001
ACH-000244,-0.628201668411
ACH-000246,-0.800649337759
ACH-000248,-0.40107550011
ACH-000250,-0.898570959349
ACH-000251,-1.3012698860299998
ACH-000253,-0.739881601918
ACH-000255,-0.611189472168
ACH-000256,-1.11291433321
ACH-000257,-0.724299828132
ACH-000258,-0.6512520202750001
ACH-000259,-0.7130483696240001
ACH-000260,-0.6806339062450001
ACH-000261,-0.979965887306
ACH-000262,-0.545868966531
ACH-000263,-0.7027188879430001
ACH-000264,-0.7946299631300001
ACH-000265,-0.597796359274
ACH-000266,-1.08175059654
ACH-000272,-0.766355704732
ACH-000273,-0.410293073632
ACH-000274,-0.22538346021400002
ACH-000277,-1.24740267138
ACH-000278,-0.744697965225
ACH-000279,-0.644279804033
ACH-000280,-0.715626954602
ACH-000281,-0.649521377681
ACH-000288,-0.638001449806
ACH-000291,-0.701639118905
ACH-000293,-0.909670217097
ACH-000294,-0.8954536377590001
ACH-000295,-0.659783161802
ACH-000296,-1.10924352197
ACH-000302,-0.55546322447
ACH-000304,-0.63803547842
ACH-000307,-0.805617045133
ACH-000308,-0.963365585582
ACH-000310,-0.42376414883900004
ACH-000311,-0.681146127245
ACH-000312,-0.644211884706
ACH-000315,-0.565380168699
ACH-000316,-0.831311113356
ACH-000317,-0.8071266620730001
ACH-000318,-0.583039377799
ACH-000319,-0.580710530509
ACH-000320,-0.749772470985
ACH-000322,-0.711498596572
ACH-000323,0.028140330908900002
ACH-000324,-0.587367135615
ACH-000329,-0.368597481056
ACH-000330,-0.781807672475
ACH-000331,-0.958678622887
ACH-000332,-0.712935860361
ACH-000334,-0.280597661267
ACH-000335,-0.934222707544
ACH-000336,-0.5640735632680001
ACH-000337,-0.6729586465690001
ACH-000339,-0.84266535264
ACH-000341,-0.448161001046
ACH-000348,-0.69129478048
ACH-000350,-0.9044091091230001
ACH-000352,-0.548814952268
ACH-000356,-1.11138548337
ACH-000361,-0.817836622401
ACH-000362,-0.403706494949
ACH-000363,-0.74329180425
ACH-000364,-0.8238759916959999
ACH-000365,-0.564133903954
ACH-000366,-0.65252947433
ACH-000368,-0.838369324241
ACH-000374,-0.51388619794
ACH-000375,-0.841853510396
ACH-000376,-0.734685874983
ACH-000381,-1.0243011558
ACH-000383,-0.965794104775
ACH-000387,-0.709883976186
ACH-000389,-0.8390758094840001
ACH-000390,-0.984678076545
ACH-000393,-1.14502603317
ACH-000395,-0.8552429783390001
ACH-000397,-0.596939698112
ACH-000401,-0.36682145636999997
ACH-000402,-0.31489396935499997
ACH-000403,-1.0280351619499999
ACH-000404,-0.523207633879
ACH-000406,-0.587458722801
ACH-000407,-0.8154627514470001
ACH-000408,-0.684622973707
ACH-000410,-1.11419864703
ACH-000411,-0.597189310452
ACH-000414,-0.609509863763
ACH-000415,-0.742537932385
ACH-000416,-0.8346927247
ACH-000420,-0.591721193137
ACH-000421,-0.7986616424099999
ACH-000424,-0.496684696838
ACH-000425,-0.478039846592
ACH-000426,-0.751932782069
ACH-000427,-0.9346309765090001
ACH-000433,-0.789976162545
ACH-000436,-0.84785837597
ACH-000444,-0.7539049459899999
ACH-000445,-0.7509934006829999
ACH-000448,-0.543122384084
ACH-000450,-0.43099359645199997
ACH-000452,-0.46520111488999993
ACH-000454,-0.294234269179
ACH-000458,-0.531438384417
ACH-000459,-0.767798336322
ACH-000460,-0.9469229764749999
ACH-000461,-0.380197911615
ACH-000463,-0.802259829275
ACH-000464,-0.593517910576
ACH-000466,-0.9758335085780001
ACH-000467,-0.7293695509039999
ACH-000468,-0.499675253504
ACH-000469,-0.858074247988
ACH-000470,-0.617612093827
ACH-000471,-0.7300897805869999
ACH-000472,-0.513871028916
ACH-000473,-0.918219272395
ACH-000475,-0.7472838571539999
ACH-000476,-1.09176441934
ACH-000477,-0.623353307712
ACH-000480,-0.686298654795
ACH-000481,-0.369203290197
ACH-000483,-0.57375166037
ACH-000484,-1.00573957484
ACH-000485,-0.8417164126189999
ACH-000486,-0.82458687176
ACH-000487,-0.630788896293
ACH-000488,-0.636266459757
ACH-000490,-0.431727437579
ACH-000491,-0.586713307442
ACH-000495,-0.852602891828
ACH-000496,-0.6976923698899999
ACH-000499,-0.402985895854
ACH-000500,-1.18135374755
ACH-000502,-0.720797628014
ACH-000503,-0.817626665696
ACH-000505,-0.649679149634
ACH-000507,-0.6684154926079999
ACH-000510,-0.435375622112
ACH-000511,-0.7889815404070001
ACH-000512,-0.432410885021
ACH-000516,-0.5623383573699999
ACH-000517,-0.815012196485
ACH-000518,-0.70229584581
ACH-000520,-0.36303652206200004
ACH-000521,-0.740593905543
ACH-000522,-0.726502368768
ACH-000524,-1.0097640401799999
ACH-000527,-0.704367158198
ACH-000528,-0.8008160477159999
ACH-000537,-0.94044699052
ACH-000541,-0.46163695823299994
ACH-000542,-0.478176807278
ACH-000544,-0.49690202948600004
ACH-000545,-0.5888571976479999
ACH-000547,-0.5871072898399999
ACH-000548,-0.8636186173459999
ACH-000549,-0.868251052202
ACH-000550,-0.439890377738
ACH-000552,-0.8267448680410001
ACH-000556,-0.542172921609
ACH-000557,-0.808313444068
ACH-000570,-0.654880275307
ACH-000571,-0.8414572682629999
ACH-000573,-0.814063859714
ACH-000576,-0.730348077993
ACH-000580,-0.694816799851
ACH-000584,-0.7243729316249999
ACH-000585,-0.5474944817790001
ACH-000588,-0.6001116098579999
ACH-000589,-0.9297009934
