,DHRS7B (25979)
ACH-000334,-0.6435291779469999
ACH-000335,-0.272565744763
ACH-000336,0.0369873469783
ACH-000337,-0.022178877535799998
ACH-000339,-0.46125211772299995
ACH-000341,-0.346072386466
ACH-000348,-0.211220174016
ACH-000350,-0.161445534757
ACH-000352,-0.22508427535599998
ACH-000356,-0.366979061428
ACH-000361,-0.368652563392
ACH-000362,-0.35028000835
ACH-000363,-0.15961110190400002
ACH-000364,-0.29199979628199996
ACH-000365,-0.298888965724
ACH-000366,-0.2698156418
ACH-000368,-0.172757286919
ACH-000374,-0.0941389073711
ACH-000375,-0.214200280485
ACH-000376,-0.16117150308599998
ACH-000381,-0.16448040544099998
ACH-000383,-0.44367322690600003
ACH-000387,-0.3019797135
ACH-000389,-0.18208309250399998
ACH-000390,-0.184103362104
ACH-000393,-0.140809884189
ACH-000395,-0.198900811437
ACH-000397,-0.157271916842
ACH-000401,-0.0168187500019
ACH-000402,-0.40950331281999997
ACH-000403,-0.12534290088
ACH-000404,-0.23034127352800002
ACH-000406,-0.19432215133000003
ACH-000407,-0.150978727059
ACH-000408,-0.225899892775
ACH-000410,-0.143694220742
ACH-000411,-0.250277305594
ACH-000414,-0.10128991252399999
ACH-000415,-0.36364098513899995
ACH-000416,-0.162928720713
ACH-000420,-0.23078728847899999
ACH-000421,-0.342839587477
ACH-000424,-0.188561587705
ACH-000425,-0.184080256611
ACH-000426,-0.40963199751699997
ACH-000427,0.0210143046923
ACH-000433,-0.11719789407
ACH-000436,0.0750579992491
ACH-000444,-0.176057502566
ACH-000445,-0.24519239597
ACH-000448,-0.18982515714099998
ACH-000450,-0.204349852821
ACH-000452,-0.201527261088
ACH-000454,-0.363417232713
ACH-000458,-0.22475503873599997
ACH-000459,-0.634758988549
ACH-000460,-0.146043709051
ACH-000461,0.060156684278800006
ACH-000463,-0.202802271815
ACH-000464,-0.314317026975
ACH-000466,-0.011941968004299999
ACH-000467,-0.23925292725400002
ACH-000468,-0.2257955595
ACH-000469,-0.44776462258999994
ACH-000470,-0.271038985599
ACH-000471,-0.167128475204
ACH-000472,-0.2381674781
ACH-000473,-0.262110499406
ACH-000475,-0.20354004795699998
ACH-000476,-0.157848113358
ACH-000477,0.112923796206
ACH-000480,-0.188015865383
ACH-000481,-0.262733268753
ACH-000483,-0.29454958222600003
ACH-000484,-0.249205022
ACH-000485,-0.212356352729
ACH-000486,-0.250026049496
ACH-000487,-0.37882617199600005
ACH-000488,-0.285200995249
ACH-000490,-0.28124672405900003
ACH-000491,-0.282977748421
ACH-000495,0.0024884500660599996
ACH-000496,-0.185631763943
ACH-000499,-0.29810264335700004
ACH-000500,-0.126204092271
ACH-000502,-0.28087713294
ACH-000503,0.100373749495
ACH-000505,-0.399994201191
ACH-000507,-0.247852056002
ACH-000510,-0.554990681036
ACH-000511,-0.281531267409
ACH-000512,-0.0800676716552
ACH-000516,-0.207686505821
ACH-000517,-0.09206924384639999
ACH-000518,-0.592048463456
ACH-000520,-0.125596247833
ACH-000521,-0.49181677673199997
ACH-000522,-0.119504294408
ACH-000524,-0.204004611018
ACH-000527,-0.155156689692
ACH-000528,-0.17185264251600002
ACH-000537,-0.191910645044
ACH-000541,-0.0263134346508
ACH-000542,-0.22798064590599998
ACH-000544,-0.214817399197
ACH-000545,-0.145526785417
ACH-000547,-0.382725322675
ACH-000548,-0.21985181412799998
ACH-000549,-0.314663606408
ACH-000550,-0.362486683682
ACH-000552,-0.411809741828
ACH-000556,-0.29653268336399996
ACH-000557,0.0023681691780300003
ACH-000570,-0.39153586774000004
ACH-000571,-0.179124266782
ACH-000573,-0.20936229159800002
ACH-000576,-0.225064959539
ACH-000580,-0.212170551638
ACH-000584,-0.240812010357
ACH-000585,-0.256668081346
ACH-000588,-0.322193313471
ACH-000589,-0.13322865826199998
ACH-000591,-0.131697687071
ACH-000593,-0.18287401549
ACH-000600,0.00201968994545
ACH-000601,-0.7532420256029999
ACH-000604,-0.0168430079385
ACH-000605,-0.0991215522878
ACH-000606,-0.250088943778
ACH-000608,-0.102113005097
ACH-000614,-0.151537598954
ACH-000616,-0.08113987475439999
ACH-000618,-0.0690715840994
ACH-000619,-0.10880803354699999
ACH-000620,-0.40548917374
ACH-000621,-0.304993741257
ACH-000622,-0.0023209841674
ACH-000623,-0.15856752401
ACH-000624,-0.321049334624
ACH-000627,-0.254489407511
ACH-000630,-0.158815913011
ACH-000632,-0.27566856640099996
ACH-000633,-0.17340803746300001
ACH-000637,-0.14775424831700001
ACH-000638,-0.16045923621400002
ACH-000646,-0.35851414345
ACH-000647,-0.237823216336
ACH-000648,-0.09296816805199999
ACH-000649,-0.19070804001699998
ACH-000651,-0.194404755084
ACH-000652,-0.0792367037775
ACH-000653,-0.163466183555
ACH-000657,-0.200723236595
ACH-000658,-0.08816478193590001
ACH-000661,-0.054294678691600005
ACH-000662,-0.151730002724
ACH-000663,-0.220023954454
ACH-000665,-0.18532602585000002
ACH-000671,-0.127068575394
ACH-000673,-0.276656279969
ACH-000676,-0.174463809897
ACH-000677,-0.11791684249800001
ACH-000681,-0.142844835272
ACH-000682,-0.164956910022
ACH-000683,-0.191652382018
ACH-000684,-0.0851696904465
ACH-000688,-0.165121954505
ACH-000693,-0.246611462267
ACH-000694,-0.126836555689
ACH-000695,-0.32918868595899997
ACH-000696,-0.20632899645999997
ACH-000697,-0.333151027973
ACH-000699,-0.168772178265
ACH-000701,-0.23842067535599998
ACH-000706,-0.431134916424
ACH-000711,-0.317072981617
ACH-000713,-0.544043118996
ACH-000714,-0.141656326444
ACH-000718,-0.147028427861
ACH-000720,-0.139196058729
ACH-000721,-0.356739372157
ACH-000724,0.00908162690065
ACH-000725,0.158180692513
ACH-000732,-0.279044564445
ACH-000734,-0.019079447502400003
ACH-000735,-0.311905361652
ACH-000736,-0.10476258511299999
ACH-000738,-0.226567923577
ACH-000746,-0.272895142183
ACH-000747,-0.0519589066569
ACH-000748,-0.170181398049
ACH-000753,-0.976720091021
ACH-000756,-0.222196170733
ACH-000757,-0.09848840305060001
ACH-000758,-0.190538958342
ACH-000760,-0.546992859666
ACH-000763,-0.00340295875761
ACH-000764,-0.323588192514
ACH-000765,0.0868440668038
ACH-000766,-0.20103851692400002
ACH-000767,-0.28682088527399996
ACH-000768,-0.441246808775
ACH-000769,-0.271022718455
ACH-000770,-0.173519853537
ACH-000771,-0.7014030943790001
ACH-000773,-0.28264066460000004
ACH-000776,-0.40677299954199997
ACH-000777,-0.36937020295999995
ACH-000778,-0.479091839346
ACH-000781,-0.550800430074
ACH-000782,-0.286406294278
ACH-000783,-0.333025922016
ACH-000784,-0.263125255654
ACH-000785,-0.147686586205
ACH-000787,-0.30305994488000004
ACH-000788,-0.23696808849599998
ACH-000791,-0.25088728803000004
ACH-000792,-0.20826240590999998
ACH-000794,-0.11492923147
ACH-000796,-0.58529359021
ACH-000799,-0.274655904595
ACH-000800,-0.329157571558
ACH-000802,-0.47309178658
ACH-000804,0.011131065368299999
ACH-000805,-0.082264300899
ACH-000809,-0.147906505107
ACH-000810,-0.150228919661
ACH-000811,-0.228798326455
ACH-000817,-0.538752241667
ACH-000819,-0.0824496466985
ACH-000820,-0.39016101517499996
ACH-000821,-0.383434210928
ACH-000822,-0.156203855628
ACH-000823,-0.139871635062
ACH-000824,-0.0442555686398
ACH-000827,-0.13150626239399998
ACH-000829,-0.182194766703
ACH-000831,-0.37064515315200003
ACH-000832,-0.155716709306
ACH-000833,-0.21112326875
ACH-000834,-0.12419030470100001
ACH-000835,-0.205980595526
ACH-000836,-0.153157234709
ACH-000837,-0.343455223329
ACH-000838,-0.229876430433
ACH-000839,-0.155055980756
ACH-000840,-0.174735913214
ACH-000841,-0.0598450309769
ACH-000843,-0.44871965895599997
ACH-000846,-0.121071148216
ACH-000847,-0.519285223152
ACH-000848,-0.379652455195
ACH-000849,-0.0862763896615
ACH-000851,-0.272708924507
ACH-000855,-0.206933917553
ACH-000856,-0.061251552812199996
ACH-000858,-0.156860977958
ACH-000859,-0.465245551458
ACH-000861,-0.337982751879
ACH-000862,-0.234716017817
ACH-000865,-0.06916723215760001
ACH-000866,-0.186547166991
ACH-000867,-0.252577582673
ACH-000869,-0.11224722710200001
ACH-000872,-0.246552645205
ACH-000873,-0.10608496270500001
ACH-000876,-0.149965991745
ACH-000878,-0.27148931172400004
ACH-000880,-0.40585579488000006
ACH-000881,-0.8125941290800001
ACH-000882,-0.34229484975
ACH-000884,-0.22138105271800002
ACH-000885,-0.0595031842164
ACH-000887,-0.09875715099610001
ACH-000888,-0.22881781696800002
ACH-000889,-0.327134011085
ACH-000890,-0.472816013408
ACH-000896,-0.0857691349622
ACH-000898,-0.31374842839899997
ACH-000900,-0.0686848210029
ACH-000901,-0.145960365353
ACH-000905,-0.197574966113
ACH-000906,-0.191526679432
ACH-000907,-0.180308746276
ACH-000910,-0.10083684627299999
ACH-000911,-0.12593841157500002
ACH-000912,-0.219340753768
ACH-000913,-0.118852496309
ACH-000915,-0.134889536097
ACH-000916,-0.42577116793200004
ACH-000917,-0.396393216166
ACH-000921,-0.23993678051399997
ACH-000924,-0.163096579497
ACH-000926,-0.172621386148
ACH-000928,-0.24110754890900002
ACH-000929,-0.017202764380000003
ACH-000932,-0.153402183908
ACH-000935,-0.21423616416299998
ACH-000936,-0.17594707321
ACH-000937,-0.18911141167999998
ACH-000938,-0.254306588989
ACH-000939,-0.34679586055
ACH-000941,-0.284236937117
ACH-000943,-0.194924974744
ACH-000946,-0.168074271372
ACH-000947,-0.16906704232500003
ACH-000948,-0.269643977124
ACH-000950,-0.166554397867
ACH-000953,-0.15065137490900002
ACH-000957,-0.22989845217500002
ACH-000958,-0.297564597585
ACH-000960,-0.153040919045
ACH-000963,-0.38436442877899996
ACH-000968,-0.161627433571
ACH-000969,-0.214816632101
ACH-000973,-0.175054615869
ACH-000974,-0.147731917342
ACH-000975,-0.187400548563
ACH-000976,-0.329705998254
ACH-000978,-0.321228773805
ACH-000980,-0.233548150513
ACH-000984,-0.168194222366
ACH-000986,-0.239497613398
ACH-000988,-0.154044234969
ACH-000993,-0.32561772679699996
ACH-000994,-0.395342026033
ACH-000996,-0.349906170061
ACH-001001,-0.10809644994
ACH-001020,-0.44840623205200003
ACH-001028,-0.346846530241
ACH-001031,-0.107572139954
ACH-001038,-0.194623275257
ACH-001048,-0.126872430438
ACH-001050,-0.19296101910100003
ACH-001053,-0.0055419479514
ACH-001054,-0.356044388834
ACH-001061,-0.40690757630900004
ACH-001067,-0.399154917197
ACH-001075,-0.247194706717
ACH-001096,-0.227978889606
ACH-001128,-0.07775681079689999
ACH-001134,-0.07908235497060001
ACH-001151,-0.17548593966200002
ACH-001163,-0.210965443763
ACH-001164,-0.21843986353
ACH-001173,-0.28819183136599996
ACH-001183,-0.34135551298199995
ACH-001184,-0.27792057468000003
ACH-001190,-0.40237771046099996
ACH-001192,-0.29403226030900004
ACH-001193,-0.720539543765
ACH-001196,-0.439810998386
ACH-001197,-0.328382944542
ACH-001205,-0.169463353096
ACH-001211,-0.0166120533899
ACH-001212,-0.256019593012
ACH-001228,-0.0937183396731
ACH-001232,-0.305677302002
ACH-001239,-0.261743524562
ACH-001274,-0.161212189835
ACH-001275,-0.080937465997
ACH-001277,-0.297924609118
ACH-001278,-0.0984532422545
ACH-001280,-0.395621485436
ACH-001283,-0.0655542740668
ACH-001289,-0.302881621812
ACH-001295,-0.244638824495
ACH-001300,-0.368415134124
ACH-001301,-0.0719444401022
ACH-001302,-0.0573552293778
ACH-001303,-0.30154916573199997
ACH-001306,-0.347854999973
ACH-001318,-0.743873816081
ACH-001322,-0.285823523446
ACH-001328,-0.117794964601
ACH-001332,0.039740098968300004
ACH-001333,-0.260539077497
ACH-001336,-0.268765780599
ACH-001340,-0.189255384373
ACH-001346,-0.14302309642799999
ACH-001353,-0.298403022275
ACH-001354,-1.14497994695
ACH-001367,-0.318281025541
ACH-001368,-0.226309669668
ACH-001374,-0.5109274087669999
ACH-001375,-0.08752729755100001
ACH-001377,-0.179317830606
ACH-001380,-0.389782978125
ACH-001391,-0.150237332468
ACH-001407,-0.13280016562000002
ACH-001408,-0.19377605152600003
ACH-001413,-0.256212330637
ACH-001430,-0.17475077651700002
ACH-001431,-0.12986771578
ACH-001450,-0.055087820759600004
ACH-001496,-0.126165584414
ACH-001500,-0.18301015046799998
ACH-001521,0.111879215424
ACH-001523,-0.37466488821500005
ACH-001532,-0.252263091776
ACH-001536,-0.212086795909
ACH-001550,-0.142149871101
ACH-001552,-0.268480786177
ACH-001554,-0.162626126791
ACH-001645,-0.105906496641
ACH-001654,-0.0769020597204
ACH-001715,-0.9609360156569999
ACH-001735,-0.303647608696
ACH-001736,-0.229947309095
ACH-001737,-0.303578680943
ACH-001740,-0.46928454046000007
ACH-001745,-0.0561818366811
ACH-001750,-0.158100635819
ACH-001765,-0.0844738501839
ACH-001956,-0.22581506606999996
ACH-001957,-0.0104654698964
