,PTPMT1 (114971)
ACH-000264,-0.917257746953
ACH-000265,-1.0164334526799998
ACH-000266,-0.28696483943900003
ACH-000272,-0.532525914685
ACH-000273,-1.4873248844
ACH-000274,-0.671041935336
ACH-000277,-0.657617718447
ACH-000278,-0.982877908863
ACH-000279,-1.0429057466399998
ACH-000280,-0.9453768748549999
ACH-000281,-0.612120208424
ACH-000288,-1.3738217086000002
ACH-000291,-0.9240598284270001
ACH-000293,-0.650121494816
ACH-000294,-1.11021051363
ACH-000295,-0.861469310359
ACH-000296,-1.07508874705
ACH-000302,-0.43197745249200004
ACH-000304,-0.847817087808
ACH-000307,-0.9746381352369999
ACH-000308,-0.565630756901
ACH-000310,-0.405606729358
ACH-000311,-0.5673232297349999
ACH-000312,-0.625051896181
ACH-000315,-0.780189161599
ACH-000316,-1.37860310619
ACH-000317,-1.28824006939
ACH-000318,-1.1063011522
ACH-000319,-0.5691038345589999
ACH-000320,-0.764574104425
ACH-000322,-0.656025925131
ACH-000323,-1.2454656956
ACH-000324,-0.982797077683
ACH-000329,-0.798969255491
ACH-000330,-0.886785027905
ACH-000331,-1.01459041516
ACH-000332,-0.918643518442
ACH-000334,-0.6722750200640001
ACH-000335,-1.0400149545100001
ACH-000336,-0.984661034718
ACH-000337,-1.0909660319499999
ACH-000339,-1.1539436815100002
ACH-000341,-0.740792697969
ACH-000348,-0.733792854537
ACH-000350,-0.652121502521
ACH-000352,-0.361262268216
ACH-000356,-1.0481687551799999
ACH-000361,-1.39917024435
ACH-000362,-0.874083567828
ACH-000363,-0.20135473837099999
ACH-000364,-1.1348749303
ACH-000365,-0.966700648912
ACH-000366,-1.22066979876
ACH-000368,-1.36810752385
ACH-000374,-0.8689372201960001
ACH-000375,-0.5580481938840001
ACH-000376,-1.05379658638
ACH-000381,-0.706425621816
ACH-000383,-0.377555832825
ACH-000387,-0.8040961102390001
ACH-000389,-1.2586370442700001
ACH-000390,-0.457673749965
ACH-000393,-0.744577357331
ACH-000395,-0.721060648289
ACH-000397,-0.370711533759
ACH-000401,-0.828271281153
ACH-000402,-0.0874745119655
ACH-000403,-0.42457422763
ACH-000404,-0.706129324179
ACH-000406,-0.9837751853389999
ACH-000407,-0.5322538725370001
ACH-000408,-1.06583902332
ACH-000410,-0.8202765790109999
ACH-000411,-0.633718324099
ACH-000414,-0.878335771798
ACH-000415,-0.902044733397
ACH-000416,-0.448974213979
ACH-000420,-0.34392208957599996
ACH-000421,-0.5090363138790001
ACH-000424,-1.1567282113200001
ACH-000425,-0.490494425694
ACH-000426,-0.41703721488000006
ACH-000427,-0.49371264496399997
ACH-000433,-0.6592787010310001
ACH-000436,-0.545495027628
ACH-000444,-0.6292929423529999
ACH-000445,-0.836260111295
ACH-000448,-0.435249121928
ACH-000450,-0.873439789845
ACH-000452,-0.999340319592
ACH-000454,-1.11912006521
ACH-000458,-0.8090538517929999
ACH-000459,-1.68305801772
ACH-000460,-0.9399516419249999
ACH-000461,-0.6880078458059999
ACH-000463,-1.05845618778
ACH-000464,-1.11358399241
ACH-000466,-0.340890986444
ACH-000467,-0.69769970135
ACH-000468,-0.6959816635770001
ACH-000469,-1.17332778706
ACH-000470,-0.412180294611
ACH-000471,-1.05602407552
ACH-000472,-0.804613381312
ACH-000473,-0.9326346165680001
ACH-000475,-0.769321995473
ACH-000476,-0.754065380246
ACH-000477,-0.751314737039
ACH-000480,-1.0893862129
ACH-000481,-0.66087956661
ACH-000483,-0.62263030922
ACH-000484,-0.328033255381
ACH-000485,-0.651779656475
ACH-000486,-0.9925124256569999
ACH-000487,-0.502067377419
ACH-000488,-0.9995271839219999
ACH-000490,-0.691778413092
ACH-000491,-0.8256724163789999
ACH-000495,-0.586383635969
ACH-000496,-0.8527026396549999
ACH-000499,-1.30245953006
ACH-000500,-0.9445995838
ACH-000502,-0.8634381071799999
ACH-000503,-1.06180583234
ACH-000505,-0.38639784326300003
ACH-000507,-0.814095200468
ACH-000510,-1.03188300095
ACH-000511,-0.845331380317
ACH-000512,-1.60121314667
ACH-000516,-0.9512683998970001
ACH-000517,-0.620919344761
ACH-000518,-1.3769921886899998
ACH-000520,-0.70677540491
ACH-000521,-1.0789649496
ACH-000522,-1.2155374831
ACH-000524,-0.777161367209
ACH-000527,-0.538619733887
ACH-000528,-0.531813799721
ACH-000537,-1.14341787275
ACH-000541,-0.8082272719410001
ACH-000542,-1.14911386153
ACH-000544,-1.23820434357
ACH-000545,-0.9570548340289999
ACH-000547,-0.841780263395
ACH-000548,-0.527201953837
ACH-000549,-0.9624730007879999
ACH-000550,-1.22209458832
ACH-000552,-1.02113361211
ACH-000556,-0.786783547998
ACH-000557,-0.696578989028
ACH-000570,-0.745083021151
ACH-000571,-0.631798901808
ACH-000573,-0.474066920136
ACH-000576,-0.7868733652850001
ACH-000580,-0.857943341159
ACH-000584,-0.853625500679
ACH-000585,-0.717290054107
ACH-000588,-1.12980203827
ACH-000589,-0.533576083197
ACH-000591,-1.01041810727
ACH-000593,-0.937831002406
ACH-000600,-0.566488571018
ACH-000601,-0.756665483062
ACH-000604,-0.53995067014
ACH-000605,-0.94954149745
ACH-000606,-1.00707597378
ACH-000608,-0.882111841064
ACH-000614,-1.05241218787
ACH-000616,-1.3205379439
ACH-000618,-1.11953354476
ACH-000619,-1.05474343425
ACH-000620,-0.7053647482619999
ACH-000621,-0.677268654323
ACH-000622,-0.531227845757
ACH-000623,-0.983008520781
ACH-000624,-0.17480196615600002
ACH-000627,-0.791525432798
ACH-000630,-0.9893419710079999
ACH-000632,-1.19579178075
ACH-000633,-0.830888550432
ACH-000637,-0.6787164255850001
ACH-000638,-1.09453093656
ACH-000646,-0.569937013944
ACH-000647,-0.8650799486509999
ACH-000648,-1.22592642946
ACH-000649,-1.17428388957
ACH-000651,-0.919157034746
ACH-000652,-1.14732769455
ACH-000653,-0.5099283490550001
ACH-000657,-0.931946998168
ACH-000658,-0.586362172418
ACH-000661,-0.912038343581
ACH-000662,-0.683926835413
ACH-000663,-0.685767214173
ACH-000665,-0.638957556091
ACH-000671,-0.989952635553
ACH-000673,-0.779352213532
ACH-000676,-0.978634512663
ACH-000677,-0.6152745842149999
ACH-000681,-1.08072723643
ACH-000682,-0.7548356458650001
ACH-000683,-0.701777777795
ACH-000684,-1.39458391177
ACH-000688,-0.8304368976819999
ACH-000693,-0.9981813579209999
ACH-000694,-1.02754970552
ACH-000695,-0.103220668343
ACH-000696,-0.883303374302
ACH-000697,-1.0
ACH-000699,-0.597798054847
ACH-000701,-0.497892186999
ACH-000706,-1.37401322329
ACH-000711,-0.652033378189
ACH-000713,-0.859317426556
ACH-000714,-1.1735719967
ACH-000718,-0.4361995428
ACH-000720,-0.981662025696
ACH-000721,-0.6724268777969999
ACH-000724,-0.750331932371
ACH-000725,-0.7937286594390001
ACH-000732,-0.974112066043
ACH-000734,-0.823655297798
ACH-000735,-0.828138636238
ACH-000736,-0.866655197343
ACH-000738,-0.836802235616
ACH-000746,-0.446168784489
ACH-000747,-1.05238576051
ACH-000748,-1.0567186125499999
ACH-000753,-1.23592418581
ACH-000756,-0.6662489875450001
ACH-000757,-0.609751289099
ACH-000758,-1.08304553751
ACH-000760,-1.1316854720899998
ACH-000763,-0.519605641575
ACH-000764,-0.595244824763
ACH-000765,-1.1721943482200001
ACH-000766,-0.58359638751
ACH-000767,-0.329603969175
ACH-000768,-1.10651546329
ACH-000769,-0.783581582522
ACH-000770,-1.01244461304
ACH-000771,-0.937665080722
ACH-000773,-0.4578217985
ACH-000776,-1.02124273775
ACH-000777,-0.768592696787
ACH-000778,-0.711582566471
ACH-000781,-1.3572869129499998
ACH-000782,-0.928546593946
ACH-000783,-0.578234209315
ACH-000784,-1.31888838513
ACH-000785,-0.677750660025
ACH-000787,-0.790374578872
ACH-000788,-1.12099992116
ACH-000791,-0.695747257387
ACH-000792,-1.26028319795
ACH-000794,-0.734951047556
ACH-000796,-0.23876489525699998
ACH-000799,-0.334269091911
ACH-000800,-0.7816375780850001
ACH-000802,-0.928121545463
ACH-000804,-1.18808947921
ACH-000805,-0.642490880165
ACH-000809,-0.805084129659
ACH-000810,-0.873483216275
ACH-000811,-0.431338976343
ACH-000817,-1.3019787333
ACH-000819,-1.13572031269
ACH-000820,-0.819027112416
ACH-000821,-0.984459525559
ACH-000822,-0.463599580229
ACH-000823,-1.09322207621
ACH-000824,-0.667689348253
ACH-000827,-0.9236959159010001
ACH-000829,-0.772453823621
ACH-000831,-0.990441609693
ACH-000832,-1.05499569727
ACH-000833,-1.2084407972
ACH-000834,-0.750136002077
ACH-000835,-0.8543109650249999
ACH-000836,-0.622966849596
ACH-000837,-0.564139016678
ACH-000838,-1.0786301490299999
ACH-000839,-1.0364504463200002
ACH-000840,-0.677123242749
ACH-000841,-0.815080060221
ACH-000843,-0.972312640818
ACH-000846,-0.894635643923
ACH-000847,-1.6522556386000002
ACH-000848,-0.684606576502
ACH-000849,-0.873497776469
ACH-000851,-0.682833013725
ACH-000855,-1.17909516097
ACH-000856,-1.0826713674200001
ACH-000858,-0.7258690101629999
ACH-000859,-1.38612872898
ACH-000861,-1.14430510082
ACH-000862,-0.833411580317
ACH-000865,-0.953222575875
ACH-000866,-0.7365322367199999
ACH-000867,-0.9334637878
ACH-000869,-0.682124040899
ACH-000872,-0.643548104054
ACH-000873,-1.15651182077
ACH-000876,-0.643021898445
ACH-000878,-1.29146768463
ACH-000880,-1.01182090683
ACH-000881,-1.2809257531
ACH-000882,-1.0331125657
ACH-000884,-0.870565831795
ACH-000885,-0.8363891200660001
ACH-000887,-0.8171128207289999
ACH-000888,-1.0533181103799998
ACH-000889,-0.812565537047
ACH-000890,-0.9934316329170001
ACH-000896,-0.550425552345
ACH-000898,-0.135613280463
ACH-000900,-0.854116000438
ACH-000901,-0.597524771224
ACH-000905,-1.14030264307
ACH-000906,-0.92459657236
ACH-000907,-0.77522711684
ACH-000910,-0.847545502258
ACH-000911,-0.6441603665510001
ACH-000912,-0.9638249156119999
ACH-000913,-1.19556816704
ACH-000915,-1.07284366055
ACH-000916,-0.7427299418019999
ACH-000917,-0.970729937843
ACH-000921,-0.858194938628
ACH-000924,-0.9472726656620001
ACH-000926,-0.401932406583
ACH-000928,-0.979590401974
ACH-000929,-0.7380354272840001
ACH-000932,-0.595384474921
ACH-000935,-0.918529238617
ACH-000936,-0.7652225798729999
ACH-000937,-0.946645725927
ACH-000938,-0.462506773935
ACH-000939,-0.9378345119670001
ACH-000941,-1.0091822355
ACH-000943,-1.00117908793
ACH-000946,-0.892518913292
ACH-000947,-1.14925871842
ACH-000948,-1.14293791543
ACH-000950,-1.25110420657
ACH-000953,-0.985691051593
ACH-000957,-0.765399283076
ACH-000958,-0.635002866625
ACH-000960,-0.23647111691999997
ACH-000963,-1.0179282616
ACH-000968,-0.805653173159
ACH-000969,-0.671592034096
ACH-000973,-0.965959227966
ACH-000974,-0.649937090226
ACH-000975,-0.495083347717
ACH-000976,-1.0724187193799999
ACH-000978,-0.399562938291
ACH-000980,-0.799586268773
ACH-000984,-0.476948950036
ACH-000986,-0.667125614
ACH-000988,-0.929837089838
ACH-000993,-0.47099625255800004
ACH-000994,-0.8711435444239999
ACH-000996,-0.257775991629
ACH-001001,-1.15491546585
ACH-001020,-1.10251617583
ACH-001028,-1.1340449246200002
ACH-001031,-0.928528945688
ACH-001038,-0.5277238050699999
ACH-001048,-0.7431382511040001
ACH-001050,-0.623410960941
ACH-001053,-0.9550742635609999
ACH-001054,-0.811852522685
ACH-001061,-0.915616219002
ACH-001067,-0.639548803927
ACH-001075,-0.931883631384
ACH-001096,-0.645615213808
ACH-001128,-0.47332827746399997
ACH-001134,-0.48851869449199997
ACH-001151,-0.835905846849
ACH-001163,-0.43452014653800003
ACH-001164,-1.3031309953499999
ACH-001173,-0.86478797376
ACH-001183,-1.2200498421600001
ACH-001184,-0.46062625592399997
ACH-001190,-0.653812289021
ACH-001192,-1.32571258065
ACH-001193,-1.71211230806
ACH-001196,-1.07888824878
ACH-001197,-0.6549500691350001
ACH-001205,-0.590983732411
ACH-001211,-0.38032449048
ACH-001212,-1.07884956764
ACH-001228,-0.324528141361
ACH-001232,-0.9979197970170001
ACH-001239,-1.06896478346
ACH-001274,-0.760741548514
ACH-001275,-0.6199683522199999
ACH-001277,-0.8898846307230001
ACH-001278,-0.540908225814
ACH-001280,-0.369457374971
ACH-001283,-1.03940017568
ACH-001289,-0.470517905734
ACH-001295,-0.702806188593
ACH-001300,-0.834462414719
ACH-001301,-0.288157324355
ACH-001302,-0.573816245667
ACH-001303,-0.658145743803
ACH-001306,-1.09545330179
ACH-001318,-1.51383924337
ACH-001322,-0.82735742031
ACH-001328,-0.9086338547570001
ACH-001332,-1.47218143347
ACH-001333,-0.7703522037630001
ACH-001336,-0.372769482472
ACH-001340,-0.311495958306
ACH-001346,-0.636867162022
ACH-001353,-0.307337764829
ACH-001354,-1.3238719175799998
ACH-001367,-1.18853215666
ACH-001368,-0.6259960892840001
ACH-001374,-0.850627785932
ACH-001375,-0.373270630828
ACH-001377,-0.793030323407
ACH-001380,-0.782828364405
ACH-001391,-0.46989192654399997
ACH-001407,-0.886400959443
ACH-001408,-1.1721166759000001
ACH-001413,-0.868621973071
ACH-001430,-0.659530464698
ACH-001431,-0.7312622702399999
ACH-001450,-1.01575725444
ACH-001496,-0.624338836673
ACH-001500,-1.05558889949
ACH-001521,-0.752600857029
ACH-001523,-1.1928998259399999
ACH-001532,-0.7137929820669999
ACH-001536,-0.847461005791
ACH-001550,-0.482624498362
ACH-001552,-1.0969099482200002
ACH-001554,-0.755671248979
ACH-001645,-0.550726286704
ACH-001654,-1.01348239733
ACH-001715,-1.18854875528
ACH-001735,-0.8453645648739999
ACH-001736,-0.856891637703
ACH-001737,-0.815450144427
ACH-001740,-0.61561414103
ACH-001745,-0.628616212196
ACH-001750,-0.6628799245279999
ACH-001765,-1.14250602073
ACH-001956,-0.8536990665979999
ACH-001957,-0.943481107194
