,FBN1 (2200)
ACH-000004,0.0241799771412
ACH-000007,-0.393210950326
ACH-000009,-0.155267828949
ACH-000011,0.147327477468
ACH-000012,-0.051965325411800004
ACH-000013,0.0128240006788
ACH-000014,-0.172587057838
ACH-000015,-0.062148964951900004
ACH-000017,-0.208011573379
ACH-000018,-0.0603648735571
ACH-000019,-0.0187640266621
ACH-000021,0.02256048713
ACH-000022,-0.11427410476
ACH-000025,-0.136865100806
ACH-000028,-0.0178568710627
ACH-000030,-0.036652520454800004
ACH-000035,-0.0523192466729
ACH-000036,-0.0529376024295
ACH-000037,0.018781231819999997
ACH-000039,-0.106236324135
ACH-000040,-0.0722240162011
ACH-000041,-0.0129528100589
ACH-000042,-0.118283519555
ACH-000045,0.12133866523
ACH-000047,-0.18924849969000002
ACH-000052,0.168977478838
ACH-000053,-0.05327618603130001
ACH-000054,-0.12920163915
ACH-000055,-0.017236488006
ACH-000060,-0.0346729551538
ACH-000067,-0.0406142770274
ACH-000070,-0.133226754279
ACH-000075,-0.167607219651
ACH-000078,-0.0195335976305
ACH-000082,-0.07288133441860001
ACH-000085,-0.054106695549900004
ACH-000086,0.0143408109726
ACH-000087,0.114584970003
ACH-000092,-0.108541904424
ACH-000095,-0.137170498442
ACH-000097,-0.09896455050860001
ACH-000098,-0.0777627645808
ACH-000099,-0.107790598924
ACH-000108,-0.07678590617060001
ACH-000113,-0.0582504259183
ACH-000115,-0.17103572943
ACH-000116,-0.184115681105
ACH-000118,-0.0163642975777
ACH-000120,-0.144603350705
ACH-000123,0.0913407916688
ACH-000127,0.045204032995999996
ACH-000128,-0.00936743111615
ACH-000132,-0.36856853116
ACH-000133,-0.027186229043999997
ACH-000137,0.05616734343330001
ACH-000138,0.08750633781089999
ACH-000142,-0.0213131206685
ACH-000143,-0.204866791066
ACH-000146,-0.08021516939439999
ACH-000148,-0.0681217266723
ACH-000150,0.111043908183
ACH-000152,-0.147707037612
ACH-000153,0.0690507482796
ACH-000159,-0.00785268515006
ACH-000160,-0.025524328574799998
