,STMN3 (50861)
ACH-000004,-0.08945935157880001
ACH-000007,0.137922898343
ACH-000009,-0.297303894352
ACH-000011,-0.23319492765299998
ACH-000012,-0.131474653927
ACH-000013,-0.0435308883529
ACH-000014,-0.0278214974459
ACH-000015,-0.0926697241326
ACH-000017,-0.321213640124
ACH-000018,-0.221804683342
ACH-000019,-0.43316011786499997
ACH-000021,-0.120626198984
ACH-000022,-0.16873692309500002
ACH-000025,-0.18573944238200002
ACH-000028,-0.273225441505
ACH-000030,-0.214873986379
ACH-000035,0.08948518058539999
ACH-000036,-0.220565783134
ACH-000037,-0.14686393935
ACH-000039,-0.39551714989799996
ACH-000040,-0.277306309949
ACH-000041,-0.09685339172530001
ACH-000042,-0.269031992942
ACH-000045,-0.128207075799
ACH-000047,-0.0755497579099
ACH-000052,-0.34069393795900005
ACH-000053,-0.09072327200290001
ACH-000054,-0.149398515156
ACH-000055,0.115988204969
ACH-000060,-0.300046635097
ACH-000067,-0.10384762080900001
ACH-000070,-0.00104634198037
ACH-000075,-0.00197171977723
ACH-000078,-0.140960564793
ACH-000082,-0.165206190683
ACH-000085,-0.223244657907
ACH-000086,-0.039503070950000004
ACH-000087,0.229206243379
ACH-000092,-0.0972258635633
ACH-000095,-0.0649939976289
ACH-000097,-0.0426359320166
ACH-000098,-0.185780613416
ACH-000099,-0.18370057023800002
ACH-000108,0.0463304432011
ACH-000113,-0.039609556636699995
ACH-000115,-0.0911941699805
ACH-000116,0.025269455924400004
ACH-000118,-0.045540595617
ACH-000120,-0.09003035491810002
ACH-000123,-0.35530502749399995
ACH-000127,-0.124394278017
ACH-000128,-0.145864906572
ACH-000132,-0.0301601648448
ACH-000133,-0.10500410324300001
ACH-000137,0.10250373657199999
ACH-000138,0.0246889903057
ACH-000142,-0.181155281235
ACH-000143,-0.116680144972
ACH-000146,-0.190501729846
ACH-000148,-0.014981536941700001
ACH-000150,-0.280511596855
ACH-000152,-0.0855738901079
ACH-000153,-0.410538315102
ACH-000159,-0.0022972937192600002
ACH-000160,-0.374049744202
ACH-000163,-0.150266831258
ACH-000167,-0.143461964989
ACH-000168,-0.29584601919799997
ACH-000169,-0.15339473663
ACH-000178,-0.19631602932599998
ACH-000182,-0.313600198781
ACH-000183,-0.15664133301
ACH-000188,-0.237726305915
ACH-000189,-0.169020588398
ACH-000190,0.023123600395400002
ACH-000198,-0.13266387427999998
ACH-000204,-0.275817673202
