,NPC1 (4864)
ACH-000004,0.006939842427760001
ACH-000007,-0.505785410722
ACH-000009,-0.227489919139
ACH-000011,-0.024104542327700002
ACH-000012,-0.148921971707
ACH-000013,0.0192115723468
ACH-000014,0.074429247144
ACH-000015,0.0259516669612
ACH-000017,-0.046321841954699995
ACH-000018,0.106178241895
ACH-000019,-0.0676583723826
ACH-000021,-0.130072951394
ACH-000022,-0.256910771431
ACH-000025,-0.120827741107
ACH-000028,-0.180470857221
ACH-000030,0.0786240854591
ACH-000035,-0.28973240014199997
ACH-000036,-0.271097817585
ACH-000037,0.238673606847
ACH-000039,-0.144709343298
ACH-000040,0.28505356347
ACH-000041,0.15944394593699998
ACH-000042,-0.20022007865400002
ACH-000045,0.132614619254
ACH-000047,0.29259885301800004
ACH-000052,0.0019242260157900002
ACH-000053,-0.211303622876
ACH-000054,-0.0597020004569
ACH-000055,-0.020483590892299997
ACH-000060,-0.130361636099
ACH-000067,-0.0662036914224
ACH-000070,-0.12078815854599999
ACH-000075,0.08531246200670001
ACH-000078,-0.0320369938694
ACH-000082,0.049437762167699996
ACH-000085,-0.00434205785171
ACH-000086,-0.0743658665829
ACH-000087,-0.026959131611
ACH-000092,-0.542411826847
ACH-000095,0.0539551063291
ACH-000097,-0.226834168418
ACH-000098,0.451903478334
ACH-000099,-0.054254782474800006
ACH-000108,-0.14201625789
ACH-000113,-0.106838647755
ACH-000115,-0.0771125588863
ACH-000116,-0.0634289940095
ACH-000118,0.0356148833155
ACH-000120,0.14861059877
ACH-000123,-0.22443416450399997
ACH-000127,0.25511317792599997
ACH-000128,-0.0991193246858
ACH-000132,-0.169769534225
ACH-000133,-0.24143539092099997
ACH-000137,-0.154972565545
ACH-000138,-0.117676264382
ACH-000142,-0.325448339452
ACH-000143,-0.143210631262
ACH-000146,0.035522337142199996
ACH-000148,0.07716396619360001
ACH-000150,-0.16183336013
ACH-000152,-0.0639350982611
ACH-000153,0.13980766907
ACH-000159,0.0197620237763
ACH-000160,-0.486712939664
ACH-000163,-0.135859338442
ACH-000167,-0.04026479155380001
ACH-000168,-0.250357690793
ACH-000169,-0.148519639837
ACH-000178,-0.24215716460099998
ACH-000182,0.09688413126489999
ACH-000183,-0.128243334625
ACH-000188,-0.45472870397200005
ACH-000189,-0.07849697241430001
ACH-000190,-0.130590463803
ACH-000198,-0.156542054562
ACH-000204,-0.355351950583
ACH-000206,-0.21036583418
ACH-000207,-0.31239254096700003
ACH-000211,-0.0637404534558
ACH-000215,-0.152841704591
ACH-000221,-0.15338039742
ACH-000222,-0.365626616096
ACH-000223,0.0406701767386
ACH-000226,-0.27964165098099997
ACH-000227,-0.34295981553000005
ACH-000228,-0.241920771494
ACH-000231,0.006018907795300001
ACH-000232,-0.358816004461
ACH-000233,-0.0211150814668
ACH-000234,-0.217794585231
ACH-000235,-0.15528028839299998
ACH-000237,0.134137156581
ACH-000238,-0.08695846938860001
ACH-000243,0.10760198084000001
ACH-000244,-0.378776665703
ACH-000246,-0.211626284837
ACH-000248,-0.19832118761
ACH-000250,-0.149834795667
ACH-000251,-0.37521774521799994
ACH-000253,-0.199666745621
ACH-000255,0.177459749153
ACH-000256,0.18763424829999997
ACH-000257,0.00686470228259
ACH-000258,-0.155459935109
ACH-000259,-0.0412729569655
ACH-000260,-0.12457863250800001
ACH-000261,-0.103583042424
ACH-000262,-0.25104495130800003
ACH-000263,-0.293428040548
ACH-000264,-0.0972913424513
ACH-000265,-0.07770742010869999
