,PTPLA (9200)
ACH-000004,0.0908176652093
ACH-000007,0.19277888373100002
ACH-000009,0.0562393679344
ACH-000011,-0.0263349186809
ACH-000012,-0.0148158421695
ACH-000013,-0.0178569503659
ACH-000014,-0.158993801458
ACH-000015,0.217253417323
ACH-000017,0.06176767230190001
ACH-000018,0.188658329497
ACH-000019,-0.204888952073
ACH-000021,-0.10310231850500001
ACH-000022,0.042285410235
ACH-000025,0.070883209031
ACH-000028,0.153388338579
ACH-000030,-6.7696590727e-05
ACH-000035,-0.046755518095399996
ACH-000036,0.104451253016
ACH-000037,0.0842663480742
ACH-000039,0.120005111225
ACH-000040,0.152668314293
ACH-000041,0.071949931715
ACH-000042,0.101068118595
ACH-000045,-0.12579672909000003
ACH-000047,0.0631364669111
ACH-000052,0.0267471452704
ACH-000053,0.08024423360260001
ACH-000054,-0.0680627504317
ACH-000055,0.056806049927500005
ACH-000060,0.11076019130300001
ACH-000067,0.0957567586473
ACH-000070,0.07568661041189999
ACH-000075,0.219510261312
ACH-000078,0.230883410108
ACH-000082,-0.141498053419
ACH-000085,-0.10495579685900001
ACH-000086,0.11173000735300001
ACH-000087,0.0658046045247
ACH-000092,0.09457576160039999
ACH-000095,0.013444348826899998
ACH-000097,-0.0685001885465
ACH-000098,0.0415170344432
ACH-000099,0.206220152746
ACH-000108,0.141832010818
ACH-000113,-0.0511241728053
ACH-000115,0.116162710504
ACH-000116,-0.043781639518300004
ACH-000118,0.07637139829419999
ACH-000120,0.010643861002
ACH-000123,-0.015597658222700001
ACH-000127,-0.0434300429678
ACH-000128,0.295853915947
ACH-000132,0.165401139945
ACH-000133,0.031207303188400003
ACH-000137,-0.06316673707930001
ACH-000138,0.139089012206
ACH-000142,0.14519023530300001
ACH-000143,0.211645523743
ACH-000146,0.13883961387
ACH-000148,0.103435000419
ACH-000150,0.0617720194166
ACH-000152,-0.0117475803705
ACH-000153,0.246697178503
ACH-000159,-0.00861023831585
ACH-000160,-0.0166372403353
ACH-000163,0.0225846983451
ACH-000167,-0.0219186452259
ACH-000168,-0.05263544145330001
ACH-000169,0.0344806730345
ACH-000178,0.127656839048
ACH-000182,0.14061871931
ACH-000183,0.288446531409
