,NFATC4 (4776)
ACH-000004,-0.107080698727
ACH-000007,-0.079100735911
ACH-000009,0.0184634020814
ACH-000011,0.0749052206971
ACH-000012,0.0214325561298
ACH-000013,0.013396652458299999
ACH-000014,-0.115429991867
ACH-000015,0.0982197139562
ACH-000017,0.026546610601499997
ACH-000018,0.213091729524
ACH-000019,-0.0198048926755
ACH-000021,0.057822360911
ACH-000022,0.09073854883860001
ACH-000025,0.035888478558300005
ACH-000028,0.0720240824097
ACH-000030,0.0075472040827500005
ACH-000035,-0.10897879492999998
ACH-000036,-0.132853130155
ACH-000037,0.13970879323
ACH-000039,0.009977206044010001
ACH-000040,0.259461928328
ACH-000041,0.126223884698
ACH-000042,0.136682223981
ACH-000045,0.106572651898
ACH-000047,0.032405055658200003
ACH-000052,-0.445238173595
ACH-000053,-0.0103356326531
ACH-000054,0.183227380655
ACH-000055,0.0430113949154
ACH-000060,0.0711143766103
ACH-000067,0.00728051362221
ACH-000070,0.269331117658
ACH-000075,0.0228184104096
ACH-000078,0.14697369446900002
ACH-000082,0.24904323311700002
ACH-000085,-0.11110059034299999
ACH-000086,-0.043660482687400005
ACH-000087,-0.125456020369
ACH-000092,0.06296931025769999
ACH-000095,0.045327412468099994
ACH-000097,0.09486413555569999
ACH-000098,0.0351754008501
ACH-000099,0.0795319045003
ACH-000108,-0.0289888914359
ACH-000113,0.04502670237430001
ACH-000115,0.120833907181
ACH-000116,0.131303394769
ACH-000118,-0.00666515050684
ACH-000120,0.129377599842
ACH-000123,-0.0308401254575
ACH-000127,-0.00040598283633400004
ACH-000128,0.039029109822300005
ACH-000132,0.17891511665100002
ACH-000133,0.0834247393053
ACH-000137,0.0944929101901
ACH-000138,-0.0233912921594
ACH-000142,-0.0447747767641
ACH-000143,0.00427053850148
ACH-000146,0.029501524750200004
ACH-000148,-0.130841622098
ACH-000150,0.19876890945599998
ACH-000152,0.0309293212573
ACH-000153,-0.212384054878
ACH-000159,0.0863387441041
ACH-000160,0.294586240035
ACH-000163,0.086061832001
ACH-000167,0.323624107757
ACH-000168,-0.138677818726
ACH-000169,0.0230885664573
ACH-000178,0.08783744826850001
ACH-000182,-0.0346116508104
ACH-000183,-0.100161478637
ACH-000188,-0.043889300875500005
ACH-000189,-0.0893994749907
ACH-000190,0.319262955917
ACH-000198,-0.0335772454181
ACH-000204,0.00923691080574
ACH-000206,0.201493681493
ACH-000207,0.0471106369164
ACH-000211,0.0221083548067
ACH-000215,0.132738055275
ACH-000221,0.021405309403200002
ACH-000222,-0.107390642437
ACH-000223,0.195714668242
ACH-000226,-0.08482286640460002
ACH-000227,0.310987824118
ACH-000228,0.140752846951
ACH-000231,-0.0916146262414
ACH-000232,0.0143268871199
ACH-000233,-0.0175886810757
ACH-000234,0.175619309022
ACH-000235,-0.020762452300599997
ACH-000237,0.18324726884599998
ACH-000238,0.156523909835
ACH-000243,-0.180592301585
ACH-000244,0.180783700475
ACH-000246,-0.005608108565079999
ACH-000248,0.24045915218199998
ACH-000250,-0.032881832345699996
ACH-000251,0.580030562073
ACH-000253,0.00761285348103
ACH-000255,-0.057742927053899995
ACH-000256,0.107486944731
ACH-000257,-0.46904996479500005
ACH-000258,0.138834633401
ACH-000259,-0.0484143737009
ACH-000260,0.0731172346882
ACH-000261,0.0370372423292
ACH-000262,-0.0122651926783
ACH-000263,-0.333469697687
ACH-000264,-0.0019045472088699998
ACH-000265,-0.0175186456093
ACH-000266,0.00521015694178
ACH-000272,0.014593479654700002
ACH-000273,0.192790787164
ACH-000274,0.141215298227
ACH-000277,0.140926518148
ACH-000278,0.0142687365313
ACH-000279,0.0229340795908
ACH-000280,0.0768433295872
ACH-000281,0.0140693707281
ACH-000288,0.10721942413100001
ACH-000291,-0.07830068862869999
ACH-000293,0.0659053650008
ACH-000294,0.019185645417099998
ACH-000295,0.162933718944
ACH-000296,0.27208046730999996
ACH-000302,0.112661341245
ACH-000304,0.08957754959450001
ACH-000307,-0.0328753865176
ACH-000308,0.09705457786499999
ACH-000310,0.05839464180380001
ACH-000311,-0.128064246457
ACH-000312,0.0469198572869
ACH-000315,0.0163050773897
ACH-000316,0.127728875984
ACH-000317,-0.295635670949
ACH-000318,-0.0864382627839
ACH-000319,0.201031900074
ACH-000320,0.0238050257388
ACH-000322,-0.18321072856600001
ACH-000323,-0.0649425591344
ACH-000324,0.026723515965800002
ACH-000329,0.157221514724
ACH-000330,0.0913823138964
ACH-000331,0.14545720716399999
ACH-000332,0.0159849054909
ACH-000334,0.06640156865680001
ACH-000335,-0.06122552572380001
ACH-000336,-0.17794224584600002
ACH-000337,-0.166395072499
ACH-000339,0.076577330931
ACH-000341,-0.051188578486900005
ACH-000348,0.12696463805400002
ACH-000350,0.108738931425
ACH-000352,0.008780610770360001
ACH-000356,0.08823331864980001
ACH-000361,0.125853143044
ACH-000362,-0.13728136641
ACH-000363,0.0480380610602
ACH-000364,-0.14107724616800002
ACH-000365,0.0147773978828
ACH-000366,0.138752562053
ACH-000368,-0.030191739886599997
ACH-000374,0.163227523604
ACH-000375,0.10840019950799999
ACH-000376,-0.007613204712470001
ACH-000381,-0.15871120819099999
ACH-000383,0.05916099203
ACH-000387,-0.00903157598271
ACH-000389,0.189439853908
ACH-000390,0.0321344653709
ACH-000393,-0.37576686414399996
ACH-000395,-0.09376932422760001
ACH-000397,-0.041108359078099996
ACH-000401,0.0940420551009
ACH-000402,0.0790158273409
ACH-000403,-0.0213848429983
ACH-000404,0.112982961932
ACH-000406,-0.0384019525235
ACH-000407,-0.107243004672
ACH-000408,0.161202773652
ACH-000410,-0.05885479664940001
ACH-000411,-0.0026206341489899997
ACH-000414,-0.130654219774
ACH-000415,0.011450070598799999
ACH-000416,0.09565718336689999
ACH-000420,0.167783570935
ACH-000421,0.0104600042208
ACH-000424,-0.0013426524323199998
ACH-000425,0.026347613445
ACH-000426,0.155610197749
ACH-000427,0.13766441500999999
ACH-000433,-0.336327188565
ACH-000436,-0.0486503389627
ACH-000444,-0.013043012324600001
ACH-000445,0.012611807203899999
ACH-000448,0.014479087333799998
ACH-000450,0.011377860310200001
ACH-000452,-0.00227536318946
ACH-000454,-0.104757514367
ACH-000458,0.112336912163
ACH-000459,-0.325910166152
ACH-000460,0.04424456236930001
ACH-000461,0.32385263861200003
ACH-000463,-0.13369044598899998
ACH-000464,0.059801860635
ACH-000466,0.145233850487
ACH-000467,-0.158857953075
ACH-000468,0.118105018931
ACH-000469,-0.0279254919365
ACH-000470,0.177835313437
ACH-000471,0.115357823859
ACH-000472,0.027016797614799998
ACH-000473,-0.0403259458881
ACH-000475,0.131571090197
ACH-000476,0.0874063597653
ACH-000477,0.060340141289
ACH-000480,0.050682270830699996
ACH-000481,-0.21029683310400002
ACH-000483,-0.11897736035999998
ACH-000484,0.0218361375551
ACH-000485,0.0652028259051
ACH-000486,-0.0476194732295
ACH-000487,0.11082449897600001
ACH-000488,0.109494045745
