,SH3TC2 (79628)
ACH-000004,-0.106481528336
ACH-000007,-0.00684903567486
ACH-000009,-0.0156236088336
ACH-000011,0.185509215772
ACH-000012,-0.0275019445377
ACH-000013,0.0521286333863
ACH-000014,-0.0924029830163
ACH-000015,-0.2049977116
ACH-000017,0.177207239102
ACH-000018,0.159664376807
ACH-000019,0.104652329989
ACH-000021,-0.005438090334919999
ACH-000022,-0.127277987677
ACH-000025,0.19535192662700002
ACH-000028,-0.019826544204400002
ACH-000030,0.0361866262338
ACH-000035,-0.135824878187
ACH-000036,-0.037663524180400004
ACH-000037,0.09330769443600001
ACH-000039,0.0136654643805
ACH-000040,-0.0149179247744
ACH-000041,0.0858482618389
ACH-000042,0.05232896595869999
ACH-000045,-0.055430493373199996
ACH-000047,0.15471587025699998
ACH-000052,0.147993456607
ACH-000053,-0.0573623051179
ACH-000054,-0.10224111821000001
ACH-000055,0.0949415278278
ACH-000060,0.114419408127
ACH-000067,-0.045741539030499996
ACH-000070,-0.0398326329919
ACH-000075,-0.15857871470999998
ACH-000078,0.08219586138830001
ACH-000082,0.31002845266999995
ACH-000085,-0.111639040678
ACH-000086,0.110041956045
ACH-000087,-0.16417252082
ACH-000092,0.09863724312239999
ACH-000095,0.077579235991
ACH-000097,0.0464371651064
ACH-000098,0.060678805514000005
ACH-000099,0.0747150287996
ACH-000108,-0.048764893811499996
ACH-000113,-0.13820582985899998
ACH-000115,0.0969882719112
ACH-000116,0.044409785234
ACH-000118,-0.022620973026700002
ACH-000120,-0.027695469135599997
ACH-000123,0.08482146784679999
ACH-000127,-0.0218210572257
ACH-000128,-0.0321382692753
ACH-000132,-0.0439739394996
ACH-000133,0.184317616956
ACH-000137,0.00833655608112
ACH-000138,-0.05917512022699999
ACH-000142,-0.0955963579262
ACH-000143,0.0163069811005
ACH-000146,0.00620989310561
ACH-000148,0.0114235228645
ACH-000150,0.06886195360719999
ACH-000152,-0.0788324211863
ACH-000153,-0.11898884524299999
ACH-000159,-0.011560899954699999
ACH-000160,-0.22178532171
ACH-000163,0.0590116800135
ACH-000167,0.0917255349309
ACH-000168,0.0604031265125
ACH-000169,0.0645574815034
ACH-000178,-0.0494675281836
ACH-000182,0.042819290307200004
ACH-000183,-0.04783211326780001
ACH-000188,0.0246387748037
ACH-000189,0.168946374767
ACH-000190,-0.056621222611699995
ACH-000198,0.142305219294
ACH-000204,0.07021258689139999
ACH-000206,0.126010637434
ACH-000207,0.0199659877171
ACH-000211,0.004892655974270001
ACH-000215,0.06892624931139998
ACH-000221,0.05959006482030001
ACH-000222,-0.0485983257864
ACH-000223,-0.0769776932324
ACH-000226,-0.0195756397114
ACH-000227,0.042195090357
ACH-000228,-0.035097882727099995
ACH-000231,0.0184134823323
ACH-000232,-0.0580069413703
ACH-000233,0.0281401295401
ACH-000234,0.031271863958799995
ACH-000235,-0.00241498914846
ACH-000237,-0.0300376233108
ACH-000238,-0.0112372555474
ACH-000243,-0.007265643928800001
ACH-000244,0.17096745494899998
ACH-000246,-0.07482593482149999
ACH-000248,-0.23558240630199997
ACH-000250,-0.017199051475400004
ACH-000251,-0.112550575847
ACH-000253,0.0957440349691
ACH-000255,-0.013217006362700002
ACH-000256,-0.060662914664000006
ACH-000257,-0.06957999565010001
ACH-000258,-0.131860867866
ACH-000259,-0.050353056470400004
ACH-000260,0.0069046940693299995
ACH-000261,-0.028066652223099998
ACH-000262,-0.0496692511216
ACH-000263,0.137859502574
ACH-000264,0.0575484174115
ACH-000265,-0.0115501609191
ACH-000266,-0.056302490608599993
ACH-000272,-0.114946595565
ACH-000273,-0.025302071713099998
ACH-000274,0.117361565254
ACH-000277,0.10101856821
ACH-000278,0.0765556822074
ACH-000279,0.118859302928
ACH-000280,-0.067596731112
ACH-000281,-0.026876895848099998
ACH-000288,-0.0319291698211
ACH-000291,-0.059691281328
ACH-000293,0.169923685858
ACH-000294,0.18180657682
ACH-000295,0.00306206334215
ACH-000296,0.101568801816
ACH-000302,0.095258916897
ACH-000304,-0.142246583359
ACH-000307,0.12562323502699999
ACH-000308,0.00492873720481
ACH-000310,-0.0838106800765
