,TEKT2 (27285)
ACH-000004,-0.247139740247
ACH-000007,-0.0601813011556
ACH-000009,-0.211378941191
ACH-000011,-0.5404853668330001
ACH-000012,-0.367957079717
ACH-000013,-0.535777135791
ACH-000014,-0.435521185842
ACH-000015,-0.32770829085700004
ACH-000017,-0.379235180886
ACH-000018,-0.432343638197
ACH-000019,-0.308462075135
ACH-000021,-0.341740543041
ACH-000022,-0.40453233358199997
ACH-000025,-0.44215535814499995
ACH-000028,-0.29846455493
ACH-000030,-0.266728089099
ACH-000035,-0.47436942955600003
ACH-000036,-0.475446940519
ACH-000037,-0.662294105888
ACH-000039,-0.35362131747599995
ACH-000040,-0.264534340894
ACH-000041,-0.260412499681
ACH-000042,-0.2281123004
ACH-000045,-0.324214776946
ACH-000047,-0.451015459232
ACH-000052,-0.415814080899
ACH-000053,-0.411997682213
ACH-000054,-0.443006494501
ACH-000055,-0.13142653477299998
ACH-000060,-0.44962007657799996
ACH-000067,-0.46990631284199996
ACH-000070,-0.352980176157
ACH-000075,-0.514151283464
ACH-000078,-0.24025811284499998
ACH-000082,-0.502696907569
ACH-000085,-0.774785298979
ACH-000086,-0.527973550545
ACH-000087,-0.33054631666900003
ACH-000092,-0.9115428822799998
ACH-000095,-0.34979597951700003
ACH-000097,-0.355751078291
ACH-000098,-0.475647264097
ACH-000099,-0.157408840586
ACH-000108,-0.465595930931
ACH-000113,-0.414745152894
ACH-000115,-0.621329795423
ACH-000116,-0.452145216408
ACH-000118,-0.45019096893700006
ACH-000120,-0.338449406273
ACH-000123,-0.344317589653
ACH-000127,-0.325366314128
ACH-000128,-0.396909819911
ACH-000132,-0.411662117647
ACH-000133,-0.362321467137
ACH-000137,-0.5141327120279999
ACH-000138,-0.307707327466
ACH-000142,-0.442708113193
ACH-000143,-0.593777922699
ACH-000146,-0.34839755855899995
ACH-000148,-0.469717632451
ACH-000150,-0.7832233673479999
ACH-000152,-0.5497816803
ACH-000153,-0.572296032747
ACH-000159,-0.293470495753
ACH-000160,-0.347861703548
ACH-000163,-0.28134527496100004
ACH-000167,-0.579645779705
