,EXTL1 (2134)
ACH-000004,-0.459224330633
ACH-000007,-0.27470378331
ACH-000009,-0.366093977294
ACH-000011,-0.35279533376199995
ACH-000012,-0.303926377472
ACH-000013,-0.341884885566
ACH-000014,-0.33750552998000005
ACH-000015,-0.311309267635
ACH-000017,-0.155916730808
ACH-000018,-0.386831481686
ACH-000019,-0.19148530694600002
ACH-000021,-0.227574949911
ACH-000022,-0.282507157831
ACH-000025,-0.177272335136
ACH-000028,-0.199126184377
ACH-000030,-0.246228058431
ACH-000035,-0.49930886311000006
ACH-000036,-0.270404891015
ACH-000037,-0.42358521419399997
ACH-000039,-0.302205474323
ACH-000040,-0.43579807544200005
ACH-000041,-0.210320086606
ACH-000042,-0.41169873083700004
ACH-000045,-0.221447332469
ACH-000047,-0.263574412125
ACH-000052,-0.47886129193599997
ACH-000053,-0.255918904725
ACH-000054,-0.15728542547
ACH-000055,-0.31676916188
ACH-000060,-0.345263097483
ACH-000067,-0.198217116637
ACH-000070,-0.35255189584799995
ACH-000075,-0.304994744649
ACH-000078,-0.19428531370299998
ACH-000082,-0.314983240833
ACH-000085,-0.422269506902
ACH-000086,-0.36293923931500005
ACH-000087,-0.378700655542
ACH-000092,-0.556892756725
ACH-000095,-0.35857018100599997
ACH-000097,-0.31200671824299997
ACH-000098,-0.210559581532
ACH-000099,-0.135650503361
ACH-000108,-0.394695365774
ACH-000113,-0.150392464796
ACH-000115,-0.23482844428599997
ACH-000116,-0.465612792253
ACH-000118,-0.297851913505
ACH-000120,-0.20161292383499999
ACH-000123,-0.296450644752
ACH-000127,-0.314423594864
ACH-000128,-0.447363371263
ACH-000132,-0.474681501805
ACH-000133,-0.36404633444
ACH-000137,-0.6829284832089999
ACH-000138,-0.20680541500500002
ACH-000142,-0.5603726700020001
ACH-000143,-0.436862271358
ACH-000146,-0.188570042516
ACH-000148,-0.22077145616799998
ACH-000150,-0.38116478378300006
ACH-000152,-0.49371789477899997
ACH-000153,-0.6368194837969999
ACH-000159,-0.380378034617
ACH-000160,-0.279288188132
ACH-000163,-0.10992573964999999
ACH-000167,-0.0419924929976
ACH-000168,-0.324880370231
ACH-000169,-0.344798545384
ACH-000178,-0.328099259704
ACH-000182,-0.174328898283
ACH-000183,-0.16137653948
ACH-000188,-0.43461776899899995
ACH-000189,-0.0392153654552
ACH-000190,-0.25303194857
ACH-000198,-0.148312782191
ACH-000204,-0.31747627991
ACH-000206,-0.306347884913
ACH-000207,-0.335547867111
ACH-000211,-0.310823756111
ACH-000215,-0.33666955264200005
ACH-000221,-0.197287970427
ACH-000222,-0.36770629122500004
ACH-000223,-0.235081146301
ACH-000226,-0.287296955729
ACH-000227,-0.181281167736
ACH-000228,-0.431437549992
ACH-000231,-0.291621212948
ACH-000232,-0.284721730414
ACH-000233,-0.22379021606999996
ACH-000234,-0.47240590943000005
ACH-000235,-0.288424667807
ACH-000237,-0.216953602447
ACH-000238,-0.37869356759499995
ACH-000243,-0.42007626361999995
ACH-000244,-0.51472189221
ACH-000246,-0.36445993670800003
ACH-000248,-0.308604325281
ACH-000250,-0.426870096929
ACH-000251,-0.383346653377
ACH-000253,-0.38145997792099995
ACH-000255,-0.332627959679
ACH-000256,-0.400342112452
ACH-000257,-0.4586175721
ACH-000258,0.0134504693595
ACH-000259,-0.38448073299099994
ACH-000260,-0.280596975297
ACH-000261,-0.365086774632
ACH-000262,-0.25022229436500004
ACH-000263,-0.419603934223
ACH-000264,-0.358535272028
ACH-000265,-0.360702275731
ACH-000266,-0.285658736184
ACH-000272,-0.246982501959
ACH-000273,-0.371775563061
ACH-000274,-0.37725675841
ACH-000277,-0.501148623657
ACH-000278,-0.154365362029
ACH-000279,-0.328189776471
ACH-000280,-0.223947302808
ACH-000281,-0.162722936967
ACH-000288,-0.515735467214
ACH-000291,-0.48355168411399996
ACH-000293,-0.34435146897600005
ACH-000294,-0.411686369937
ACH-000295,-0.35740327525300003
ACH-000296,-0.23061055621100002
ACH-000302,-0.23462994307799998
ACH-000304,-0.355363299318
ACH-000307,-0.27475804698899997
ACH-000308,-0.259382272174
ACH-000310,-0.32547142608
ACH-000311,-0.6023845612709999
ACH-000312,-0.45770246099100004
ACH-000315,-0.294675997581
ACH-000316,-0.42417360242299995
ACH-000317,-0.333113856789
ACH-000318,-0.394245644135
ACH-000319,-0.24447957634599998
ACH-000320,-0.657101572698
ACH-000322,-0.441704672235
ACH-000323,-0.352928186675
ACH-000324,-0.311691148839
ACH-000329,-0.405358892823
ACH-000330,-0.15319904260199999
ACH-000331,-0.40831203959299994
ACH-000332,-0.396817908862
ACH-000334,-0.053288322315400004
ACH-000335,-0.505022711168
ACH-000336,-0.23857206739999998
ACH-000337,-0.278437261003
ACH-000339,-0.213403810167
ACH-000341,-0.604860012386
ACH-000348,-0.24357979375500002
ACH-000350,-0.462503838936
ACH-000352,-0.289852313004
ACH-000356,-0.162718027378
ACH-000361,-0.290104281699
ACH-000362,-0.243223007253
ACH-000363,-0.344421762414
ACH-000364,-0.36067610916599996
ACH-000365,-0.32452285433600003
ACH-000366,-0.349521208735
ACH-000368,-0.496721431479
ACH-000374,-0.22310214052299998
ACH-000375,0.121452301289
ACH-000376,-0.37124224288099994
ACH-000381,-0.575689855123
ACH-000383,-0.42522416864100004
ACH-000387,-0.434582624969
ACH-000389,-0.37824878146700003
ACH-000390,-0.340252786383
ACH-000393,-0.41106589287100004
ACH-000395,-0.29743620525
ACH-000397,-0.256650228386
ACH-000401,-0.397418885608
ACH-000402,-0.503619717624
ACH-000403,-0.225680898378
ACH-000404,-0.464014881487
ACH-000406,-0.326887941963
ACH-000407,-0.507324517033
ACH-000408,-0.295401907091
ACH-000410,-0.377630843036
ACH-000411,-0.43980352533699996
ACH-000414,-0.477755716914
ACH-000415,-0.385495739312
ACH-000416,-0.27472038854
ACH-000420,-0.351301661157
ACH-000421,-0.24437359166099998
ACH-000424,-0.391308094927
ACH-000425,-0.318241537881
ACH-000426,-0.5206634218199999
ACH-000427,-0.215124015163
ACH-000433,-0.273749941422
ACH-000436,-0.336812262764
ACH-000444,-0.252208605737
ACH-000445,-0.21216815318399998
ACH-000448,-0.37959184364
ACH-000450,-0.432082580916
ACH-000452,-0.34888715964199996
ACH-000454,-0.368519361575
ACH-000458,-0.21021440579599998
ACH-000459,-0.291924742847
ACH-000460,-0.280803626771
ACH-000461,-0.334951058782
ACH-000463,-0.323424668216
ACH-000464,-0.582312344618
ACH-000466,-0.357477279636
ACH-000467,-0.24430594896699998
ACH-000468,-0.37986462563699996
ACH-000469,-0.250180499912
ACH-000470,-0.360149429711
ACH-000471,-0.292246299206
ACH-000472,-0.15645535808900002
ACH-000473,-0.385609534466
ACH-000475,-0.217394755068
ACH-000476,-0.548343769262
ACH-000477,0.0968718194823
ACH-000480,-0.35193967064900006
ACH-000481,-0.371137398068
ACH-000483,-0.34127130536600003
ACH-000484,-0.417205068544
ACH-000485,-0.40597605308799994
ACH-000486,-0.14400068219599998
ACH-000487,-0.334371619132
ACH-000488,-0.46953108740099997
ACH-000490,-0.21098289393599998
ACH-000491,-0.27779929825399996
ACH-000495,-0.42458285353299996
ACH-000496,-0.332780935151
ACH-000499,-0.111267049641
ACH-000500,-0.511693067307
ACH-000502,-0.24488401471700003
ACH-000503,-0.298932468146
ACH-000505,-0.42698823137599995
ACH-000507,-0.201656564422
ACH-000510,-0.226086673798
ACH-000511,-0.233713727106
ACH-000512,-0.48507429957599996
ACH-000516,-0.262372948272
ACH-000517,-0.362493854662
ACH-000518,-0.33410697772500003
ACH-000520,-0.48227319335
ACH-000521,-0.5053477241969999
ACH-000522,-0.312735928253
ACH-000524,-0.424315643591
ACH-000527,-0.339165968574
ACH-000528,-0.236654677775
ACH-000537,-0.33652013495899996
ACH-000541,-0.499142349675
ACH-000542,-0.229786846237
ACH-000544,-0.48081079697400003
ACH-000545,-0.25939403771499997
ACH-000547,-0.30462037250999996
ACH-000548,-0.37550435278000005
ACH-000549,-0.31677720220899996
ACH-000550,-0.651464746332
ACH-000552,-0.23978219290999997
ACH-000556,-0.26835948751999994
ACH-000557,-0.380625628367
ACH-000570,-0.231894096706
