,MYOZ2 (51778)
ACH-000004,-0.09529664865779999
ACH-000007,0.00649512150728
ACH-000009,0.0359890469182
ACH-000011,-0.015912977205399997
ACH-000012,0.18092513313900002
ACH-000013,0.163915898542
ACH-000014,0.0777881147951
ACH-000015,-0.00362562209531
ACH-000017,0.0853179933053
ACH-000018,-0.054710735622500006
ACH-000019,0.054153617407
ACH-000021,0.14888156916200002
ACH-000022,0.0096504642273
ACH-000025,0.137102234732
ACH-000028,0.122803879283
ACH-000030,0.107738936118
ACH-000035,0.0788161935977
ACH-000036,0.0503842472178
ACH-000037,0.0274389142458
ACH-000039,0.08990153037830001
ACH-000040,0.0559671400246
ACH-000041,-0.118656086601
ACH-000042,0.08777664560689999
ACH-000045,0.057430139446099995
ACH-000047,0.150990525066
ACH-000052,-0.110631537457
ACH-000053,0.1086309725
ACH-000054,-0.0372214513738
ACH-000055,0.0951046585295
ACH-000060,-0.08223631276219999
ACH-000067,-0.0436008276735
ACH-000070,-0.13535508369899998
ACH-000075,-0.151925837027
ACH-000078,-0.062033121001
ACH-000082,0.0975620097573
ACH-000085,-0.0448930086652
ACH-000086,0.135696825908
ACH-000087,0.202673020356
ACH-000092,-0.170861679357
ACH-000095,0.0332335973792
ACH-000097,0.122166754277
ACH-000098,-0.0157077374992
ACH-000099,0.07398031023900001
ACH-000108,0.0211922467558
ACH-000113,0.021662868363
ACH-000115,0.271645350509
ACH-000116,0.0226564074609
ACH-000118,0.21184759235700001
ACH-000120,0.161845334251
ACH-000123,-0.019878081814099998
ACH-000127,0.0111821780112
ACH-000128,0.0022050297149499997
ACH-000132,0.0800576362146
ACH-000133,0.03978582530830001
ACH-000137,0.102397186623
ACH-000138,0.0362400317048
ACH-000142,0.131185306482
ACH-000143,-0.020582000086299998
ACH-000146,-0.00604843999096
ACH-000148,0.0570679963669
ACH-000150,0.127800510561
ACH-000152,0.0169499583091
ACH-000153,-0.13695136643300002
ACH-000159,0.0621861633402
ACH-000160,-0.157547862357
ACH-000163,-0.0566871999231
ACH-000167,-0.197447006019
ACH-000168,-0.0301029225697
ACH-000169,0.18682530504
ACH-000178,-0.00576212348016
ACH-000182,0.0111484975174
ACH-000183,-0.0236078739932
ACH-000188,0.0708256542678
ACH-000189,0.07922101400380001
ACH-000190,0.00915855166126
ACH-000198,0.059259563954600004
ACH-000204,-0.139915738171
ACH-000206,-0.08777352053510001
ACH-000207,-0.0331611049083
ACH-000211,0.04719326468690001
ACH-000215,0.0798529269161
ACH-000221,-0.019842235149900002
ACH-000222,-0.031163993046800002
ACH-000223,-0.124216630654
ACH-000226,0.0162808922945
ACH-000227,-0.04032920158330001
ACH-000228,0.111165173343
ACH-000231,0.0474362174746
ACH-000232,0.014086763652200001
ACH-000233,0.16085774342
ACH-000234,-0.054871768976
ACH-000235,0.0941062312188
ACH-000237,0.09584156531169999
ACH-000238,0.0861448469524
ACH-000243,0.00451476611489
ACH-000244,0.0452840136055
ACH-000246,0.0376878851222
ACH-000248,0.0714189339379
ACH-000250,-0.0380257684193
ACH-000251,-0.215279820356
ACH-000253,-0.0107723229649
ACH-000255,0.013496599910500002
ACH-000256,0.011827072356399999
ACH-000257,-0.253707948821
ACH-000258,-0.15767932418
ACH-000259,0.10062842113399999
ACH-000260,0.009810810391809999
ACH-000261,0.0724447514845
ACH-000262,0.0446223657381
ACH-000263,0.34553319052299997
ACH-000264,0.0540290340566
ACH-000265,0.071014869238
ACH-000266,0.029960506834599998
ACH-000272,-0.0427033543118
ACH-000273,-0.0411098178504
ACH-000274,0.102238169154
ACH-000277,0.07634892198149999
ACH-000278,0.058820409073299995
ACH-000279,0.00289891526175
ACH-000280,0.0792975048177
ACH-000281,0.0008436495515669999
ACH-000288,0.115676536896
ACH-000291,0.11256666661499999
ACH-000293,0.012117090470100001
ACH-000294,-0.09379767853769999
ACH-000295,-0.0827731370047
ACH-000296,-0.13373199547700002
ACH-000302,0.00954490208597
ACH-000304,-0.115199664542
ACH-000307,0.070339869765
ACH-000308,0.04412937014880001
ACH-000310,-0.061454001298699996
ACH-000311,-0.0555248153962
ACH-000312,0.125124010681
ACH-000315,0.152606489392
ACH-000316,0.11701487745400001
ACH-000317,-0.0308977923313
ACH-000318,0.0819079715399
ACH-000319,0.00428997415013
ACH-000320,0.0967430445624
ACH-000322,-0.18820182369000002
ACH-000323,0.158112892383
ACH-000324,-0.00740384221826
ACH-000329,-0.0892994468296
ACH-000330,-0.0822212562771
ACH-000331,0.108137357086
ACH-000332,0.0593972107116
ACH-000334,0.148674788186
ACH-000335,-0.22017685645100002
ACH-000336,0.223897192178
ACH-000337,0.08646268480810002
ACH-000339,0.0829520641934
ACH-000341,-0.07989508823699999
ACH-000348,0.065543171557
ACH-000350,0.11558371358899999
ACH-000352,0.0422583321525
ACH-000356,0.228407148815
ACH-000361,0.312827738923
ACH-000362,-0.0157451405117
ACH-000363,0.0948126008867
ACH-000364,0.0818489995388
ACH-000365,0.0593074300827
ACH-000366,-0.0304175369838
ACH-000368,-0.00370848599878
ACH-000374,-0.112745813077
ACH-000375,0.107039224274
ACH-000376,-0.0633955653455
ACH-000381,0.12596494646099998
ACH-000383,0.145110414564
ACH-000387,0.0170088936465
ACH-000389,-0.136628361891
ACH-000390,0.21586929349800002
ACH-000393,0.0685155593139
