,MINOS1 (440574)
ACH-000004,-0.9726847800689999
ACH-000007,-0.459598136998
ACH-000009,-0.698205443785
ACH-000011,-1.0345445347
ACH-000012,-0.450197207039
ACH-000013,-0.495235617778
ACH-000014,-0.712045542747
ACH-000015,-0.760495736707
ACH-000017,-0.626664937232
ACH-000018,-0.313478630345
ACH-000019,-1.31127495618
ACH-000021,-0.366327271324
ACH-000022,-0.8800089526389999
ACH-000025,-0.543622094225
ACH-000028,-1.09485400654
ACH-000030,-0.215117970205
ACH-000035,-0.571035714741
ACH-000036,-0.208995871022
ACH-000037,-0.658263868408
ACH-000039,-0.473372283854
ACH-000040,-0.750108936403
ACH-000041,-1.23024143758
ACH-000042,-0.415468738709
ACH-000045,-0.835167349095
ACH-000047,-0.562919193188
ACH-000052,-0.884018826303
ACH-000053,-0.559052513195
ACH-000054,-0.52615584342
ACH-000055,-1.20972381823
ACH-000060,-0.703565157033
ACH-000067,-0.5142151278429999
ACH-000070,-0.583292989754
ACH-000075,-0.557290857266
ACH-000078,-0.782527842256
ACH-000082,-0.511032854882
ACH-000085,-0.52620280717
ACH-000086,-0.558237069156
ACH-000087,-0.902270657014
ACH-000092,-0.793111995697
ACH-000095,-1.08151574108
ACH-000097,-0.846707639825
ACH-000098,-0.494648885725
ACH-000099,-1.41418178229
ACH-000108,-0.9829968633
ACH-000113,-0.792785468355
ACH-000115,-1.1388588792299998
ACH-000116,-0.680921053743
ACH-000118,-0.37409084405599996
ACH-000120,-0.935938794111
ACH-000123,-0.847623378785
ACH-000127,-0.689104516886
ACH-000128,-1.11924260152
ACH-000132,-0.553978482862
ACH-000133,-0.574342321057
ACH-000137,-0.489642392491
ACH-000138,-0.9077259737450001
ACH-000142,-0.849389358444
ACH-000143,-0.535973141179
ACH-000146,-0.9489847431589999
ACH-000148,-0.7176005223899999
ACH-000150,-0.49311579090700003
ACH-000152,-0.679703447227
ACH-000153,-0.936518394086
ACH-000159,-0.811624193097
ACH-000160,-0.822212367317
ACH-000163,-0.40234686413099996
ACH-000167,-0.263707651898
ACH-000168,-0.926446222327
ACH-000169,-0.81026733605
ACH-000178,-0.741144331027
ACH-000182,-0.8012832736900001
ACH-000183,-1.4721671979100002
ACH-000188,-0.367072674811
ACH-000189,-0.718981608497
ACH-000190,-1.0963888986599999
ACH-000198,-1.1024529013700002
ACH-000204,-0.19779932657299998
ACH-000206,-0.0323934051154
ACH-000207,-0.989885764167
ACH-000211,-0.54458437019
ACH-000215,-1.03467945964
ACH-000221,-0.8784441355
ACH-000222,-0.692977949637
ACH-000223,-0.6977242412829999
ACH-000226,-0.363839616764
ACH-000227,-0.929083583503
ACH-000228,-0.506281180576
ACH-000231,-0.475880964687
ACH-000232,-0.662671794346
ACH-000233,-1.03110004944
ACH-000234,-0.574571427074
ACH-000235,-0.592832821624
ACH-000237,-0.682453909223
ACH-000238,-0.9298968496500001
ACH-000243,-0.7912697973980001
ACH-000244,-0.42899874075800004
ACH-000246,-0.527746872846
ACH-000248,-0.7771750642049999
ACH-000250,-0.444374027749
ACH-000251,-0.635033513541
ACH-000253,-0.7805053068619999
ACH-000255,-0.716269411723
ACH-000256,-0.715048064395
ACH-000257,-0.748814922684
ACH-000258,-0.34943764474399996
ACH-000259,-1.33491209917
ACH-000260,-0.613375887271
ACH-000261,-0.450501418842
ACH-000262,-0.800183411727
ACH-000263,-0.8141571210449999
ACH-000264,-0.8098192551860001
ACH-000265,-0.8748752899860001
ACH-000266,-0.509396320024
ACH-000272,-0.696919083263
ACH-000273,-0.604630995646
ACH-000274,-0.891619195121
ACH-000277,-0.835968134929
ACH-000278,-0.579231129398
ACH-000279,-0.690311416444
ACH-000280,-0.548821308865
ACH-000281,-0.232202525751
ACH-000288,-0.688938724039
ACH-000291,-1.12880099215
ACH-000293,-0.705037256727
ACH-000294,-0.8486482804790001
ACH-000295,-1.11837579585
ACH-000296,-0.7697570354790001
ACH-000302,-0.716943202651
ACH-000304,-1.3334134009899998
ACH-000307,-0.680700857985
ACH-000308,-0.533931599584
ACH-000310,-0.6892014353929999
ACH-000311,-0.7803628623469999
ACH-000312,-1.0995506797
ACH-000315,-0.779753987457
ACH-000316,-0.71378206088
ACH-000317,-0.899159843815
ACH-000318,-0.9924977003219999
ACH-000319,-0.55567132519
ACH-000320,-0.5091011565110001
ACH-000322,-0.554827036209
ACH-000323,-0.767825951359
ACH-000324,-0.5649991041820001
ACH-000329,-0.7046889525040001
ACH-000330,-0.740797666825
ACH-000331,-0.627399778989
ACH-000332,-0.556489104689
ACH-000334,-0.788966397554
ACH-000335,-0.9488391098989999
ACH-000336,-0.848189012244
ACH-000337,-0.732805543387
ACH-000339,-0.357227858794
ACH-000341,-0.764935792042
ACH-000348,-0.843938748889
ACH-000350,-0.547613644181
ACH-000352,-1.09784976073
ACH-000356,-0.16293538403
ACH-000361,-0.38710726599399997
ACH-000362,-1.13535162143
ACH-000363,-0.7359504709579999
ACH-000364,-0.8287118568790001
ACH-000365,-0.816998493788
ACH-000366,-0.71632194266
ACH-000368,-0.7080042679459999
ACH-000374,-0.42727742310500005
ACH-000375,-1.0951640456899998
ACH-000376,-1.12082001174
ACH-000381,-0.6419829570319999
ACH-000383,-0.861285411388
ACH-000387,-0.674796501742
ACH-000389,-0.450453190587
ACH-000390,-0.72239475242
ACH-000393,-0.594905685889
ACH-000395,-0.224600537318
ACH-000397,-0.552549687827
ACH-000401,-0.481434270885
ACH-000402,-0.8417488414899998
ACH-000403,-0.52419199217
ACH-000404,-0.644601505928
ACH-000406,-0.9711069927439999
ACH-000407,-0.84722693361
ACH-000408,-1.04238096357
ACH-000410,-0.6950491019030001
ACH-000411,-0.836460433395
ACH-000414,-0.826958266583
ACH-000415,-0.533151596325
ACH-000416,-0.48959597678800004
ACH-000420,-0.585416664319
