,DTD1 (92675)
ACH-000004,0.0313903765491
ACH-000007,-0.214753189119
ACH-000009,-0.043968966182399996
ACH-000011,-0.181501606911
ACH-000012,-0.0752960510564
ACH-000013,-0.15131804547299998
ACH-000014,0.0144600105504
ACH-000015,0.0466237611873
ACH-000017,-0.185170547025
ACH-000018,-0.0278287871465
ACH-000019,-0.129671731659
ACH-000021,-0.19214804503600003
ACH-000022,-0.10287977303200001
ACH-000025,0.11008585588099999
ACH-000028,-0.158584939903
ACH-000030,-0.140957849226
ACH-000035,-0.10656274693199999
ACH-000036,0.022378280238399998
ACH-000037,-0.133613721724
ACH-000039,0.0023049047666100003
ACH-000040,-0.09269039562079999
ACH-000041,-0.0634470852123
ACH-000042,-0.208055662885
ACH-000045,-0.0398226617267
ACH-000047,-0.188515115392
ACH-000052,-0.0144281755758
ACH-000053,-0.140816554127
ACH-000054,-0.153668621306
ACH-000055,0.0596626346925
ACH-000060,-0.0607954272059
ACH-000067,-0.27501173430799997
ACH-000070,-0.133941021932
ACH-000075,-0.10398658594
ACH-000078,0.081534455071
ACH-000082,-0.0745146547642
ACH-000085,-0.48421521165
ACH-000086,0.0702209954539
ACH-000087,-0.23553757202
ACH-000092,-0.0777426969998
ACH-000095,-0.091563009791
ACH-000097,-0.22070517833099998
ACH-000098,-0.05491218149669999
ACH-000099,-0.0669447739851
ACH-000108,-0.163882248867
ACH-000113,-0.150738009373
ACH-000115,-0.0304057323875
ACH-000116,-0.06716316296120001
ACH-000118,-0.112207552852
ACH-000120,-0.0867121405405
ACH-000123,-0.15423067848
ACH-000127,-0.0211528496674
ACH-000128,-0.08301107400289999
ACH-000132,0.0613381994666
ACH-000133,-0.209126392903
ACH-000137,-0.0667592525581
ACH-000138,-0.00804780599015
ACH-000142,0.0448771622543
ACH-000143,-0.325861131615
ACH-000146,-0.0711749111102
ACH-000148,-0.10041727569299999
ACH-000150,-0.144676538619
ACH-000152,-0.159338915444
ACH-000153,-0.43526758662500004
ACH-000159,0.140485067008
ACH-000160,-0.22237039965100003
ACH-000163,-0.11224197993599999
ACH-000167,-0.229609680907
ACH-000168,-0.08889377552139999
ACH-000169,-0.006121923569
ACH-000178,-0.185060613511
ACH-000182,-0.299366582497
ACH-000183,0.0803462489759
ACH-000188,-0.0755746178867
ACH-000189,-0.187131279985
ACH-000190,-0.139721785462
ACH-000198,-0.11721618287499999
ACH-000204,-0.137044837517
ACH-000206,-0.308175945365
ACH-000207,-0.0616094962536
ACH-000211,-0.232178341996
ACH-000215,-0.106737675229
ACH-000221,-0.145821550971
ACH-000222,0.0377956477138
ACH-000223,-0.0504101729559
ACH-000226,0.070254406634
ACH-000227,0.0753474097179
ACH-000228,-0.317210986342
ACH-000231,-0.118439536332
ACH-000232,-0.078074445823
ACH-000233,0.0504919869699
ACH-000234,0.107763208609
ACH-000235,-0.130848623768
ACH-000237,-0.135038359184
ACH-000238,-0.007011172208100001
ACH-000243,-0.10946571185000001
ACH-000244,0.004634750471680001
ACH-000246,-0.0165269818481
ACH-000248,-0.15118120422800002
ACH-000250,-0.06132068880480001
ACH-000251,-0.137979555549
ACH-000253,-0.07572203968939999
ACH-000255,-0.0025040433953299997
ACH-000256,-0.0840385201639
ACH-000257,-0.173950170297
ACH-000258,-0.414598482116
ACH-000259,-0.07255071469089999
ACH-000260,-0.0730775763441
ACH-000261,-0.057937363409099996
ACH-000262,-0.16920389230500002
ACH-000263,-0.103800430187
ACH-000264,-0.235762490278
ACH-000265,-0.236956091544
ACH-000266,-0.13023170244100002
ACH-000272,-0.16469534974199998
ACH-000273,-0.0929193168335
ACH-000274,-0.124713906104
ACH-000277,-0.217493490572
ACH-000278,-0.299069441559
ACH-000279,-0.176090054925
ACH-000280,-0.033471555619799996
ACH-000281,-0.08868233759060001
ACH-000288,0.04863229474880001
ACH-000291,-0.0651146444149
ACH-000293,0.0934029255491
ACH-000294,-0.138511431952
ACH-000295,0.010389175738999999
ACH-000296,-0.248188209557
ACH-000302,-0.0919617483462
ACH-000304,-0.07050134919260001
ACH-000307,-0.046834435512699994
ACH-000308,-0.192269066243
ACH-000310,-0.0331478756785
ACH-000311,-0.018247892947
ACH-000312,-0.0371202947566
ACH-000315,-0.0716818111118
ACH-000316,-0.194049494684
ACH-000317,-0.151775765659
ACH-000318,-0.162603277459
ACH-000319,-0.151559564402
ACH-000320,-0.33017209975
ACH-000322,-0.18913607198
ACH-000323,0.0289956543726
ACH-000324,-0.046619995259600006
ACH-000329,-0.09504499256560002
ACH-000330,0.016782041379400002
ACH-000331,-0.209131480829
ACH-000332,-0.156363096743
ACH-000334,0.0735168412483
ACH-000335,-0.112847592355
ACH-000336,-0.0846924157505
ACH-000337,-0.155996357787
ACH-000339,-0.250407702769
ACH-000341,-0.10530056700899999
ACH-000348,-0.145239921076
ACH-000350,-0.135729401533
ACH-000352,-0.187559868658
ACH-000356,0.0567706623596
ACH-000361,-0.036925492732800005
ACH-000362,-0.019975547315599997
ACH-000363,-0.25818782158500003
ACH-000364,-0.123603423741
ACH-000365,-0.14723799506899998
ACH-000366,0.17509771280900002
ACH-000368,-0.0293213584729
