,DGKE (8526)
ACH-000004,-0.452865320849
ACH-000007,-0.338226130844
ACH-000009,-0.37929686491400005
ACH-000011,-0.25918528410700004
ACH-000012,-0.14444367346200002
ACH-000013,-0.21491308355500002
ACH-000014,-0.383037776938
ACH-000015,-0.13348766203
ACH-000017,-0.17911365002799998
ACH-000018,-0.57911642366
ACH-000019,-0.715354191521
ACH-000021,-0.24832946692299998
ACH-000022,-0.280846179588
ACH-000025,-0.07714911045730001
ACH-000028,-0.407733818212
ACH-000030,-0.16014370742599998
ACH-000035,-0.423945900252
ACH-000036,-0.315843037404
ACH-000037,0.0434608338951
ACH-000039,-0.377583205319
ACH-000040,-0.385381603057
ACH-000041,-0.248267356273
ACH-000042,-0.155702283813
ACH-000045,-0.264390659564
ACH-000047,-0.19488107067000002
ACH-000052,-0.0341081642907
ACH-000053,-0.27101253627599997
ACH-000054,-0.524636214243
ACH-000055,-0.585782105247
ACH-000060,-0.22641958590199998
ACH-000067,-0.454102595479
ACH-000070,-0.444501346356
ACH-000075,-0.369667323911
ACH-000078,-0.5993176017440001
ACH-000082,-0.223494815928
ACH-000085,0.0700252793128
ACH-000086,-0.296420202927
ACH-000087,-0.101529409417
ACH-000092,-0.33072328989
ACH-000095,-0.42223809116899996
ACH-000097,-0.24071143467199999
ACH-000098,-0.140123564828
ACH-000099,-0.418736209446
ACH-000108,-0.043403202218399994
ACH-000113,-0.365458734691
ACH-000115,-0.335319029208
ACH-000116,-0.357793622847
ACH-000118,-0.136800581024
ACH-000120,-0.503231790292
ACH-000123,-0.17762579892299998
ACH-000127,-0.219739999911
ACH-000128,-0.304079129294
ACH-000132,-0.290046710421
ACH-000133,-0.0919756034367
ACH-000137,-0.264450781792
ACH-000138,-0.46525108518799996
ACH-000142,-0.180662069802
ACH-000143,-0.186851817972
ACH-000146,-0.247889525816
ACH-000148,-0.308160232471
ACH-000150,-0.35458256538000005
ACH-000152,-0.620757599594
ACH-000153,-0.37570418093099994
ACH-000159,-0.169726843912
ACH-000160,-0.09482061396619999
ACH-000163,-0.225948156217
ACH-000167,0.0702688140185
ACH-000168,-0.19552383357500003
ACH-000169,-0.215325420264
ACH-000178,-0.27233507010499997
ACH-000182,-0.30004817796100003
ACH-000183,-0.355460095159
ACH-000188,-0.301594141478
ACH-000189,-0.5878170907779999
ACH-000190,-0.727535217638
ACH-000198,-0.19819058882399998
ACH-000204,-0.41494850684699996
ACH-000206,-0.322408100934
ACH-000207,-0.217740103988
ACH-000211,-0.184789735358
ACH-000215,-0.45741776073
ACH-000221,-0.0426502788827
ACH-000222,-0.33496898102899997
ACH-000223,-0.343577023432
ACH-000226,-0.45175512970799997
ACH-000227,-0.236831633422
ACH-000228,-0.38387584148599996
ACH-000231,-0.416020972296
ACH-000232,-0.295371193104
ACH-000233,-0.340014477657
ACH-000234,-0.268398612549
ACH-000235,-0.26972372163
ACH-000237,-0.251453632755
ACH-000238,-0.5825596264339999
ACH-000243,-0.33453610275
ACH-000244,-0.441941734191
ACH-000246,-0.319852954845
ACH-000248,-0.499850515727
ACH-000250,-0.453373000546
ACH-000251,-0.44419882317000003
ACH-000253,-0.223440500451
ACH-000255,-0.212318318532
ACH-000256,-0.557121620541
ACH-000257,-0.0787312864568
ACH-000258,-0.554786151014
ACH-000259,-0.372462327015
ACH-000260,-0.220645597876
ACH-000261,-0.250220862409
ACH-000262,-0.48193085416599996
ACH-000263,-0.28481863797400003
ACH-000264,-0.315854691164
ACH-000265,-0.440241234465
ACH-000266,-0.303559991956
ACH-000272,-0.17480651437300002
ACH-000273,-0.291450025093
ACH-000274,-0.478920151051
ACH-000277,-0.42980379722900003
ACH-000278,-0.270623212482
ACH-000279,-0.42282648310000004
ACH-000280,-0.262085011022
ACH-000281,-0.311000446817
ACH-000288,-0.282922327269
ACH-000291,0.0230603142217
ACH-000293,-0.5813196884740001
ACH-000294,-0.31684033424
ACH-000295,-0.167751203155
ACH-000296,-0.33985000968699997
ACH-000302,-0.151769214963
ACH-000304,-0.542108974562
ACH-000307,-0.20839697028
ACH-000308,-0.124564422456
ACH-000310,-0.611413005807
ACH-000311,-0.20106953786100001
ACH-000312,-0.27841983517499996
ACH-000315,-0.39513991115999997
ACH-000316,-0.484979206734
ACH-000317,-0.00500094567405
ACH-000318,-0.25665027754
