,GOLGA8R (101059918)
ACH-000288,-0.414712790977
ACH-000291,-0.435202938181
ACH-000293,-0.56652995842
ACH-000294,-0.5386961541790001
ACH-000295,-0.496254157694
ACH-000296,-0.31994586485300003
ACH-000302,-0.44550444723399996
ACH-000304,-0.400789250557
ACH-000307,-0.25117338470199996
ACH-000308,-0.43513048690300005
ACH-000310,-0.6699338604899999
ACH-000311,-0.475077088674
ACH-000312,-0.434795726065
ACH-000315,-0.38864836716799994
ACH-000316,-0.29886887463000006
ACH-000317,-0.250842310721
ACH-000318,-0.3089244412
ACH-000319,-0.49639742386299995
ACH-000320,-0.665787079745
ACH-000322,-0.263003339198
ACH-000323,-0.239657239092
ACH-000324,-0.5437801943020001
ACH-000329,-0.34752544760799997
ACH-000330,-0.168457753367
ACH-000331,-0.439744979376
ACH-000332,-0.426702532902
ACH-000334,-0.486911302307
ACH-000335,-0.504622149194
ACH-000336,-0.45316455874899997
ACH-000337,-0.349831722591
ACH-000339,-0.30623263795600003
ACH-000341,-0.55175756249
ACH-000348,-0.399124783202
ACH-000350,-0.48677279997100004
ACH-000352,-0.227281959358
ACH-000356,-0.322518566234
ACH-000361,-0.40395198552
ACH-000362,-0.251355222678
ACH-000363,-0.5032146115899999
ACH-000364,-0.487251019551
ACH-000365,-0.406114205213
ACH-000366,-0.537726954727
ACH-000368,-0.554938671519
ACH-000374,-0.421579526589
ACH-000375,-0.282661853852
ACH-000376,-0.686885266084
ACH-000381,-0.22439901660599998
ACH-000383,-0.6554006928939999
ACH-000387,-0.346137868177
ACH-000389,-0.413809590349
ACH-000390,-0.605894468707
ACH-000393,-0.372238785333
ACH-000395,-0.360468963668
ACH-000397,-0.37522823246799997
ACH-000401,-0.32029267271899997
ACH-000402,-0.217337737595
ACH-000403,-0.815151390832
ACH-000404,-0.40034169586999996
ACH-000406,-0.24329955616300003
ACH-000407,-0.628858223852
ACH-000408,-0.12117189273600001
ACH-000410,-0.44227895772299997
ACH-000411,-0.42978808896799997
ACH-000414,-0.526745077856
ACH-000415,-0.35502224901600005
ACH-000416,-0.411403736368
ACH-000420,-0.015954114760200002
ACH-000421,-0.44190949329999996
ACH-000424,-0.414402864375
ACH-000425,-0.538142726434
ACH-000426,-0.645113501014
ACH-000427,-0.722829637413
ACH-000433,-0.299720310833
ACH-000436,-0.521402388991
ACH-000444,-0.239456848811
ACH-000445,-0.458419523234
ACH-000448,-0.259200308839
ACH-000450,-0.509245852552
ACH-000452,-0.320062508987
ACH-000454,-0.143747257869
ACH-000458,-0.228160863518
ACH-000459,0.09205965919389998
ACH-000460,-0.511909244498
ACH-000461,-0.293484764749
ACH-000463,-0.281770392768
ACH-000464,-0.567601948741
ACH-000466,-0.356779147161
ACH-000467,-0.45087447477
ACH-000468,-0.476930719938
ACH-000469,-0.23326003338399998
ACH-000470,-0.796464193069
ACH-000471,-0.174605775608
ACH-000472,-0.39067653741400005
ACH-000473,-0.20073312824200001
ACH-000475,-0.562044162375
ACH-000476,-0.39897039409699997
ACH-000477,-0.465633163103
ACH-000480,-0.439089618367
ACH-000481,-0.517496190408
ACH-000483,-0.404946281818
ACH-000484,-0.2284348111
ACH-000485,-0.48066178317
ACH-000486,-0.446012682874
ACH-000487,-0.23077567173099997
ACH-000488,-0.382532252212
ACH-000490,-0.09066488356910002
ACH-000491,-0.53459975753
ACH-000495,-0.700864501417
ACH-000496,-0.510112135696
ACH-000499,-0.08359178040580001
ACH-000500,-0.817948557402
ACH-000502,-0.413870378321
ACH-000503,-0.593748379191
ACH-000505,-0.631733073248
ACH-000507,-0.282265668684
ACH-000510,-0.360267061412
ACH-000511,-0.492199513494
ACH-000512,-0.309645258204
ACH-000516,-0.30227866776
ACH-000517,-0.604727189994
ACH-000518,-0.547215085001
ACH-000520,-0.5209327913699999
ACH-000521,-0.09567505792089999
ACH-000522,-0.34101869655100003
ACH-000524,-0.291521707053
ACH-000527,-0.412453319948
ACH-000528,-0.321180926022
ACH-000537,-0.42224292650899997
ACH-000541,-0.233043336957
ACH-000542,-0.45499655809600004
ACH-000544,-0.389579095365
ACH-000545,-0.31778839151599997
ACH-000547,-0.447060963204
ACH-000548,-0.446969184332
ACH-000549,-0.426282052021
ACH-000550,-0.356899211188
ACH-000552,-0.38595435936399997
ACH-000556,-0.438371296699
ACH-000557,-0.27739237602
ACH-000570,-0.407486676295
ACH-000571,-0.5461479300100001
ACH-000573,-0.316465324577
ACH-000576,-0.33331203186
ACH-000580,-0.325151000821
ACH-000584,-0.489457423732
ACH-000585,-0.377994699385
ACH-000588,-0.538954596225
ACH-000589,-0.253513175856
ACH-000591,-0.26943575009799997
ACH-000593,-0.230922106784
ACH-000600,-0.433517836835
ACH-000601,-0.45136970909400004
ACH-000604,-0.472029303966
ACH-000605,-0.345860362964
ACH-000606,-0.20995998686200001
ACH-000608,-0.6929109832800001
ACH-000614,-0.47017165000699995
ACH-000616,-0.33410986707400003
ACH-000618,-0.210339659611
ACH-000619,-0.333591679084
ACH-000620,-0.472962981441
ACH-000621,-0.461611898281
ACH-000622,-0.333147764822
ACH-000623,-0.46925726969400006
ACH-000624,-0.372612153539
ACH-000627,-0.49323449891000004
ACH-000630,-0.518788925778
ACH-000632,-0.407268048988
ACH-000633,-0.45028985772
ACH-000637,-0.369033013954
ACH-000638,-0.507889949842
ACH-000646,-0.521296348051
ACH-000647,-0.44807486387699996
ACH-000648,-0.38959468626000004
ACH-000649,-0.444097191123
ACH-000651,-0.311496366212
ACH-000652,-0.333767020322
ACH-000653,-0.727761714653
ACH-000657,-0.351928521751
ACH-000658,-0.43928768505000004
ACH-000661,-0.18994215105099999
ACH-000662,-0.319408537516
ACH-000663,-0.500126842068
ACH-000665,-0.41187666895900005
ACH-000671,-0.559889570601
ACH-000673,-0.512248331808
ACH-000676,-0.350049904092
ACH-000677,-0.25831738297
ACH-000681,-0.476094139995
ACH-000682,-0.321514588019
ACH-000683,-0.350792093778
ACH-000684,-0.44145723480899995
ACH-000688,-0.275596074861
ACH-000693,-0.416174843345
ACH-000694,-0.425004280035
ACH-000695,-0.511901431138
ACH-000696,-0.502406063841
ACH-000697,-0.44367363897100004
ACH-000699,-0.310836053427
ACH-000701,-0.383840176749
ACH-000706,-0.26069045003
ACH-000711,-0.603904615715
ACH-000713,-0.426012856617
ACH-000714,-0.637882510907
ACH-000718,-0.393630264808
ACH-000720,-0.544160394502
ACH-000721,-0.58416578034
ACH-000724,-0.44064485787
ACH-000725,-0.557325047657
ACH-000732,-0.337670685256
ACH-000734,-0.17262738873199998
ACH-000735,-0.46472062533299996
ACH-000736,-0.32682273878199997
ACH-000738,-0.5648604231059999
ACH-000746,-0.495186084887
ACH-000747,-0.272187975948
ACH-000748,-0.34199725628300004
ACH-000753,-0.486016664983
ACH-000756,-0.659854119203
ACH-000757,-0.455370717491
ACH-000758,-0.274098610317
ACH-000760,-0.498779671162
ACH-000763,-0.401708172988
ACH-000764,-0.276095349264
ACH-000765,-0.371460055497
ACH-000766,-0.564713536318
ACH-000767,-0.6821213169149999
ACH-000768,-0.437011580233
ACH-000769,-0.34876762447
ACH-000770,-0.423534017521
ACH-000771,-0.405159941403
ACH-000773,-0.505610348916
ACH-000776,-0.340599395338
ACH-000777,-0.29170360259100003
ACH-000778,-0.268643926784
ACH-000781,-0.44012711393799997
ACH-000782,-0.41173954158299997
ACH-000783,-0.546192962685
ACH-000784,-0.27105093837600003
ACH-000785,-0.7374410223479999
ACH-000787,-0.48684455171400004
ACH-000788,-0.63331357686
ACH-000791,-0.37144750194700005
ACH-000792,-0.27894323225
ACH-000794,-0.35197498086400003
ACH-000796,-0.602473507931
ACH-000799,-0.67791814375
ACH-000800,-0.307828447464
ACH-000802,-0.38716160904799996
ACH-000804,-0.338936303299
ACH-000805,-0.547215665805
ACH-000809,-0.321293071401
ACH-000810,-0.28752210393399996
ACH-000811,-0.253167456688
ACH-000817,-0.392963505754
ACH-000819,-0.49425649948100003
ACH-000820,-0.585284506507
ACH-000821,-0.47989845592600006
ACH-000822,-0.244367649685
ACH-000823,-0.253616437366
ACH-000824,-0.531061082188
ACH-000827,-0.376801393385
ACH-000829,-0.324333507267
ACH-000831,-0.317369478517
ACH-000832,-0.187014276226
ACH-000833,-0.18365687933699998
ACH-000834,-0.507979736359
ACH-000835,-0.46132240615500003
ACH-000836,-0.590252161499
ACH-000837,-0.305392870938
ACH-000838,-0.40038409288800003
ACH-000839,-0.436659983085
ACH-000840,-0.460785760827
ACH-000841,-0.5790903901569999
ACH-000843,-0.357166885182
ACH-000846,-0.35550929457900005
ACH-000847,-0.32690834014000003
ACH-000848,-0.421517697446
ACH-000849,-0.204702978537
ACH-000851,-0.358690039057
ACH-000855,-0.403830839339
ACH-000856,-0.305230479154
ACH-000858,-0.239606082585
ACH-000859,-0.375230559378
ACH-000861,-0.335935434093
ACH-000862,-0.24408257365699998
ACH-000865,-0.32303702175
ACH-000866,-0.52371129845
ACH-000867,-0.547331061242
ACH-000869,-0.120392850483
ACH-000872,-0.423940879364
ACH-000873,-0.38971036713
ACH-000876,-0.455499877411
ACH-000878,-0.7387999496709999
ACH-000880,-0.366197658635
ACH-000881,-0.255622055309
ACH-000882,-0.5183092948899999
ACH-000884,-0.434479232676
ACH-000885,-0.07515373267999999
ACH-000887,-0.49884928247500004
ACH-000888,-0.268536284076
ACH-000889,-0.35456114450900006
ACH-000890,-0.563358931646
ACH-000896,-0.403542663397
ACH-000898,-0.5287458151250001
ACH-000900,-0.513319611584
ACH-000901,-0.36938195617499997
ACH-000905,-0.533444008409
ACH-000906,-0.468046350307
ACH-000907,-0.228810958948
ACH-000910,-0.5410553202430001
ACH-000911,-0.34004421365299997
ACH-000912,-0.36737909360200005
ACH-000913,-0.45031323645000004
ACH-000915,-0.411563577036
ACH-000916,-0.530210082668
ACH-000917,-0.477349347592
ACH-000921,-0.487109393129
ACH-000924,-0.236638731331
ACH-000926,-0.660634114436
ACH-000928,-0.456633920119
ACH-000929,-0.546291889835
ACH-000932,-0.567119547823
ACH-000935,-0.5128382464419999
ACH-000936,-0.41832657983599997
ACH-000937,-0.460228125868
ACH-000938,-0.28795759993299996
ACH-000939,-0.167792933291
ACH-000941,-0.307171281763
ACH-000943,-0.249265886021
ACH-000946,-0.237793819382
ACH-000947,-0.284357197509
ACH-000948,-0.380231424247
ACH-000950,-0.186939147192
ACH-000953,-0.434467510197
ACH-000957,-0.5078081904
ACH-000958,-0.22464723878600001
ACH-000960,-0.403277210568
ACH-000963,-0.518724748468
ACH-000968,-0.385002375841
ACH-000969,-0.200420174476
ACH-000973,-0.7978704419679999
ACH-000974,-0.516716328129
ACH-000975,-0.39414747859300003
ACH-000976,-0.48808698521300004
ACH-000978,-0.35059851821800003
ACH-000980,-0.334086337365
ACH-000984,-0.51913363603
ACH-000986,-0.6254908294479999
ACH-000988,-0.46035380204
ACH-000993,-0.38953530331299996
ACH-000994,-0.500241413272
ACH-000996,-0.56799091217
ACH-001001,-0.307665695136
ACH-001020,-0.304956312542
ACH-001028,-0.649993164997
ACH-001031,-0.349012481775
ACH-001038,-0.550907682261
ACH-001048,-0.30827702174000005
ACH-001050,-0.475788554525
ACH-001053,0.0314143415707
ACH-001054,-0.433217324754
ACH-001061,-0.501397318288
ACH-001067,-0.431635194607
ACH-001075,-0.244739141725
ACH-001096,-0.208792321269
ACH-001128,-0.452886835419
ACH-001134,-0.21761949204599998
ACH-001151,-0.32203845110199997
ACH-001163,-0.688196974161
ACH-001164,-0.280774841055
ACH-001173,-0.325450013766
ACH-001183,-0.429297895343
ACH-001184,-0.17742390235
ACH-001190,-0.511462609211
ACH-001192,-0.33891777611999996
ACH-001193,-0.41966777591700005
ACH-001196,-0.413611208194
ACH-001197,-0.0548288529115
ACH-001205,-0.49994124774800003
ACH-001211,-0.463362230445
ACH-001212,-0.286884907309
ACH-001228,-0.43824681026900003
ACH-001232,-0.21017885722
ACH-001239,-0.5438929224019999
ACH-001274,-0.36463107801399997
ACH-001275,-0.34628391793799995
ACH-001277,-0.387348069427
ACH-001278,-0.26043680106600003
ACH-001280,-0.311941908246
ACH-001283,-0.30491996373
ACH-001289,-0.475987090772
ACH-001295,-0.409746184726
ACH-001300,-0.457738679649
ACH-001301,-0.399802060128
ACH-001302,-0.26724672808899996
ACH-001303,-0.48391484725199996
ACH-001306,-0.573753343564
ACH-001318,-0.33996861607100004
ACH-001322,-0.545609052517
ACH-001328,-0.42348421569600003
ACH-001332,-0.7104902557889999
ACH-001333,0.021855060040899998
ACH-001336,-0.302631044101
ACH-001340,-0.483124668396
ACH-001346,-0.385516298185
ACH-001353,-0.638346204307
ACH-001354,-0.566416316594
ACH-001367,-0.419706088294
ACH-001368,-0.520248464238
ACH-001374,-0.46028542437799996
ACH-001375,-0.325967130627
ACH-001377,-0.540912717316
ACH-001380,-0.459346190831
ACH-001391,-0.553540217818
ACH-001407,-0.685648543609
ACH-001408,-0.38452396311899995
ACH-001413,-0.435482289424
ACH-001430,-0.32792233870299997
ACH-001431,-0.36625439108999996
ACH-001450,-0.42884911703100004
ACH-001496,-0.33866298752499996
ACH-001500,-0.469337945099
ACH-001521,-0.555098732012
ACH-001523,-0.25384463958799997
ACH-001532,-0.366291522434
ACH-001536,-0.33196033187699997
ACH-001550,-0.47013340356100003
ACH-001552,-0.42269395818300004
ACH-001554,-0.390753765673
ACH-001645,-0.506948956165
ACH-001654,-0.309247646357
ACH-001715,-0.346869585581
ACH-001735,-0.250232778426
ACH-001736,-0.249297318249
ACH-001737,-0.41278396296
ACH-001740,-0.261248654014
ACH-001745,-0.30827768699200003
ACH-001750,-0.347044213286
ACH-001765,-0.484669401668
ACH-001956,-0.313984345493
ACH-001957,-0.295493287544
