,PHLDB2 (90102)
ACH-000004,0.139968031194
ACH-000007,0.23788770227800002
ACH-000009,-0.116039386334
ACH-000011,0.158231863671
ACH-000012,0.016283587760999998
ACH-000013,0.0931963854821
ACH-000014,0.0942544617942
ACH-000015,0.0555927211605
ACH-000017,-0.0343971248606
ACH-000018,0.0807453658306
ACH-000019,-0.12603957158
ACH-000021,-0.018178913387700002
ACH-000022,0.15069875382
ACH-000025,-0.0157266284377
ACH-000028,-0.0932019255797
ACH-000030,0.033607928147400004
ACH-000035,-0.140428578927
ACH-000036,-0.019583289005900003
ACH-000037,0.145725473051
ACH-000039,0.0540369631358
ACH-000040,0.08287312406219999
ACH-000041,0.05174705718
ACH-000042,-0.06542941980269999
ACH-000045,-0.0100584442471
ACH-000047,0.048645171971500006
ACH-000052,0.302031431979
ACH-000053,-0.0189328038087
ACH-000054,-0.0149717413466
ACH-000055,0.0613600481147
ACH-000060,-0.072482765792
ACH-000067,0.021234011708800002
ACH-000070,0.111902088722
ACH-000075,0.06429775547809999
ACH-000078,0.13508595416
ACH-000082,0.0206186903342
ACH-000085,0.168160716935
ACH-000086,-0.117160567891
ACH-000087,0.306242686812
ACH-000092,0.006807630004649999
ACH-000095,0.10062499502
ACH-000097,0.0607830836326
ACH-000098,0.0461657580619
ACH-000099,0.129598408935
ACH-000108,-0.0804715900261
ACH-000113,0.0158308873455
ACH-000115,-0.057066207353800004
ACH-000116,0.230452778765
ACH-000118,0.0232084920873
ACH-000120,0.0975430854579
ACH-000123,0.148463123432
ACH-000127,0.0674781797091
ACH-000128,0.0315180065766
ACH-000132,0.021640430215
ACH-000133,-0.11551128991800001
ACH-000137,0.00671025773953
ACH-000138,-0.07075216544969999
ACH-000142,0.049883949165900006
ACH-000143,-0.164111858162
ACH-000146,0.122258767236
ACH-000148,-0.00619142984223
ACH-000150,0.146642804777
ACH-000152,-0.041063576936
ACH-000153,-0.417283201531
ACH-000159,0.0521324372281
ACH-000160,0.0581402680959
ACH-000163,-0.062402495789099996
ACH-000167,-0.142385744437
ACH-000168,-0.0387363878192
ACH-000169,0.08848918994300001
ACH-000178,0.0825108287558
ACH-000182,-0.0140640785005
ACH-000183,-0.108324888802
ACH-000188,0.01789595551
ACH-000189,0.110258070787
ACH-000190,-0.100828875789
ACH-000198,-0.0429598318191
ACH-000204,-0.190431377444
ACH-000206,-0.14242576687
ACH-000207,-0.0661695996581
ACH-000211,-0.041625778953300004
ACH-000215,0.14687973543
ACH-000221,-0.0743316771191
ACH-000222,-0.0697818221221
ACH-000223,0.0339447124415
ACH-000226,-0.08208120642189999
ACH-000227,-0.0022617691796399998
ACH-000228,-0.020069880281200003
ACH-000231,-0.0178196791638
ACH-000232,0.0360348138246
ACH-000233,0.22180253007800002
ACH-000234,0.102835444902
ACH-000235,-0.015278749041200001
ACH-000237,0.045675378323
ACH-000238,0.175282523677
ACH-000243,0.0025628732573
ACH-000244,-0.08470182641789999
ACH-000246,0.0885660899491
ACH-000248,0.145411747101
ACH-000250,-0.0452000856564
ACH-000251,-0.265939624642
ACH-000253,0.0390893845483
ACH-000255,0.0769092469014
ACH-000256,0.013872203707700002
ACH-000257,-0.0984967103613
ACH-000258,0.09355412115879999
ACH-000259,0.0286395179067
ACH-000260,0.0372507454597
ACH-000261,-0.10045293344699999
ACH-000262,-0.16213847765699999
ACH-000263,-0.015353220487799999
ACH-000264,0.109741862
ACH-000265,-0.0485697474814
ACH-000266,-0.143903952551
ACH-000272,0.027468435039999996
ACH-000273,-0.0245879857391
ACH-000274,-0.0077019986611299995
ACH-000277,0.0668228498145
ACH-000278,0.00588802493795
ACH-000279,0.0687690700822
ACH-000280,-0.10034639975199999
ACH-000281,0.0119454132822
ACH-000288,0.0396611391367
ACH-000291,0.11226117445
ACH-000293,0.031709627237299996
ACH-000294,0.0342268777353
ACH-000295,-0.15081295103700001
ACH-000296,0.257665487269
ACH-000302,-0.04868024963690001
ACH-000304,0.142724412384
ACH-000307,0.142130603687
ACH-000308,0.0264899397423
ACH-000310,0.030186480286900002
ACH-000311,-0.0807130547388
ACH-000312,0.0793851991884
ACH-000315,0.117680468881
ACH-000316,0.12856946980599998
ACH-000317,0.0762986867009
ACH-000318,0.0573693951426
ACH-000319,-0.132171461377
ACH-000320,-0.0944133086334
ACH-000322,0.20726964038400003
ACH-000323,0.0129070138626
ACH-000324,-0.0505629222615
ACH-000329,-0.0121291292365
ACH-000330,0.0344865364046
ACH-000331,-0.0822893334889
ACH-000332,0.109676795843
ACH-000334,0.148834263171
ACH-000335,-0.337703443311
ACH-000336,0.07085791708
