,CLEC9A (283420)
ACH-000004,0.00695875920908
ACH-000007,-0.0606338236522
ACH-000009,-0.0323157753521
ACH-000011,-0.235296837087
ACH-000012,0.194707845204
ACH-000013,0.132381547742
ACH-000014,-0.015199531573700001
ACH-000015,0.0234547053682
ACH-000017,0.014464771858600001
ACH-000018,0.049454258305800004
ACH-000019,0.104689809958
ACH-000021,0.026057604086599996
ACH-000022,-0.17817711298500002
ACH-000025,0.10301134766
ACH-000028,0.0523149772322
ACH-000030,0.012010587009700001
ACH-000035,0.09935206236960001
ACH-000036,-0.0425578745376
ACH-000037,0.0280612817428
ACH-000039,-0.0446869170097
ACH-000040,0.120069717925
ACH-000041,0.026702965984999997
ACH-000042,0.122477159207
ACH-000045,0.052796101255800004
ACH-000047,0.145368719609
ACH-000052,0.11374495115199999
ACH-000053,0.0649030515959
ACH-000054,-0.0053776531736
ACH-000055,0.127983878953
ACH-000060,0.06098068129
ACH-000067,0.09101328058830001
ACH-000070,0.214832446426
ACH-000075,0.28819446366
ACH-000078,-0.0201741063218
ACH-000082,0.0766289001474
ACH-000085,-0.08632128373430001
ACH-000086,-0.0417650663245
ACH-000087,0.09815928966250001
ACH-000092,0.17602686218199998
ACH-000095,-0.009452394218110002
ACH-000097,0.11295930249000001
ACH-000098,0.18617896060199998
ACH-000099,0.00976674311993
ACH-000108,0.34443919386200006
ACH-000113,-0.055966218901500005
ACH-000115,0.0732799237293
ACH-000116,0.111904143385
ACH-000118,0.0647764315429
ACH-000120,-0.220898738267
ACH-000123,-0.0873759307282
ACH-000127,-0.0331138286651
ACH-000128,0.0662975808794
ACH-000132,0.23167726336599997
ACH-000133,-0.00946090703701
ACH-000137,-0.0934741796711
ACH-000138,0.00782912203409
ACH-000142,-0.0686346742595
ACH-000143,0.0950647503971
ACH-000146,0.09865762055600001
ACH-000148,0.161938203442
ACH-000150,-0.0241980525891
ACH-000152,0.17070778006200002
ACH-000153,-0.0640036510922
ACH-000159,0.0230761056491
ACH-000160,-0.06547124676659999
ACH-000163,0.288707170045
ACH-000167,0.047169717157500006
ACH-000168,0.0669106469932
ACH-000169,0.0686866853412
ACH-000178,0.0689744174917
ACH-000182,0.19465743959600001
ACH-000183,-0.0165196562702
ACH-000188,0.0662206250389
ACH-000189,0.08587000232110001
ACH-000190,-0.0247237025269
ACH-000198,0.126771973991
ACH-000204,-0.040067209794400004
ACH-000206,0.16236374539999998
ACH-000207,0.048288675686999995
ACH-000211,0.01727453816
ACH-000215,-0.0372150619146
ACH-000221,-0.0588618637407
ACH-000222,0.090749577375
ACH-000223,0.0336753349507
ACH-000226,0.09259049991830001
ACH-000227,0.132605543023
ACH-000228,-0.0395708358355
ACH-000231,0.0468087072021
ACH-000232,0.0823203396877
ACH-000233,-0.0304479459687
ACH-000234,0.17862663845899998
ACH-000235,0.048659694819
ACH-000237,0.026689556134599998
ACH-000238,0.018714213955900002
ACH-000243,0.0615700506149
ACH-000244,-0.136799291954
ACH-000246,0.048611602969300005
ACH-000248,0.00213576673223
ACH-000250,-0.00018950790318799998
ACH-000251,0.0654397181209
ACH-000253,-0.022957030934599998
ACH-000255,-0.115017575047
ACH-000256,0.177440706074
ACH-000257,-0.00981766177499
ACH-000258,-0.173855481206
ACH-000259,-0.016664657992499998
ACH-000260,0.009109378205379999
ACH-000261,0.10156688027
ACH-000262,0.11401491692099999
ACH-000263,0.324227166924
ACH-000264,-0.00849173437711
ACH-000265,0.122124013125
ACH-000266,0.150711956362
ACH-000272,-0.0605302620132
ACH-000273,0.15312873460999998
ACH-000274,0.0482608173025
ACH-000277,-0.0110457530439
ACH-000278,0.061771836701
ACH-000279,0.059049955740800006
ACH-000280,0.0359793882674
ACH-000281,-0.17727974307500002
ACH-000288,-0.0413362684905
ACH-000291,0.17181215797899999
ACH-000293,-0.0161643121361
ACH-000294,-0.242765765243
ACH-000295,0.090193983889
ACH-000296,0.14907104129899998
ACH-000302,0.118028220835
ACH-000304,0.115141019427
ACH-000307,0.018914871071400004
ACH-000308,0.00786048920713
ACH-000310,0.165055006522
ACH-000311,-0.0901821676223
ACH-000312,0.149157349622
ACH-000315,0.288788029738
ACH-000316,0.271908131833
ACH-000317,0.154837869758
ACH-000318,0.231653899622
ACH-000319,0.191922669828
ACH-000320,0.187486645045
ACH-000322,0.16481948302000002
ACH-000323,0.0630764674611
ACH-000324,-0.025451086642800002
ACH-000329,-0.015910501243799998
ACH-000330,0.0551904621645
ACH-000331,0.021949661998
ACH-000332,0.12070111707999999
ACH-000334,-0.0240619131617
ACH-000335,-0.0230626128972
ACH-000336,-0.125017237706
ACH-000337,0.0458026837557
ACH-000339,0.07015301061889999
ACH-000341,0.182103736689
ACH-000348,-0.00484255362772
ACH-000350,-0.181916117874
ACH-000352,-0.017529046694400002
ACH-000356,-0.0201092836488
ACH-000361,0.12355595114800001
ACH-000362,-0.027126924240700002
ACH-000363,-0.0270692181471
ACH-000364,0.0181299858835
ACH-000365,0.00307354959633
ACH-000366,0.112780047408
ACH-000368,0.0425496668996
ACH-000374,0.0675177954196
ACH-000375,0.0267270081256
ACH-000376,-0.039290160112999996
ACH-000381,0.143152822934
ACH-000383,0.09959772894680001
ACH-000387,-0.0848829383853
ACH-000389,0.059364948480099995
ACH-000390,0.134233836282
ACH-000393,0.0818881306575
ACH-000395,-0.11859358905400001
ACH-000397,0.022722025492500002
ACH-000401,-0.0930527359031
ACH-000402,0.52222821535
ACH-000403,-0.022424435330000003
ACH-000404,-0.165286080808
ACH-000406,0.0908447309915
ACH-000407,0.0527704088171
ACH-000408,0.045485802327300005
ACH-000410,0.000607933343892
ACH-000411,0.0398695322814
ACH-000414,-0.07823828595719999
ACH-000415,0.07351731461120001
ACH-000416,0.0482879700963
ACH-000420,-0.0860099580302
ACH-000421,0.0667661662052
ACH-000424,-0.185321894572
ACH-000425,0.146862555535
ACH-000426,-0.18383198655000002
ACH-000427,-0.025898214641599998
ACH-000433,0.0261953365504
ACH-000436,0.163825714086
ACH-000444,0.023342299078700002
ACH-000445,0.276607650381
ACH-000448,-0.0536072512162
ACH-000450,-0.0765256916511
ACH-000452,-0.00800272645843
ACH-000454,0.0678977881446
ACH-000458,0.17422305397100002
ACH-000459,0.172739267354
ACH-000460,0.028058145723
ACH-000461,0.0744945554484
ACH-000463,0.0982176170294
ACH-000464,0.06058198963480001
ACH-000466,0.106030896631
ACH-000467,0.10827849787699999
ACH-000468,-0.13752254423000002
ACH-000469,0.130946309619
ACH-000470,-0.20907186597199998
ACH-000471,-0.07686990815150001
ACH-000472,-0.07656489069289998
ACH-000473,-0.17178833072500002
ACH-000475,0.023513105329400003
ACH-000476,0.27314261096000003
ACH-000477,0.15830495451999999
ACH-000480,0.10080955684000001
ACH-000481,-0.0053371289801
ACH-000483,-0.00404818297966
ACH-000484,0.263746497404
ACH-000485,-0.09274857763000001
ACH-000486,0.0887580209893
ACH-000487,0.0446190177653
ACH-000488,0.11905325377
ACH-000490,-0.08687940386260001
ACH-000491,0.09964590190760002
ACH-000495,0.14020510659399998
ACH-000496,0.0242092389115
ACH-000499,0.07639134769160001
ACH-000500,-0.309060609694
ACH-000502,0.0631234622459
ACH-000503,0.185539492777
ACH-000505,-0.13741114713
ACH-000507,0.023821741908299998
ACH-000510,0.10429649602800001
ACH-000511,0.048052196736500005
ACH-000512,0.0624373626605
ACH-000516,0.15082958389
ACH-000517,0.0454951523252
ACH-000518,0.0243130771589
ACH-000520,-0.010977011785799998
ACH-000521,-0.000794872197613
ACH-000522,0.0456083460178
ACH-000524,0.0701044559916
ACH-000527,0.0849046611548
ACH-000528,0.023444242208500003
ACH-000537,0.0534716857802
ACH-000541,0.19774066049000003
ACH-000542,-0.04770749847109999
ACH-000544,0.17235911017900002
ACH-000545,-0.0363403601305
ACH-000547,-0.012595654900100001
ACH-000548,0.0128546648406
ACH-000549,0.0339085495257
ACH-000550,0.09904251420469999
ACH-000552,0.00975560653729
ACH-000556,-0.184889797378
ACH-000557,0.0347127748316
ACH-000570,0.142268094426
ACH-000571,0.204891654611
ACH-000573,0.113806437191
ACH-000576,0.193534350336
ACH-000580,0.12173685268100001
ACH-000584,0.0972856772372
ACH-000585,0.0683475626591
ACH-000588,0.202886486772
ACH-000589,-0.0682420903101
ACH-000591,0.0523748024223
ACH-000593,0.204141373416
ACH-000600,0.127821497524
ACH-000601,0.0740084974163
ACH-000604,0.10592366305199999
ACH-000605,0.112031380682
ACH-000606,0.08444252939439999
ACH-000608,0.0724640686032
ACH-000614,0.0824484629284
ACH-000616,0.0751523341613
ACH-000618,0.0482986223951
ACH-000619,0.0104971643255
ACH-000620,0.155679299234
ACH-000621,-0.0477661407731
ACH-000622,0.08915426420160001
ACH-000623,0.034559331637699996
ACH-000624,-0.040689746797
ACH-000627,0.020902873454
ACH-000630,0.00492697360508
