,SMPD1 (6609)
ACH-000004,-0.07221725867869999
ACH-000007,-0.11775032530099999
ACH-000009,-0.07325040700180001
ACH-000011,-0.34071928924999995
ACH-000012,-0.273250751282
ACH-000013,-0.359318241164
ACH-000014,-0.335661620382
ACH-000015,-0.12226679444399999
ACH-000017,-0.139034600967
ACH-000018,-0.397962975088
ACH-000019,-0.100468997903
ACH-000021,-0.275047265236
ACH-000022,-0.233766201219
ACH-000025,-0.40289089335
ACH-000028,-0.1819797887
ACH-000030,-0.35866088780100003
ACH-000035,-0.217836494443
ACH-000036,-0.24870784589899997
ACH-000037,-0.48693665768600003
ACH-000039,-0.281414560179
ACH-000040,-0.317115578811
ACH-000041,-0.24245773608000004
ACH-000042,-0.40666153428400004
ACH-000045,-0.349739788303
ACH-000047,-0.203949585034
ACH-000052,0.030165785923099996
ACH-000053,-0.15334687113
ACH-000054,-0.16191727199
ACH-000055,-0.06360784196380001
ACH-000060,-0.17041987699299999
ACH-000067,-0.308731110717
ACH-000070,-0.46121958945600006
ACH-000075,-0.0921730657886
ACH-000078,-0.0280508535105
ACH-000082,-0.272812724703
ACH-000085,-0.36231445129600004
ACH-000086,-0.302057641928
ACH-000087,-0.11424455646
ACH-000092,-0.289121602379
ACH-000095,-0.30310975542
ACH-000097,-0.225595213899
ACH-000098,-0.22050487118599998
ACH-000099,-0.17840074333500003
ACH-000108,-0.18068545623799998
ACH-000113,-0.24843516695700002
ACH-000115,-0.201285796859
ACH-000116,-0.226347862619
ACH-000118,-0.0173500590258
ACH-000120,-0.132930176462
ACH-000123,-0.314589542118
ACH-000127,-0.134993078772
ACH-000128,-0.0738075887942
ACH-000132,-0.269620336417
ACH-000133,-0.387892316435
ACH-000137,-0.441726512484
ACH-000138,-0.246944481335
ACH-000142,-0.46886899408200006
ACH-000143,-0.250496635197
ACH-000146,-0.36033133719000005
ACH-000148,-0.224338541997
ACH-000150,-0.0958331467217
ACH-000152,-0.205491510427
ACH-000153,0.0825395480873
ACH-000159,-0.17938913651000002
ACH-000160,-0.212608992978
ACH-000163,-0.20836984919100002
ACH-000167,-0.5274700142890001
ACH-000168,-0.23997487652199997
ACH-000169,-0.186988579824
ACH-000178,-0.35643238932599997
ACH-000182,-0.24390570867
ACH-000183,-0.166975411967
ACH-000188,-0.322922408645
ACH-000189,-0.49041659407399996
ACH-000190,-0.155490561356
ACH-000198,-0.304571928944
ACH-000204,-0.542417328179
ACH-000206,-0.247120160101
ACH-000207,0.11834143027499999
ACH-000211,-0.245000000492
ACH-000215,-0.25615131170600003
ACH-000221,0.049406989122400005
ACH-000222,-0.0419099297402
ACH-000223,-0.16079851136099998
ACH-000226,-0.16447790782500002
ACH-000227,-0.17173355638300003
ACH-000228,-0.00648160039621
ACH-000231,-0.19248124484499998
ACH-000232,-0.288567184365
ACH-000233,-0.164430055002
ACH-000234,-0.4644970527
ACH-000235,-0.180666711322
ACH-000237,-0.23573497845
ACH-000238,-0.175562053153
ACH-000243,-0.09192600597610001
ACH-000244,-0.267314570863
ACH-000246,-0.190406100766
ACH-000248,0.0668598699192
ACH-000250,-0.300774998548
ACH-000251,-0.30626367526299997
ACH-000253,-0.419494992013
ACH-000255,-0.21658728732700003
ACH-000256,0.24189070147599998
ACH-000257,-0.20383270830400002
ACH-000258,-0.18617112875999997
ACH-000259,-0.201408987063
ACH-000260,-0.128860195196
ACH-000261,-0.377306665617
ACH-000262,-0.0963580926196
ACH-000263,-0.23569025482099998
ACH-000264,-0.213927027504
ACH-000265,-0.18329041103799998
ACH-000266,-0.176178325981
ACH-000272,-0.244293721705
ACH-000273,-0.18911822754000002
ACH-000274,-0.318833665513
ACH-000277,-0.155731492394
ACH-000278,-0.272331419464
ACH-000279,-0.28110636055300003
ACH-000280,-0.194779531027
ACH-000281,-0.12384943237500001
ACH-000288,-0.391489646542
ACH-000291,-0.219966049459
ACH-000293,-0.22603534039999998
ACH-000294,-0.46890136643799996
ACH-000295,-0.17786193428
ACH-000296,-0.508609892318
ACH-000302,-0.08018098893060001
ACH-000304,-0.26012951903000003
ACH-000307,-0.304643966635
ACH-000308,-0.208172582076
ACH-000310,-0.0898919970029
ACH-000311,0.019663586010099997
ACH-000312,-0.14363255379599998
ACH-000315,-0.160657059749
ACH-000316,-0.428832909446
ACH-000317,-0.249905913914
ACH-000318,-0.145354704846
ACH-000319,-0.34756534151100005
ACH-000320,0.124253589956
ACH-000322,-0.0402479134331
ACH-000323,-0.500651397636
ACH-000324,-0.280881801518
ACH-000329,-0.23357428674699998
ACH-000330,-0.32143435367
ACH-000331,-0.40260132541500004
ACH-000332,-0.155651587089
ACH-000334,-0.20461240393599997
ACH-000335,-0.353583647827
ACH-000336,-0.285450702765
ACH-000337,-0.07047648465489999
ACH-000339,-0.25703871540999995
ACH-000341,0.0487511073909
ACH-000348,-0.352500228024
ACH-000350,-0.176220299665
ACH-000352,-0.09644330951300001
ACH-000356,-0.27133416438200003
ACH-000361,-0.0677863094682
ACH-000362,-0.289372361345
ACH-000363,-0.306486744659
ACH-000364,-0.36002554389700003
ACH-000365,-0.234324915977
ACH-000366,-0.154828759284
ACH-000368,-0.136992798296
ACH-000374,-0.21964796460799998
ACH-000375,-0.34142391588699994
ACH-000376,-0.27304079523499997
ACH-000381,-0.0950707989589
ACH-000383,-0.319459820207
ACH-000387,-0.196157126199
ACH-000389,-0.42611150019500005
ACH-000390,-0.5661790158860001
ACH-000393,-0.259899083708
ACH-000395,-0.20825173163
ACH-000397,-0.18516577087799999
ACH-000401,-0.164135895426
ACH-000402,-0.321462152501
ACH-000403,-0.404442244226
ACH-000404,-0.12862901177799999
ACH-000406,-0.20945864306200002
ACH-000407,-0.401979855691
ACH-000408,-0.0037529502961599994
ACH-000410,-0.117409313624
ACH-000411,-0.06678545855779999
ACH-000414,-0.21241355950500002
ACH-000415,-0.18449657060199998
ACH-000416,-0.37655912810000003
ACH-000420,-0.32814572154599997
ACH-000421,-0.27705652412500004
ACH-000424,-0.289886011498
ACH-000425,-0.302587921039
ACH-000426,-0.550063413032
ACH-000427,-0.393035810346
ACH-000433,-0.07754244836
ACH-000436,-0.220598824754
ACH-000444,-0.255984312478
ACH-000445,-0.281734207984
ACH-000448,-0.193854664612
ACH-000450,-0.07725908432350001
ACH-000452,-0.14968921800100002
ACH-000454,-0.37493977988300004
ACH-000458,-0.31734344598
ACH-000459,-0.21422319527800002
ACH-000460,-0.36307183352300004
ACH-000461,0.0228980796229
ACH-000463,-0.18279043752500002
ACH-000464,0.000263564221015
ACH-000466,-0.310913617885
ACH-000467,-0.289246615248
ACH-000468,-0.281735139014
ACH-000469,-0.32669890890000003
ACH-000470,-0.41230936499
ACH-000471,-0.129681467415
ACH-000472,-0.318414075742
ACH-000473,-0.46636154048999995
ACH-000475,-0.20542797660700002
ACH-000476,-0.299919557969
ACH-000477,-0.0831728086988
ACH-000480,-0.288513408833
ACH-000481,-0.20184697977699997
ACH-000483,0.0975327606935
ACH-000484,-0.140584906513
ACH-000485,-0.11838061275100001
ACH-000486,-0.291700337963
ACH-000487,-0.37279914999700003
ACH-000488,-0.177939336413
ACH-000490,-0.26509282731
ACH-000491,-0.302239051738
ACH-000495,-0.455079595638
ACH-000496,-0.179357573798
ACH-000499,-0.30463810954
ACH-000500,-0.230754343532
ACH-000502,-0.17382822194699998
ACH-000503,-0.0193311995482
ACH-000505,-0.23324508604000002
ACH-000507,-0.41610255934100004
ACH-000510,-0.21993656231699998
ACH-000511,-0.204134265462
ACH-000512,-0.6783521912870001
ACH-000516,-0.284571600659
ACH-000517,-0.199083061285
ACH-000518,-0.40726407362899997
ACH-000520,-0.40303910876000004
ACH-000521,-0.0626290814875
ACH-000522,-0.246838484659
ACH-000524,-0.295250850282
ACH-000527,-0.0805479922961
ACH-000528,-0.130874595496
ACH-000537,-0.28026187324499996
ACH-000541,-0.190211142489
ACH-000542,-0.0302303655083
ACH-000544,-0.419082527236
ACH-000545,-0.26117486292
ACH-000547,-0.0433512503221
ACH-000548,-0.709361418037
ACH-000549,-0.268184845863
ACH-000550,-0.40077444684299995
ACH-000552,-0.25536708929499996
ACH-000556,-0.254138350254
ACH-000557,-0.280974097458
ACH-000570,-0.19039580172200002
ACH-000571,-0.456584179028
ACH-000573,-0.272586519707
ACH-000576,-0.250512069709
ACH-000580,-0.195658306424
ACH-000584,-0.177992345139
ACH-000585,-0.15090057017
ACH-000588,-0.371632230277
ACH-000589,-0.330752357602
ACH-000591,-0.237137502392
ACH-000593,-0.26473997035700003
ACH-000600,-0.374142266236
ACH-000601,-0.0708433664644
ACH-000604,0.159003836726
ACH-000605,-0.405420600758
ACH-000606,-0.158744281392
